Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0,4.56104,20.1295,0.702235,-0.462643,0.660076,0.214482,3.52601,-9.1741,-3.46031,0.21207,0.457028,0.234116,1.36126,9.86451,0.393818,0.403455,0.623477,-0.410073,3.16836,-9.09234,-2.65924,0.149408,0.621632,0.342102,1.7236,-2.16563,7.60962,0.291382,-0.182545,-0.100423,4.19526,1.8155,9.06726,-0.0562822,0.033015,0.260851,10.0758,1.01014,4.39203,0.456266,-0.218164,0.167688
0.001,4.72706,18.913,0.825678,-0.539048,0.765988,0.246668,3.54633,-9.22438,-3.32543,0.238858,0.458539,0.231927,0.857867,9.61833,0.0767914,0.412556,0.668911,-0.41089,3.13342,-9.06839,-2.55277,0.156688,0.610951,0.351723,2.74512,-1.83032,7.60069,0.223769,-0.182591,-0.0558466,4.18075,1.71782,9.08805,-0.0614972,0.0289424,0.263679,10.0387,0.961392,4.368,0.423571,-0.220075,0.156329
0.002,4.89308,17.6966,0.949122,-0.615453,0.871899,0.278854,3.56665,-9.27465,-3.19056,0.265645,0.46005,0.229738,0.354478,9.37215,-0.240236,0.421657,0.714344,-0.411708,3.09849,-9.04444,-2.4463,0.163968,0.600269,0.361344,3.76663,-1.49501,7.59175,0.156155,-0.182636,-0.0112699,4.16623,1.62014,9.10883,-0.0667122,0.0248699,0.266506,10.0016,0.912639,4.34397,0.390877,-0.221986,0.144971
0.003,5.0591,16.4801,1.07257,-0.691857,0.977811,0.31104,3.58697,-9.32492,-3.05569,0.292432,0.461561,0.227549,-0.148911,9.12597,-0.557263,0.430759,0.759777,-0.412525,3.06356,-9.02049,-2.33982,0.171248,0.589588,0.370965,4.78815,-1.15969,7.58281,0.0885421,-0.182682,0.0333068,4.15172,1.52246,9.12961,-0.0719271,0.0207973,0.269334,9.96456,0.863886,4.31994,0.358182,-0.223898,0.133613
0.004,5.22512,15.2637,1.19601,-0.768262,1.08372,0.343226,3.60729,-9.37519,-2.92082,0.319219,0.463071,0.22536,-0.6523,8.87979,-0.87429,0.43986,0.80521,-0.413342,3.02863,-8.99654,-2.23335,0.178528,0.578906,0.380586,5.80966,-0.824376,7.57387,0.0209288,-0.182727,0.0778835,4.13721,1.42478,9.1504,-0.0771421,0.0167248,0.272162,9.92746,0.815133,4.29591,0.325488,-0.225809,0.122254
0.005,5.13634,14.1537,1.17287,-0.795151,1.18569,0.346688,3.62075,-9.40851,-2.76389,0.344768,0.460968,0.222909,-1.0535,8.7391,-1.07296,0.442585,0.835004,-0.414369,2.99574,-9.00904,-2.14037,0.186609,0.566264,0.389147,6.69718,-0.284523,7.6166,-0.0262781,-0.167919,0.0881397,4.13395,1.33381,9.15971,-0.0848337,0.0127406,0.26973,9.88581,0.788853,4.25039,0.301707,-0.226459,0.106079
0.006,4.8437,13.1288,1.03246,-0.782427,1.2845,0.327171,3.62873,-9.42826,-2.58932,0.369326,0.455974,0.22025,-1.37296,8.68281,-1.17695,0.440208,0.852288,-0.415564,2.9645,-9.05069,-2.05819,0.19533,0.552052,0.396861,7.47749,0.41896,7.70066,-0.0571598,-0.141227,0.0709394,4.13969,1.24821,9.15985,-0.0945065,0.00882696,0.26309,9.8405,0.780551,4.18769,0.285058,-0.226101,0.0860507
0.007,4.55107,12.1039,0.892054,-0.769703,1.38331,0.307654,3.63671,-9.44801,-2.41474,0.393885,0.45098,0.217591,-1.69241,8.62652,-1.28094,0.437832,0.869572,-0.416759,2.93325,-9.09234,-1.976,0.204051,0.53784,0.404575,8.2578,1.12244,7.78472,-0.0880416,-0.114535,0.0537392,4.14543,1.16261,9.15999,-0.104179,0.00491337,0.256449,9.79519,0.772249,4.12498,0.268408,-0.225743,0.0660223
0.008,4.25844,11.079,0.751647,-0.756979,1.48212,0.288137,3.64469,-9.46776,-2.24017,0.418443,0.445986,0.214932,-2.01186,8.57022,-1.38492,0.435456,0.886855,-0.417954,2.90201,-9.13399,-1.89382,0.212772,0.523629,0.412289,9.03812,1.82593,7.86878,-0.118923,-0.0878427,0.036539,4.15118,1.07701,9.16014,-0.113852,0.000999779,0.249809,9.74989,0.763947,4.06228,0.251759,-0.225385,0.0459939
0.009,3.94104,10.0901,0.608735,-0.741489,1.57415,0.266931,3.65092,-9.48176,-2.07032,0.441226,0.440516,0.212235,-2.3125,8.5165,-1.47528,0.431995,0.900314,-0.418659,2.86653,-9.17685,-1.81722,0.221467,0.509367,0.419929,9.70816,2.49677,7.95174,-0.145176,-0.0623273,0.0168566,4.15728,1.0008,9.16019,-0.123085,-0.00263095,0.243506,9.70905,0.752862,3.99843,0.237029,-0.225325,0.0251998
