Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0,-6.89052,9.54243,-2.33574,-0.989184,1.90102,0.721642,-1.70322,-10.0765,-2.89084,-0.435762,-1.65438,-0.346244,1.15704,12.5186,-1.90453,-1.14455,4.41762,-1.48399,0.983244,-10.438,-2.33606,-0.227643,-0.370003,-0.412516,12.7861,-5.30635,10.0774,3.61365,-1.09887,3.65009,4.69266,0.293249,9.19311,0.114244,-0.0630651,-0.043146,10.3379,-1.10046,3.80747,1.90826,-0.24829,0.752851
0.001,-6.93362,9.39201,-2.47091,-0.964517,1.89542,0.727836,-1.799,-10.1317,-3.05065,-0.428513,-1.66637,-0.346936,1.35289,12.3476,-1.99792,-1.12118,4.54196,-1.49043,1.0447,-10.4319,-2.32647,-0.221126,-0.380592,-0.416211,13.092,-5.38568,9.98258,3.61572,-1.04409,3.86494,4.68412,0.291471,9.18364,0.113323,-0.0611063,-0.0401136,10.3521,-1.16644,3.81015,1.88993,-0.250806,0.774878
0.002,-6.97672,9.24158,-2.60608,-0.93985,1.88983,0.734031,-1.89477,-10.1868,-3.21045,-0.421264,-1.67836,-0.347628,1.54873,12.1767,-2.0913,-1.09782,4.6663,-1.49687,1.10615,-10.4258,-2.31688,-0.21461,-0.39118,-0.419907,13.398,-5.46501,9.88775,3.61778,-0.989324,4.07979,4.67559,0.289694,9.17417,0.112402,-0.0591474,-0.0370812,10.3663,-1.23241,3.81282,1.87161,-0.253321,0.796905
0.003,-7.01982,9.09115,-2.74125,-0.915184,1.88423,0.740226,-1.99054,-10.242,-3.37025,-0.414016,-1.69035,-0.34832,1.74458,12.0058,-2.18469,-1.07446,4.79064,-1.50331,1.1676,-10.4196,-2.30729,-0.208094,-0.401769,-0.423603,13.7039,-5.54434,9.79292,3.61985,-0.934552,4.29465,4.66705,0.287916,9.16471,0.111482,-0.0571886,-0.0340489,10.3805,-1.29838,3.8155,1.85328,-0.255837,0.818932
0.004,-7.06292,8.94072,-2.87642,-0.890517,1.87863,0.746421,-2.08632,-10.2971,-3.53006,-0.406767,-1.70235,-0.349012,1.94043,11.8348,-2.27808,-1.0511,4.91498,-1.50976,1.22906,-10.4135,-2.2977,-0.201577,-0.412358,-0.427299,14.0098,-5.62367,9.69809,3.62192,-0.879781,4.5095,4.65852,0.286139,9.15524,0.110561,-0.0552297,-0.0310165,10.3947,-1.36436,3.81817,1.83495,-0.258352,0.840959
0.005,-7.11912,8.90965,-3.01644,-0.872171,1.87067,0.753386,-2.1334,-10.3125,-3.61971,-0.390152,-1.71128,-0.348888,2.22455,11.704,-2.65668,-1.02083,5.0662,-1.51305,1.28674,-10.3876,-2.30083,-0.196807,-0.422018,-0.431109,13.9791,-6.28972,9.60686,3.6073,-0.824884,4.74687,4.63826,0.304934,9.14617,0.110392,-0.0541949,-0.0296109,10.4214,-1.42042,3.79117,1.81782,-0.259295,0.864993
0.006,-7.1858,8.97407,-3.16035,-0.858883,1.86082,0.760968,-2.14155,-10.296,-3.65324,-0.366045,-1.71778,-0.34811,2.5793,11.6051,-3.26347,-0.985044,5.23891,-1.51383,1.34142,-10.3459,-2.31413,-0.193434,-0.430935,-0.43501,13.6791,-7.42515,9.5185,3.57933,-0.769886,5.00225,4.60862,0.340187,9.13742,0.110824,-0.0538993,-0.0295068,10.458,-1.46854,3.74044,1.80164,-0.258978,0.890634
0.007,-7.25248,9.03848,-3.30426,-0.845594,1.85096,0.76855,-2.14969,-10.2795,-3.68677,-0.341937,-1.72427,-0.347332,2.93406,11.5063,-3.87026,-0.949257,5.41162,-1.51461,1.3961,-10.3043,-2.32743,-0.190062,-0.439852,-0.43891,13.3791,-8.56058,9.43015,3.55136,-0.714889,5.25763,4.57898,0.37544,9.12867,0.111256,-0.0536037,-0.0294026,10.4947,-1.51666,3.6897,1.78546,-0.258661,0.916275
0.008,-7.31916,9.1029,-3.44817,-0.832306,1.84111,0.776132,-2.15783,-10.2631,-3.7203,-0.31783,-1.73077,-0.346554,3.28881,11.4075,-4.47704,-0.91347,5.58433,-1.51538,1.45077,-10.2626,-2.34073,-0.186689,-0.448769,-0.442811,13.0791,-9.69601,9.34179,3.5234,-0.659891,5.51302,4.54934,0.410693,9.11992,0.111687,-0.0533081,-0.0292985,10.5313,-1.56478,3.63896,1.76928,-0.258345,0.941916
0.009,-7.37817,9.1611,-3.60079,-0.81965,1.83246,0.783427,-2.15988,-10.2484,-3.74904,-0.294012,-1.73735,-0.345487,3.62939,11.2879,-5.07609,-0.875936,5.75954,-1.51621,1.50433,-10.2208,-2.3528,-0.18358,-0.457267,-0.446623,12.7683,-10.8386,9.24917,3.49711,-0.604793,5.76738,4.52145,0.443636,9.11164,0.112375,-0.0533778,-0.0291776,10.5626,-1.61169,3.59287,1.75313,-0.258299,0.96715
0.01,-7.3758,9.16957,-3.823,-0.812055,1.83345,0.788429,-2.11322,-10.2484,-3.7395,-0.272516,-1.74465,-0.342101,3.85661,11.0019,-5.61325,-0.824426,5.95479,-1.51747,1.54896,-10.1784,-2.35502,-0.182587,-0.462412,-0.449722,12.3712,-12.0387,9.12246,3.48424,-0.548891,6.01357,4.50749,0.458101,9.10707,0.115113,-0.0563704,-0.0289229,10.551,-1.64884,3.58395,1.73724,-0.260417,0.989129
0.011,-7.37343,9.17805,-4.04522,-0.80446,1.83444,0.793431,-2.06655,-10.2484,-3.72995,-0.251021,-1.75195,-0.338715,4.08383,10.7159,-6.1504,-0.772916,6.15003,-1.51873,1.59358,-10.1359,-2.35723,-0.181595,-0.467558,-0.452822,11.9742,-13.2389,8.99574,3.47137,-0.492989,6.25977,4.49354,0.472566,9.1025,0.117851,-0.059363,-0.0286682,10.5393,-1.686,3.57503,1.72136,-0.262536,1.01111
