Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,6.90525,-3.47276,5.96356,0.0160502,0.0852752,-0.0326462,-0.687344,9.67257,0.674644,0.0341263,0.0207443,0.0260693,0.707677,-10.1018,-1.03505,-0.0114628,0.23671,0.107257,9.62187,-0.16425,2.86601,-0.191202,-0.0774852,-0.00883407,6.73921,3.41999,6.63657,-0.0798396,0.0139157,0.0225417,-0.931928,-9.84913,-1.71995,-0.0544169,0.181962,-0.0679222,-1.12892,8.93494,-3.04132,0.00415846,-0.0770366,0.0974227
0.001,6.90089,-3.46622,5.97376,0.0159839,0.0866186,-0.0306641,-0.664678,9.66858,0.660522,0.0332191,0.0208718,0.0260782,0.677385,-10.0931,-1.06901,-0.0115195,0.231417,0.104486,9.60885,-0.154935,2.86005,-0.194671,-0.0778648,-0.00932275,6.74797,3.41949,6.62363,-0.0787813,0.0147097,0.0218814,-0.973356,-9.84116,-1.73339,-0.0557312,0.179828,-0.0646742,-1.11841,8.94309,-3.04108,0.00366321,-0.0797171,0.0985066
0.002,6.89652,-3.45968,5.98396,0.0159176,0.087962,-0.0286819,-0.642011,9.66458,0.6464,0.032312,0.0209993,0.0260871,0.647094,-10.0845,-1.10297,-0.0115763,0.226124,0.101716,9.59583,-0.14562,2.85408,-0.19814,-0.0782443,-0.00981144,6.75672,3.41899,6.6107,-0.077723,0.0155037,0.0212212,-1.01478,-9.83318,-1.74683,-0.0570455,0.177694,-0.0614262,-1.1079,8.95124,-3.04085,0.00316795,-0.0823975,0.0995905
0.003,6.89216,-3.45315,5.99415,0.0158513,0.0893053,-0.0266997,-0.619345,9.66058,0.632277,0.0314048,0.0211268,0.026096,0.616802,-10.0759,-1.13692,-0.011633,0.220831,0.0989459,9.58281,-0.136305,2.84811,-0.201608,-0.0786238,-0.0103001,6.76548,3.41849,6.59776,-0.0766647,0.0162977,0.0205609,-1.05621,-9.8252,-1.76027,-0.0583599,0.17556,-0.0581781,-1.09739,8.9594,-3.04061,0.0026727,-0.085078,0.100674
0.004,6.8878,-3.44661,6.00435,0.015785,0.0906487,-0.0247175,-0.596678,9.65658,0.618155,0.0304976,0.0212543,0.0261049,0.58651,-10.0673,-1.17088,-0.0116898,0.215538,0.0961756,9.56979,-0.12699,2.84215,-0.205077,-0.0790034,-0.0107888,6.77423,3.41799,6.58483,-0.0756063,0.0170917,0.0199006,-1.09764,-9.81723,-1.77371,-0.0596742,0.173426,-0.05493,-1.08688,8.96755,-3.04037,0.00217745,-0.0877585,0.101758
0.005,6.88106,-3.43331,6.00747,0.0157492,0.0907264,-0.0232214,-0.586315,9.65065,0.607553,0.0297258,0.0206719,0.0252354,0.571967,-10.0596,-1.19849,-0.0114007,0.210611,0.0955726,9.56945,-0.117857,2.84163,-0.208514,-0.0796095,-0.00899165,6.76607,3.41767,6.56686,-0.0746492,0.015938,0.0199944,-1.11828,-9.8251,-1.79545,-0.0580333,0.172191,-0.0546728,-1.09308,8.96222,-3.08424,0.00087921,-0.0872829,0.102024
0.006,6.87243,-3.41462,6.00493,0.0157378,0.0897916,-0.0221142,-0.585796,9.64317,0.599768,0.0290622,0.0195216,0.0236632,0.570022,-10.0527,-1.22102,-0.0108351,0.205977,0.0967034,9.57925,-0.108869,2.84546,-0.211925,-0.080397,-0.00536581,6.74439,3.41749,6.54487,-0.0737729,0.0132261,0.0206915,-1.1223,-9.84564,-1.82382,-0.0540281,0.171676,-0.0568083,-1.11264,8.94611,-3.16337,-0.00106142,-0.0842826,0.101635
0.007,6.8638,-3.39592,6.00238,0.0157264,0.0888568,-0.0210069,-0.585276,9.63569,0.591983,0.0283987,0.0183713,0.0220909,0.568077,-10.0458,-1.24356,-0.0102694,0.201344,0.0978343,9.58905,-0.0998803,2.8493,-0.215335,-0.0811845,-0.00173997,6.7227,3.41732,6.52289,-0.0728966,0.0105143,0.0213887,-1.12632,-9.86618,-1.85219,-0.050023,0.17116,-0.0589437,-1.13219,8.93,-3.24251,-0.00300206,-0.0812823,0.101246
0.008,6.85516,-3.37722,5.99984,0.015715,0.087922,-0.0198997,-0.584757,9.62821,0.584198,0.0277351,0.0172209,0.0205186,0.566132,-10.0389,-1.26609,-0.00970374,0.19671,0.0989651,9.59885,-0.090892,2.85314,-0.218746,-0.081972,0.00188586,6.70102,3.41714,6.5009,-0.0720204,0.0078024,0.0220858,-1.13033,-9.88672,-1.88057,-0.0460178,0.170645,-0.0610791,-1.15175,8.91388,-3.32165,-0.00494269,-0.078282,0.100857
0.009,6.84673,-3.36219,5.99758,0.0155301,0.0870236,-0.0189153,-0.584399,9.62267,0.578895,0.0271197,0.0160387,0.0189977,0.561407,-10.0336,-1.28347,-0.00907757,0.191808,0.0999845,9.60742,-0.0837953,2.85679,-0.22216,-0.0825613,0.00541348,6.68151,3.4176,6.48211,-0.0711797,0.00510488,0.0227198,-1.13657,-9.90658,-1.90563,-0.0423357,0.170006,-0.0630735,-1.17057,8.89758,-3.39789,-0.006318,-0.0756385,0.100259
0.01,6.83993,-3.37658,5.99757,0.0139576,0.0864166,-0.0189145,-0.58533,9.6326,0.593457,0.0268896,0.0146004,0.0178873,0.534445,-10.0411,-1.2596,-0.00796738,0.184764,0.100112,9.60613,-0.091831,2.85898,-0.2256,-0.0815647,0.00815528,6.67939,3.42311,6.4889,-0.0706232,0.00252218,0.0228485,-1.16056,-9.92102,-1.90427,-0.0412376,0.168384,-0.0639394,-1.1835,8.87975,-3.45096,-0.00317064,-0.0758503,0.097989
0.011,6.83312,-3.39097,5.99756,0.0123851,0.0858097,-0.0189136,-0.586262,9.64254,0.608019,0.0266594,0.0131622,0.0167769,0.507483,-10.0486,-1.23574,-0.0068572,0.17772,0.10024,9.60485,-0.0998667,2.86117,-0.22904,-0.0805682,0.0108971,6.67726,3.42863,6.4957,-0.0700667,-6.05e-05,0.0229772,-1.18456,-9.93546,-1.90291,-0.0401396,0.166763,-0.0648053,-1.19642,8.86193,-3.50402,-2.33e-05,-0.0760621,0.0957191
0.012,6.82632,-3.40536,5.99756,0.0108127,0.0852027,-0.0189127,-0.587193,9.65247,0.62258,0.0264293,0.011724,0.0156666,0.48052,-10.0561,-1.21188,-0.00574701,0.170676,0.100368,9.60356,-0.107902,2.86336,-0.23248,-0.0795716,0.0136389,6.67514,3.43414,6.50249,-0.0695103,-0.00264324,0.0231058,-1.20855,-9.9499,-1.90155,-0.0390415,0.165141,-0.0656713,-1.20935,8.8441,-3.55709,0.00312407,-0.0762738,0.0934491
0.013,6.81951,-3.41975,5.99755,0.00924016,0.0845958,-0.0189118,-0.588125,9.6624,0.637142,0.0261991,0.0102858,0.0145562,0.453558,-10.0636,-1.18801,-0.00463682,0.163632,0.100496,9.60227,-0.115938,2.86555,-0.23592,-0.078575,0.0163807,6.67302,3.43966,6.50929,-0.0689538,-0.00522595,0.0232345,-1.23255,-9.96434,-1.90019,-0.0379434,0.163519,-0.0665372,-1.22227,8.82628,-3.61016,0.00627142,-0.0764856,0.0911792
0.014,6.80995,-3.42211,5.99955,0.00861257,0.0830046,-0.0185821,-0.591445,9.66021,0.650437,0.0265316,0.00949717,0.0140778,0.433833,-10.0657,-1.17601,-0.00371753,0.158313,0.0986615,9.587,-0.127195,2.85229,-0.23951,-0.0780084,0.0166479,6.68707,3.42853,6.5189,-0.0678645,-0.00517492,0.0234888,-1.2257,-9.93609,-1.88026,-0.0349679,0.159329,-0.0659727,-1.24256,8.82881,-3.63039,0.00698463,-0.0775551,0.0933929
0.015,6.79902,-3.41845,6.00256,0.00845744,0.0809212,-0.0180879,-0.595958,9.65196,0.663099,0.0271453,0.00903338,0.0139153,0.417727,-10.065,-1.16995,-0.00289367,0.153856,0.0958458,9.56475,-0.140062,2.83132,-0.243175,-0.0776567,0.0156777,6.70922,3.40907,6.52992,-0.0665087,-0.00380702,0.0238059,-1.20344,-9.88651,-1.85105,-0.0310537,0.153855,-0.064693,-1.26654,8.84152,-3.63422,0.00648076,-0.0790534,0.0978486
0.016,6.78808,-3.41479,6.00556,0.0083023,0.0788379,-0.0175938,-0.600472,9.6437,0.675761,0.0277591,0.00856958,0.0137529,0.401621,-10.0643,-1.16388,-0.00206982,0.149399,0.09303,9.54249,-0.152929,2.81034,-0.24684,-0.0773051,0.0147075,6.73137,3.38961,6.54094,-0.065153,-0.00243912,0.024123,-1.18117,-9.83693,-1.82185,-0.0271395,0.14838,-0.0634133,-1.29051,8.85422,-3.63804,0.00597689,-0.0805517,0.102304
0.017,6.77715,-3.41114,6.00857,0.00814717,0.0767546,-0.0170996,-0.604985,9.63545,0.688422,0.0283729,0.00810579,0.0135905,0.385516,-10.0637,-1.15782,-0.00124596,0.144942,0.0902142,9.52024,-0.165796,2.78937,-0.250505,-0.0769535,0.0137373,6.75351,3.37015,6.55196,-0.0637973,-0.00107122,0.02444,-1.15891,-9.78735,-1.79264,-0.0232252,0.142906,-0.0621336,-1.31449,8.86693,-3.64187,0.00547302,-0.0820501,0.10676
0.018,6.7699,-3.40464,6.00865,0.0078022,0.075289,-0.0164707,-0.614068,9.63106,0.694557,0.0288259,0.00779875,0.0128741,0.374701,-10.0654,-1.15531,-9.32e-05,0.140799,0.0879706,9.50385,-0.170518,2.7701,-0.253575,-0.07668,0.0127469,6.77625,3.35,6.56099,-0.0624049,7.41e-05,0.0245336,-1.14385,-9.75286,-1.77725,-0.0200922,0.13777,-0.0615172,-1.33604,8.87403,-3.64458,0.00451874,-0.0830815,0.109743
0.019,6.77555,-3.38821,5.99848,0.00679279,0.0759854,-0.0153705,-0.639144,9.64017,0.677848,0.0287163,0.00804036,0.0102188,0.382407,-10.0754,-1.16526,0.00221082,0.137753,0.0877293,9.50803,-0.146735,2.7568,-0.254559,-0.07668,0.0116859,6.80103,3.32742,6.56305,-0.060884,0.000440534,0.0238448,-1.15402,-9.7712,-1.81023,-0.0196935,0.133817,-0.0632225,-1.34912,8.86152,-3.64343,0.00198799,-0.0824791,0.107573
