Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,6.93958,-4.19456,5.68384,-0.0676251,-0.0565309,-0.0754431,-1.42189,9.81209,0.692977,0.0620062,-0.079933,0.141939,0.551233,-9.56116,-6.42128,-0.357202,-1.30455,-0.548028,9.58055,-0.126441,3.90376,-1.8324,-0.108265,0.636139,7.72397,8.14952,4.94986,0.379349,1.81604,-0.370889,1.55574,-11.3346,-1.389,-0.245083,-0.666743,0.275652,-2.2768,9.61954,-3.65642,0.514292,-0.405269,-0.168026
0.001,6.93786,-4.20525,5.69343,-0.0690786,-0.0580844,-0.0750402,-1.44348,9.84978,0.680049,0.063363,-0.0811794,0.146298,0.445487,-9.62572,-6.49349,-0.377242,-1.28579,-0.537361,9.59539,-0.0982654,3.96707,-1.84256,-0.115659,0.647461,7.66469,7.96238,4.98361,0.411435,1.82268,-0.340704,1.69095,-11.4033,-1.41608,-0.255044,-0.652211,0.263385,-2.27141,9.61899,-3.68708,0.51339,-0.390596,-0.17471
0.002,6.93615,-4.21593,5.70303,-0.0705321,-0.0596378,-0.0746373,-1.46506,9.88747,0.667121,0.0647198,-0.0824258,0.150657,0.339741,-9.69028,-6.5657,-0.397282,-1.26702,-0.526694,9.61024,-0.0700897,4.03039,-1.85273,-0.123052,0.658782,7.60541,7.77523,5.01736,0.443521,1.82932,-0.31052,1.82616,-11.4721,-1.44316,-0.265004,-0.637678,0.251119,-2.26601,9.61844,-3.71774,0.512488,-0.375924,-0.181393
0.003,6.93443,-4.22662,5.71263,-0.0719855,-0.0611912,-0.0742345,-1.48664,9.92516,0.654192,0.0660766,-0.0836722,0.155015,0.233995,-9.75485,-6.63791,-0.417322,-1.24825,-0.516028,9.62509,-0.0419139,4.0937,-1.86289,-0.130445,0.670104,7.54613,7.58808,5.05111,0.475606,1.83596,-0.280336,1.96137,-11.5409,-1.47024,-0.274965,-0.623145,0.238852,-2.26062,9.61789,-3.74839,0.511585,-0.361252,-0.188076
0.004,6.93272,-4.23731,5.72223,-0.073439,-0.0627446,-0.0738316,-1.50823,9.96285,0.641264,0.0674334,-0.0849186,0.159374,0.128249,-9.81941,-6.71011,-0.437362,-1.22949,-0.505361,9.63993,-0.0137381,4.15702,-1.87305,-0.137839,0.681426,7.48686,7.40093,5.08486,0.507692,1.8426,-0.250151,2.09658,-11.6096,-1.49733,-0.284926,-0.608613,0.226585,-2.25522,9.61734,-3.77905,0.510683,-0.346579,-0.19476
0.005,6.93556,-4.24264,5.72724,-0.0748925,-0.0652893,-0.0745141,-1.52033,9.98372,0.624429,0.0678565,-0.0877616,0.161234,0.0428137,-9.89844,-6.6707,-0.455111,-1.20557,-0.494469,9.66729,-0.0255034,4.1361,-1.86573,-0.134292,0.688302,7.4416,7.2427,5.10549,0.539648,1.84502,-0.21849,2.19412,-11.6697,-1.5101,-0.294992,-0.589472,0.217414,-2.22364,9.60828,-3.81122,0.510268,-0.330859,-0.202237
0.006,6.94205,-4.24367,5.72859,-0.076346,-0.0686269,-0.0760649,-1.52486,9.99113,0.60447,0.0675326,-0.0918819,0.161095,-0.0263725,-9.98905,-6.54198,-0.471026,-1.17754,-0.483396,9.70466,-0.0692216,4.04779,-1.84443,-0.121993,0.69162,7.40756,7.10761,5.11561,0.571501,1.84405,-0.185648,2.26152,-11.7229,-1.51143,-0.305143,-0.566646,0.210718,-2.17112,9.59242,-3.8446,0.510243,-0.314301,-0.21035
0.007,6.94854,-4.24471,5.72994,-0.0777995,-0.0719645,-0.0776157,-1.52938,9.99855,0.58451,0.0672088,-0.0960022,0.160957,-0.0955586,-10.0797,-6.41325,-0.486941,-1.1495,-0.472323,9.74203,-0.11294,3.95948,-1.82312,-0.109693,0.694939,7.37352,6.97251,5.12574,0.603355,1.84309,-0.152806,2.32892,-11.7761,-1.51275,-0.315294,-0.543819,0.204023,-2.11859,9.57655,-3.87798,0.510219,-0.297742,-0.218463
0.008,6.95503,-4.24574,5.73129,-0.079253,-0.0753022,-0.0791664,-1.53391,10.006,0.564551,0.0668849,-0.100122,0.160818,-0.164745,-10.1703,-6.28453,-0.502856,-1.12147,-0.461251,9.77939,-0.156658,3.87117,-1.80181,-0.0973943,0.698257,7.33948,6.83742,5.13586,0.635208,1.84212,-0.119963,2.39631,-11.8292,-1.51408,-0.325444,-0.520993,0.197327,-2.06606,9.56069,-3.91136,0.510194,-0.281184,-0.226576
0.009,6.95838,-4.24816,5.73123,-0.0807392,-0.0786,-0.0807556,-1.53572,10.0171,0.541253,0.0665607,-0.104344,0.161092,-0.22833,-10.2546,-6.14075,-0.518169,-1.09456,-0.450118,9.81387,-0.203546,3.78736,-1.77742,-0.0842527,0.700726,7.31237,6.7082,5.14767,0.666105,1.84103,-0.0876471,2.45286,-11.8778,-1.52334,-0.335377,-0.496483,0.190922,-2.01105,9.54462,-3.94531,0.510253,-0.26455,-0.234662
