Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,6.79602,-4.02952,5.45949,-0.0235557,-0.0075807,0.014017,-0.615119,9.72421,0.282135,0.00492209,-0.036382,-0.00397255,0.076641,-9.94822,-0.174656,-0.0401189,0.00690163,0.0126312,9.74936,-0.90219,1.66916,0.217736,-0.0338966,0.0135877,6.98392,2.73646,6.66209,-0.0563021,0.0285645,0.0400718,-0.509744,-9.85466,-1.74,-0.0752749,0.115503,0.0144267,-1.66133,8.69464,-3.59295,0.0440654,0.0430204,-0.0615868
0.001,6.81589,-4.04558,5.47782,-0.0241767,-0.0079233,0.0137078,-0.61458,9.72133,0.265226,0.00495841,-0.0364457,-0.00354196,0.0936075,-9.94545,-0.170193,-0.0382404,0.0079249,0.0135635,9.75402,-0.884041,1.64227,0.214737,-0.0332421,0.0128545,6.97195,2.73591,6.6732,-0.0549432,0.0262889,0.0403855,-0.474544,-9.83181,-1.7874,-0.0743399,0.117365,0.0180813,-1.69106,8.69211,-3.59788,0.0495352,0.0365499,-0.0606826
0.002,6.83576,-4.06164,5.49615,-0.0247977,-0.0082659,0.0133987,-0.61404,9.71844,0.248318,0.00499474,-0.0365094,-0.00311137,0.110574,-9.94269,-0.16573,-0.036362,0.00894816,0.0144957,9.75868,-0.865893,1.61538,0.211737,-0.0325877,0.0121214,6.95997,2.73536,6.68431,-0.0535843,0.0240134,0.0406991,-0.439345,-9.80897,-1.8348,-0.0734049,0.119226,0.0217359,-1.72079,8.68957,-3.60281,0.0550051,0.0300794,-0.0597783
0.003,6.85563,-4.0777,5.51448,-0.0254187,-0.0086085,0.0130895,-0.6135,9.71556,0.23141,0.00503106,-0.036573,-0.00268078,0.127541,-9.93993,-0.161267,-0.0344835,0.00997142,0.0154279,9.76334,-0.847744,1.5885,0.208737,-0.0319333,0.0113883,6.94799,2.73481,6.69543,-0.0522254,0.0217378,0.0410128,-0.404145,-9.78613,-1.8822,-0.0724699,0.121087,0.0253905,-1.75052,8.68704,-3.60774,0.0604749,0.0236089,-0.058874
0.004,6.8755,-4.09376,5.53281,-0.0260397,-0.00895109,0.0127804,-0.612961,9.71268,0.214502,0.00506738,-0.0366367,-0.00225019,0.144507,-9.93716,-0.156804,-0.032605,0.0109947,0.0163601,9.768,-0.829595,1.56161,0.205737,-0.0312788,0.0106552,6.93601,2.73427,6.70654,-0.0508665,0.0194622,0.0413264,-0.368946,-9.76329,-1.9296,-0.0715349,0.122948,0.0290451,-1.78025,8.68451,-3.61267,0.0659448,0.0171384,-0.0579698
0.005,6.88607,-4.11267,5.54356,-0.0256996,-0.00814959,0.0126856,-0.612947,9.70248,0.203652,0.00566745,-0.0351192,-0.00315059,0.15057,-9.92927,-0.152954,-0.0328959,0.0146973,0.0147058,9.77137,-0.826619,1.55177,0.20208,-0.0296454,0.0104654,6.92693,2.72759,6.71112,-0.0507583,0.0187989,0.0414745,-0.331045,-9.7465,-1.95534,-0.0691047,0.125286,0.0325314,-1.75788,8.69487,-3.6077,0.0686033,0.0131557,-0.0557369
0.006,6.88921,-4.13387,5.54824,-0.0245907,-0.00643281,0.0127624,-0.613353,9.68643,0.19765,0.00671852,-0.0323366,-0.00511579,0.147911,-9.91726,-0.149594,-0.0349223,0.0205434,0.0109821,9.7737,-0.835781,1.55556,0.197898,-0.0272286,0.0107104,6.92018,2.71601,6.71049,-0.0516507,0.0194254,0.04149,-0.290984,-9.73456,-1.96373,-0.0654783,0.128006,0.0358832,-1.69384,8.71554,-3.59481,0.0690127,0.0111634,-0.052441
0.007,6.89234,-4.15506,5.55292,-0.0234818,-0.00471604,0.0128391,-0.613759,9.67038,0.191648,0.00776959,-0.0295541,-0.00708099,0.145252,-9.90525,-0.146234,-0.0369486,0.0263895,0.00725847,9.77603,-0.844943,1.55936,0.193716,-0.0248119,0.0109553,6.91343,2.70444,6.70985,-0.0525431,0.020052,0.0415056,-0.250922,-9.72261,-1.97213,-0.061852,0.130725,0.0392349,-1.62979,8.73622,-3.58192,0.0694222,0.00917109,-0.0491452
0.008,6.89547,-4.17626,5.5576,-0.0223729,-0.00299926,0.0129159,-0.614166,9.65433,0.185646,0.00882066,-0.0267715,-0.00904618,0.142592,-9.89324,-0.142874,-0.038975,0.0322357,0.00353482,9.77836,-0.854106,1.56316,0.189534,-0.0223952,0.0112003,6.90667,2.69286,6.70922,-0.0534356,0.0206785,0.0415212,-0.21086,-9.71067,-1.98053,-0.0582257,0.133445,0.0425866,-1.56575,8.7569,-3.56903,0.0698316,0.00717877,-0.0458493
0.009,6.89918,-4.19429,5.56173,-0.0211621,-0.00129992,0.0128476,-0.612668,9.64006,0.180238,0.00983013,-0.0240243,-0.0109702,0.139969,-9.88281,-0.141325,-0.0409204,0.0379073,0.000618405,9.78152,-0.861802,1.56889,0.185171,-0.0201625,0.0115179,6.90232,2.68539,6.71162,-0.054231,0.0213426,0.041218,-0.176857,-9.6995,-1.99044,-0.0549615,0.136269,0.045693,-1.51153,8.77494,-3.56159,0.0698565,0.00544174,-0.042708
0.01,6.90754,-4.18698,5.56146,-0.0191355,0.000259876,0.0116186,-0.595936,9.64006,0.179584,0.0105069,-0.0215601,-0.0125652,0.137635,-9.88492,-0.154269,-0.0422181,0.0421829,0.0041599,9.79133,-0.857768,1.59004,0.179359,-0.0194027,0.012417,6.91715,2.71081,6.73831,-0.0542504,0.022308,0.0383655,-0.191319,-9.69458,-2.01243,-0.0545951,0.139936,0.0468368,-1.53589,8.77187,-3.59784,0.0668048,0.00574706,-0.0408034
0.011,6.9159,-4.17968,5.56118,-0.0171089,0.00181967,0.0103897,-0.579204,9.64006,0.17893,0.0111836,-0.0190959,-0.0141601,0.135301,-9.88704,-0.167214,-0.0435158,0.0464585,0.0077014,9.80115,-0.853734,1.6112,0.173546,-0.0186428,0.0133162,6.93198,2.73622,6.76501,-0.0542698,0.0232734,0.0355129,-0.205781,-9.68965,-2.03442,-0.0542286,0.143603,0.0479805,-1.56026,8.7688,-3.63408,0.0637531,0.00605237,-0.0388988
