Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,4.8541,0.624457,8.28799,-0.0368655,-0.00764594,0.0164396,0.0794402,9.69589,0.233605,0.00858003,-0.0632233,-0.137137,0.183929,-9.90219,-0.0556276,-0.0440034,-0.00527509,0.0358217,9.63261,-0.917757,2.12367,0.00709056,0.161317,0.0267196,5.22045,-0.284126,8.51266,-0.0754988,-0.017416,0.0890663,-0.906052,-9.84052,-1.49305,0.0116118,0.0117666,0.217595,-1.82894,9.165,-2.43528,-0.020872,0.201015,-0.158904
0.001,4.87007,0.624773,8.29733,-0.0371261,-0.0068323,0.0175656,0.0497149,9.70063,0.215855,0.0070484,-0.0627386,-0.135682,0.174683,-9.90616,-0.0403791,-0.0444474,-0.00623907,0.0360963,9.65333,-0.872651,2.10636,0.00426887,0.157248,0.0351499,5.20262,-0.295829,8.48146,-0.0728993,-0.0162485,0.0898161,-0.884605,-9.84574,-1.50069,0.00786074,0.0150575,0.217756,-1.85746,9.1709,-2.41251,-0.0202393,0.207648,-0.158469
0.002,4.88603,0.625088,8.30667,-0.0373867,-0.00601867,0.0186917,0.0199895,9.70538,0.198104,0.00551676,-0.0622539,-0.134227,0.165437,-9.91013,-0.0251307,-0.0448914,-0.00720305,0.0363709,9.67404,-0.827545,2.08906,0.00144717,0.153179,0.0435802,5.1848,-0.307531,8.45026,-0.0702997,-0.0150811,0.0905659,-0.863158,-9.85097,-1.50832,0.00410968,0.0183484,0.217916,-1.88599,9.1768,-2.38975,-0.0196067,0.214281,-0.158035
0.003,4.902,0.625403,8.316,-0.0376473,-0.00520504,0.0198177,-0.00973583,9.71012,0.180354,0.00398512,-0.0617691,-0.132773,0.156191,-9.91409,-0.00988218,-0.0453354,-0.00816703,0.0366455,9.69476,-0.78244,2.07176,-0.00137453,0.149111,0.0520105,5.16698,-0.319233,8.41906,-0.0677001,-0.0139137,0.0913157,-0.841711,-9.85619,-1.51595,0.00035861,0.0216393,0.218077,-1.91451,9.1827,-2.36698,-0.0189741,0.220914,-0.1576
0.004,4.91797,0.625719,8.32534,-0.0379079,-0.0043914,0.0209437,-0.0394612,9.71487,0.162603,0.00245349,-0.0612844,-0.131318,0.146944,-9.91806,0.0053663,-0.0457794,-0.009131,0.0369201,9.71548,-0.737334,2.05445,-0.00419623,0.145042,0.0604408,5.14915,-0.330936,8.38786,-0.0651006,-0.0127463,0.0920655,-0.820264,-9.86142,-1.52359,-0.00339246,0.0249302,0.218237,-1.94303,9.1886,-2.34421,-0.0183415,0.227547,-0.157165
0.005,4.92069,0.622092,8.33223,-0.0378512,-0.00416735,0.020936,-0.0567881,9.71038,0.149104,0.00200467,-0.0622467,-0.131498,0.144414,-9.9176,0.0181401,-0.0461843,-0.00899418,0.0358255,9.71265,-0.715437,2.04207,-0.00814581,0.141923,0.0672716,5.14413,-0.332712,8.37287,-0.0644269,-0.0116671,0.0921827,-0.801629,-9.85665,-1.52467,-0.00575379,0.0274794,0.217385,-1.96056,9.1863,-2.32721,-0.0177173,0.232067,-0.157167
0.006,4.91281,0.615312,8.33716,-0.0375407,-0.00441495,0.0200214,-0.0641963,9.6985,0.139006,0.00242211,-0.0643666,-0.132986,0.147256,-9.9136,0.0289341,-0.046558,-0.00797671,0.0336355,9.69099,-0.712106,2.03363,-0.0129977,0.139564,0.0728227,5.14934,-0.326546,8.37085,-0.0652938,-0.0106584,0.0917936,-0.785245,-9.8439,-1.5205,-0.00700333,0.0294354,0.215723,-1.96928,9.17743,-2.31483,-0.0170998,0.234897,-0.157518
0.007,4.90492,0.608532,8.3421,-0.0372302,-0.00466255,0.0191069,-0.0716046,9.68663,0.128907,0.00283956,-0.0664865,-0.134474,0.150097,-9.90959,0.0397281,-0.0469316,-0.00695924,0.0314456,9.66932,-0.708775,2.02519,-0.0178496,0.137205,0.0783739,5.15456,-0.320381,8.36883,-0.0661606,-0.00964974,0.0914046,-0.76886,-9.83114,-1.51634,-0.00825287,0.0313914,0.214061,-1.97801,9.16856,-2.30244,-0.0164824,0.237727,-0.157869
0.008,4.89704,0.601752,8.34703,-0.0369196,-0.00491016,0.0181923,-0.0790128,9.67476,0.118809,0.003257,-0.0686064,-0.135962,0.152939,-9.90559,0.0505222,-0.0473052,-0.00594177,0.0292557,9.64766,-0.705444,2.01676,-0.0227015,0.134846,0.083925,5.15977,-0.314216,8.36681,-0.0670276,-0.00864108,0.0910156,-0.752476,-9.81839,-1.51218,-0.00950241,0.0333473,0.212399,-1.98673,9.15969,-2.29005,-0.0158649,0.240557,-0.15822
0.009,4.89225,0.594337,8.35099,-0.0369269,-0.00525683,0.0173302,-0.087717,9.66575,0.108855,0.0037316,-0.0707583,-0.137034,0.15786,-9.90309,0.0620684,-0.0477503,-0.0051089,0.0274739,9.629,-0.702699,2.01393,-0.0267651,0.132595,0.0886926,5.16028,-0.309809,8.36582,-0.067958,-0.00758641,0.0906661,-0.735151,-9.80692,-1.50369,-0.0107471,0.0347142,0.210867,-1.99536,9.15343,-2.27895,-0.0148872,0.243512,-0.158395
