Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,7.08289,-3.48423,5.62544,-0.00405139,-0.0057532,0.0349803,-1.07394,9.29586,1.0708,0.0371699,0.0770633,-0.00710565,-0.062398,-9.26818,1.9136,-0.237911,-0.147466,-0.251111,8.94474,0.112904,2.64257,-0.179645,-0.0259815,0.463669,6.98018,1.16091,6.9483,0.295607,0.198879,-0.29846,-0.62643,-9.25017,-1.67021,0.139535,-0.735815,-0.085409,-1.66153,9.24508,-2.67408,-0.0774207,-0.206457,-0.0299588
0.001,7.07471,-3.42775,5.63651,-0.00582253,-0.00569853,0.0391222,-1.05598,9.28834,1.09593,0.0402168,0.08245,-0.00742388,-0.0437231,-9.32099,1.85488,-0.239002,-0.12923,-0.253657,8.94241,0.111105,2.64453,-0.18705,-0.0234119,0.4605,6.94763,1.19535,6.94894,0.295919,0.196384,-0.303068,-0.583385,-9.27829,-1.67945,0.13968,-0.721756,-0.0784106,-1.6603,9.2346,-2.63417,-0.089069,-0.208517,-0.0346776
0.002,7.06654,-3.37127,5.64759,-0.00759367,-0.00564387,0.0432641,-1.03801,9.28081,1.12105,0.0432638,0.0878367,-0.00774211,-0.0250482,-9.37379,1.79616,-0.240094,-0.110995,-0.256203,8.94007,0.109306,2.64649,-0.194455,-0.0208423,0.457331,6.91509,1.2298,6.94958,0.296231,0.193889,-0.307676,-0.540339,-9.30641,-1.68868,0.139825,-0.707697,-0.0714122,-1.65906,9.22413,-2.59426,-0.100717,-0.210577,-0.0393964
0.003,7.05836,-3.31479,5.65867,-0.00936481,-0.00558921,0.047406,-1.02005,9.27328,1.14617,0.0463108,0.0932234,-0.00806034,-0.00637321,-9.42659,1.73745,-0.241185,-0.0927591,-0.25875,8.93774,0.107507,2.64846,-0.20186,-0.0182727,0.454162,6.88254,1.26424,6.95023,0.296543,0.191394,-0.312285,-0.497294,-9.33453,-1.69792,0.139969,-0.693637,-0.0644138,-1.65783,9.21365,-2.55436,-0.112366,-0.212637,-0.0441152
0.004,7.05019,-3.25832,5.66975,-0.0111359,-0.00553454,0.0515479,-1.00208,9.26576,1.17129,0.0493578,0.0986101,-0.00837857,0.0123017,-9.4794,1.67873,-0.242277,-0.0745235,-0.261296,8.93541,0.105708,2.65042,-0.209264,-0.0157031,0.450993,6.85,1.29869,6.95087,0.296855,0.188899,-0.316893,-0.454248,-9.36265,-1.70715,0.140114,-0.679578,-0.0574154,-1.6566,9.20318,-2.51445,-0.124014,-0.214697,-0.048834
0.005,7.04214,-3.23159,5.68316,-0.0134339,-0.00518464,0.055299,-0.986356,9.26291,1.18294,0.0523063,0.105069,-0.00936066,0.0275452,-9.51071,1.60343,-0.243776,-0.0574543,-0.262843,8.93719,0.10786,2.63966,-0.216282,-0.0124416,0.448289,6.81862,1.35035,6.95076,0.296426,0.181526,-0.321853,-0.411061,-9.38375,-1.70572,0.139407,-0.667008,-0.0518651,-1.63549,9.18858,-2.48898,-0.137022,-0.215808,-0.0523511
0.006,7.0342,-3.22868,5.69845,-0.0161533,-0.00459853,0.0587376,-0.972415,9.26379,1.1838,0.055176,0.112385,-0.0108739,0.0400435,-9.52483,1.51486,-0.245602,-0.0413182,-0.263592,8.94226,0.113172,2.61872,-0.22299,-0.00862657,0.445956,6.78817,1.4158,6.95004,0.295404,0.170251,-0.327093,-0.36776,-9.39925,-1.69576,0.13802,-0.655629,-0.0474732,-1.59849,9.17069,-2.47506,-0.151118,-0.21616,-0.0549067
0.007,7.02626,-3.22576,5.71373,-0.0188727,-0.00401243,0.0621761,-0.958474,9.26468,1.18466,0.0580456,0.119701,-0.0123871,0.0525418,-9.53894,1.42629,-0.247428,-0.0251822,-0.264341,8.94732,0.118484,2.59778,-0.229699,-0.00481151,0.443623,6.75772,1.48124,6.94933,0.294383,0.158976,-0.332334,-0.324459,-9.41474,-1.68579,0.136632,-0.64425,-0.0430813,-1.56148,9.1528,-2.46114,-0.165214,-0.216512,-0.0574623
0.008,7.01832,-3.22285,5.72901,-0.0215921,-0.00342632,0.0656146,-0.944534,9.26557,1.18552,0.0609153,0.127016,-0.0139003,0.0650401,-9.55306,1.33772,-0.249253,-0.00904607,-0.26509,8.95238,0.123796,2.57684,-0.236407,-0.000996456,0.44129,6.72728,1.54669,6.94861,0.293361,0.147701,-0.337574,-0.281158,-9.43024,-1.67583,0.135244,-0.632871,-0.0386894,-1.52447,9.13491,-2.44722,-0.179311,-0.216864,-0.0600179
0.009,7.00937,-3.2236,5.74239,-0.0240087,-0.00296356,0.0691515,-0.930876,9.26556,1.18536,0.0634793,0.134007,-0.0154011,0.0790706,-9.56598,1.2477,-0.251272,0.00662848,-0.265975,8.95897,0.131034,2.55302,-0.242774,0.00295698,0.438763,6.70249,1.61508,6.94669,0.29227,0.136562,-0.34292,-0.241278,-9.4481,-1.66628,0.133431,-0.621756,-0.0344486,-1.48625,9.11668,-2.43853,-0.192833,-0.216375,-0.0625463
