Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,0.0976243,-0.521936,9.72354,-0.0231907,0.00992752,0.00243963,-0.127073,-0.309798,9.80025,-0.00312343,0.0271532,0.0125295,0.0367991,-0.215478,9.84682,-0.0592257,0.0290904,-0.00670532,1.2391,9.23043,2.12098,-0.00447778,0.0103552,-0.00037182,0.00807615,0.123035,10.1155,-0.0168323,0.00935926,0.00665175,-0.0855616,-0.287369,-9.98346,-0.0168196,-0.00140284,-0.0143003,-0.155397,-0.155996,9.72592,-0.0107998,0.0190535,0.0011316
0.001,0.10804,-0.511103,9.73386,-0.0219097,0.0100901,0.00302709,-0.135946,-0.284918,9.80692,-0.00477465,0.027274,0.00954922,0.0349296,-0.221618,9.84446,-0.0590673,0.0293924,-0.0062449,1.2224,9.2563,2.13308,-0.00214297,0.0126223,0.00178346,0.00575585,0.147603,10.0913,-0.0170469,0.00841994,0.0069602,-0.115133,-0.301886,-9.95193,-0.0177875,-0.00192646,-0.0160346,-0.118615,-0.127333,9.73561,-0.0129228,0.0174398,0.00201886
0.002,0.118456,-0.500269,9.74419,-0.0206287,0.0102526,0.00361455,-0.144819,-0.260038,9.81358,-0.00642587,0.0273948,0.00656894,0.0330602,-0.227759,9.8421,-0.0589089,0.0296944,-0.00578448,1.20571,9.28217,2.14517,0.000191831,0.0148895,0.00393874,0.00343555,0.172171,10.0671,-0.0172615,0.00748062,0.00726864,-0.144704,-0.316404,-9.92039,-0.0187555,-0.00245008,-0.0177689,-0.0818334,-0.0986703,9.74529,-0.0150457,0.0158262,0.00290612
0.003,0.128871,-0.489436,9.75452,-0.0193477,0.0104152,0.00420201,-0.153692,-0.235158,9.82024,-0.00807709,0.0275156,0.00358865,0.0311907,-0.233899,9.83975,-0.0587504,0.0299964,-0.00532406,1.18902,9.30803,2.15727,0.00252664,0.0171566,0.00609403,0.00111525,0.196738,10.0428,-0.0174761,0.00654131,0.00757709,-0.174276,-0.330921,-9.88886,-0.0197235,-0.00297371,-0.0195032,-0.0450515,-0.0700075,9.75498,-0.0171686,0.0142125,0.00379337
0.004,0.139287,-0.478603,9.76484,-0.0180667,0.0105778,0.00478947,-0.162565,-0.210278,9.82691,-0.00972831,0.0276363,0.000608363,0.0293212,-0.240039,9.83739,-0.058592,0.0302984,-0.00486364,1.17233,9.3339,2.16937,0.00486144,0.0194237,0.00824931,-0.00120505,0.221306,10.0186,-0.0176907,0.00560199,0.00788553,-0.203847,-0.345438,-9.85732,-0.0206914,-0.00349733,-0.0212375,-0.00826961,-0.0413446,9.76466,-0.0192915,0.0125989,0.00468063
0.005,0.147804,-0.489281,9.75383,-0.0189181,0.0112658,0.00496171,-0.170764,-0.199446,9.8276,-0.00970032,0.0266429,0.00133444,0.0308674,-0.245665,9.83295,-0.0583373,0.029834,-0.00468444,1.16674,9.35847,2.16731,0.00522029,0.0205239,0.00985928,0.00363671,0.231058,10.0073,-0.0175891,0.0050395,0.00808479,-0.208243,-0.344627,-9.83675,-0.0210578,-0.00396866,-0.0217397,0.00108267,-0.0271259,9.77206,-0.0202009,0.0127082,0.00398106
0.006,0.154802,-0.517167,9.72576,-0.0214754,0.0123742,0.00480178,-0.178423,-0.199854,9.82353,-0.00832896,0.0247581,0.00502561,0.0351462,-0.25088,9.82685,-0.0580056,0.0287565,-0.0047302,1.17003,9.38201,2.15392,0.00399837,0.0206905,0.011033,0.0142081,0.228959,10.0065,-0.0172347,0.00477846,0.0081967,-0.1925,-0.331552,-9.82496,-0.0209428,-0.00439814,-0.0212562,-0.0115088,-0.0244626,9.77762,-0.0201397,0.014196,0.00201202
0.007,0.161801,-0.545054,9.69769,-0.0240327,0.0134826,0.00464184,-0.186083,-0.200262,9.81946,-0.0069576,0.0228732,0.00871677,0.0394249,-0.256095,9.82075,-0.0576739,0.0276791,-0.00477596,1.17333,9.40555,2.14053,0.00277644,0.0208571,0.0122067,0.0247795,0.22686,10.0057,-0.0168802,0.00451743,0.00830861,-0.176756,-0.318478,-9.81316,-0.0208278,-0.00482762,-0.0207727,-0.0241002,-0.0217994,9.78318,-0.0200784,0.0156838,4.3e-05
0.008,0.168799,-0.572941,9.66962,-0.0265899,0.014591,0.00448191,-0.193742,-0.20067,9.81538,-0.00558624,0.0209884,0.0124079,0.0437036,-0.26131,9.81465,-0.0573422,0.0266016,-0.00482172,1.17663,9.42908,2.12714,0.00155452,0.0210237,0.0133804,0.0353509,0.22476,10.0048,-0.0165257,0.0042564,0.00842052,-0.161012,-0.305403,-9.80136,-0.0207128,-0.00525709,-0.0202892,-0.0366916,-0.0191361,9.78874,-0.0200171,0.0171716,-0.00192605
0.009,0.173056,-0.595972,9.64777,-0.0287624,0.0153619,0.00433775,-0.198902,-0.200797,9.80878,-0.00431177,0.0191774,0.0155641,0.0478158,-0.266895,9.80994,-0.0569658,0.025615,-0.0049269,1.18014,9.44674,2.11218,0.000350158,0.0209459,0.0141375,0.0457284,0.220341,10.0062,-0.0162679,0.00398814,0.00864636,-0.147802,-0.293912,-9.79158,-0.0206692,-0.00555113,-0.0197465,-0.0477884,-0.0123831,9.79457,-0.0197805,0.0187281,-0.00329403
