Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0613629,0.0096106,0.0576337,0.0404953,0.0187808,0.0606277,0.0637595,0.313241,0.0183542,0.0506888,0.0950763,0.0633945,0.111268,0.142695,0.0551111,0.0926404
0.021,0.0732648,0.027616,0.0768597,0.0484299,0.0209171,0.0529984,0.0485007,0.286996,0.0247629,0.0494681,0.0706622,0.0682773,0.11493,0.112177,0.0404626,0.0865369
0.022,0.0540387,0.050199,0.0780804,0.0560593,0.0135928,0.0511673,0.0518576,0.267769,0.0445993,0.047637,0.0721881,0.0719394,0.0999762,0.132929,0.0596887,0.081654
0.023,0.0522076,0.0575232,0.0786908,0.0676559,0.0248843,0.0526932,0.0512473,0.275094,0.0326975,0.0461111,0.0535724,0.0429477,0.0783087,0.133235,0.0602991,0.0770764
0.024,0.0692975,0.0459265,0.0741132,0.0652145,0.0257999,0.064595,0.0625388,0.263497,0.0262888,0.0506888,0.0544879,0.0420322,0.0697638,0.118586,0.0526697,0.0734143
0.025,0.0558698,0.0309729,0.0472577,0.0505661,0.0419742,0.0652054,0.0463644,0.280892,0.0259836,0.0519095,0.0706622,0.0575961,0.0352789,0.122248,0.0474817,0.0581555
0.026,0.0555646,0.0169348,0.0262006,0.0548386,0.0331241,0.0606277,0.0561301,0.295846,0.0507028,0.0418387,0.0383136,0.0600375,0.0230719,0.11645,0.0477869,0.0627332
0.027,0.0519025,0.0175452,0.028642,0.0307297,0.0145084,0.0804642,0.0771872,0.288827,0.0598581,0.0448904,0.0636432,0.0664462,0.0117804,0.106074,0.0593835,0.0715832
0.028,0.0680768,0.0355505,0.040849,0.0368332,0.0245792,0.0618485,0.0546042,0.272652,0.0568063,0.0574026,0.0602863,0.0569858,0.0114752,0.111872,0.0541956,0.0648694
0.029,0.0451886,0.0807166,0.06862,0.0408005,0.0377017,0.0536087,0.0680319,0.275399,0.063215,0.0583182,0.0575397,0.0517978,0.0160529,0.0990549,0.0865442,0.0532727
0.03,0.0622784,0.0837683,0.0554974,0.0557541,0.0325137,0.062764,0.0610129,0.302865,0.101362,0.0552664,0.05815,0.06431,-0.0382684,0.110652,0.0474817,0.0584607
0.031,0.0747906,0.084989,0.0487836,0.0597214,0.0422794,0.059407,0.0683371,0.280282,0.0992258,0.0512991,0.0584552,0.0618686,-0.0492548,0.103327,0.0563318,0.052052
0.032,0.0561749,0.0859045,0.0509198,0.0667404,0.0471622,0.0633743,0.059487,0.268075,0.0922067,0.0638113,0.0596759,0.0597324,-0.0587152,0.0984445,0.0511438,0.0474744
0.033,0.0464093,0.00655884,0.0390179,0.079863,0.0517398,0.0447586,0.0536887,0.28669,0.056196,0.0503836,0.0422809,0.0563754,-0.0596307,0.0996652,0.0517542,0.0496106
0.034,0.0491559,-0.00869995,0.0542767,0.0710129,0.0618106,0.0587967,0.0478903,0.286996,0.0137766,0.0378714,0.0709674,0.0582065,-0.0651239,0.087153,0.0508386,0.0355725
0.035,0.0479352,0.0483679,0.0298627,0.0606369,0.0596744,0.064595,0.0585715,0.284554,-0.0225394,0.0430594,0.0520465,0.0740756,-0.0574945,0.0862375,0.0459558,0.034657
0.036,0.0531232,0.0730872,0.0387128,0.0569748,0.0682193,0.0688675,0.0655905,0.29493,0.0247629,0.0366507,0.0514362,0.0679721,-0.056579,0.0874582,0.0435144,0.0407605
0.037,0.0561749,0.0898718,0.0490887,0.0575851,0.079816,0.0468948,0.0399558,0.331246,0.113264,0.0512991,0.0435016,0.043558,-0.0697015,0.0883737,0.0612146,0.0203137
0.038,0.0595319,0.104825,0.030473,0.0749802,0.0691348,0.0810745,0.0723044,0.371529,0.149275,0.045806,0.0514362,0.0579013,-0.0706171,0.0807443,0.0523645,0.034657
0.039,0.0628888,0.0596594,0.0384076,0.0658249,0.0718814,0.0856522,0.0695578,0.365121,0.0247629,0.0610648,0.0346515,0.0392856,-0.056579,0.0755563,0.0560266,0.0425916
0.04,0.0552594,0.0517249,0.0396283,0.0673508,0.0886661,0.0664261,0.0719992,0.403878,-0.0228445,0.0461111,0.0499103,0.052103,-0.0672601,0.0706735,0.0499231,0.0282483
