Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,4.79576,-1.66365,8.2497,-0.0146556,0.00486337,-0.00243168,0.221386,9.60535,-1.33044,-0.0168758,0.0161816,-0.00901272,-0.87836,9.65955,-0.315837,-0.0060586,0.0363757,-0.0048449,4.84099,1.02193,8.75349,-0.0180309,-0.0159009,0.0101962,-2.31721,-9.47157,-2.16873,-0.0277054,-0.00212229,0.001065,8.69255,-2.04955,3.88408,-0.00314433,0.014834,0.00101433,0.566118,-9.99494,-0.527737,-0.0606149,0.0337646,0.0187645
0.001,4.80717,-1.67075,8.25298,-0.0166353,0.0058477,-0.000253675,0.218584,9.60594,-1.32637,-0.0175147,0.016813,-0.00877907,-0.90748,9.66374,-0.311098,-0.00609615,0.0358877,-0.00468478,4.83165,1.01219,8.75191,-0.0182872,-0.0164714,0.0108522,-2.30578,-9.4745,-2.15602,-0.0281584,-0.00185406,0.00104983,8.71472,-2.02485,3.8732,-0.00339437,0.0158057,0.00269624,0.596215,-9.97896,-0.532663,-0.0600782,0.0323137,0.0166602
0.002,4.81859,-1.67785,8.25625,-0.0186151,0.00683203,0.00192433,0.215783,9.60654,-1.32231,-0.0181537,0.0174445,-0.00854543,-0.936601,9.66792,-0.306358,-0.00613369,0.0353997,-0.00452467,4.82231,1.00245,8.75032,-0.0185435,-0.0170419,0.0115081,-2.29436,-9.47744,-2.1433,-0.0286115,-0.00158584,0.00103466,8.73689,-2.00015,3.86231,-0.00364442,0.0167773,0.00437815,0.626313,-9.96298,-0.537589,-0.0595414,0.0308628,0.014556
0.003,4.83001,-1.68495,8.25953,-0.0205949,0.00781637,0.00410234,0.212982,9.60713,-1.31824,-0.0187927,0.018076,-0.00831178,-0.965721,9.67211,-0.301618,-0.00617124,0.0349116,-0.00436455,4.81297,0.99271,8.74874,-0.0187998,-0.0176124,0.012164,-2.28293,-9.48037,-2.13058,-0.0290645,-0.00131761,0.00101949,8.75907,-1.97545,3.85143,-0.00389446,0.017749,0.00606006,0.65641,-9.94699,-0.542515,-0.0590047,0.0294119,0.0124517
0.004,4.84142,-1.69205,8.26281,-0.0225747,0.0088007,0.00628035,0.21018,9.60773,-1.31418,-0.0194317,0.0187074,-0.00807813,-0.994842,9.6763,-0.296878,-0.00620879,0.0344236,-0.00420443,4.80362,0.982971,8.74715,-0.0190561,-0.0181829,0.01282,-2.27151,-9.48331,-2.11787,-0.0295175,-0.00104938,0.00100432,8.78124,-1.95075,3.84054,-0.00414451,0.0187207,0.00774198,0.686507,-9.93101,-0.547441,-0.058468,0.027961,0.0103474
0.005,4.84323,-1.70551,8.25461,-0.0227437,0.00784002,0.00608592,0.208874,9.61197,-1.3154,-0.0194146,0.0192729,-0.00740602,-1.00318,9.67072,-0.290943,-0.00603554,0.0350826,-0.00477452,4.79868,0.975819,8.74989,-0.0194367,-0.0180837,0.0132032,-2.27805,-9.47519,-2.1163,-0.0289393,9.85e-05,0.00047026,8.80246,-1.93543,3.84685,-0.00385473,0.018903,0.00690827,0.700518,-9.92912,-0.546893,-0.0575002,0.0287747,0.00898183
0.006,4.83736,-1.72406,8.23722,-0.0214642,0.00532333,0.00399354,0.208763,9.61913,-1.32084,-0.0188726,0.0197855,-0.00638314,-0.994904,9.65732,-0.284051,-0.00569365,0.036659,-0.00592879,4.79727,0.970738,8.75608,-0.0199167,-0.0174487,0.0133682,-2.29897,-9.45822,-2.12364,-0.027536,0.00195004,-0.000478922,8.8229,-1.92762,3.86691,-0.0031331,0.0184539,0.00406207,0.70166,-9.9385,-0.541965,-0.0561875,0.0314,0.00820715
0.007,4.83149,-1.74262,8.21984,-0.0201847,0.00280663,0.00190116,0.208652,9.62628,-1.32628,-0.0183305,0.0202981,-0.00536026,-0.986623,9.64393,-0.277159,-0.00535177,0.0382355,-0.00708305,4.79585,0.965656,8.76228,-0.0203968,-0.0168136,0.0135333,-2.31989,-9.44126,-2.13098,-0.0261327,0.0038016,-0.0014281,8.84335,-1.9198,3.88696,-0.00241147,0.0180047,0.00121587,0.702801,-9.94789,-0.537037,-0.0548749,0.0340253,0.00743247
0.008,4.82562,-1.76117,8.20246,-0.0189053,0.000289935,-0.000191224,0.208541,9.63344,-1.33172,-0.0177885,0.0208108,-0.00433738,-0.978343,9.63053,-0.270266,-0.00500989,0.039812,-0.00823731,4.79444,0.960575,8.76847,-0.0208768,-0.0161786,0.0136983,-2.3408,-9.42429,-2.13833,-0.0247294,0.00565316,-0.00237728,8.86379,-1.91198,3.90702,-0.00168983,0.0175556,-0.00163033,0.703943,-9.95727,-0.532109,-0.0535622,0.0366506,0.00665779
0.009,4.82054,-1.77667,8.18767,-0.0176281,-0.00175948,-0.00195814,0.207824,9.64014,-1.33678,-0.0172683,0.0212564,-0.003572,-0.970294,9.61778,-0.26373,-0.00465116,0.041158,-0.0092543,4.79143,0.958057,8.77108,-0.0212938,-0.0156966,0.013845,-2.35806,-9.40924,-2.14449,-0.0235401,0.00713962,-0.00324522,8.88112,-1.90387,3.9223,-0.00101183,0.0173342,-0.00399457,0.702115,-9.96582,-0.526424,-0.0524762,0.0388205,0.0058365
