Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,5.15502,-2.93832,7.82223,0.00605295,0.016339,-0.0124429,2.58615,9.16582,-1.70968,-0.0198496,0.119617,0.140832,3.36027,9.77886,0.474991,-0.0207494,0.102558,0.147018,4.93142,2.17044,8.49498,0.096278,-0.0340022,-0.0766411,0.864362,-9.91509,-1.52998,-0.0994999,-0.158347,-0.0880572,8.99429,-0.263207,3.31133,0.0922085,0.504696,-0.134576,1.2256,-9.56956,-2.75654,-0.128865,-0.124987,-0.198493
0.001,5.11224,-2.90981,7.83807,0.00860754,0.0177923,-0.0141176,2.56896,9.16209,-1.67138,-0.0197814,0.120303,0.136774,3.27214,9.7664,0.461114,-0.0188556,0.105979,0.149883,4.91372,2.1523,8.48439,0.0945451,-0.0321492,-0.0754808,0.907089,-9.88638,-1.55113,-0.0971042,-0.156227,-0.0883038,8.93501,-0.260619,3.29418,0.0855842,0.495276,-0.128216,1.28609,-9.50783,-2.75905,-0.12866,-0.122336,-0.193101
0.002,5.06946,-2.8813,7.85391,0.0111621,0.0192455,-0.0157923,2.55177,9.15836,-1.63308,-0.0197132,0.12099,0.132717,3.18401,9.75394,0.447236,-0.0169619,0.109401,0.152748,4.89602,2.13417,8.4738,0.0928121,-0.0302963,-0.0743205,0.949815,-9.85767,-1.57229,-0.0947085,-0.154108,-0.0885504,8.87572,-0.258031,3.27703,0.0789599,0.485856,-0.121857,1.34657,-9.4461,-2.76156,-0.128455,-0.119686,-0.187709
0.003,5.02668,-2.85279,7.86976,0.0137167,0.0206988,-0.0174669,2.53458,9.15463,-1.59478,-0.019645,0.121677,0.128659,3.09588,9.74148,0.433358,-0.0150681,0.112823,0.155612,4.87832,2.11603,8.4632,0.0910792,-0.0284434,-0.0731603,0.992542,-9.82897,-1.59344,-0.0923128,-0.151988,-0.088797,8.81644,-0.255442,3.25988,0.0723356,0.476437,-0.115497,1.40706,-9.38436,-2.76407,-0.128249,-0.117035,-0.182317
0.004,4.9839,-2.82428,7.8856,0.0162713,0.0221521,-0.0191416,2.51739,9.15089,-1.55647,-0.0195768,0.122364,0.124601,3.00775,9.72902,0.419481,-0.0131743,0.116245,0.158477,4.86061,2.0979,8.45261,0.0893462,-0.0265904,-0.072,1.03527,-9.80026,-1.6146,-0.089917,-0.149868,-0.0890436,8.75716,-0.252854,3.24274,0.0657112,0.467017,-0.109138,1.46754,-9.32263,-2.76658,-0.128044,-0.114385,-0.176925
0.005,4.96341,-2.80999,7.89174,0.0194468,0.0236054,-0.0206579,2.49627,9.14842,-1.53665,-0.0200224,0.123378,0.120697,2.93088,9.73231,0.417154,-0.0107298,0.118755,0.160114,4.85662,2.09253,8.44776,0.0878958,-0.025215,-0.0692323,1.06055,-9.79379,-1.62259,-0.0882285,-0.147184,-0.0891002,8.72298,-0.261573,3.22019,0.0626676,0.458511,-0.104892,1.52478,-9.30633,-2.76926,-0.126084,-0.110127,-0.17251
0.006,4.96076,-2.80709,7.89013,0.023119,0.0250587,-0.0220475,2.47199,9.14695,-1.53162,-0.020879,0.124655,0.116916,2.86301,9.7482,0.424069,-0.00784475,0.120535,0.160769,4.8636,2.09738,8.4475,0.0866714,-0.0242214,-0.0651786,1.07187,-9.80511,-1.62006,-0.0871057,-0.144049,-0.0890049,8.70889,-0.279338,3.19332,0.0624886,0.450736,-0.102338,1.57942,-9.32636,-2.77206,-0.122721,-0.104583,-0.168876
0.007,4.95811,-2.80418,7.88851,0.0267912,0.026512,-0.0234372,2.44771,9.14549,-1.52658,-0.0217357,0.125932,0.113135,2.79514,9.76409,0.430984,-0.00495969,0.122315,0.161424,4.87058,2.10223,8.44724,0.0854469,-0.0232279,-0.0611249,1.08319,-9.81644,-1.61753,-0.0859829,-0.140913,-0.0889096,8.6948,-0.297103,3.16645,0.0623096,0.44296,-0.0997831,1.63406,-9.34639,-2.77487,-0.119358,-0.0990396,-0.165243
0.008,4.95546,-2.80127,7.8869,0.0304634,0.0279653,-0.0248268,2.42343,9.14402,-1.52154,-0.0225923,0.127209,0.109354,2.72728,9.77998,0.437898,-0.00207462,0.124095,0.162079,4.87756,2.10709,8.44698,0.0842225,-0.0222344,-0.0570712,1.09451,-9.82777,-1.61499,-0.08486,-0.137778,-0.0888142,8.6807,-0.314868,3.13958,0.0621306,0.435185,-0.0972285,1.6887,-9.36642,-2.77767,-0.115995,-0.093496,-0.161609
0.009,4.95341,-2.80095,7.88534,0.034326,0.0292776,-0.0263041,2.40062,9.14379,-1.52031,-0.02325,0.128605,0.105511,2.65992,9.79465,0.445933,0.000671562,0.125875,0.162854,4.88857,2.1126,8.44878,0.0827864,-0.0211903,-0.0533825,1.10474,-9.84041,-1.61079,-0.0835278,-0.135051,-0.0888576,8.66815,-0.33425,3.11714,0.0623133,0.427692,-0.0946065,1.74064,-9.38737,-2.78085,-0.112949,-0.0877812,-0.157982
