Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,4.88731,-1.60882,8.22945,-0.0248436,0.00490281,0.00886864,0.285387,9.66216,-0.955764,0.0208607,0.0127929,-0.00995785,-0.671678,9.58982,0.11716,0.0265207,0.123922,-0.0944839,4.74034,1.27801,8.74044,0.00573353,-0.0262968,0.00198044,-2.25133,-9.64692,-1.79785,-0.0205837,-0.0167101,0.0843424,8.80483,-2.08526,3.32918,-0.11803,0.0594546,0.00324254,1.04762,-9.9947,-0.51481,0.0162641,-0.0476775,0.00771084
0.001,4.88993,-1.60776,8.23084,-0.024678,0.0061523,0.00844165,0.268648,9.65485,-0.951863,0.0205312,0.00982764,-0.00849714,-0.682526,9.59724,0.12017,0.0265959,0.120587,-0.0934788,4.74712,1.26672,8.74997,0.00511869,-0.0253817,0.00151761,-2.249,-9.66172,-1.7979,-0.0191336,-0.0230616,0.078126,8.83347,-2.11704,3.34746,-0.118477,0.0607121,0.00116856,1.03133,-9.98075,-0.516388,0.0140953,-0.0458067,0.00873632
0.002,4.89256,-1.6067,8.23223,-0.0245124,0.00740179,0.00801465,0.251908,9.64754,-0.947962,0.0202017,0.0068624,-0.00703643,-0.693375,9.60465,0.123181,0.0266711,0.117253,-0.0924737,4.7539,1.25543,8.75951,0.00450384,-0.0244666,0.00105478,-2.24667,-9.67652,-1.79795,-0.0176834,-0.0294131,0.0719095,8.86212,-2.14882,3.36573,-0.118924,0.0619696,-0.000905412,1.01504,-9.96679,-0.517967,0.0119264,-0.0439359,0.0097618
0.003,4.89518,-1.60564,8.23362,-0.0243468,0.00865127,0.00758765,0.235169,9.64024,-0.944061,0.0198723,0.00389715,-0.00557573,-0.704223,9.61207,0.126191,0.0267463,0.113918,-0.0914686,4.76068,1.24415,8.76904,0.00388899,-0.0235515,0.000591951,-2.24434,-9.69132,-1.798,-0.0162333,-0.0357646,0.0656931,8.89076,-2.1806,3.384,-0.119371,0.063227,-0.00297939,0.998745,-9.95284,-0.519546,0.00975752,-0.0420652,0.0107873
0.004,4.8978,-1.60458,8.235,-0.0241812,0.00990076,0.00716065,0.218429,9.63293,-0.940161,0.0195428,0.000931911,-0.00411502,-0.715071,9.61949,0.129201,0.0268215,0.110584,-0.0904634,4.76745,1.23286,8.77857,0.00327414,-0.0226364,0.000129122,-2.24201,-9.70612,-1.79805,-0.0147831,-0.0421161,0.0594766,8.9194,-2.21238,3.40228,-0.119817,0.0644845,-0.00505336,0.982453,-9.93889,-0.521125,0.00758864,-0.0401944,0.0118128
0.005,4.90417,-1.60777,8.23042,-0.0236226,0.0105835,0.00658703,0.207361,9.63811,-0.923003,0.0189937,-0.00070938,-0.00276634,-0.727911,9.63558,0.121416,0.0272585,0.107214,-0.0899471,4.77048,1.22995,8.77874,0.00321475,-0.0223434,-0.000522864,-2.24044,-9.70114,-1.78827,-0.0134118,-0.0489205,0.0537524,8.92092,-2.21457,3.4188,-0.11856,0.0638996,-0.00708168,0.96537,-9.92618,-0.53169,0.00650996,-0.0385709,0.0123571
0.006,4.91354,-1.61436,8.22106,-0.0227497,0.0108128,0.00589613,0.200829,9.65328,-0.89524,0.0182688,-0.00129151,-0.00150728,-0.742344,9.65861,0.104995,0.0279848,0.103816,-0.0898219,4.7705,1.23374,8.77143,0.00359972,-0.0225481,-0.00132618,-2.23948,-9.68034,-1.77064,-0.0121035,-0.0560872,0.0484221,8.90074,-2.19309,3.43391,-0.115938,0.0618407,-0.00907346,0.947655,-9.91446,-0.549445,0.00630344,-0.0371454,0.0125165
0.007,4.9229,-1.62094,8.21169,-0.0218767,0.011042,0.00520523,0.194297,9.66845,-0.867477,0.017544,-0.00187364,-0.000248221,-0.756777,9.68163,0.0885739,0.0287111,0.100418,-0.0896966,4.77052,1.23753,8.76411,0.00398469,-0.0227528,-0.00212949,-2.23853,-9.65954,-1.753,-0.0107952,-0.0632539,0.0430917,8.88056,-2.17161,3.44903,-0.113317,0.0597818,-0.0110652,0.92994,-9.90274,-0.5672,0.00609692,-0.0357198,0.0126758
0.008,4.93226,-1.62753,8.20233,-0.0210038,0.0112713,0.00451433,0.187765,9.68362,-0.839714,0.0168191,-0.00245577,0.00101084,-0.77121,9.70466,0.072153,0.0294374,0.0970205,-0.0895713,4.77054,1.24132,8.7568,0.00436966,-0.0229575,-0.0029328,-2.23757,-9.63874,-1.73537,-0.00948693,-0.0704206,0.0377614,8.86038,-2.15013,3.46414,-0.110695,0.0577229,-0.013057,0.912225,-9.89103,-0.584955,0.0058904,-0.0342942,0.0128352
0.009,4.93929,-1.63118,8.19258,-0.020197,0.0113675,0.00378401,0.184305,9.69494,-0.812929,0.0161921,-0.00316411,0.00226045,-0.783611,9.72422,0.0589556,0.0299616,0.09361,-0.0891769,4.77125,1.24397,8.7525,0.00468491,-0.0231264,-0.00343207,-2.23607,-9.62157,-1.72329,-0.0081517,-0.0774355,0.0323225,8.84052,-2.13044,3.47683,-0.1078,0.0558062,-0.0148326,0.893476,-9.88197,-0.601343,0.00576603,-0.0327835,0.0130244
