Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,5.01064,-2.38348,7.85361,-9.21e-05,-0.000162145,-0.0111585,0.377608,9.55497,-1.4293,-0.060705,0.00463393,-0.0447868,-0.861246,9.56044,0.946006,-0.0221674,0.00792715,-0.00198179,4.96311,1.45214,8.61617,-0.0148454,-0.00192573,0.0131135,-1.30534,-9.5736,-1.15422,-0.0392643,0.0727015,0.0180581,9.36669,-0.432905,2.38884,0.103594,-0.0222027,-0.0413727,0.0983111,-9.88091,-1.62182,-0.0654945,0.036216,0.0167662
0.001,5.02361,-2.37804,7.89202,-0.000516761,-0.000331398,-0.0107004,0.381813,9.5416,-1.44356,-0.0613667,0.00565267,-0.0496076,-0.859017,9.54998,0.915618,-0.0212262,0.00507666,-0.00143174,4.93505,1.45895,8.61371,-0.0147878,-0.000943318,0.013876,-1.28644,-9.59013,-1.15662,-0.0378802,0.0755063,0.0176114,9.36427,-0.452249,2.36052,0.102431,-0.0235305,-0.0404218,0.1084,-9.88206,-1.59113,-0.0653879,0.0377533,0.0161846
0.002,5.03657,-2.37259,7.93042,-0.000941392,-0.000500652,-0.0102423,0.386017,9.52824,-1.45782,-0.0620284,0.00667142,-0.0544285,-0.856787,9.53951,0.885231,-0.0202851,0.00222616,-0.000881693,4.907,1.46576,8.61125,-0.0147302,3.91e-05,0.0146385,-1.26754,-9.60666,-1.15903,-0.0364962,0.0783111,0.0171648,9.36186,-0.471593,2.3322,0.101267,-0.0248584,-0.039471,0.118489,-9.88322,-1.56044,-0.0652814,0.0392905,0.015603
0.003,5.04953,-2.36715,7.96882,-0.00136602,-0.000669905,-0.0097842,0.390222,9.51487,-1.47208,-0.0626902,0.00769016,-0.0592493,-0.854558,9.52905,0.854843,-0.019344,-0.000624328,-0.000331646,4.87894,1.47257,8.60878,-0.0146727,0.0010215,0.0154011,-1.24864,-9.6232,-1.16143,-0.0351121,0.0811159,0.0167181,9.35945,-0.490937,2.30387,0.100104,-0.0261863,-0.0385201,0.128578,-9.88437,-1.52975,-0.0651749,0.0408277,0.0150214
0.004,5.0625,-2.3617,8.00723,-0.00179066,-0.000839158,-0.00932608,0.394427,9.5015,-1.48634,-0.0633519,0.0087089,-0.0640701,-0.852328,9.51858,0.824455,-0.0184029,-0.00347482,0.000218401,4.85089,1.47938,8.60632,-0.0146151,0.0020039,0.0161636,-1.22974,-9.63973,-1.16383,-0.0337281,0.0839208,0.0162715,9.35704,-0.510281,2.27555,0.0989406,-0.0275141,-0.0375693,0.138666,-9.88552,-1.49905,-0.0650683,0.042365,0.0144397
0.005,5.06607,-2.3677,8.00929,-0.00211395,-7.3e-06,-0.00893143,0.39477,9.48716,-1.49288,-0.0633068,0.00946188,-0.0659615,-0.858565,9.50403,0.824383,-0.017689,-0.00591517,-0.000810872,4.83999,1.47671,8.60832,-0.0148189,0.00138082,0.0154719,-1.22377,-9.65925,-1.17029,-0.0334792,0.0850959,0.0164549,9.35574,-0.514161,2.26501,0.097202,-0.0289187,-0.0370964,0.131736,-9.88113,-1.48458,-0.0656695,0.0438111,0.0148181
0.006,5.06212,-2.38287,7.98227,-0.00235617,0.00162545,-0.00858754,0.392025,9.47204,-1.49325,-0.0626963,0.0100022,-0.0655094,-0.871574,9.48622,0.848562,-0.0171569,-0.00802741,-0.0031036,4.84282,1.46646,8.61389,-0.0152319,-0.000526647,0.0136169,-1.22814,-9.68117,-1.17999,-0.0341383,0.0849672,0.0171423,9.35533,-0.50567,2.2687,0.0950031,-0.0303846,-0.037006,0.111189,-9.87229,-1.48309,-0.0668368,0.0451844,0.0159644
0.007,5.05818,-2.39803,7.95526,-0.00259838,0.00325819,-0.00824365,0.38928,9.45692,-1.49362,-0.0620858,0.0105426,-0.0650573,-0.884583,9.4684,0.872742,-0.0166249,-0.0101396,-0.00539633,4.84564,1.4562,8.61946,-0.0156449,-0.00243412,0.0117618,-1.23252,-9.70309,-1.18968,-0.0347975,0.0848385,0.0178297,9.35493,-0.497179,2.27239,0.0928041,-0.0318506,-0.0369156,0.0906426,-9.86345,-1.4816,-0.0680042,0.0465577,0.0171107
0.008,5.05423,-2.41319,7.92824,-0.0028406,0.00489094,-0.00789977,0.386535,9.44179,-1.49399,-0.0614752,0.011083,-0.0646052,-0.897593,9.45059,0.896922,-0.0160928,-0.0122519,-0.00768906,4.84847,1.44594,8.62503,-0.0160579,-0.00434159,0.00990677,-1.23689,-9.725,-1.19938,-0.0354567,0.0847098,0.0185171,9.35452,-0.488687,2.27608,0.0906052,-0.0333165,-0.0368252,0.0700961,-9.85461,-1.4801,-0.0691715,0.047931,0.018257
0.009,5.05179,-2.42588,7.90398,-0.00273128,0.00637009,-0.00759061,0.38306,9.4298,-1.49611,-0.0609019,0.0111929,-0.0644453,-0.907322,9.43846,0.917823,-0.0154936,-0.0146343,-0.00976242,4.85208,1.43498,8.63019,-0.0164596,-0.00594057,0.00819641,-1.24665,-9.74173,-1.20867,-0.0359301,0.0848895,0.0190949,9.35357,-0.481433,2.28326,0.08855,-0.0344541,-0.0365734,0.0520587,-9.84749,-1.47928,-0.0702146,0.0488814,0.0193226
0.01,5.06138,-2.41879,7.90176,0.000190342,0.00662045,-0.00755932,0.373744,9.44286,-1.51219,-0.0606262,0.00785884,-0.0666225,-0.890807,9.47184,0.912488,-0.014357,-0.0191782,-0.0100808,4.86188,1.41831,8.63206,-0.0167713,-0.00507161,0.0076436,-1.2995,-9.71694,-1.21478,-0.0349173,0.0875367,0.0187958,9.3483,-0.48408,2.31827,0.0876438,-0.0329652,-0.0350306,0.0540937,-9.85418,-1.48378,-0.0702634,0.0464488,0.019743
0.011,5.07097,-2.4117,7.89954,0.00311197,0.00687082,-0.00752802,0.364427,9.45592,-1.52826,-0.0603504,0.00452481,-0.0687996,-0.874292,9.50521,0.907153,-0.0132203,-0.0237221,-0.0103992,4.87169,1.40164,8.63392,-0.0170831,-0.00420266,0.00709078,-1.35234,-9.69215,-1.22089,-0.0339046,0.0901838,0.0184966,9.34302,-0.486726,2.35328,0.0867377,-0.0314762,-0.0334877,0.0561286,-9.86086,-1.48829,-0.0703122,0.0440161,0.0201633
0.012,5.08056,-2.4046,7.89732,0.00603359,0.00712118,-0.00749673,0.355111,9.46898,-1.54434,-0.0600747,0.00119079,-0.0709768,-0.857778,9.53858,0.901818,-0.0120837,-0.028266,-0.0107176,4.88149,1.38498,8.63579,-0.0173948,-0.0033337,0.00653797,-1.40519,-9.66736,-1.227,-0.0328919,0.092831,0.0181975,9.33774,-0.489372,2.3883,0.0858316,-0.0299872,-0.0319449,0.0581636,-9.86755,-1.49279,-0.070361,0.0415835,0.0205837
0.013,5.09014,-2.39751,7.8951,0.00895522,0.00737154,-0.00746543,0.345794,9.48204,-1.56042,-0.0597989,-0.00214323,-0.073154,-0.841263,9.57195,0.896483,-0.010947,-0.0328099,-0.011036,4.8913,1.36831,8.63766,-0.0177065,-0.00246475,0.00598516,-1.45803,-9.64256,-1.23311,-0.0318791,0.0954782,0.0178984,9.33247,-0.492019,2.42331,0.0849254,-0.0284983,-0.030402,0.0601986,-9.87423,-1.4973,-0.0704099,0.0391509,0.021004
0.014,5.10261,-2.40005,7.89206,0.00820416,0.00859375,-0.00973251,0.338887,9.49314,-1.56242,-0.0589419,-0.00144215,-0.072017,-0.840525,9.56918,0.878267,-0.0104764,-0.0368372,-0.0100541,4.89199,1.35965,8.65572,-0.0176196,-0.00262918,0.00588926,-1.43587,-9.64846,-1.21953,-0.0303519,0.097773,0.0169313,9.34034,-0.506304,2.41667,0.0844239,-0.0283932,-0.0277906,0.0567218,-9.877,-1.50196,-0.068584,0.0378634,0.0205929
0.015,5.11651,-2.4074,7.8886,0.00561676,0.0103019,-0.0131488,0.333184,9.50326,-1.5574,-0.0577942,0.00127649,-0.069223,-0.847675,9.54833,0.853611,-0.0103387,-0.0406063,-0.0084221,4.88813,1.35498,8.68187,-0.0173333,-0.00331031,0.00602181,-1.37621,-9.66969,-1.19611,-0.0285675,0.0998917,0.0156303,9.35479,-0.526408,2.38919,0.0841246,-0.02898,-0.0246448,0.0504892,-9.87781,-1.5067,-0.0658209,0.0371486,0.0197661
0.016,5.13041,-2.41475,7.88515,0.00302935,0.01201,-0.016565,0.327482,9.51337,-1.55237,-0.0566464,0.00399513,-0.0664289,-0.854825,9.52748,0.828954,-0.010201,-0.0443753,-0.0067901,4.88427,1.35031,8.70802,-0.0170471,-0.00399144,0.00615436,-1.31654,-9.69093,-1.17269,-0.0267831,0.10201,0.0143292,9.36924,-0.546512,2.36172,0.0838253,-0.0295668,-0.021499,0.0442565,-9.87862,-1.51143,-0.0630577,0.0364337,0.0189394
0.017,5.14431,-2.4221,7.8817,0.000441952,0.0137181,-0.0199813,0.321779,9.52349,-1.54735,-0.0554987,0.00671377,-0.0636349,-0.861974,9.50663,0.804298,-0.0100633,-0.0481444,-0.0051581,4.88041,1.34565,8.73418,-0.0167608,-0.00467257,0.00628691,-1.25688,-9.71216,-1.14927,-0.0249986,0.104129,0.0130282,9.38369,-0.566617,2.33425,0.0835261,-0.0301537,-0.0183532,0.0380239,-9.87943,-1.51617,-0.0602946,0.0357188,0.0181126
