Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,6.83853,-4.23868,5.52864,-0.0169448,0.0068845,-0.031722,-0.828394,9.58797,0.222263,-0.01065,-0.0763526,0.078763,-4.27828,-7.21655,-1.33745,-0.388117,0.719816,-0.492967,8.97394,1.69988,1.62393,-0.375676,-0.250547,-0.081649,8.75813,0.596215,1.76456,-0.591953,-0.252907,-1.47184,-1.54208,-8.50224,-3.87236,-0.0387426,1.10627,0.0742688,0.106196,8.96645,-3.01916,0.0870164,-0.420113,0.00149618
0.001,6.87824,-4.21303,5.51684,-0.0156956,0.00824034,-0.0338137,-0.839765,9.56754,0.218465,-0.0116396,-0.070001,0.0791117,-4.24515,-7.15845,-1.35564,-0.39426,0.704121,-0.491325,8.95412,1.6872,1.62295,-0.396644,-0.256055,-0.0729179,8.68224,0.680446,1.726,-0.570366,-0.226921,-1.42903,-1.52677,-8.48485,-3.68701,-0.022521,1.17201,0.0756624,0.0814183,9.03747,-2.97266,0.088513,-0.406213,-0.00382951
0.002,6.91794,-4.18738,5.50504,-0.0144464,0.00959618,-0.0359054,-0.851136,9.54712,0.214667,-0.0126292,-0.0636494,0.0794605,-4.21201,-7.10034,-1.37383,-0.400404,0.688427,-0.489684,8.93429,1.67453,1.62198,-0.417611,-0.261562,-0.0641868,8.60635,0.764678,1.68745,-0.548779,-0.200935,-1.38621,-1.51146,-8.46746,-3.50166,-0.00629932,1.23775,0.0770559,0.0566404,9.10849,-2.92615,0.0900095,-0.392313,-0.0091552
0.003,6.95765,-4.16174,5.49324,-0.0131972,0.010952,-0.0379971,-0.862507,9.5267,0.210869,-0.0136189,-0.0572978,0.0798092,-4.17888,-7.04223,-1.39202,-0.406547,0.672732,-0.488042,8.91447,1.66185,1.62101,-0.438579,-0.26707,-0.0554557,8.53046,0.848909,1.64889,-0.527192,-0.174949,-1.3434,-1.49615,-8.45007,-3.31631,0.00992231,1.3035,0.0784494,0.0318626,9.17951,-2.87965,0.0915061,-0.378413,-0.0144809
0.004,6.99736,-4.13609,5.48144,-0.011948,0.0123079,-0.0400888,-0.873877,9.50628,0.207071,-0.0146085,-0.0509461,0.080158,-4.14574,-6.98413,-1.41021,-0.41269,0.657037,-0.4864,8.89465,1.64917,1.62004,-0.459546,-0.272578,-0.0467246,8.45457,0.93314,1.61034,-0.505605,-0.148962,-1.30058,-1.48084,-8.43268,-3.13097,0.0261439,1.36924,0.0798429,0.00708473,9.25053,-2.83314,0.0930026,-0.364514,-0.0198066
0.005,7.01637,-4.11608,5.4827,-0.0116612,0.0146921,-0.0410861,-0.888059,9.4993,0.194679,-0.0155723,-0.0428683,0.0802146,-4.12493,-6.91986,-1.40093,-0.420365,0.642741,-0.485762,8.87888,1.63861,1.62323,-0.477163,-0.278668,-0.0386309,8.37226,1.02174,1.5565,-0.485951,-0.12509,-1.26203,-1.45954,-8.39298,-2.93162,0.036158,1.42348,0.0872803,-0.00341202,9.2998,-2.80208,0.0940682,-0.353743,-0.0240656
0.006,7.01882,-4.10057,5.49439,-0.0121441,0.017899,-0.0412077,-0.904488,9.50306,0.175411,-0.0165153,-0.0334096,0.0800375,-4.11399,-6.85067,-1.36967,-0.429267,0.629563,-0.485927,8.86636,1.62974,1.62977,-0.4921,-0.285223,-0.031047,8.28484,1.11384,1.49044,-0.467843,-0.102909,-1.22689,-1.43345,-8.33544,-2.72107,0.0412061,1.46851,0.0995528,-0.00248388,9.33168,-2.78337,0.0947889,-0.345474,-0.0274714
0.007,7.02128,-4.08507,5.50609,-0.0126271,0.021106,-0.0413294,-0.920917,9.50682,0.156144,-0.0174584,-0.0239508,0.0798604,-4.10305,-6.78149,-1.33841,-0.438168,0.616385,-0.486092,8.85385,1.62087,1.6363,-0.507037,-0.291777,-0.0234631,8.19741,1.20594,1.42438,-0.449734,-0.0807285,-1.19176,-1.40736,-8.2779,-2.51053,0.0462541,1.51354,0.111825,-0.00155574,9.36355,-2.76466,0.0955097,-0.337206,-0.0308771
0.008,7.02373,-4.06956,5.51779,-0.0131101,0.0243129,-0.0414511,-0.937347,9.51059,0.136876,-0.0184015,-0.014492,0.0796833,-4.09211,-6.7123,-1.30715,-0.447069,0.603208,-0.486257,8.84133,1.612,1.64283,-0.521973,-0.298332,-0.0158791,8.10998,1.29804,1.35832,-0.431626,-0.0585475,-1.15662,-1.38126,-8.22036,-2.29998,0.0513022,1.55857,0.124098,-0.000627605,9.39543,-2.74594,0.0962304,-0.328938,-0.0342828
0.009,7.02548,-4.05571,5.52801,-0.0133298,0.0273084,-0.0416973,-0.952219,9.51618,0.120365,-0.0189962,-0.00493892,0.0796424,-4.08109,-6.64463,-1.27391,-0.45579,0.591132,-0.486205,8.82985,1.60381,1.64837,-0.536493,-0.304443,-0.00832124,8.02411,1.37875,1.29476,-0.413583,-0.0370121,-1.12293,-1.35872,-8.1605,-2.0956,0.0549857,1.60173,0.136883,0.00257343,9.42604,-2.72832,0.0963387,-0.321081,-0.0377457
0.01,7.02167,-4.05515,5.5264,-0.0114438,0.0286125,-0.0429404,-0.954639,9.53641,0.125901,-0.0168036,0.00536868,0.0806912,-4.06949,-6.58916,-1.22475,-0.463062,0.58787,-0.484421,8.82663,1.60111,1.646,-0.547677,-0.306997,-0.000971345,7.95064,1.3684,1.25125,-0.396057,-0.0206408,-1.1008,-1.36458,-8.08211,-1.94052,0.0477532,1.62987,0.153771,0.0239576,9.44655,-2.71943,0.0915473,-0.31652,-0.0416661
0.011,7.01786,-4.05458,5.52479,-0.00955778,0.0299166,-0.0441835,-0.957058,9.55664,0.131437,-0.014611,0.0156763,0.0817399,-4.0579,-6.53368,-1.17559,-0.470334,0.584608,-0.482637,8.82341,1.5984,1.64362,-0.558861,-0.309552,0.00637855,7.87717,1.35804,1.20773,-0.378532,-0.00426936,-1.07868,-1.37043,-8.00371,-1.78545,0.0405207,1.65801,0.170659,0.0453418,9.46706,-2.71054,0.0867558,-0.311959,-0.0455864
0.012,7.01404,-4.05401,5.52318,-0.00767174,0.0312206,-0.0454267,-0.959477,9.57686,0.136973,-0.0124184,0.0259839,0.0827887,-4.0463,-6.47821,-1.12643,-0.477607,0.581346,-0.480853,8.82019,1.5957,1.64125,-0.570045,-0.312106,0.0137284,7.8037,1.34769,1.16422,-0.361007,0.012102,-1.05656,-1.37628,-7.92532,-1.63037,0.0332882,1.68615,0.187547,0.066726,9.48757,-2.70164,0.0819643,-0.307398,-0.0495068
0.013,7.01023,-4.05345,5.52157,-0.00578571,0.0325247,-0.0466698,-0.961897,9.59709,0.142509,-0.0102258,0.0362915,0.0838375,-4.0347,-6.42274,-1.07727,-0.484879,0.578084,-0.479069,8.81697,1.59299,1.63887,-0.581228,-0.314661,0.0210783,7.73024,1.33734,1.1207,-0.343482,0.0284734,-1.03443,-1.38214,-7.84692,-1.4753,0.0260556,1.71429,0.204435,0.0881102,9.50807,-2.69275,0.0771729,-0.302837,-0.0534272
0.014,6.99343,-4.052,5.5224,-0.00506337,0.0349871,-0.0465562,-0.968206,9.61354,0.156345,-0.00837989,0.0454559,0.0842514,-4.02395,-6.36951,-1.02715,-0.492131,0.579685,-0.476415,8.82412,1.59195,1.63235,-0.591356,-0.315114,0.0287412,7.67196,1.31191,1.09292,-0.330146,0.0448937,-1.01631,-1.40001,-7.78383,-1.3832,0.0112167,1.73648,0.220233,0.0887401,9.5191,-2.67363,0.0750448,-0.300298,-0.0598191
0.015,6.97013,-4.05012,5.52447,-0.00492288,0.0380288,-0.0457644,-0.97646,9.62811,0.17433,-0.00670736,0.0540487,0.0843479,-4.01362,-6.31741,-0.976539,-0.499373,0.583718,-0.473326,8.83646,1.59174,1.62375,-0.600955,-0.314516,0.0365606,7.62128,1.27895,1.07301,-0.318904,0.0613383,-1.0002,-1.42388,-7.7284,-1.3226,-0.00742534,1.75568,0.235486,0.0789929,9.52539,-2.64939,0.0742484,-0.29877,-0.0674468
0.016,6.94683,-4.04824,5.52653,-0.00478239,0.0410704,-0.0449725,-0.984715,9.64267,0.192316,-0.00503483,0.0626415,0.0844445,-4.00329,-6.26531,-0.925931,-0.506615,0.587751,-0.470238,8.84879,1.59153,1.61516,-0.610555,-0.313919,0.04438,7.57061,1.24598,1.0531,-0.307662,0.077783,-0.984089,-1.44776,-7.67297,-1.262,-0.0260674,1.77489,0.250738,0.0692458,9.53168,-2.62516,0.073452,-0.297242,-0.0750745
0.017,6.92353,-4.04635,5.52859,-0.0046419,0.0441121,-0.0441807,-0.992969,9.65723,0.210301,-0.00336231,0.0712343,0.084541,-3.99297,-6.2132,-0.875322,-0.513856,0.591784,-0.467149,8.86113,1.59133,1.60656,-0.620154,-0.313321,0.0521994,7.51993,1.21302,1.03318,-0.29642,0.0942277,-0.967976,-1.47163,-7.61753,-1.2014,-0.0447095,1.7941,0.265991,0.0594986,9.53797,-2.60092,0.0726556,-0.295714,-0.0827022
0.018,6.90667,-4.04451,5.53155,-0.00402257,0.0466646,-0.043531,-1.00315,9.66603,0.234306,-0.00172577,0.0778656,0.0849082,-3.96325,-6.16675,-0.826071,-0.520997,0.597157,-0.46501,8.86891,1.59053,1.60065,-0.630392,-0.312763,0.0595923,7.47576,1.20363,1.00609,-0.285253,0.106826,-0.950218,-1.50735,-7.56874,-1.14201,-0.0629819,1.81021,0.280311,0.0503655,9.54194,-2.57381,0.0711807,-0.29342,-0.0892217
0.019,6.91234,-4.04281,5.53764,-0.00172727,0.047505,-0.0433788,-1.02005,9.65463,0.279378,-0.000215184,0.0776317,0.0862229,-3.86569,-6.14006,-0.781571,-0.527785,0.607222,-0.466194,8.86077,1.5877,1.60412,-0.642867,-0.31234,0.0654927,7.45437,1.27675,0.95389,-0.274345,0.105962,-0.926704,-1.58455,-7.54321,-1.08684,-0.0799604,1.81552,0.291368,0.0433819,9.53784,-2.53663,0.067331,-0.288445,-0.0918622
