Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,5.05276,-0.093633,8.12441,0.00950395,0.023349,0.0478325,-0.845134,9.58304,-0.318721,0.00988804,0.371451,0.0857108,0.971527,-10.7259,1.94006,-0.293097,-0.493172,-0.365623,9.615,0.244403,3.29257,-0.19064,-0.0702595,0.36314,3.82214,-1.403,9.08535,0.508913,0.785874,0.806055,0.602901,-11.1062,1.66667,-0.185506,-0.495019,0.131435,-2.24353,9.11233,-3.03575,-0.033535,0.894278,-0.432588
0.001,5.08116,-0.0778852,8.13588,0.00928256,0.0233346,0.0502201,-0.88214,9.6355,-0.331267,0.00983345,0.373072,0.0899041,0.944387,-10.6908,1.94485,-0.296041,-0.499635,-0.360805,9.57633,0.294712,3.25556,-0.190241,-0.0617178,0.353436,3.9013,-1.40236,9.01902,0.51733,0.752762,0.801262,0.603178,-11.0811,1.69407,-0.177384,-0.529857,0.132152,-2.27923,9.11662,-2.98224,-0.0345099,0.891223,-0.430839
0.002,5.10956,-0.0621375,8.14736,0.00906117,0.0233202,0.0526076,-0.919147,9.68796,-0.343813,0.00977886,0.374694,0.0940973,0.917246,-10.6558,1.94964,-0.298986,-0.506098,-0.355988,9.53765,0.345021,3.21855,-0.189842,-0.0531761,0.343732,3.98046,-1.40172,8.9527,0.525747,0.719651,0.796469,0.603455,-11.056,1.72147,-0.169262,-0.564696,0.132868,-2.31493,9.1209,-2.92874,-0.0354848,0.888167,-0.42909
0.003,5.13796,-0.0463898,8.15883,0.00883979,0.0233059,0.0549951,-0.956153,9.74042,-0.356359,0.00972427,0.376315,0.0982905,0.890106,-10.6207,1.95443,-0.301931,-0.512562,-0.351171,9.49898,0.395331,3.18153,-0.189443,-0.0446344,0.334028,4.05962,-1.40108,8.88638,0.534164,0.68654,0.791675,0.603732,-11.0309,1.74887,-0.161141,-0.599535,0.133585,-2.35063,9.12519,-2.87524,-0.0364597,0.885111,-0.427341
0.004,5.16636,-0.0306421,8.1703,0.00861839,0.0232915,0.0573827,-0.993159,9.79288,-0.368905,0.00966968,0.377936,0.102484,0.862965,-10.5856,1.95923,-0.304875,-0.519025,-0.346353,9.4603,0.44564,3.14452,-0.189044,-0.0360927,0.324325,4.13878,-1.40044,8.82006,0.542581,0.653429,0.786882,0.604009,-11.0058,1.77628,-0.153019,-0.634373,0.134302,-2.38633,9.12948,-2.82174,-0.0374346,0.882056,-0.425592
0.005,5.17608,-0.0440298,8.19005,0.00873884,0.0243469,0.0567597,-0.991532,9.82825,-0.396599,0.0102713,0.378844,0.104103,0.8584,-10.554,1.95404,-0.308059,-0.523306,-0.34154,9.42705,0.48863,3.14152,-0.189379,-0.0302032,0.315718,4.27801,-1.39382,8.75853,0.549044,0.625901,0.781837,0.636066,-10.9992,1.79315,-0.143506,-0.662048,0.132922,-2.42039,9.14189,-2.73857,-0.0385173,0.8756,-0.422637
0.006,5.17084,-0.0807258,8.21641,0.00913276,0.0262581,0.0537284,-0.958997,9.84994,-0.436413,0.0113978,0.37918,0.103664,0.871895,-10.5253,1.94088,-0.311434,-0.525843,-0.336729,9.39813,0.525764,3.16574,-0.190302,-0.0264354,0.30799,4.4653,-1.38243,8.70084,0.553943,0.602839,0.776591,0.693547,-11.0074,1.8016,-0.132879,-0.683992,0.129865,-2.45313,9.1608,-2.63168,-0.0396864,0.866425,-0.418719
0.007,5.16561,-0.117422,8.24278,0.00952667,0.0281692,0.050697,-0.926463,9.87163,-0.476227,0.0125243,0.379517,0.103225,0.885391,-10.4966,1.92771,-0.314809,-0.528379,-0.331918,9.36922,0.562898,3.18995,-0.191225,-0.0226675,0.300261,4.65258,-1.37104,8.64314,0.558843,0.579777,0.771345,0.751028,-11.0155,1.81005,-0.122253,-0.705936,0.126809,-2.48587,9.17972,-2.52479,-0.0408554,0.85725,-0.414801
0.008,5.16037,-0.154118,8.26915,0.00992059,0.0300804,0.0476657,-0.893928,9.89333,-0.516041,0.0136508,0.379854,0.102785,0.898886,-10.4679,1.91455,-0.318184,-0.530916,-0.327107,9.3403,0.600032,3.21416,-0.192147,-0.0188997,0.292533,4.83987,-1.35965,8.58545,0.563743,0.556715,0.766099,0.80851,-11.0237,1.8185,-0.111626,-0.72788,0.123752,-2.51862,9.19863,-2.4179,-0.0420244,0.848075,-0.410882
0.009,5.15542,-0.189768,8.29231,0.0106767,0.0315105,0.0447559,-0.864696,9.9072,-0.556018,0.0145052,0.381024,0.10257,0.915641,-10.4371,1.90583,-0.32183,-0.532767,-0.322095,9.3229,0.633691,3.23691,-0.19379,-0.0157589,0.285959,5.0185,-1.3444,8.52834,0.56766,0.535343,0.7603,0.861241,-11.0267,1.81694,-0.10042,-0.748255,0.120824,-2.55265,9.21457,-2.31627,-0.042723,0.8386,-0.40722
0.01,5.15273,-0.217056,8.28979,0.0143308,0.0290926,0.0428192,-0.861888,9.8585,-0.597299,0.0131832,0.388856,0.104145,0.958467,-10.3895,1.93263,-0.327644,-0.529143,-0.315471,9.39768,0.639544,3.24789,-0.201191,-0.0176343,0.288626,5.12788,-1.29825,8.4759,0.56372,0.527492,0.750071,0.875978,-10.9884,1.73528,-0.0845794,-0.75607,0.11892,-2.597,9.2067,-2.25666,-0.0396584,0.826717,-0.405608
0.011,5.15004,-0.244343,8.28726,0.0179849,0.0266746,0.0408824,-0.85908,9.8098,-0.63858,0.0118611,0.396688,0.10572,1.00129,-10.342,1.95944,-0.333458,-0.525518,-0.308846,9.47245,0.645397,3.25888,-0.208592,-0.0195096,0.291293,5.23727,-1.25209,8.42345,0.559779,0.519642,0.739842,0.890714,-10.9501,1.65362,-0.0687386,-0.763885,0.117016,-2.64134,9.19882,-2.19705,-0.0365938,0.814835,-0.403996
0.012,5.14736,-0.271631,8.28474,0.021639,0.0242566,0.0389457,-0.856272,9.7611,-0.679861,0.0105391,0.40452,0.107296,1.04412,-10.2945,1.98624,-0.339272,-0.521893,-0.302222,9.54723,0.65125,3.26987,-0.215993,-0.021385,0.293961,5.34664,-1.20594,8.37101,0.555838,0.511791,0.729613,0.90545,-10.9118,1.57196,-0.0528977,-0.7717,0.115113,-2.68569,9.19095,-2.13744,-0.0335292,0.802952,-0.402384
0.013,5.14467,-0.298918,8.28222,0.025293,0.0218387,0.037009,-0.853464,9.71239,-0.721142,0.00921705,0.412352,0.108871,1.08695,-10.2469,2.01305,-0.345086,-0.518268,-0.295598,9.622,0.657103,3.28085,-0.223393,-0.0232604,0.296628,5.45603,-1.15978,8.31856,0.551898,0.50394,0.719385,0.920187,-10.8735,1.4903,-0.0370569,-0.779516,0.113209,-2.73004,9.18308,-2.07784,-0.0304646,0.79107,-0.400771
0.014,5.14463,-0.290631,8.27632,0.0264621,0.0222187,0.0349973,-0.873361,9.68852,-0.745733,0.00997526,0.416572,0.10975,1.1442,-10.2384,2.04119,-0.349143,-0.510014,-0.288921,9.72121,0.638896,3.29065,-0.228463,-0.0240911,0.300472,5.54272,-1.13545,8.31093,0.542155,0.505825,0.712605,0.915233,-10.8453,1.45433,-0.0266194,-0.778473,0.109559,-2.76383,9.17448,-2.01179,-0.0287363,0.781208,-0.399812
