Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,5.41981,-3.90885,0.987871,1.40509,0.208534,1.32621,-0.420302,7.95152,0.618016,0.0490595,1.53683,1.22578,-0.520172,-9.80967,-0.712076,-0.187268,0.125467,-0.0412375,7.92738,-2.46872,2.71328,0.102555,-0.428208,-0.184033,7.09776,3.50119,6.29634,0.0594749,-0.0692996,-0.0956104,1.25929,-9.06762,-2.45813,-0.0716428,0.248836,0.358416,-1.82522,5.6019,-4.57873,0.221706,1.12387,-0.727246
0.001,5.40963,-3.94782,0.906877,1.43892,0.163129,1.30777,-0.472653,8.02925,0.572224,0.044011,1.5626,1.21706,-0.50679,-9.80182,-0.775823,-0.186716,0.128051,-0.0399003,7.91769,-2.45195,2.72027,0.12699,-0.428563,-0.187543,7.08329,3.52793,6.27165,0.0574577,-0.0645918,-0.0937811,1.23324,-9.03819,-2.45089,-0.0732187,0.251343,0.3553,-1.79827,5.6918,-4.52158,0.216121,1.13303,-0.733374
0.002,5.39945,-3.9868,0.825884,1.47276,0.117724,1.28934,-0.525004,8.10697,0.526432,0.0389626,1.58837,1.20834,-0.493408,-9.79396,-0.83957,-0.186164,0.130635,-0.0385632,7.908,-2.43517,2.72726,0.151425,-0.428918,-0.191053,7.06882,3.55468,6.24695,0.0554404,-0.0598841,-0.0919519,1.2072,-9.00877,-2.44364,-0.0747945,0.253849,0.352184,-1.77132,5.7817,-4.46444,0.210535,1.14219,-0.739503
0.003,5.38927,-4.02577,0.74489,1.50659,0.0723189,1.2709,-0.577356,8.1847,0.48064,0.0339142,1.61414,1.19961,-0.480025,-9.7861,-0.903317,-0.185612,0.133218,-0.037226,7.89832,-2.41839,2.73425,0.17586,-0.429274,-0.194563,7.05436,3.58142,6.22226,0.0534231,-0.0551763,-0.0901226,1.18115,-8.97935,-2.4364,-0.0763703,0.256356,0.349069,-1.74437,5.87161,-4.4073,0.20495,1.15136,-0.745632
0.004,5.37909,-4.06474,0.663897,1.54043,0.0269139,1.25247,-0.629707,8.26242,0.434848,0.0288657,1.63991,1.19089,-0.466643,-9.77824,-0.967063,-0.18506,0.135802,-0.0358889,7.88863,-2.40161,2.74123,0.200296,-0.429629,-0.198073,7.03989,3.60817,6.19757,0.0514058,-0.0504686,-0.0882934,1.15511,-8.94992,-2.42915,-0.0779461,0.258863,0.345953,-1.71742,5.96151,-4.35015,0.199364,1.16052,-0.75176
0.005,5.42324,-4.12732,0.546233,1.57528,-0.0259322,1.21972,-0.771844,8.32868,0.375392,0.0227182,1.6556,1.17672,-0.452537,-9.77395,-1.0052,-0.184843,0.137469,-0.034217,7.87154,-2.39695,2.75241,0.222005,-0.429463,-0.202175,7.02603,3.63642,6.17951,0.04893,-0.0476889,-0.086518,1.11942,-8.95215,-2.42601,-0.0811612,0.260996,0.341164,-1.68008,6.03199,-4.28311,0.1965,1.17207,-0.758789
0.006,5.51086,-4.20877,0.399235,1.61096,-0.0847311,1.17552,-0.985808,8.38577,0.305004,0.0156914,1.66323,1.1582,-0.437853,-9.77251,-1.02285,-0.184893,0.138403,-0.0322774,7.84852,-2.40199,2.76694,0.241532,-0.42888,-0.206752,7.01265,3.66589,6.16678,0.0460874,-0.0464517,-0.0847858,1.07602,-8.97969,-2.42616,-0.0856876,0.262831,0.335037,-1.63443,6.08693,-4.20814,0.195814,1.18552,-0.766537
0.007,5.59847,-4.29023,0.252236,1.64663,-0.14353,1.13133,-1.19977,8.44287,0.234616,0.00866467,1.67085,1.13968,-0.423168,-9.77107,-1.04049,-0.184943,0.139337,-0.0303378,7.8255,-2.40703,2.78147,0.26106,-0.428296,-0.211328,6.99927,3.69535,6.15404,0.0432448,-0.0452145,-0.0830535,1.03261,-9.00723,-2.42631,-0.0902141,0.264665,0.32891,-1.58878,6.14187,-4.13317,0.195127,1.19897,-0.774286
0.008,5.68609,-4.37169,0.105237,1.68231,-0.202329,1.08713,-1.41374,8.49996,0.164229,0.00163789,1.67848,1.12116,-0.408483,-9.76962,-1.05814,-0.184993,0.14027,-0.0283982,7.80248,-2.41207,2.79599,0.280587,-0.427713,-0.215904,6.98589,3.72481,6.1413,0.0404022,-0.0439773,-0.0813213,0.98921,-9.03477,-2.42646,-0.0947406,0.266499,0.322783,-1.54313,6.19681,-4.0582,0.19444,1.21243,-0.782034
0.009,5.79787,-4.44605,-0.0326174,1.71438,-0.262056,1.03859,-1.67808,8.55491,0.103103,-0.00580819,1.68277,1.10123,-0.39654,-9.76554,-1.07389,-0.185205,0.141154,-0.026519,7.7818,-2.41624,2.81295,0.299786,-0.427502,-0.220642,6.97234,3.75207,6.1309,0.0377163,-0.0425888,-0.0795458,0.948178,-9.06194,-2.4289,-0.0991982,0.26834,0.316638,-1.49496,6.24887,-3.97076,0.193832,1.22563,-0.78976
0.01,6.10293,-4.46362,-0.0973202,1.7176,-0.329207,0.955296,-2.34548,8.59276,0.11607,-0.0166087,1.66037,1.07007,-0.406529,-9.74029,-1.07443,-0.186716,0.141639,-0.0251229,7.77981,-2.41347,2.84933,0.316359,-0.430276,-0.226668,6.95749,3.7617,6.13914,0.0362848,-0.0399901,-0.077425,0.926109,-9.08621,-2.44961,-0.103105,0.270229,0.310343,-1.42664,6.27783,-3.78348,0.193848,1.23683,-0.797303
