Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,0.132722,-0.612753,9.63822,-0.0297057,0.0165828,0.00155844,-0.193688,-0.19471,9.75791,-0.000718012,0.0249617,0.00674901,0.0615668,-0.190895,9.78424,-0.057188,0.0222845,-0.0116345,1.14633,9.20423,2.02499,-0.0105368,0.0195326,0.0103103,-0.00637174,0.185838,10.0868,-0.0196806,-0.000589768,0.00828238,-0.189979,-0.192535,-10.1451,-0.00604373,-0.0101306,-0.00497873,-0.0260494,-0.0475737,9.74866,-0.013483,0.0150272,-0.00266771
0.001,0.10069,-0.603923,9.67422,-0.0292983,0.0156029,0.00320282,-0.198684,-0.194313,9.78587,-0.00182062,0.023956,0.00727138,0.0555819,-0.205213,9.78752,-0.0579917,0.0233375,-0.011097,1.15841,9.24356,2.02257,-0.00951097,0.0178716,0.00742872,0.00111056,0.171002,10.0701,-0.0181694,0.000616525,0.00772075,-0.18728,-0.221036,-10.1042,-0.00845195,-0.00728347,-0.00544026,-0.0574874,-0.0352425,9.76937,-0.0135538,0.0172904,-0.00118366
0.002,0.0686583,-0.595094,9.71023,-0.028891,0.0146231,0.00484721,-0.20368,-0.193916,9.81383,-0.00292322,0.0229504,0.00779375,0.0495971,-0.21953,9.7908,-0.0587955,0.0243905,-0.0105594,1.1705,9.28289,2.02016,-0.00848518,0.0162105,0.00454715,0.00859286,0.156165,10.0533,-0.0166583,0.00182282,0.00715911,-0.184581,-0.249538,-10.0633,-0.0108602,-0.00443636,-0.0059018,-0.0889254,-0.0229112,9.79008,-0.0136246,0.0195536,0.000300403
0.003,0.0366265,-0.586264,9.74623,-0.0284836,0.0136433,0.00649159,-0.208677,-0.193518,9.84179,-0.00402583,0.0219448,0.00831612,0.0436122,-0.233848,9.79407,-0.0595992,0.0254435,-0.0100219,1.18258,9.32222,2.01775,-0.00745939,0.0145494,0.00166559,0.0160752,0.141329,10.0365,-0.0151472,0.00302911,0.00659747,-0.181882,-0.27804,-10.0224,-0.0132684,-0.00158924,-0.00636334,-0.120363,-0.01058,9.81078,-0.0136954,0.0218168,0.00178446
0.004,0.00459464,-0.577435,9.78223,-0.0280762,0.0126635,0.00813597,-0.213673,-0.193121,9.86976,-0.00512843,0.0209391,0.00883849,0.0376273,-0.248166,9.79735,-0.0604029,0.0264965,-0.00948439,1.19466,9.36156,2.01534,-0.0064336,0.0128884,-0.00121598,0.0235575,0.126493,10.0197,-0.0136361,0.00423541,0.00603584,-0.179183,-0.306541,-9.9815,-0.0156766,0.00125788,-0.00682487,-0.151801,0.00175127,9.83149,-0.0137661,0.02408,0.00326852
0.005,-0.000479843,-0.571954,9.79611,-0.0273825,0.0116768,0.00834776,-0.221248,-0.201475,9.86454,-0.00498492,0.0206575,0.00865401,0.0307367,-0.251477,9.79178,-0.0603613,0.0273252,-0.00862603,1.19959,9.38328,2.021,-0.00629548,0.0124217,-0.00114943,0.0186681,0.126577,10.0274,-0.0132735,0.00401565,0.00638103,-0.18078,-0.327519,-9.93803,-0.02118,0.00230522,-0.00886078,-0.153302,-0.00577325,9.82735,-0.0134177,0.0241164,0.00384099
0.006,0.0160115,-0.569153,9.79227,-0.0264596,0.0106847,0.00741347,-0.230886,-0.216831,9.83277,-0.00384452,0.0209552,0.00790405,0.0231216,-0.245983,9.77914,-0.0596434,0.0279744,-0.00751099,1.19878,9.39093,2.03311,-0.0068675,0.0129105,0.0012756,0.00388154,0.138599,10.0547,-0.0138297,0.00265505,0.00745169,-0.185812,-0.342478,-9.89249,-0.0291595,0.00191274,-0.0121562,-0.130852,-0.0291824,9.80333,-0.012734,0.0223713,0.0036842
0.007,0.0325029,-0.566352,9.78843,-0.0255367,0.00969256,0.00647919,-0.240525,-0.232187,9.80101,-0.00270411,0.0212528,0.0071541,0.0155065,-0.240489,9.76649,-0.0589256,0.0286235,-0.00639595,1.19797,9.39857,2.04522,-0.00743952,0.0133992,0.00370063,-0.0109051,0.150621,10.082,-0.0143858,0.00129445,0.00852235,-0.190845,-0.357437,-9.84695,-0.037139,0.00152026,-0.0154516,-0.108402,-0.0525915,9.77931,-0.0120502,0.0206262,0.00352741
0.008,0.0489943,-0.56355,9.7846,-0.0246139,0.00870043,0.0055449,-0.250164,-0.247543,9.76924,-0.00156371,0.0215504,0.00640414,0.00789136,-0.234995,9.75385,-0.0582077,0.0292727,-0.00528092,1.19716,9.40621,2.05733,-0.00801154,0.013888,0.00612566,-0.0256917,0.162643,10.1093,-0.014942,-6.61e-05,0.00959302,-0.195877,-0.372396,-9.80141,-0.0451185,0.00112778,-0.018747,-0.0859523,-0.0760007,9.7553,-0.0113665,0.0188811,0.00337061
0.009,0.0652982,-0.562037,9.77867,-0.023883,0.00795733,0.004777,-0.259055,-0.259277,9.7422,-0.000631783,0.0217332,0.00580707,0.00211257,-0.230461,9.74265,-0.0575944,0.0297959,-0.00438172,1.19625,9.40952,2.06888,-0.008507,0.0143053,0.00824109,-0.0378378,0.173492,10.128,-0.0155475,-0.00129989,0.0105355,-0.199254,-0.383276,-9.76307,-0.0521585,0.000679557,-0.0214676,-0.065085,-0.0956167,9.73654,-0.010964,0.0174527,0.00310034
