Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,0.155728,-0.575543,9.6558,-0.0240535,0.00715369,0.00588087,-0.286478,-0.186162,9.82732,-0.00979197,0.0210396,0.00945479,0.127132,-0.2314,9.76591,-0.0688345,0.02556,-0.00415349,1.20808,9.29183,2.01533,-0.00305273,0.0109611,0.0146042,-0.00654598,0.145922,10.0229,-0.0195624,0.0032504,0.0133971,-0.17052,-0.304502,-10.0077,-0.0342975,0.012693,-0.00545551,0.0286789,-0.076194,9.84638,-0.0177071,0.0178826,0.0100765
0.001,0.150318,-0.573986,9.67305,-0.0258901,0.0074012,0.0049171,-0.275779,-0.197492,9.82094,-0.00907085,0.0209343,0.0100453,0.128471,-0.234709,9.75912,-0.066563,0.026717,-0.00471481,1.21656,9.35226,2.03742,-0.00548559,0.0124556,0.0141938,-0.0240961,0.162367,10.0263,-0.0193199,0.00287698,0.012779,-0.136725,-0.294864,-9.98295,-0.0353395,0.0122214,-0.00607353,0.0101098,-0.0655435,9.85623,-0.0176979,0.0178507,0.0108783
0.002,0.144907,-0.572429,9.69029,-0.0277267,0.0076487,0.00395332,-0.26508,-0.208821,9.81456,-0.00834973,0.020829,0.0106358,0.12981,-0.238018,9.75233,-0.0642915,0.027874,-0.00527613,1.22504,9.41269,2.05952,-0.00791845,0.01395,0.0137833,-0.0416461,0.178812,10.0298,-0.0190773,0.00250355,0.0121609,-0.102929,-0.285227,-9.95824,-0.0363814,0.0117498,-0.00669154,-0.00845929,-0.054893,9.86608,-0.0176888,0.0178187,0.0116801
0.003,0.139496,-0.570871,9.70753,-0.0295633,0.00789621,0.00298955,-0.254381,-0.220151,9.80818,-0.00762861,0.0207238,0.0112262,0.131149,-0.241327,9.74554,-0.06202,0.029031,-0.00583745,1.23352,9.47312,2.08161,-0.0103513,0.0154445,0.0133729,-0.0591962,0.195257,10.0333,-0.0188348,0.00213013,0.0115428,-0.0691338,-0.27559,-9.93353,-0.0374233,0.0112782,-0.00730956,-0.0270284,-0.0442426,9.87593,-0.0176797,0.0177867,0.0124818
0.004,0.134085,-0.569314,9.72477,-0.0313999,0.00814371,0.00202578,-0.243681,-0.231481,9.8018,-0.00690749,0.0206185,0.0118167,0.132489,-0.244636,9.73875,-0.0597485,0.030188,-0.00639878,1.242,9.53356,2.10371,-0.0127842,0.016939,0.0129624,-0.0767463,0.211702,10.0367,-0.0185922,0.0017567,0.0109247,-0.0353383,-0.265952,-9.90882,-0.0384653,0.0108066,-0.00792757,-0.0455975,-0.0335921,9.88578,-0.0176706,0.0177547,0.0132836
0.005,0.127583,-0.560601,9.72927,-0.0311007,0.00768501,0.000981185,-0.235473,-0.244009,9.80153,-0.00569117,0.0196449,0.0121785,0.12782,-0.244028,9.74054,-0.0587902,0.0309605,-0.00736352,1.24462,9.52829,2.10804,-0.0133437,0.0166009,0.0124871,-0.0743941,0.221414,10.0426,-0.0187863,0.0023941,0.0107373,-0.0342571,-0.269239,-9.9094,-0.037782,0.0103925,-0.00747442,-0.049012,-0.0221779,9.88737,-0.0167372,0.0182052,0.0127535
0.006,0.120207,-0.546163,9.72358,-0.0290929,0.00666135,-0.000128065,-0.229258,-0.257495,9.80614,-0.00407868,0.0179765,0.0123574,0.118347,-0.240286,9.74921,-0.0588824,0.0314256,-0.00865101,1.24256,9.47046,2.09816,-0.0124046,0.0147968,0.0119598,-0.05612,0.225739,10.0504,-0.0193297,0.00384017,0.0108945,-0.0593473,-0.282864,-9.93021,-0.0357186,0.0100244,-0.00616434,-0.0403027,-0.0101527,9.88238,-0.0150646,0.0190417,0.0111579
0.007,0.112831,-0.531725,9.71788,-0.027085,0.00563769,-0.00123731,-0.223044,-0.270982,9.81074,-0.00246619,0.0163082,0.0125363,0.108873,-0.236543,9.75787,-0.0589746,0.0318907,-0.0099385,1.2405,9.41263,2.08829,-0.0114655,0.0129927,0.0114325,-0.037846,0.230063,10.0582,-0.0198732,0.00528624,0.0110517,-0.0844376,-0.296489,-9.95101,-0.0336552,0.00965624,-0.00485426,-0.0315935,0.00187244,9.87738,-0.0133919,0.0198782,0.00956219
0.008,0.105455,-0.517287,9.71219,-0.0250772,0.00461403,-0.00234656,-0.216829,-0.284469,9.81535,-0.0008537,0.0146399,0.0127152,0.099399,-0.232801,9.76654,-0.0590668,0.0323558,-0.011226,1.23844,9.3548,2.07841,-0.0105264,0.0111886,0.0109053,-0.0195719,0.234388,10.0661,-0.0204166,0.0067323,0.0112089,-0.109528,-0.310115,-9.97182,-0.0315917,0.00928809,-0.00354417,-0.0228843,0.0138976,9.87238,-0.0117192,0.0207146,0.00796653
0.009,0.0994861,-0.505314,9.70641,-0.0235306,0.0037444,-0.00310888,-0.212157,-0.296254,9.82179,0.000565134,0.0131399,0.0128823,0.090154,-0.231422,9.77463,-0.059124,0.0326819,-0.012247,1.23509,9.3087,2.07176,-0.00984921,0.00963371,0.0102136,-0.0041683,0.236222,10.0722,-0.0208829,0.00797661,0.0114112,-0.130905,-0.322951,-9.98873,-0.0297415,0.00872459,-0.00247453,-0.0145488,0.0257865,9.86547,-0.0103696,0.0214648,0.00661234
0.01,0.104773,-0.513066,9.69992,-0.0256741,0.00410709,-0.00109576,-0.219832,-0.294426,9.84288,0.000434719,0.0129865,0.0129552,0.08274,-0.248949,9.77814,-0.0589012,0.0318963,-0.0111367,1.22145,9.35643,2.0909,-0.0112669,0.0100721,0.00820628,-0.0117284,0.218137,10.065,-0.0207322,0.00760688,0.011974,-0.122572,-0.329477,-9.97452,-0.0295968,0.00659813,-0.00332834,-0.00920323,0.0365851,9.84332,-0.0116041,0.0215245,0.00718997
0.011,0.110059,-0.520818,9.69343,-0.0278175,0.00446978,0.000917359,-0.227507,-0.292598,9.86397,0.000304303,0.012833,0.0130281,0.075326,-0.266477,9.78165,-0.0586784,0.0311107,-0.0100263,1.20782,9.40416,2.11004,-0.0126845,0.0105104,0.00619899,-0.0192885,0.200052,10.0579,-0.0205815,0.00723715,0.0125369,-0.11424,-0.336002,-9.96031,-0.029452,0.00447168,-0.00418216,-0.00385763,0.0473837,9.82117,-0.0128387,0.0215842,0.00776761
0.012,0.115346,-0.52857,9.68694,-0.029961,0.00483247,0.00293048,-0.235182,-0.29077,9.88507,0.000173887,0.0126795,0.0131009,0.0679119,-0.284004,9.78516,-0.0584556,0.0303252,-0.00891598,1.19418,9.45189,2.12918,-0.0141022,0.0109488,0.0041917,-0.0268486,0.181967,10.0507,-0.0204308,0.00686742,0.0130997,-0.105908,-0.342527,-9.9461,-0.0293073,0.00234522,-0.00503597,0.00148798,0.0581823,9.79902,-0.0140732,0.0216439,0.00834524
0.013,0.120633,-0.536322,9.68045,-0.0321044,0.00519516,0.0049436,-0.242857,-0.288942,9.90616,4.35e-05,0.0125261,0.0131738,0.0604979,-0.301532,9.78868,-0.0582328,0.0295396,-0.00780563,1.18055,9.49962,2.14832,-0.0155198,0.0113871,0.00218441,-0.0344086,0.163882,10.0436,-0.0202801,0.00649769,0.0136626,-0.097576,-0.349053,-9.93189,-0.0291626,0.000218769,-0.00588979,0.00683358,0.0689809,9.77688,-0.0153077,0.0217036,0.00892287
