Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z
0.0,4.87132,0.289786,8.37971,-0.100719,0.00824657,-0.0687693,-0.405021,9.75984,0.436376,-0.0516695,-0.277722,0.139962,-1.95386,-11.3319,3.27329,-0.699277,-2.27697,-0.246076,9.14732,-0.633256,3.36346,-1.02741,-0.29008,0.415108,10.0058,-3.73055,6.57152,1.31699,1.4136,1.38709,0.191154,-10.9257,-0.431581,-0.468755,-2.12518,0.148946,-0.610185,9.89696,-1.70466,-0.166139,-1.18611,-0.118519
0.001,4.86447,0.258005,8.38105,-0.0995546,0.00754315,-0.0677658,-0.388072,9.77392,0.392163,-0.0516598,-0.280574,0.139508,-1.53878,-11.2757,3.40696,-0.695903,-2.26859,-0.246773,9.14882,-0.652456,3.41643,-1.0297,-0.28638,0.420275,9.65857,-3.49104,6.78067,1.31476,1.42607,1.37168,0.270888,-10.968,-0.591498,-0.452139,-2.11495,0.148875,-0.558241,9.82411,-1.75157,-0.170661,-1.15828,-0.122798
0.002,4.85762,0.226223,8.3824,-0.0983899,0.00683973,-0.0667624,-0.371123,9.78801,0.34795,-0.0516501,-0.283426,0.139054,-1.1237,-11.2194,3.54064,-0.692528,-2.26021,-0.247471,9.15032,-0.671655,3.4694,-1.03198,-0.282679,0.425442,9.31138,-3.25152,6.98982,1.31252,1.43854,1.35626,0.350622,-11.0103,-0.751414,-0.435524,-2.10473,0.148805,-0.506296,9.75126,-1.79848,-0.175183,-1.13046,-0.127078
0.003,4.85078,0.194442,8.38375,-0.0972252,0.0061363,-0.0657589,-0.354174,9.80209,0.303737,-0.0516403,-0.286277,0.1386,-0.708614,-11.1631,3.67431,-0.689154,-2.25183,-0.248168,9.15183,-0.690855,3.52236,-1.03427,-0.278978,0.430609,8.96419,-3.01201,7.19898,1.31028,1.45101,1.34085,0.430356,-11.0526,-0.911331,-0.418908,-2.09451,0.148734,-0.454351,9.67842,-1.84539,-0.179705,-1.10263,-0.131358
0.004,4.84393,0.162661,8.38509,-0.0960605,0.00543288,-0.0647555,-0.337225,9.81617,0.259524,-0.0516306,-0.289129,0.138146,-0.293531,-11.1068,3.80799,-0.68578,-2.24345,-0.248865,9.15333,-0.710054,3.57533,-1.03656,-0.275277,0.435776,8.617,-2.77249,7.40813,1.30805,1.46347,1.32543,0.51009,-11.095,-1.07125,-0.402292,-2.08428,0.148664,-0.402407,9.60557,-1.8923,-0.184227,-1.0748,-0.135638
0.005,4.84604,0.129438,8.39266,-0.0951388,0.00485084,-0.0647764,-0.333411,9.82074,0.212485,-0.0517759,-0.290626,0.139285,0.102392,-11.0409,3.90659,-0.682643,-2.23635,-0.252538,9.15933,-0.708582,3.62583,-1.04017,-0.273229,0.441469,8.23818,-2.57483,7.61368,1.29971,1.47723,1.30215,0.527333,-11.1241,-1.22584,-0.387538,-2.06463,0.150285,-0.351611,9.55203,-1.94053,-0.188156,-1.04211,-0.139521
0.006,4.85532,0.0950619,8.4052,-0.0944114,0.00436591,-0.0656169,-0.340106,9.81769,0.163183,-0.0520454,-0.29104,0.141699,0.482987,-10.9673,3.97712,-0.679697,-2.23027,-0.258593,9.16894,-0.690573,3.67436,-1.04485,-0.272502,0.447582,7.83407,-2.41065,7.81634,1.28651,1.49201,1.27258,0.494584,-11.1426,-1.37618,-0.374273,-2.03744,0.153259,-0.301735,9.51394,-1.98981,-0.191612,-1.00553,-0.143086
0.007,4.86459,0.0606853,8.41775,-0.093684,0.00388099,-0.0664574,-0.3468,9.81464,0.113882,-0.0523149,-0.291454,0.144113,0.863583,-10.8936,4.04766,-0.676751,-2.22419,-0.264647,9.17854,-0.672564,3.72288,-1.04953,-0.271775,0.453696,7.42995,-2.24648,8.01901,1.2733,1.50679,1.243,0.461836,-11.1612,-1.52652,-0.361008,-2.01025,0.156233,-0.251858,9.47584,-2.0391,-0.195067,-0.968944,-0.146652
0.008,4.87386,0.0263087,8.43029,-0.0929566,0.00339606,-0.0672979,-0.353495,9.8116,0.06458,-0.0525843,-0.291868,0.146527,1.24418,-10.82,4.11819,-0.673805,-2.21812,-0.270701,9.18814,-0.654555,3.7714,-1.05421,-0.271049,0.45981,7.02583,-2.0823,8.22167,1.2601,1.52157,1.21343,0.429087,-11.1797,-1.67685,-0.347743,-1.98306,0.159207,-0.201981,9.43775,-2.08838,-0.198523,-0.93236,-0.150218
0.009,4.88216,-0.00843678,8.44077,-0.0921973,0.00291751,-0.0680436,-0.359034,9.8089,0.0181523,-0.0530632,-0.292127,0.148637,1.61584,-10.7452,4.18589,-0.670772,-2.21149,-0.277203,9.19336,-0.635502,3.81856,-1.05868,-0.270472,0.465799,6.62821,-1.94693,8.42083,1.24665,1.53607,1.18378,0.385754,-11.196,-1.8182,-0.334825,-1.95555,0.162229,-0.157469,9.39896,-2.138,-0.20211,-0.895384,-0.153593
