Time,RTibialisAnterior,RSoleus,RBicepsFemoris,RGastrocnemiusMedialis,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0595319,0.0315833,0.0506146,0.085051,0.0502139,0.0578812,0.0280539,0.0443808,0.0589426,0.0659476,0.0541827,0.0627841,0.0484015,0.0752512,0.0383264,0.0532727
0.021,0.0634991,0.0596594,0.0597699,0.085051,0.0688296,0.0475052,0.0561301,0.0364462,0.0482614,0.0598441,0.0590656,0.0542392,0.066712,0.0587717,0.0520593,0.0569348
0.022,0.0570905,0.0563025,0.0637372,0.0819992,0.0532657,0.0557449,0.0497214,0.0349203,0.0607736,0.0741873,0.080733,0.0609531,0.0541998,0.0474802,0.056637,0.0462537
0.023,0.0525128,0.0868201,0.0554974,0.069487,0.0505191,0.0563553,0.0347678,0.0370566,0.0641306,0.0482474,0.0593707,0.0392856,0.052674,0.0544992,0.0569421,0.0447278
0.024,0.0821149,0.0822424,0.058244,0.0533127,0.0462466,0.0682571,0.059487,0.0571982,0.0494821,0.0516043,0.0670001,0.0569858,0.0633551,0.0609079,0.0425989,0.0554089
0.025,0.0583112,0.062406,0.0579388,0.0209641,0.0508243,0.064595,0.0448386,0.0483481,0.0189645,0.0717459,0.0731036,0.0542392,0.0679327,0.034968,0.046261,0.0389294
0.026,0.0573956,0.0703406,0.0652631,0.0331711,0.0425845,0.0557449,0.0485007,0.0593344,0.0543649,0.0854788,0.0917194,0.0563754,0.0651862,0.0487009,0.0416833,0.0218396
0.027,0.0403058,0.0785803,0.0585492,0.0585007,0.0306827,0.0478104,0.0347678,0.0571982,0.033613,0.103179,0.0779864,0.0566806,0.0468756,0.0438181,0.0563318,0.0551038
0.028,0.0705182,0.0825476,0.046037,0.0658249,0.052045,0.0764969,0.0494162,0.0513998,0.0540598,0.111724,0.052962,0.0649204,0.0581671,0.0548044,0.0398523,0.0535779
0.029,0.0531232,0.0682043,0.0683148,0.0606369,0.0450259,0.0737503,0.0466696,0.0636069,0.051008,0.097991,0.0624225,0.0661411,0.0499274,0.0532785,0.0471765,0.0615125
0.03,0.070213,0.0730872,0.0500043,0.0499557,0.0566226,0.0465897,0.0521628,0.0385825,0.0616891,0.0802908,0.0550983,0.0621738,0.0499274,0.0557199,0.0477869,0.0508313
0.031,0.0641095,0.0489783,0.0423749,0.0551437,0.0425845,0.0774124,0.0515524,0.0489584,0.0415475,0.0995169,0.056319,0.0398959,0.0575568,0.0581613,0.0602991,0.0691418
0.032,0.0522076,0.0349402,0.0524457,0.0752853,0.0676089,0.0703934,0.0573508,0.0266806,0.0455148,0.107146,0.0541827,0.0594272,0.0578619,0.0499216,0.0548059,0.0688367
0.033,0.0656354,0.0407385,0.0588544,0.0511765,0.0615054,0.0563553,0.0546042,0.0333945,0.0601633,0.0503836,0.0523517,0.0499667,0.0541998,0.0544992,0.0474817,0.0584607
0.034,0.0540387,0.0444006,0.0567181,0.0636887,0.0496036,0.0600174,0.0674216,0.0431601,0.0626047,0.0470267,0.0535724,0.0456943,0.0484015,0.0563303,0.0712854,0.0523572
0.035,0.0464093,0.0386023,0.073808,0.0737595,0.0560123,0.0539139,0.0384299,0.0459067,0.0662668,0.030242,0.0587604,0.0450839,0.0480963,0.0590768,0.0737268,0.0477795
0.036,0.0760114,0.0440955,0.0554974,0.0401901,0.0465518,0.0703934,0.0124899,0.0559775,0.0622995,0.0522147,0.0557086,0.0627841,0.0444342,0.0529733,0.0541956,0.0673108
0.037,0.0433575,0.0300574,0.0567181,0.0603317,0.062421,0.0536087,0.0591818,0.0388876,0.056196,0.0525198,0.0502155,0.0499667,0.0447394,0.0648752,0.061825,0.0721936
0.038,0.0662457,0.0489783,0.0612958,0.0600265,0.0767642,0.0649002,0.0546042,0.0398032,0.0626047,0.0851736,0.0416705,0.0749912,0.0514532,0.0502267,0.0743372,0.0734143
0.039,0.0506818,0.0614905,0.0701459,0.0533127,0.0465518,0.0700882,0.0536887,0.0581137,0.0598581,0.0201712,0.0398395,0.0658359,0.0621344,0.0566354,0.0722009,0.064259
0.04,0.0570905,0.0599646,0.0496991,0.0340866,0.0596744,0.0688675,0.0298849,0.044686,0.0473459,0.0213919,0.0682208,0.0350131,0.049317,0.0560251,0.0517542,0.0547986
