Time,EMGs.RTibialisA,EMGs.2,EMGs.3,EMGs.4,EMGs.5,EMGs.6,EMGs.7,EMGs.8,EMGs.9,EMGs.10,EMGs.11,EMGs.12,EMGs.13,EMGs.14,EMGs.15,EMGs.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0509869,0.0367712,0.0692303,0.0310349,0.0456363,0.069783,0.0179831,0.0495688,0.061384,0.0168143,0.0740192,0.0551547,0.0572516,0.0532785,0.0429041,0.0670056
0.021,0.0503766,0.0682043,0.0368817,0.0462936,0.0483829,0.0633743,0.0607077,0.0648276,0.0595529,0.0320731,0.0544879,0.0649204,0.0459601,0.0718942,0.0526697,0.0840955
0.022,0.0686871,0.05203,0.0579388,0.0606369,0.0386172,0.0670364,0.0576559,0.0523154,0.0757272,0.0393973,0.0862262,0.0627841,0.0569464,0.0511423,0.0609094,0.0578503
0.023,0.0433575,0.0569128,0.0518353,0.0743698,0.0575381,0.069783,0.0475851,0.0706259,0.0278146,0.0439749,0.0456378,0.0374545,0.0468756,0.0496164,0.0538904,0.0349622
0.024,0.0659406,0.0917029,0.0579388,0.0383591,0.0471622,0.067952,0.0503317,0.0581137,0.0412424,0.0577078,0.0651691,0.0636996,0.0444342,0.036799,0.0563318,0.0621228
0.025,0.0577008,0.0550818,0.0585492,0.0368332,0.0483829,0.0597122,0.0549094,0.0523154,0.0586374,0.0506888,0.0679156,0.0402011,0.0618292,0.054194,0.0545007,0.0734143
0.026,0.0461041,0.0563025,0.0704511,0.0685715,0.0431949,0.0737503,0.0588766,0.0605551,0.0659616,0.0757132,0.0761554,0.0508823,0.052674,0.0709787,0.061825,0.069447
0.027,0.0619733,0.0559973,0.084184,0.0722336,0.0337344,0.0740555,0.038735,0.0633017,0.0571115,0.0915823,0.0578448,0.0441684,0.0404669,0.0676218,0.0541956,0.067616
0.028,0.0641095,0.0517249,0.0664838,0.0493454,0.0526553,0.0359085,0.0442282,0.0330893,0.0470407,0.0644217,0.0572345,0.0331821,0.0328375,0.0526682,0.0563318,0.0569348
0.029,0.0412213,0.0514197,0.0390179,0.0426315,0.0529605,0.0533035,0.0527731,0.0486533,0.0641306,0.0796805,0.0468585,0.0597324,0.052674,0.0563303,0.0670129,0.0575452
0.03,0.0540387,0.069425,0.0573285,0.0731491,0.053876,0.067952,0.0600974,0.0614706,0.0595529,0.0747977,0.0541827,0.0795688,0.0578619,0.0572458,0.0416833,0.0587659
0.031,0.0815045,0.0669836,0.0725873,0.0649094,0.0499088,0.0764969,0.0604025,0.0654379,0.0568063,0.0360403,0.0648639,0.0569858,0.059693,0.0487009,0.0667078,0.0428967
0.032,0.0497662,0.0669836,0.0274213,0.0560593,0.0373965,0.067952,0.0555197,0.0571982,0.0397165,0.019866,0.0703571,0.0423373,0.049317,0.0505319,0.0511438,0.0508313
0.033,0.0577008,0.0730872,0.0496991,0.0667404,0.0218326,0.0618485,0.042092,0.0623862,0.0766428,0.0741873,0.0801227,0.0502719,0.0557257,0.0786081,0.0630457,0.0532727
0.034,0.0467145,0.0913977,0.0524457,0.0548386,0.0459415,0.0676468,0.0564352,0.0675742,0.0604684,0.0747977,0.0700519,0.0752963,0.0581671,0.0450388,0.0633508,0.0480847
