Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,8.67863,-0.152531,3.94235,-0.842229,-0.0365511,-0.142979,-2.48486,8.57639,-1.40354,0.173742,-2.59655,0.658058,0.263014,8.75407,0.602837,0.572779,-4.67633,0.3621,1.26973,-10.0654,-0.776983,-0.140894,0.359802,-0.000817481,4.49504,3.60384,8.19055,-0.136037,-0.0522466,0.00823688,-0.0636332,-10.093,-0.820143,-0.17815,0.159455,0.0124722,4.32152,-6.03455,5.38532,-2.17753,3.3056,-3.76151
0.001,8.70347,-0.156525,3.94176,-0.837677,-0.0387039,-0.140107,-2.46476,8.59741,-1.43647,0.182751,-2.60116,0.65124,0.256544,8.79258,0.640565,0.569715,-4.65399,0.362654,1.25031,-10.0324,-0.785708,-0.139373,0.363133,0.00627012,4.48635,3.60506,8.17126,-0.138889,-0.0530419,0.00696524,-0.0565202,-10.0967,-0.809885,-0.175643,0.162712,0.0139792,4.271,-6.07741,5.29872,-2.15274,3.27629,-3.7252
0.002,8.72832,-0.160519,3.94117,-0.833126,-0.0408566,-0.137236,-2.44467,8.61843,-1.4694,0.191759,-2.60577,0.644421,0.250074,8.8311,0.678293,0.566651,-4.63165,0.363209,1.23088,-9.99951,-0.794434,-0.137852,0.366463,0.0133577,4.47767,3.60629,8.15197,-0.141742,-0.0538372,0.0056936,-0.0494072,-10.1004,-0.799628,-0.173137,0.165968,0.0154862,4.22049,-6.12026,5.21212,-2.12796,3.24699,-3.6889
0.003,8.75316,-0.164513,3.94058,-0.828574,-0.0430094,-0.134364,-2.42458,8.63944,-1.50232,0.200768,-2.61038,0.637603,0.243603,8.86962,0.716021,0.563587,-4.60931,0.363763,1.21146,-9.96658,-0.803159,-0.136332,0.369794,0.0204453,4.46898,3.60751,8.13268,-0.144594,-0.0546325,0.00442197,-0.0422943,-10.1042,-0.78937,-0.170631,0.169225,0.0169932,4.16997,-6.16312,5.12553,-2.10317,3.21768,-3.65259
0.004,8.778,-0.168507,3.94,-0.824022,-0.0451621,-0.131493,-2.40448,8.66046,-1.53525,0.209776,-2.61499,0.630784,0.237133,8.90813,0.753749,0.560524,-4.58697,0.364317,1.19203,-9.93365,-0.811885,-0.134811,0.373124,0.0275329,4.4603,3.60873,8.11339,-0.147447,-0.0554279,0.00315033,-0.0351813,-10.1079,-0.779113,-0.168124,0.172481,0.0185002,4.11945,-6.20598,5.03893,-2.07839,3.18837,-3.61628
0.005,8.80873,-0.166265,3.93914,-0.819827,-0.0471386,-0.129096,-2.36575,8.65278,-1.5782,0.220628,-2.61994,0.622566,0.244875,8.92999,0.783759,0.557957,-4.55934,0.365007,1.16409,-9.89713,-0.810509,-0.133677,0.377935,0.0331525,4.45616,3.60499,8.101,-0.149761,-0.0556778,0.00250192,-0.0286926,-10.1157,-0.777155,-0.168006,0.174366,0.0193862,4.07105,-6.22448,4.96965,-2.04935,3.15115,-3.57369
0.006,8.84417,-0.159035,3.93807,-0.815918,-0.0489741,-0.127078,-2.31212,8.62215,-1.62916,0.232955,-2.62517,0.613229,0.263987,8.93853,0.807595,0.555787,-4.52748,0.365804,1.12934,-9.85774,-0.801051,-0.132853,0.383929,0.0375977,4.45565,3.59728,8.09411,-0.151646,-0.0554914,0.0023521,-0.0227032,-10.1266,-0.781838,-0.169799,0.175153,0.0197754,4.02434,-6.22348,4.91421,-2.01691,3.10761,-3.52607
0.007,8.87961,-0.151804,3.937,-0.812008,-0.0508096,-0.125061,-2.25849,8.59152,-1.68012,0.245282,-2.6304,0.603892,0.283098,8.94707,0.83143,0.553618,-4.49563,0.366602,1.09459,-9.81835,-0.791594,-0.132029,0.389923,0.0420429,4.45515,3.58956,8.08723,-0.153531,-0.055305,0.00220227,-0.0167138,-10.1376,-0.78652,-0.171592,0.17594,0.0201645,3.97762,-6.22248,4.85877,-1.98447,3.06406,-3.47845
0.008,8.91504,-0.144574,3.93593,-0.808099,-0.0526452,-0.123044,-2.20485,8.56088,-1.73108,0.257609,-2.63562,0.594556,0.30221,8.95561,0.855265,0.551449,-4.46378,0.3674,1.05983,-9.77896,-0.782137,-0.131205,0.395918,0.046488,4.45464,3.58185,8.08034,-0.155415,-0.0551186,0.00205244,-0.0107244,-10.1485,-0.791202,-0.173385,0.176728,0.0205537,3.93091,-6.22149,4.80333,-1.95203,3.02052,-3.43083
0.009,8.94871,-0.135166,3.93535,-0.804352,-0.0546408,-0.121158,-2.15457,8.53422,-1.78116,0.269833,-2.64039,0.585674,0.320787,8.96342,0.87776,0.549496,-4.43096,0.368113,1.02292,-9.74338,-0.773695,-0.130632,0.402033,0.0511561,4.45619,3.57115,8.07631,-0.157187,-0.0548231,0.00198911,-0.0053164,-10.158,-0.794999,-0.174988,0.177571,0.0211239,3.88824,-6.22312,4.75412,-1.92013,2.97577,-3.3818
0.01,8.96825,-0.108337,3.93868,-0.80191,-0.0579174,-0.120329,-2.13106,8.53929,-1.8242,0.281241,-2.6415,0.580435,0.335087,8.96548,0.889537,0.549271,-4.39045,0.368148,0.968759,-9.73827,-0.773371,-0.132064,0.409119,0.0576076,4.47425,3.53657,8.09514,-0.158058,-0.053655,0.00261768,-0.00455915,-10.1558,-0.79171,-0.17507,0.178866,0.0231428,3.87794,-6.24577,4.75473,-1.89256,2.92138,-3.32153
0.011,8.98779,-0.081509,3.94201,-0.799468,-0.0611941,-0.119499,-2.10756,8.54437,-1.86724,0.292649,-2.64261,0.575196,0.349387,8.96754,0.901313,0.549047,-4.34993,0.368182,0.914594,-9.73316,-0.773048,-0.133496,0.416204,0.0640591,4.49231,3.50198,8.11397,-0.158929,-0.0524868,0.00324626,-0.00380189,-10.1536,-0.78842,-0.175153,0.18016,0.0251616,3.86764,-6.26843,4.75534,-1.86498,2.867,-3.26126
0.012,9.00733,-0.0546805,3.94534,-0.797027,-0.0644707,-0.118669,-2.08406,8.54944,-1.91028,0.304056,-2.64372,0.569956,0.363688,8.9696,0.91309,0.548822,-4.30942,0.368217,0.860428,-9.72805,-0.772724,-0.134929,0.423289,0.0705106,4.51037,3.4674,8.13279,-0.1598,-0.0513187,0.00387483,-0.00304463,-10.1514,-0.785131,-0.175236,0.181454,0.0271805,3.85734,-6.29108,4.75595,-1.83741,2.81261,-3.20099
0.013,9.02687,-0.0278521,3.94867,-0.794585,-0.0677473,-0.117839,-2.06055,8.55452,-1.95332,0.315464,-2.64482,0.564717,0.377988,8.97166,0.924866,0.548598,-4.2689,0.368251,0.806263,-9.72294,-0.772401,-0.136361,0.430374,0.076962,4.52843,3.43281,8.15162,-0.160672,-0.0501506,0.00450341,-0.00228738,-10.1492,-0.781841,-0.175318,0.182749,0.0291993,3.84704,-6.31374,4.75656,-1.80984,2.75823,-3.14072
0.014,9.04088,-0.0161561,3.94563,-0.791278,-0.0708236,-0.118107,-2.006,8.53315,-2.00537,0.327265,-2.64412,0.556696,0.400451,8.99904,0.921472,0.549577,-4.22036,0.368639,0.766117,-9.71287,-0.784612,-0.138332,0.43706,0.0823631,4.53098,3.41407,8.16504,-0.162026,-0.0502962,0.00607832,-0.0163776,-10.1516,-0.784889,-0.174882,0.183291,0.030961,3.87379,-6.36685,4.74773,-1.78137,2.70069,-3.07141
0.015,9.05213,-0.0120264,3.93941,-0.78754,-0.0737997,-0.118923,-1.93592,8.49855,-2.06192,0.339263,-2.64252,0.547285,0.426995,9.03908,0.910492,0.551159,-4.16779,0.369203,0.732981,-9.70032,-0.80309,-0.140572,0.443547,0.0872389,4.52577,3.40325,8.17576,-0.163622,-0.0510988,0.0081264,-0.0378917,-10.1563,-0.791106,-0.174187,0.183458,0.0325941,3.91907,-6.4352,4.73417,-1.75244,2.64158,-2.99759
0.016,9.06338,-0.00789663,3.93319,-0.783801,-0.0767758,-0.119739,-1.86585,8.46396,-2.11848,0.35126,-2.64091,0.537874,0.453538,9.07912,0.899512,0.55274,-4.11523,0.369768,0.699845,-9.68778,-0.821568,-0.142813,0.450033,0.0921147,4.52056,3.39243,8.18647,-0.165218,-0.0519013,0.0101745,-0.0594057,-10.161,-0.797323,-0.173491,0.183625,0.0342273,3.96435,-6.50354,4.72061,-1.72351,2.58247,-2.92376
0.017,9.07463,-0.0037669,3.92697,-0.780063,-0.0797519,-0.120555,-1.79577,8.42937,-2.17504,0.363258,-2.6393,0.528462,0.480082,9.11916,0.888533,0.554322,-4.06266,0.370332,0.666708,-9.67523,-0.840046,-0.145053,0.456519,0.0969905,4.51535,3.38161,8.19719,-0.166814,-0.0527038,0.0122226,-0.0809197,-10.1656,-0.803539,-0.172796,0.183792,0.0358604,4.00963,-6.57188,4.70705,-1.69459,2.52336,-2.84993
0.018,9.09184,-0.00227585,3.9177,-0.776223,-0.0826747,-0.121551,-1.72872,8.39598,-2.22146,0.374739,-2.63802,0.519211,0.502567,9.15209,0.868851,0.556738,-4.00777,0.370458,0.62924,-9.66467,-0.855063,-0.147405,0.462464,0.101971,4.51542,3.37808,8.21008,-0.168172,-0.0528813,0.0139375,-0.101295,-10.166,-0.808141,-0.172122,0.184222,0.0368183,4.05754,-6.65267,4.6982,-1.66313,2.46621,-2.77688
0.019,9.12992,-0.0100202,3.89775,-0.772029,-0.0854106,-0.123173,-1.67227,8.36683,-2.23242,0.384413,-2.63788,0.51052,0.510846,9.1601,0.818713,0.562075,-3.94471,0.36905,0.576609,-9.66105,-0.857965,-0.150149,0.466512,0.107317,4.53399,3.40011,8.23062,-0.1687,-0.050871,0.0144864,-0.117686,-10.1515,-0.80709,-0.171522,0.18557,0.035413,4.11465,-6.77698,4.70586,-1.62278,2.41592,-2.70653
0.02,9.16799,-0.0177645,3.87779,-0.767835,-0.0881465,-0.124795,-1.61582,8.33767,-2.24339,0.394086,-2.63774,0.501829,0.519124,9.16811,0.768574,0.567412,-3.88166,0.367643,0.523977,-9.65743,-0.860868,-0.152892,0.470559,0.112663,4.55257,3.42214,8.25116,-0.169227,-0.0488607,0.0150354,-0.134077,-10.1369,-0.806039,-0.170921,0.186918,0.0340078,4.17175,-6.90129,4.71352,-1.58244,2.36564,-2.63618
0.021,9.20607,-0.0255088,3.85784,-0.763641,-0.0908824,-0.126417,-1.55937,8.30852,-2.25435,0.403759,-2.6376,0.493138,0.527403,9.17612,0.718435,0.572749,-3.81861,0.366235,0.471346,-9.65381,-0.863771,-0.155636,0.474607,0.11801,4.57114,3.44417,8.27169,-0.169755,-0.0468504,0.0155843,-0.150467,-10.1223,-0.804988,-0.170321,0.188266,0.0326025,4.22885,-7.0256,4.72117,-1.54209,2.31536,-2.56583
