Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,8.30351,-1.40029,4.20657,-0.107362,-0.203021,-0.385604,1.08353,10.211,-1.24743,0.190538,-0.0868167,-0.424618,-1.06596,10.2303,-1.17015,0.340731,0.277364,-0.391542,1.09267,-9.90003,-1.38833,0.422002,0.425598,-0.167484,5.82401,3.12744,8.07681,-0.0845179,-1.63239,0.348183,-1.12534,-10.9382,-0.490574,1.1156,-0.377871,0.539835,5.98554,-3.5505,7.40119,-0.358029,-0.233223,0.190096
0.001,8.2694,-1.36298,4.20382,-0.11139,-0.198744,-0.380711,1.09253,10.1715,-1.31117,0.180418,-0.122353,-0.422739,-1.06387,10.2338,-1.19213,0.335184,0.261881,-0.388275,1.09337,-9.90728,-1.38361,0.416097,0.425,-0.181667,5.83629,3.14193,8.06559,-0.0851361,-1.64152,0.35541,-1.14573,-10.9359,-0.513315,1.12402,-0.388241,0.54497,5.96542,-3.58758,7.42254,-0.35442,-0.236227,0.192276
0.002,8.23529,-1.32567,4.20106,-0.115419,-0.194467,-0.375817,1.10153,10.132,-1.3749,0.170298,-0.15789,-0.42086,-1.06178,10.2372,-1.21411,0.329637,0.246398,-0.385008,1.09406,-9.91454,-1.37889,0.410192,0.424402,-0.195851,5.84856,3.15642,8.05438,-0.0857543,-1.65064,0.362637,-1.16611,-10.9336,-0.536056,1.13245,-0.398611,0.550105,5.9453,-3.62466,7.44389,-0.350811,-0.239231,0.194456
0.003,8.20118,-1.28836,4.19831,-0.119447,-0.190189,-0.370924,1.11053,10.0924,-1.43864,0.160179,-0.193426,-0.418981,-1.0597,10.2406,-1.2361,0.324091,0.230915,-0.381741,1.09476,-9.92179,-1.37417,0.404288,0.423803,-0.210034,5.86083,3.17091,8.04316,-0.0863725,-1.65977,0.369864,-1.1865,-10.9313,-0.558797,1.14087,-0.408981,0.555239,5.92519,-3.66175,7.46523,-0.347202,-0.242234,0.196636
0.004,8.16708,-1.25104,4.19555,-0.123476,-0.185912,-0.366031,1.11953,10.0529,-1.50237,0.150059,-0.228963,-0.417101,-1.05761,10.2441,-1.25808,0.318544,0.215433,-0.378475,1.09545,-9.92904,-1.36944,0.398383,0.423205,-0.224218,5.87311,3.1854,8.03194,-0.0869907,-1.6689,0.37709,-1.20689,-10.929,-0.581538,1.14929,-0.419351,0.560374,5.90507,-3.69883,7.48658,-0.343592,-0.245238,0.198816
0.005,8.12653,-1.21077,4.20019,-0.126477,-0.181579,-0.360289,1.13988,9.99083,-1.54894,0.144268,-0.264517,-0.415538,-1.04402,10.2432,-1.28163,0.314018,0.199424,-0.374185,1.08939,-9.93801,-1.35638,0.392578,0.423273,-0.237813,5.8964,3.18797,8.01324,-0.0884503,-1.67625,0.386176,-1.2336,-10.9326,-0.587168,1.15642,-0.428437,0.566362,5.8712,-3.73587,7.48666,-0.340891,-0.244639,0.200397
0.006,8.08084,-1.16813,4.21075,-0.128656,-0.177201,-0.353869,1.16933,9.91067,-1.58179,0.14194,-0.300085,-0.414229,-1.02125,10.239,-1.30643,0.310311,0.182994,-0.369078,1.07792,-9.94835,-1.33666,0.386854,0.423874,-0.250937,5.9285,3.18102,7.98854,-0.0905828,-1.68217,0.396749,-1.26536,-10.9411,-0.579109,1.16251,-0.436497,0.573031,5.82633,-3.77288,7.46974,-0.338915,-0.241158,0.201497
0.007,8.03515,-1.12549,4.22131,-0.130835,-0.172823,-0.347449,1.19877,9.83051,-1.61464,0.139613,-0.335654,-0.412919,-0.99847,10.2348,-1.33123,0.306603,0.166564,-0.36397,1.06644,-9.95869,-1.31693,0.381129,0.424475,-0.264062,5.9606,3.17407,7.96385,-0.0927154,-1.68809,0.407321,-1.29711,-10.9496,-0.57105,1.1686,-0.444557,0.579701,5.78146,-3.8099,7.45281,-0.33694,-0.237677,0.202598
0.008,7.98946,-1.08285,4.23187,-0.133014,-0.168445,-0.341029,1.22822,9.75036,-1.64749,0.137285,-0.371222,-0.411609,-0.975692,10.2305,-1.35604,0.302896,0.150134,-0.358863,1.05497,-9.96903,-1.2972,0.375404,0.425076,-0.277186,5.99271,3.16712,7.93915,-0.094848,-1.69402,0.417894,-1.32887,-10.958,-0.562991,1.1747,-0.452617,0.58637,5.73658,-3.84691,7.43588,-0.334964,-0.234197,0.203699
0.009,7.94461,-1.0407,4.24083,-0.134936,-0.163928,-0.334753,1.25483,9.67081,-1.67897,0.135722,-0.406443,-0.410113,-0.949158,10.2252,-1.38116,0.299266,0.133631,-0.353762,1.04561,-9.97831,-1.27734,0.369948,0.425641,-0.290272,6.02024,3.1645,7.91584,-0.0977276,-1.70033,0.428266,-1.35611,-10.9685,-0.553548,1.18106,-0.460432,0.592967,5.69542,-3.88138,7.42053,-0.3326,-0.230677,0.204305
0.01,7.90649,-1.00247,4.23696,-0.1348,-0.158305,-0.329622,1.2588,9.59616,-1.69953,0.140277,-0.438886,-0.40713,-0.89257,10.2108,-1.40881,0.296262,0.116539,-0.348715,1.05322,-9.97911,-1.25645,0.366636,0.425917,-0.303045,6.01117,3.19651,7.90361,-0.106584,-1.70972,0.437034,-1.34713,-10.9947,-0.533039,1.18962,-0.466294,0.598981,5.68395,-3.89552,7.41783,-0.327129,-0.226849,0.200957
0.011,7.86837,-0.96425,4.23309,-0.134664,-0.152681,-0.324491,1.26277,9.5215,-1.72009,0.144832,-0.471329,-0.404146,-0.835982,10.1965,-1.43646,0.293258,0.0994471,-0.343667,1.06083,-9.97991,-1.23557,0.363324,0.426192,-0.315819,6.0021,3.22852,7.89138,-0.11544,-1.71912,0.445802,-1.33815,-11.021,-0.51253,1.19817,-0.472156,0.604995,5.67248,-3.90966,7.41513,-0.321657,-0.223021,0.197609
0.012,7.83026,-0.926026,4.22922,-0.134529,-0.147058,-0.31936,1.26674,9.44685,-1.74065,0.149386,-0.503773,-0.401163,-0.779394,10.1821,-1.46411,0.290253,0.0823554,-0.33862,1.06844,-9.98071,-1.21468,0.360013,0.426468,-0.328593,5.99304,3.26053,7.87915,-0.124296,-1.72852,0.45457,-1.32918,-11.0473,-0.49202,1.20672,-0.478018,0.61101,5.66101,-3.9238,7.41243,-0.316186,-0.219193,0.194262
0.013,7.79214,-0.887803,4.22535,-0.134393,-0.141434,-0.314229,1.27071,9.37219,-1.76121,0.153941,-0.536216,-0.39818,-0.722806,10.1677,-1.49176,0.287249,0.0652636,-0.333572,1.07605,-9.98151,-1.1938,0.356701,0.426744,-0.341366,5.98397,3.29254,7.86692,-0.133152,-1.73792,0.463338,-1.3202,-11.0735,-0.471511,1.21528,-0.483879,0.617024,5.64954,-3.93793,7.40973,-0.310715,-0.215365,0.190914
0.014,7.76666,-0.858345,4.2272,-0.132661,-0.137021,-0.30755,1.28343,9.30623,-1.79214,0.159652,-0.569243,-0.396395,-0.670448,10.1349,-1.50675,0.284222,0.049818,-0.328115,1.0772,-9.978,-1.17852,0.353371,0.42735,-0.354866,5.98951,3.33501,7.88919,-0.139496,-1.74704,0.471615,-1.29392,-11.0835,-0.459392,1.22397,-0.490647,0.623463,5.62726,-3.94973,7.39755,-0.305623,-0.211567,0.187743
0.015,7.74751,-0.83327,4.23193,-0.130132,-0.133213,-0.300097,1.30052,9.24463,-1.82826,0.165942,-0.602562,-0.395211,-0.620204,10.0927,-1.51541,0.281183,0.0351955,-0.322452,1.07513,-9.97233,-1.16606,0.350032,0.42812,-0.368728,6.00234,3.3827,7.9287,-0.144583,-1.75604,0.479646,-1.25897,-11.0854,-0.451469,1.23272,-0.497869,0.630114,5.59958,-3.96035,7.38062,-0.300721,-0.207783,0.18466
0.016,7.72835,-0.808196,4.23665,-0.127602,-0.129405,-0.292645,1.31762,9.18302,-1.86439,0.172232,-0.635881,-0.394026,-0.569961,10.0505,-1.52407,0.278144,0.0205731,-0.316789,1.07305,-9.96666,-1.15359,0.346693,0.42889,-0.382591,6.01517,3.4304,7.96822,-0.149671,-1.76504,0.487677,-1.22403,-11.0872,-0.443545,1.24147,-0.50509,0.636765,5.57191,-3.97097,7.36369,-0.295819,-0.204,0.181577
0.017,7.70919,-0.783121,4.24138,-0.125072,-0.125597,-0.285192,1.33472,9.12141,-1.90051,0.178521,-0.6692,-0.392841,-0.519717,10.0084,-1.53273,0.275105,0.0059506,-0.311126,1.07098,-9.96099,-1.14112,0.343353,0.429661,-0.396453,6.028,3.47809,8.00773,-0.154758,-1.77403,0.495708,-1.18909,-11.0891,-0.435621,1.25023,-0.512311,0.643416,5.54423,-3.98159,7.34677,-0.290917,-0.200216,0.178495
0.018,7.69268,-0.750187,4.24042,-0.122242,-0.12227,-0.278023,1.34998,9.06304,-1.92803,0.184966,-0.70213,-0.392296,-0.472032,9.96493,-1.54516,0.27228,-0.00806719,-0.305334,1.06843,-9.96058,-1.12464,0.340177,0.430722,-0.410073,6.0366,3.51854,8.02944,-0.158919,-1.78356,0.504418,-1.16273,-11.0886,-0.434733,1.25798,-0.519012,0.650136,5.5167,-3.9846,7.34,-0.286446,-0.196269,0.174738
0.019,7.6854,-0.689745,4.21955,-0.118359,-0.120624,-0.271846,1.35885,9.016,-1.92542,0.191953,-0.733699,-0.39399,-0.4333,9.91688,-1.57076,0.270203,-0.0199686,-0.299088,1.06421,-9.97857,-1.09416,0.337568,0.4328,-0.422846,6.03041,3.53365,7.98883,-0.159838,-1.79497,0.515504,-1.16637,-11.0798,-0.458468,1.26222,-0.523893,0.657093,5.48966,-3.96097,7.36877,-0.283483,-0.191751,0.16862
0.02,7.67812,-0.629303,4.19869,-0.114476,-0.118979,-0.26567,1.36772,8.96897,-1.92281,0.19894,-0.765268,-0.395684,-0.394567,9.86884,-1.59637,0.268127,-0.03187,-0.292842,1.05999,-9.99656,-1.06368,0.334959,0.434878,-0.435618,6.02422,3.54877,7.94821,-0.160758,-1.80639,0.526589,-1.17001,-11.0711,-0.482204,1.26646,-0.528774,0.664051,5.46263,-3.93734,7.39754,-0.28052,-0.187233,0.162502
0.021,7.67084,-0.568862,4.17783,-0.110594,-0.117333,-0.259493,1.37659,8.92193,-1.9202,0.205928,-0.796837,-0.397378,-0.355835,9.82079,-1.62197,0.266051,-0.0437714,-0.286596,1.05577,-10.0145,-1.0332,0.332351,0.436957,-0.448391,6.01803,3.56388,7.9076,-0.161677,-1.8178,0.537674,-1.17365,-11.0623,-0.505939,1.2707,-0.533655,0.671009,5.4356,-3.9137,7.42631,-0.277556,-0.182715,0.156384
