Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,9.86037,0.259894,2.19812,0.350226,0.196756,-0.0281678,0.722407,6.3977,-4.94911,0.96223,1.67032,0.0509462,7.91837,8.27013,0.0697264,-0.997226,1.17348,-2.59715,-2.98928,-9.93598,-1.08631,0.232023,-0.764534,0.7455,4.72137,2.59742,8.9783,-0.0592296,-0.571641,0.0453261,-2.23644,-10.3808,-0.642859,0.44064,-0.239227,0.520316,9.72766,-20.1275,41.5388,0.0545141,1.94637,1.147
0.001,9.86771,0.253397,2.37054,0.347174,0.198772,-0.0283519,0.441513,6.28835,-4.7755,0.923658,1.68397,-0.000936472,11.1375,8.49527,0.517181,-1.15267,1.37141,-2.64853,-2.96315,-9.95922,-1.11135,0.236637,-0.780876,0.746593,4.72619,2.52457,9.00539,-0.0623315,-0.580182,0.0423773,-2.25058,-10.4336,-0.648344,0.442277,-0.238647,0.521092,8.09914,-18.5309,37.8081,-0.703143,1.83737,1.49619
0.002,9.87505,0.2469,2.54296,0.344121,0.200788,-0.028536,0.16062,6.179,-4.6019,0.885087,1.69762,-0.0528192,14.3567,8.72041,0.964635,-1.30811,1.56933,-2.6999,-2.93702,-9.98246,-1.1364,0.241251,-0.797218,0.747687,4.73101,2.45171,9.03248,-0.0654334,-0.588722,0.0394285,-2.26471,-10.4865,-0.65383,0.443913,-0.238067,0.521867,6.47061,-16.9344,34.0774,-1.4608,1.72837,1.84538
0.003,9.88238,0.240402,2.71538,0.341069,0.202804,-0.0287201,-0.120274,6.06965,-4.42829,0.846515,1.71127,-0.104702,17.5759,8.94556,1.41209,-1.46355,1.76725,-2.75127,-2.9109,-10.0057,-1.16145,0.245865,-0.813561,0.74878,4.73583,2.37886,9.05958,-0.0685354,-0.597263,0.0364798,-2.27884,-10.5393,-0.659315,0.44555,-0.237487,0.522642,4.84209,-15.3379,30.3468,-2.21846,1.61937,2.19457
0.004,9.88972,0.233905,2.8878,0.338017,0.20482,-0.0289042,-0.401168,5.9603,-4.25468,0.807944,1.72493,-0.156585,20.795,9.1707,1.85954,-1.61899,1.96518,-2.80264,-2.88477,-10.0289,-1.1865,0.25048,-0.829903,0.749873,4.74066,2.306,9.08667,-0.0716373,-0.605803,0.033531,-2.29298,-10.5922,-0.6648,0.447186,-0.236906,0.523417,3.21357,-13.7413,26.6161,-2.97612,1.51037,2.54375
0.005,9.9105,0.23569,3.10266,0.330677,0.206012,-0.0266991,-0.569183,5.89875,-3.99957,0.756176,1.72016,-0.214238,24.8327,9.96399,1.84628,-1.69996,2.14418,-2.7361,-2.85319,-10.055,-1.23515,0.253769,-0.845279,0.750508,4.75057,2.31016,9.1245,-0.0737627,-0.616397,0.0318927,-2.30366,-10.633,-0.681709,0.450283,-0.235885,0.524497,0.538309,-12.8432,25.909,-2.98528,1.32055,2.63143
0.006,9.94205,0.244099,3.35147,0.319906,0.206545,-0.0225826,-0.646896,5.87544,-3.67926,0.693853,1.70066,-0.276508,29.5252,11.2118,1.46444,-1.72135,2.30803,-2.57523,-2.81727,-10.0835,-1.3027,0.255998,-0.85988,0.750777,4.76457,2.37593,9.17092,-0.0751069,-0.628634,0.0313028,-2.31157,-10.6641,-0.707755,0.454547,-0.234512,0.52582,-2.97434,-12.5038,27.6207,-2.39565,1.06607,2.50989
0.007,9.9736,0.252508,3.60029,0.309135,0.207079,-0.0184661,-0.72461,5.85214,-3.35895,0.631529,1.68115,-0.338778,34.2177,12.4596,1.0826,-1.74275,2.47189,-2.41436,-2.78134,-10.1119,-1.37024,0.258227,-0.874482,0.751046,4.77856,2.4417,9.21734,-0.0764511,-0.64087,0.030713,-2.31949,-10.6952,-0.733801,0.458811,-0.233138,0.527143,-6.48698,-12.1644,29.3324,-1.80602,0.811587,2.38834
0.008,10.0051,0.260918,3.8491,0.298364,0.207612,-0.0143496,-0.802323,5.82883,-3.03864,0.569205,1.66165,-0.401048,38.9102,13.7074,0.700761,-1.76414,2.63574,-2.25349,-2.74542,-10.1403,-1.43778,0.260457,-0.889084,0.751314,4.79255,2.50747,9.26376,-0.0777953,-0.653107,0.0301231,-2.32741,-10.7264,-0.759847,0.463075,-0.231764,0.528467,-9.99963,-11.8249,31.0442,-1.21639,0.557107,2.2668
0.009,10.0346,0.274609,4.09475,0.286166,0.20816,-0.00925937,-0.858781,5.8176,-2.71273,0.507111,1.63738,-0.463315,43.4503,15.0082,0.228051,-1.76745,2.77771,-2.05451,-2.70954,-10.1686,-1.50786,0.262239,-0.903501,0.751399,4.80239,2.57243,9.3146,-0.0795245,-0.665961,0.0296566,-2.3291,-10.7603,-0.777628,0.467438,-0.230267,0.529981,-13.5964,-11.7846,32.4088,-0.635446,0.319769,2.07193
