Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,8.74454,0.940004,4.01692,-0.126121,-0.229344,-0.176667,0.500624,8.29277,-1.695,-0.075135,-1.4149,-0.480724,-0.557295,9.53222,-0.1669,0.0739993,-0.227023,0.180977,-3.33788,-9.49036,-0.568447,-0.175862,-0.773504,0.896581,5.00567,2.7807,8.30375,0.309309,-0.174357,-0.000147057,-0.868963,-9.89197,-0.302801,-0.10863,-0.0365585,-0.544835,5.48105,-4.39848,6.6914,0.125993,-0.112078,0.168139
0.001,8.74678,0.907926,4.0271,-0.123075,-0.23105,-0.177754,0.42433,8.31897,-1.80418,-0.0550448,-1.39614,-0.480021,-0.501228,9.5204,-0.211017,0.0716187,-0.236065,0.179634,-3.31017,-9.47977,-0.560418,-0.171723,-0.794713,0.904166,4.99316,2.77391,8.32281,0.306867,-0.173111,-0.00484873,-0.899151,-9.91486,-0.318165,-0.108028,-0.0394786,-0.545785,5.43932,-4.42802,6.70689,0.123144,-0.105732,0.159034
0.002,8.74902,0.875848,4.03727,-0.120029,-0.232756,-0.178842,0.348037,8.34516,-1.91336,-0.0349546,-1.37737,-0.479317,-0.44516,9.50859,-0.255133,0.0692382,-0.245108,0.17829,-3.28246,-9.46918,-0.55239,-0.167585,-0.815922,0.911751,4.98064,2.76712,8.34187,0.304425,-0.171866,-0.0095504,-0.929339,-9.93774,-0.33353,-0.107425,-0.0423988,-0.546734,5.3976,-4.45756,6.72238,0.120296,-0.0993851,0.14993
0.003,8.75127,0.843769,4.04745,-0.116982,-0.234462,-0.179929,0.271743,8.37136,-2.02254,-0.0148644,-1.35861,-0.478613,-0.389093,9.49677,-0.29925,0.0668576,-0.25415,0.176946,-3.25475,-9.45858,-0.544362,-0.163447,-0.837132,0.919335,4.96813,2.76033,8.36093,0.301984,-0.17062,-0.0142521,-0.959527,-9.96063,-0.348895,-0.106823,-0.0453189,-0.547684,5.35587,-4.4871,6.73787,0.117447,-0.0930386,0.140825
0.004,8.75351,0.811691,4.05763,-0.113936,-0.236168,-0.181017,0.195449,8.39755,-2.13172,0.00522582,-1.33984,-0.477909,-0.333025,9.48496,-0.343367,0.0644771,-0.263193,0.175603,-3.22704,-9.44799,-0.536334,-0.159309,-0.858341,0.92692,4.95561,2.75354,8.37998,0.299542,-0.169374,-0.0189537,-0.989715,-9.98351,-0.36426,-0.106221,-0.048239,-0.548634,5.31414,-4.51664,6.75335,0.114598,-0.0866921,0.13172
0.005,8.73113,0.773869,4.06854,-0.112077,-0.238637,-0.181598,0.129628,8.42828,-2.21047,0.0254753,-1.32012,-0.476224,-0.257757,9.47058,-0.385472,0.0612166,-0.270198,0.173427,-3.19866,-9.43535,-0.54106,-0.153952,-0.879262,0.932887,4.94026,2.74013,8.37777,0.297061,-0.167975,-0.0225686,-0.989613,-9.995,-0.383109,-0.106307,-0.0497309,-0.551141,5.2885,-4.52151,6.75463,0.115525,-0.0805532,0.124799
0.006,8.68906,0.731451,4.08003,-0.111168,-0.241716,-0.181774,0.0721848,8.46264,-2.26488,0.0458521,-1.29964,-0.473754,-0.167128,9.45414,-0.425967,0.0572521,-0.275572,0.170587,-3.16975,-9.42108,-0.555991,-0.14762,-0.899952,0.93756,4.92264,2.72143,8.35853,0.294549,-0.166452,-0.0253141,-0.965278,-9.99736,-0.404746,-0.106944,-0.0500802,-0.554893,5.27574,-4.50665,6.74453,0.119471,-0.0745802,0.119625
0.007,8.64699,0.689032,4.09153,-0.110259,-0.244796,-0.181951,0.0147414,8.497,-2.3193,0.0662289,-1.27916,-0.471284,-0.0764993,9.43771,-0.466462,0.0532876,-0.280946,0.167747,-3.14084,-9.4068,-0.570921,-0.141287,-0.920642,0.942234,4.90503,2.70273,8.33929,0.292036,-0.164929,-0.0280597,-0.940944,-9.99972,-0.426383,-0.107581,-0.0504294,-0.558644,5.26298,-4.49179,6.73444,0.123418,-0.0686072,0.114451
0.008,8.60492,0.646614,4.10302,-0.109349,-0.247875,-0.182127,-0.042702,8.53136,-2.37371,0.0866057,-1.25868,-0.468814,0.0141294,9.42127,-0.506957,0.0493231,-0.28632,0.164906,-3.11193,-9.39253,-0.585852,-0.134955,-0.941331,0.946907,4.88741,2.68403,8.32006,0.289524,-0.163406,-0.0308052,-0.91661,-10.0021,-0.448019,-0.108218,-0.0507787,-0.562396,5.25023,-4.47692,6.72434,0.127365,-0.0626343,0.109276
0.009,8.56541,0.599295,4.11206,-0.108252,-0.250871,-0.182299,-0.0999562,8.56401,-2.42909,0.106389,-1.23809,-0.466263,0.103979,9.40635,-0.544459,0.0456991,-0.291034,0.16211,-3.08444,-9.37951,-0.598409,-0.128459,-0.961921,0.951467,4.87243,2.67316,8.30025,0.287265,-0.162092,-0.033625,-0.890265,-10.0033,-0.47027,-0.108984,-0.0511754,-0.565842,5.24025,-4.46301,6.71535,0.131296,-0.0567804,0.104033
