Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,8.31511,0.992858,4.5851,0.282693,-0.449012,-0.307663,3.38837,11.5589,-1.18614,0.391748,-0.454779,-0.722376,-2.58324,10.7853,5.48699,0.122375,-1.64042,1.29031,-0.943252,-9.10052,-2.33239,-0.330248,-0.0098845,-0.230709,4.92511,3.65294,8.18219,-0.255502,-0.000303274,-0.0191608,-1.31209,-9.81347,-1.21752,0.142954,-0.242982,0.589241,-3.96877,3.26889,8.86043,0.628006,2.22308,-0.123725
0.001,8.33653,1.04621,4.61165,0.271317,-0.449996,-0.308706,3.59655,11.6863,-1.05222,0.375468,-0.430778,-0.713356,-2.76443,11.1716,5.39238,0.112623,-1.65117,1.2583,-1.02947,-9.12717,-2.37483,-0.340081,0.0186756,-0.228056,4.91789,3.65133,8.14625,-0.25061,-0.00526388,-0.0265697,-1.32699,-9.83536,-1.18318,0.144287,-0.233647,0.589564,-2.63623,0.842073,8.49078,1.02756,1.98991,0.13758
0.002,8.35795,1.09957,4.6382,0.259942,-0.450981,-0.30975,3.80473,11.8138,-0.918303,0.359187,-0.406777,-0.704337,-2.94562,11.5579,5.29778,0.10287,-1.66192,1.22628,-1.1157,-9.15382,-2.41726,-0.349914,0.0472358,-0.225402,4.91067,3.64973,8.1103,-0.245718,-0.0102245,-0.0339785,-1.34189,-9.85725,-1.14885,0.145621,-0.224313,0.589888,-1.3037,-1.58474,8.12113,1.42711,1.75675,0.398885
0.003,8.37937,1.15293,4.66475,0.248566,-0.451966,-0.310793,4.01291,11.9412,-0.784385,0.342907,-0.382775,-0.695317,-3.12681,11.9442,5.20317,0.0931167,-1.67267,1.19427,-1.20192,-9.18047,-2.45969,-0.359747,0.0757959,-0.222749,4.90345,3.64812,8.07436,-0.240826,-0.0151851,-0.0413874,-1.35679,-9.87915,-1.11451,0.146954,-0.214979,0.590211,0.0288384,-4.01156,7.75148,1.82667,1.52358,0.66019
0.004,8.40079,1.20629,4.6913,0.237191,-0.452951,-0.311836,4.22109,12.0687,-0.650466,0.326626,-0.358774,-0.686298,-3.30799,12.3305,5.10857,0.0833638,-1.68342,1.16225,-1.28814,-9.20712,-2.50212,-0.36958,0.104356,-0.220096,4.89623,3.64652,8.03841,-0.235934,-0.0201457,-0.0487962,-1.37169,-9.90104,-1.08018,0.148288,-0.205644,0.590535,1.36137,-6.43838,7.38183,2.22622,1.29041,0.921495
0.005,8.41128,1.26264,4.70981,0.227505,-0.451775,-0.311708,4.46154,12.1808,-0.527192,0.309285,-0.333727,-0.677041,-3.40531,12.6372,4.90252,0.0804466,-1.67198,1.12823,-1.34686,-9.23282,-2.52913,-0.376092,0.132041,-0.217433,4.89472,3.64693,8.02241,-0.225692,-0.0255354,-0.0552218,-1.38341,-9.9189,-1.04579,0.150208,-0.197378,0.58937,3.01555,-8.84536,6.78571,2.36952,1.15081,1.07787
0.006,8.41302,1.3214,4.7219,0.219173,-0.448871,-0.310644,4.7278,12.2808,-0.412432,0.291095,-0.307843,-0.667593,-3.43554,12.8802,4.60734,0.082998,-1.64278,1.09259,-1.38358,-9.25775,-2.54379,-0.379947,0.159025,-0.214762,4.89779,3.64894,8.02237,-0.21117,-0.0312685,-0.0608609,-1.39259,-9.93354,-1.01135,0.152597,-0.189967,0.587016,4.92704,-11.2365,6.00842,2.30781,1.08607,1.15029
0.007,8.41476,1.38015,4.73398,0.21084,-0.445966,-0.30958,4.99407,12.3808,-0.297672,0.272904,-0.281959,-0.658145,-3.46577,13.1233,4.31215,0.0855494,-1.61359,1.05695,-1.4203,-9.28268,-2.55845,-0.383802,0.186009,-0.21209,4.90085,3.65096,8.02233,-0.196648,-0.0370016,-0.0665,-1.40177,-9.94818,-0.976917,0.154987,-0.182556,0.584661,6.83853,-13.6276,5.23113,2.24609,1.02132,1.22271
0.008,8.4165,1.43891,4.74607,0.202507,-0.443062,-0.308516,5.26034,12.4808,-0.182912,0.254714,-0.256075,-0.648698,-3.49599,13.3663,4.01696,0.0881008,-1.5844,1.02131,-1.45702,-9.30761,-2.57312,-0.387657,0.212994,-0.209419,4.90392,3.65298,8.02229,-0.182126,-0.0427346,-0.072139,-1.41096,-9.96282,-0.942481,0.157377,-0.175144,0.582306,8.75002,-16.0187,4.45383,2.18438,0.956572,1.29514
0.009,8.42408,1.49693,4.75911,0.193903,-0.43982,-0.307308,5.53493,12.5748,-0.0629876,0.236036,-0.231096,-0.63894,-3.55112,13.5895,3.69043,0.0933938,-1.54969,0.985334,-1.49287,-9.33764,-2.58705,-0.391063,0.239815,-0.206252,4.91262,3.65067,8.03104,-0.167423,-0.0477984,-0.0772782,-1.41926,-9.97731,-0.911193,0.159785,-0.167475,0.580055,10.67,-18.2645,3.71261,2.08556,0.904369,1.34823
