Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0.0,0.840347,-9.93773,-0.395611,-0.0417954,0.237763,0.0761671,0.76027,9.72863,-1.38707,-0.0442934,0.138241,0.0189783,5.15786,-3.91058,7.44883,0.0818392,0.0404,-0.0589067,-3.32196,9.533,-0.112039,-0.107565,0.0787625,0.0512472,9.01417,-0.691924,2.85149,-0.295537,-0.013845,0.0612375,0.0,0.0,0.0,0.0,0.0,0.0,4.47803,5.04393,7.20698,0.0415372,0.0376637,0.0116184
0.001,0.838097,-9.93634,-0.405279,-0.0444377,0.238105,0.0719752,0.746806,9.72055,-1.39523,-0.0414294,0.137704,0.0208168,5.15908,-3.89149,7.43181,0.0811845,0.0429027,-0.0595353,-3.27929,9.56773,-0.115793,-0.105704,0.0731843,0.0523814,9.02782,-0.694558,2.85173,-0.295484,-0.0145905,0.0590542,0.0,0.0,0.0,0.0,0.0,0.0,4.47655,5.04884,7.20585,0.0387951,0.0359411,0.0115238
0.002,0.835847,-9.93495,-0.414948,-0.04708,0.238447,0.0677833,0.733343,9.71246,-1.40339,-0.0385655,0.137168,0.0226553,5.1603,-3.8724,7.41479,0.0805299,0.0454054,-0.0601639,-3.23662,9.60246,-0.119547,-0.103844,0.0676062,0.0535157,9.04146,-0.697192,2.85197,-0.295431,-0.015336,0.056871,0.0,0.0,0.0,0.0,0.0,0.0,4.47507,5.05376,7.20473,0.0360531,0.0342186,0.0114293
0.003,0.833596,-9.93357,-0.424616,-0.0497222,0.238789,0.0635915,0.719879,9.70438,-1.41155,-0.0357016,0.136632,0.0244938,5.16152,-3.85331,7.39777,0.0798752,0.0479082,-0.0607925,-3.19396,9.63719,-0.123301,-0.101983,0.062028,0.05465,9.05511,-0.699825,2.85221,-0.295378,-0.0160815,0.0546877,0.0,0.0,0.0,0.0,0.0,0.0,4.47359,5.05868,7.2036,0.033311,0.0324961,0.0113347
0.004,0.831346,-9.93218,-0.434284,-0.0523645,0.239131,0.0593996,0.706415,9.6963,-1.41971,-0.0328377,0.136095,0.0263323,5.16274,-3.83422,7.38074,0.0792205,0.0504109,-0.0614211,-3.15129,9.67192,-0.127055,-0.100123,0.0564499,0.0557842,9.06876,-0.702459,2.85245,-0.295325,-0.016827,0.0525045,0.0,0.0,0.0,0.0,0.0,0.0,4.47211,5.06359,7.20247,0.030569,0.0307736,0.0112401
0.005,0.817948,-9.92644,-0.448871,-0.0557775,0.2409,0.0562078,0.707577,9.68637,-1.42575,-0.0303405,0.135891,0.0266953,5.15839,-3.81528,7.37612,0.0777165,0.0506873,-0.0602448,-3.1105,9.70141,-0.146408,-0.0990032,0.0503547,0.0561773,9.0824,-0.705092,2.85269,-0.295271,-0.0175725,0.0503212,0.0,0.0,0.0,0.0,0.0,0.0,4.45619,5.07206,7.19149,0.0273871,0.028976,0.0117033
0.006,0.795633,-9.91721,-0.467391,-0.059807,0.243811,0.053816,0.72044,9.67497,-1.43009,-0.0281368,0.135952,0.0258779,5.14957,-3.79646,7.38141,0.075533,0.0491827,-0.0576246,-3.07121,9.7267,-0.178242,-0.0984766,0.0438458,0.0559775,9.09605,-0.707726,2.85293,-0.295218,-0.018318,0.048138,0.0,0.0,0.0,0.0,0.0,0.0,4.42871,5.08336,7.17263,0.0238535,0.0271184,0.0126125
0.007,0.773318,-9.90798,-0.485912,-0.0638364,0.246722,0.0514241,0.733302,9.66357,-1.43444,-0.0259331,0.136013,0.0250606,5.14074,-3.77764,7.3867,0.0733494,0.0476782,-0.0550043,-3.03193,9.75199,-0.210075,-0.0979501,0.0373369,0.0557777,9.1097,-0.71036,2.85317,-0.295165,-0.0190635,0.0459547,0.0,0.0,0.0,0.0,0.0,0.0,4.40123,5.09467,7.15377,0.0203198,0.0252607,0.0135218
0.008,0.751003,-9.89875,-0.504433,-0.0678659,0.249633,0.0490323,0.746165,9.65217,-1.43878,-0.0237294,0.136074,0.0242432,5.13192,-3.75882,7.39199,0.0711659,0.0461736,-0.0523841,-2.99265,9.77728,-0.241908,-0.0974236,0.0308281,0.0555779,9.12334,-0.712993,2.85341,-0.295111,-0.019809,0.0437715,0.0,0.0,0.0,0.0,0.0,0.0,4.37375,5.10597,7.13491,0.0167861,0.0234031,0.014431
0.009,0.727876,-9.89063,-0.524776,-0.0717436,0.252768,0.0466016,0.755077,9.64075,-1.44115,-0.0217763,0.136001,0.0237304,5.12318,-3.74567,7.39344,0.0692309,0.0448366,-0.0500462,-2.95397,9.79768,-0.268255,-0.0971129,0.0250815,0.0550038,9.13699,-0.715627,2.85365,-0.295058,-0.0205545,0.0415883,0.0,0.0,0.0,0.0,0.0,0.0,4.35116,5.11848,7.11762,0.0131263,0.0216375,0.0151386
