Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0.0,-1.136,-9.80469,-0.782802,-0.00258003,-0.127155,0.0972901,0.368358,9.55054,-1.9129,0.0380932,0.086662,-0.040867,5.11513,-3.68099,7.58855,-0.0332534,0.00484824,0.0338176,-1.91096,9.69246,-0.880711,0.040715,0.179659,-0.124522,9.20331,-0.518345,3.12084,0.149899,-0.245749,0.0923887,0.0,0.0,0.0,0.0,0.0,0.0,4.73501,4.65641,7.28795,0.135252,-0.00577754,-0.0625288
0.001,-1.12686,-9.85086,-0.79639,-0.00137147,-0.131969,0.0971875,0.343595,9.54812,-1.90401,0.0385266,0.0865635,-0.0420265,5.1216,-3.66235,7.5967,-0.0312708,0.00408333,0.0329888,-1.92688,9.6778,-0.89555,0.0393469,0.182125,-0.123457,9.20906,-0.514275,3.12874,0.149739,-0.244524,0.092016,0.0,0.0,0.0,0.0,0.0,0.0,4.72257,4.67042,7.28233,0.134596,-0.0056445,-0.062358
0.002,-1.11772,-9.89702,-0.809978,-0.000162903,-0.136783,0.097085,0.318832,9.5457,-1.89511,0.0389601,0.0864651,-0.0431859,5.12808,-3.6437,7.60486,-0.0292883,0.00331841,0.0321601,-1.94281,9.66314,-0.910389,0.0379787,0.184592,-0.122393,9.2148,-0.510204,3.13664,0.149579,-0.243299,0.0916432,0.0,0.0,0.0,0.0,0.0,0.0,4.71013,4.68443,7.27671,0.133941,-0.00551146,-0.0621873
0.003,-1.10858,-9.94318,-0.823565,0.00104566,-0.141597,0.0969824,0.294069,9.54329,-1.88622,0.0393935,0.0863666,-0.0443454,5.13456,-3.62506,7.61301,-0.0273057,0.0025535,0.0313313,-1.95874,9.64849,-0.925227,0.0366106,0.187058,-0.121328,9.22055,-0.506134,3.14454,0.149419,-0.242074,0.0912705,0.0,0.0,0.0,0.0,0.0,0.0,4.69769,4.69843,7.27108,0.133285,-0.00537841,-0.0620166
0.004,-1.09945,-9.98934,-0.837153,0.00225422,-0.146411,0.0968799,0.269306,9.54087,-1.87732,0.039827,0.0862682,-0.0455048,5.14104,-3.60641,7.62117,-0.0253232,0.00178858,0.0305025,-1.97466,9.63383,-0.940066,0.0352425,0.189524,-0.120264,9.2263,-0.502064,3.15245,0.14926,-0.24085,0.0908977,0.0,0.0,0.0,0.0,0.0,0.0,4.68525,4.71244,7.26546,0.132629,-0.00524537,-0.0618459
0.005,-1.09717,-9.99859,-0.82866,0.00445633,-0.150739,0.096596,0.253441,9.53284,-1.86315,0.0392142,0.0852113,-0.0456547,5.14883,-3.59205,7.63495,-0.0243352,0.00142033,0.0297137,-1.98037,9.6166,-0.938613,0.0337728,0.191241,-0.120559,9.23204,-0.497994,3.16035,0.1491,-0.239625,0.090525,0.0,0.0,0.0,0.0,0.0,0.0,4.68528,4.72488,7.25774,0.131833,-0.00649504,-0.0610656
0.006,-1.10037,-9.9783,-0.802502,0.00745328,-0.154679,0.096167,0.244694,9.52033,-1.84475,0.0377645,0.0833876,-0.0449969,5.15768,-3.58111,7.65324,-0.0241429,0.00136941,0.0289568,-1.97789,9.59732,-0.924126,0.032222,0.192359,-0.121942,9.24832,-0.485305,3.15675,0.147982,-0.239465,0.0904717,0.0,0.0,0.0,0.0,0.0,0.0,4.69527,4.73607,7.24835,0.130925,-0.00885088,-0.0597976
0.007,-1.10357,-9.95802,-0.776344,0.0104502,-0.158619,0.0957381,0.235947,9.50781,-1.82636,0.0363147,0.0815639,-0.0443391,5.16652,-3.57017,7.67152,-0.0239506,0.0013185,0.0281999,-1.97541,9.57804,-0.909639,0.0306711,0.193477,-0.123326,9.2646,-0.472615,3.15316,0.146863,-0.239305,0.0904185,0.0,0.0,0.0,0.0,0.0,0.0,4.70527,4.74725,7.23896,0.130018,-0.0112067,-0.0585296
0.008,-1.10678,-9.93774,-0.750186,0.0134472,-0.16256,0.0953092,0.2272,9.4953,-1.80796,0.034865,0.0797403,-0.0436813,5.17537,-3.55924,7.68981,-0.0237583,0.00126758,0.027443,-1.97293,9.55875,-0.895152,0.0291203,0.194594,-0.124709,9.28088,-0.459926,3.14957,0.145745,-0.239146,0.0903652,0.0,0.0,0.0,0.0,0.0,0.0,4.71527,4.75844,7.22956,0.12911,-0.0135625,-0.0572617
0.009,-1.11033,-9.92041,-0.724125,0.0161845,-0.166842,0.0946987,0.219818,9.4849,-1.78788,0.03346,0.0779111,-0.0430812,5.18238,-3.54863,7.70561,-0.0234552,0.00124501,0.0265658,-1.97559,9.54146,-0.881242,0.0278637,0.195504,-0.125778,9.29716,-0.447237,3.14598,0.144627,-0.238986,0.090312,0.0,0.0,0.0,0.0,0.0,0.0,4.72326,4.76617,7.22162,0.128243,-0.015596,-0.0560443
0.01,-1.11671,-9.9268,-0.69884,0.0168448,-0.173869,0.0926358,0.22335,9.4914,-1.75431,0.0324133,0.0760377,-0.0429424,5.17475,-3.5407,7.70156,-0.0222661,0.00144924,0.024726,-2.01936,9.54008,-0.871952,0.0289615,0.194754,-0.124333,9.31344,-0.434548,3.14239,0.143509,-0.238826,0.0902587,0.0,0.0,0.0,0.0,0.0,0.0,4.71515,4.74625,7.22529,0.127701,-0.0150502,-0.0552318
0.011,-1.12309,-9.93318,-0.673555,0.017505,-0.180895,0.0905729,0.226882,9.49791,-1.72074,0.0313666,0.0741643,-0.0428036,5.16712,-3.53277,7.6975,-0.021077,0.00165347,0.0228862,-2.06313,9.5387,-0.862662,0.0300592,0.194004,-0.122888,9.32973,-0.421858,3.1388,0.14239,-0.238666,0.0902055,0.0,0.0,0.0,0.0,0.0,0.0,4.70704,4.72633,7.22896,0.127159,-0.0145045,-0.0544192
0.012,-1.12946,-9.93956,-0.64827,0.0181653,-0.187921,0.0885101,0.230413,9.50441,-1.68718,0.0303199,0.0722909,-0.0426648,5.15948,-3.52484,7.69344,-0.0198878,0.0018577,0.0210464,-2.10689,9.53732,-0.853373,0.031157,0.193253,-0.121443,9.34601,-0.409169,3.13521,0.141272,-0.238507,0.0901522,0.0,0.0,0.0,0.0,0.0,0.0,4.69894,4.70641,7.23264,0.126618,-0.0139587,-0.0536067
0.013,-1.13584,-9.94594,-0.622985,0.0188256,-0.194948,0.0864472,0.233945,9.51092,-1.65361,0.0292732,0.0704175,-0.042526,5.15185,-3.51691,7.68938,-0.0186987,0.00206192,0.0192065,-2.15066,9.53594,-0.844083,0.0322547,0.192503,-0.119998,9.36229,-0.39648,3.13162,0.140154,-0.238347,0.090099,0.0,0.0,0.0,0.0,0.0,0.0,4.69083,4.68649,7.23631,0.126076,-0.013413,-0.0527941
0.014,-1.13685,-9.95045,-0.626561,0.0186089,-0.199847,0.0846129,0.243056,9.51516,-1.64889,0.0281911,0.0683841,-0.0430222,5.15783,-3.5023,7.68389,-0.0170104,0.00213,0.0187898,-2.1751,9.5368,-0.840237,0.0325477,0.191367,-0.121203,9.37857,-0.383791,3.12802,0.139036,-0.238187,0.0900458,0.0,0.0,0.0,0.0,0.0,0.0,4.69518,4.67622,7.25093,0.124848,-0.0117156,-0.0533413
0.015,-1.13518,-9.95402,-0.644569,0.0179537,-0.203682,0.082893,0.254957,9.51827,-1.65859,0.0270913,0.0662706,-0.0438358,5.17061,-3.48434,7.67768,-0.0150724,0.00213,0.0190846,-2.18988,9.53876,-0.839113,0.0324383,0.19004,-0.123734,9.39485,-0.371101,3.12443,0.137917,-0.238027,0.0899925,0.0,0.0,0.0,0.0,0.0,0.0,4.70576,4.67078,7.27103,0.123277,-0.0094423,-0.0545682
0.016,-1.13351,-9.9576,-0.662576,0.0172985,-0.207518,0.081173,0.266858,9.52138,-1.6683,0.0259914,0.0641571,-0.0446495,5.18338,-3.46638,7.67146,-0.0131345,0.00213,0.0193795,-2.20466,9.54073,-0.837989,0.0323289,0.188712,-0.126264,9.41113,-0.358412,3.12084,0.136799,-0.237868,0.0899392,0.0,0.0,0.0,0.0,0.0,0.0,4.71633,4.66534,7.29113,0.121706,-0.00716904,-0.0557951
0.017,-1.13184,-9.96117,-0.680583,0.0166433,-0.211353,0.079453,0.278758,9.52449,-1.678,0.0248916,0.0620436,-0.0454631,5.19616,-3.44842,7.66525,-0.0111965,0.00213,0.0196743,-2.21945,9.5427,-0.836865,0.0322196,0.187384,-0.128795,9.42741,-0.345723,3.11725,0.135681,-0.237708,0.089886,0.0,0.0,0.0,0.0,0.0,0.0,4.72691,4.6599,7.31123,0.120135,-0.00489578,-0.0570221
0.018,-1.1234,-9.96307,-0.687237,0.0163811,-0.215653,0.077535,0.288937,9.52861,-1.68863,0.0239791,0.060262,-0.0460874,5.2082,-3.43858,7.65916,-0.00933828,0.00240908,0.0195349,-2.2438,9.54442,-0.83721,0.032249,0.186587,-0.13089,9.44369,-0.333033,3.11366,0.134563,-0.237548,0.0898327,0.0,0.0,0.0,0.0,0.0,0.0,4.73365,4.66066,7.32863,0.119172,-0.00332236,-0.0576639
0.019,-1.09126,-9.9591,-0.654156,0.0174944,-0.221577,0.0749238,0.293092,9.53628,-1.70249,0.0237223,0.0596419,-0.0460486,5.21764,-3.45713,7.65347,-0.00775914,0.00366493,0.0178756,-2.30167,9.54528,-0.842694,0.0327641,0.18765,-0.131464,9.45997,-0.320344,3.11007,0.133445,-0.237388,0.0897795,0.0,0.0,0.0,0.0,0.0,0.0,4.72694,4.68312,7.33659,0.120335,-0.00419839,-0.0562579
0.02,-1.05912,-9.95513,-0.621075,0.0186078,-0.227501,0.0723125,0.297247,9.54394,-1.71636,0.0234656,0.0590218,-0.0460098,5.22708,-3.47568,7.64779,-0.00618,0.00492078,0.0162163,-2.35954,9.54615,-0.848179,0.0332792,0.188712,-0.132038,9.47625,-0.307655,3.10648,0.132326,-0.237229,0.0897262,0.0,0.0,0.0,0.0,0.0,0.0,4.72023,4.70558,7.34454,0.121499,-0.00507441,-0.0548519
0.021,-1.02698,-9.95115,-0.587994,0.0197211,-0.233424,0.0697013,0.301402,9.5516,-1.73022,0.0232088,0.0584017,-0.0459711,5.23653,-3.49423,7.6421,-0.00460086,0.00617664,0.014557,-2.41741,9.54702,-0.853663,0.0337944,0.189775,-0.132612,9.49253,-0.294966,3.10289,0.131208,-0.237069,0.089673,0.0,0.0,0.0,0.0,0.0,0.0,4.71353,4.72804,7.3525,0.122662,-0.00595044,-0.0534459
