Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0.0,-2.31249,-9.62725,-1.37505,-0.05511,-0.0232047,0.0566173,-0.809434,9.48851,-1.96452,0.0636292,-0.00546663,0.0251476,5.12834,-3.02393,7.80721,-0.0740546,-0.0149347,0.0500962,-0.929608,9.46909,-1.84222,0.0608839,0.0224872,-0.0499415,9.30626,2.065,2.87304,-0.08733,-0.124339,-0.0423337,0.0,0.0,0.0,0.0,0.0,0.0,5.19285,1.28481,8.24481,0.00176634,-0.00387036,-0.00142866
0.001,-2.31425,-9.63324,-1.3609,-0.0547789,-0.0292831,0.057582,-0.813016,9.49359,-1.96031,0.0608801,-0.00430213,0.0231712,5.11468,-3.03432,7.81481,-0.0732109,-0.0148178,0.0484028,-0.935527,9.475,-1.84432,0.060112,0.0192944,-0.0469904,9.31153,2.06859,2.85868,-0.087969,-0.124179,-0.041961,0.0,0.0,0.0,0.0,0.0,0.0,5.17244,1.29711,8.2632,0.00118476,-0.00281538,-0.000993173
0.002,-2.316,-9.63923,-1.34676,-0.0544478,-0.0353615,0.0585468,-0.816597,9.49867,-1.9561,0.0581311,-0.00313763,0.0211948,5.10101,-3.04471,7.82241,-0.0723673,-0.0147009,0.0467094,-0.941446,9.48091,-1.84643,0.0593402,0.0161017,-0.0440393,9.3168,2.07218,2.84431,-0.088608,-0.124019,-0.0415882,0.0,0.0,0.0,0.0,0.0,0.0,5.15204,1.30941,8.28158,0.000603184,-0.0017604,-0.000557687
0.003,-2.31775,-9.64522,-1.33261,-0.0541166,-0.0414399,0.0595115,-0.820179,9.50375,-1.95189,0.055382,-0.00197313,0.0192185,5.08735,-3.0551,7.83,-0.0715236,-0.014584,0.045016,-0.947365,9.48681,-1.84853,0.0585683,0.012909,-0.0410882,9.32206,2.07577,2.82995,-0.089247,-0.12386,-0.0412155,0.0,0.0,0.0,0.0,0.0,0.0,5.13163,1.32171,8.29996,2.16e-05,-0.000705412,-0.000122201
0.004,-2.31951,-9.65121,-1.31847,-0.0537855,-0.0475183,0.0604763,-0.823761,9.50883,-1.94769,0.0526329,-0.000808637,0.0172421,5.07369,-3.06549,7.8376,-0.07068,-0.0144671,0.0433225,-0.953284,9.49272,-1.85063,0.0577964,0.00971628,-0.0381371,9.32733,2.07936,2.81558,-0.089886,-0.1237,-0.0408427,0.0,0.0,0.0,0.0,0.0,0.0,5.11123,1.33401,8.31834,-0.000559974,0.000349572,0.000313286
0.005,-2.30826,-9.66285,-1.31924,-0.0517038,-0.0516162,0.0612139,-0.819353,9.5051,-1.95507,0.05095,0.000397533,0.0154085,5.05686,-3.07412,7.84471,-0.0690571,-0.0141226,0.0426522,-0.954589,9.51811,-1.8675,0.0575531,0.00809329,-0.0368039,9.3326,2.08296,2.80122,-0.090525,-0.12354,-0.04047,0.0,0.0,0.0,0.0,0.0,0.0,5.09419,1.35669,8.33208,-0.00105379,0.00124865,0.00115782
0.006,-2.28662,-9.67902,-1.33195,-0.0482215,-0.0541297,0.0617698,-0.808553,9.49433,-1.97173,0.0501202,0.00163704,0.0136892,5.03749,-3.08134,7.85144,-0.0668109,-0.0135961,0.0428003,-0.952202,9.55909,-1.89619,0.0577328,0.00772608,-0.036765,9.33116,2.0899,2.81391,-0.0906315,-0.123167,-0.0402037,0.0,0.0,0.0,0.0,0.0,0.0,5.07986,1.38767,8.3421,-0.00147738,0.00202299,0.0023296
0.007,-2.26498,-9.69519,-1.34465,-0.0447393,-0.0566431,0.0623257,-0.797753,9.48356,-1.98839,0.0492903,0.00287655,0.0119699,5.01813,-3.08856,7.85816,-0.0645647,-0.0130696,0.0429485,-0.949815,9.60007,-1.92488,0.0579125,0.00735887,-0.0367262,9.32973,2.09684,2.82659,-0.090738,-0.122795,-0.0399375,0.0,0.0,0.0,0.0,0.0,0.0,5.06552,1.41865,8.35213,-0.00190098,0.00279734,0.00350137
0.008,-2.24334,-9.71135,-1.35736,-0.0412571,-0.0591566,0.0628816,-0.786953,9.4728,-2.00504,0.0484604,0.00411606,0.0102506,4.99877,-3.09578,7.86488,-0.0623185,-0.0125431,0.0430966,-0.947428,9.64105,-1.95356,0.0580922,0.00699166,-0.0366873,9.32829,2.10379,2.83928,-0.0908445,-0.122422,-0.0396712,0.0,0.0,0.0,0.0,0.0,0.0,5.05119,1.44963,8.36215,-0.00232458,0.00357169,0.00467314
0.009,-2.22258,-9.72648,-1.36906,-0.0378142,-0.0614177,0.0636159,-0.776043,9.46382,-2.01767,0.0476537,0.00544935,0.00868053,4.98237,-3.10079,7.87047,-0.0601216,-0.0119455,0.0432502,-0.944499,9.67791,-1.97959,0.0582606,0.00688053,-0.0363926,9.32685,2.11073,2.85197,-0.090951,-0.122049,-0.039405,0.0,0.0,0.0,0.0,0.0,0.0,5.03581,1.47695,8.37048,-0.00271413,0.00415931,0.00572154
0.01,-2.2089,-9.73325,-1.37271,-0.0346863,-0.0616594,0.0657768,-0.764252,9.46916,-1.99804,0.0470321,0.00753295,0.00830469,4.98966,-3.08808,7.86696,-0.0583185,-0.0107793,0.0434475,-0.937233,9.68189,-1.9843,0.0583393,0.00881813,-0.0340519,9.32542,2.11767,2.86466,-0.0910575,-0.121676,-0.0391387,0.0,0.0,0.0,0.0,0.0,0.0,5.01208,1.47497,8.36521,-0.00283134,0.00325311,0.00578285
0.011,-2.19522,-9.74003,-1.37635,-0.0315584,-0.0619011,0.0679378,-0.75246,9.47451,-1.97841,0.0464105,0.00961655,0.00792886,4.99695,-3.07538,7.86346,-0.0565154,-0.00961299,0.0436448,-0.929968,9.68587,-1.98902,0.058418,0.0107557,-0.0317111,9.32398,2.12461,2.87735,-0.091164,-0.121303,-0.0388725,0.0,0.0,0.0,0.0,0.0,0.0,4.98835,1.473,8.35994,-0.00294855,0.00234692,0.00584417
0.012,-2.18154,-9.74681,-1.38,-0.0284305,-0.0621427,0.0700987,-0.740669,9.47986,-1.95879,0.045789,0.0117001,0.00755303,5.00425,-3.06268,7.85995,-0.0547123,-0.00844673,0.0438421,-0.922703,9.68984,-1.99373,0.0584966,0.0126933,-0.0293704,9.32254,2.13156,2.89004,-0.0912705,-0.120931,-0.0386062,0.0,0.0,0.0,0.0,0.0,0.0,4.96462,1.47102,8.35466,-0.00306576,0.00144072,0.00590549
0.013,-2.16786,-9.75358,-1.38364,-0.0253026,-0.0623844,0.0722597,-0.728878,9.48521,-1.93916,0.0451674,0.0137837,0.0071772,5.01154,-3.04998,7.85645,-0.0529092,-0.00728046,0.0440394,-0.915437,9.69382,-1.99845,0.0585753,0.0146309,-0.0270296,9.32111,2.1385,2.90273,-0.091377,-0.120558,-0.03834,0.0,0.0,0.0,0.0,0.0,0.0,4.94089,1.46905,8.34939,-0.00318296,0.000534523,0.00596681
0.014,-2.15323,-9.74392,-1.38112,-0.0228654,-0.0606192,0.0717394,-0.728472,9.47643,-1.93606,0.0435106,0.0150604,0.00544892,5.02302,-3.05346,7.85307,-0.0516606,-0.00621278,0.0420683,-0.918945,9.69305,-1.99096,0.0599434,0.0157564,-0.025009,9.31967,2.14544,2.91542,-0.0914835,-0.120185,-0.0380737,0.0,0.0,0.0,0.0,0.0,0.0,4.9356,1.45695,8.33764,-0.0040791,-0.000449071,0.00657396
0.015,-2.13813,-9.72604,-1.3755,-0.0207734,-0.0578506,0.0698784,-0.733759,9.46059,-1.94123,0.0413361,0.0159337,0.00304441,5.03658,-3.06504,7.84975,-0.0506892,-0.00519439,0.0390132,-0.927838,9.68991,-1.97737,0.0619561,0.0164757,-0.0231484,9.31823,2.15239,2.92811,-0.09159,-0.119812,-0.0378075,0.0,0.0,0.0,0.0,0.0,0.0,4.93952,1.4398,8.32265,-0.00536469,-0.00147137,0.00745402
0.016,-2.12302,-9.70816,-1.36989,-0.0186815,-0.055082,0.0680175,-0.739046,9.44476,-1.9464,0.0391616,0.0168069,0.000639898,5.05015,-3.07662,7.84643,-0.0497177,-0.00417599,0.035958,-0.936732,9.68677,-1.96379,0.0639689,0.017195,-0.0212878,9.3168,2.15933,2.9408,-0.0916965,-0.11944,-0.0375412,0.0,0.0,0.0,0.0,0.0,0.0,4.94344,1.42264,8.30766,-0.00665028,-0.00249366,0.00833409
0.017,-2.10792,-9.69028,-1.36427,-0.0165895,-0.0523133,0.0661565,-0.744332,9.42892,-1.95157,0.0369872,0.0176802,-0.00176461,5.06371,-3.0882,7.84311,-0.0487463,-0.0031576,0.0329028,-0.945626,9.68363,-1.9502,0.0659816,0.0179144,-0.0194273,9.31536,2.16627,2.95349,-0.091803,-0.119067,-0.037275,0.0,0.0,0.0,0.0,0.0,0.0,4.94737,1.40549,8.29268,-0.00793588,-0.00351595,0.00921415
0.018,-2.09078,-9.68124,-1.35718,-0.0147288,-0.0490505,0.0643667,-0.752307,9.4214,-1.96143,0.0348242,0.0186243,-0.00373073,5.07416,-3.09794,7.84149,-0.0477506,-0.002106,0.029924,-0.956527,9.67588,-1.93414,0.0675819,0.0180909,-0.0177808,9.31392,2.17322,2.96618,-0.0919095,-0.118694,-0.0370087,0.0,0.0,0.0,0.0,0.0,0.0,4.9578,1.3924,8.28338,-0.00888248,-0.00408444,0.0102343
0.019,-2.06654,-9.70315,-1.34491,-0.0136771,-0.0440581,0.0628261,-0.769688,9.44298,-1.9877,0.0327012,0.0198167,-0.00416249,5.07367,-3.10125,7.84586,-0.0466696,-0.000938208,0.0272125,-0.974454,9.65201,-1.90943,0.0677383,0.0163675,-0.0168839,9.31249,2.18016,2.97887,-0.092016,-0.118321,-0.0367425,0.0,0.0,0.0,0.0,0.0,0.0,4.991,1.39352,8.29402,-0.00864262,-0.00306463,0.0117446
0.02,-2.04229,-9.72507,-1.33264,-0.0126254,-0.0390657,0.0612854,-0.787068,9.46457,-2.01397,0.0305782,0.021009,-0.00459424,5.07318,-3.10456,7.85022,-0.0455887,0.000229587,0.0245009,-0.992381,9.62813,-1.88472,0.0678947,0.0146442,-0.015987,9.31105,2.1871,2.99155,-0.0921225,-0.117949,-0.0364762,0.0,0.0,0.0,0.0,0.0,0.0,5.0242,1.39465,8.30465,-0.00840276,-0.00204481,0.0132549
0.021,-2.01804,-9.74698,-1.32038,-0.0115737,-0.0340733,0.0597447,-0.804449,9.48615,-2.04024,0.0284552,0.0222014,-0.005026,5.07269,-3.10786,7.85459,-0.0445077,0.00139738,0.0217894,-1.01031,9.60425,-1.86001,0.0680511,0.0129208,-0.01509,9.30961,2.19405,3.00424,-0.092229,-0.117576,-0.03621,0.0,0.0,0.0,0.0,0.0,0.0,5.0574,1.39578,8.31528,-0.00816289,-0.00102499,0.0147652
0.022,-1.9938,-9.76889,-1.30811,-0.010522,-0.0290809,0.058204,-0.82183,9.50774,-2.06651,0.0263322,0.0233937,-0.00545775,5.07221,-3.11117,7.85895,-0.0434268,0.00256518,0.0190779,-1.02823,9.58037,-1.83529,0.0682075,0.0111975,-0.0141931,9.30818,2.20099,3.01693,-0.0923355,-0.117203,-0.0359438,0.0,0.0,0.0,0.0,0.0,0.0,5.0906,1.3969,8.32592,-0.00792303,-5.17e-06,0.0162756
0.023,-1.98888,-9.76947,-1.31262,-0.0104181,-0.0240888,0.0570415,-0.836034,9.51725,-2.06945,0.0250221,0.0233479,-0.00611568,5.07492,-3.10645,7.8666,-0.0423281,0.00276181,0.0183288,-1.04437,9.58822,-1.83997,0.0667181,0.00646705,-0.0142346,9.30674,2.20793,3.02962,-0.092442,-0.11683,-0.0356775,0.0,0.0,0.0,0.0,0.0,0.0,5.10609,1.39524,8.33423,-0.0077337,0.000323478,0.0162679
0.024,-1.98949,-9.76394,-1.32192,-0.010585,-0.0190968,0.055987,-0.84933,9.52332,-2.06572,0.0239443,0.0229482,-0.00683824,5.07855,-3.09943,7.8752,-0.0412244,0.00268097,0.0181405,-1.06,9.60514,-1.85304,0.0647585,0.000877492,-0.0145443,9.3053,2.21488,3.04231,-0.0925485,-0.116458,-0.0354112,0.0,0.0,0.0,0.0,0.0,0.0,5.11654,1.39277,8.34188,-0.0075588,0.000454653,0.0158265
0.025,-1.9901,-9.75842,-1.33122,-0.0107519,-0.0141048,0.0549325,-0.862626,9.52939,-2.06199,0.0228664,0.0225485,-0.00756079,5.08219,-3.09241,7.88379,-0.0401207,0.00260014,0.0179521,-1.07563,9.62205,-1.86612,0.0627989,-0.00471207,-0.0148539,9.30387,2.22182,3.055,-0.092655,-0.116085,-0.035145,0.0,0.0,0.0,0.0,0.0,0.0,5.12698,1.3903,8.34953,-0.0073839,0.000585827,0.0153851
0.026,-1.99071,-9.75289,-1.34052,-0.0109188,-0.0091128,0.0538779,-0.875923,9.53545,-2.05826,0.0217886,0.0221489,-0.00828334,5.08582,-3.08539,7.89239,-0.039017,0.0025193,0.0177638,-1.09126,9.63897,-1.87919,0.0608393,-0.0103016,-0.0151635,9.29573,2.21583,3.06194,-0.0923355,-0.11683,-0.0356775,0.0,0.0,0.0,0.0,0.0,0.0,5.13742,1.38784,8.35719,-0.007209,0.000717002,0.0149437
0.027,-1.98546,-9.74203,-1.34027,-0.0116302,-0.00483205,0.0529111,-0.885754,9.53442,-2.05135,0.0214372,0.0211443,-0.00931177,5.09105,-3.07714,7.89986,-0.0378746,0.0026348,0.0175817,-1.10681,9.65127,-1.88962,0.0588992,-0.0158947,-0.0151063,9.28759,2.20985,3.06889,-0.092016,-0.117576,-0.03621,0.0,0.0,0.0,0.0,0.0,0.0,5.14185,1.38362,8.358,-0.00714288,0.000493662,0.0144069
0.028,-1.9685,-9.72048,-1.32089,-0.0134306,-0.00197382,0.0521194,-0.888654,9.5192,-2.03806,0.0225388,0.01893,-0.010952,5.09947,-3.0664,7.90509,-0.0366549,0.00314299,0.0174123,-1.12222,9.65435,-1.89475,0.0569981,-0.021495,-0.0143155,9.27945,2.20386,3.07583,-0.0916965,-0.118321,-0.0367425,0.0,0.0,0.0,0.0,0.0,0.0,5.13426,1.3759,8.34516,-0.00729432,-0.000438706,0.0136792
0.029,-1.95153,-9.69894,-1.30152,-0.015231,0.000884411,0.0513278,-0.891555,9.50397,-2.02478,0.0236403,0.0167157,-0.0125921,5.10789,-3.05566,7.91032,-0.0354352,0.00365117,0.0172429,-1.13764,9.65743,-1.89989,0.055097,-0.0270952,-0.0135246,9.27131,2.19788,3.08277,-0.091377,-0.119067,-0.037275,0.0,0.0,0.0,0.0,0.0,0.0,5.12668,1.36817,8.33231,-0.00744576,-0.00137107,0.0129516
0.03,-1.93457,-9.6774,-1.28215,-0.0170314,0.00374264,0.0505362,-0.894455,9.48874,-2.01149,0.0247419,0.0145014,-0.0142323,5.11632,-3.04492,7.91556,-0.0342155,0.00415936,0.0170735,-1.15305,9.66051,-1.90503,0.053196,-0.0326954,-0.0127337,9.26317,2.19189,3.08972,-0.0910575,-0.119812,-0.0378075,0.0,0.0,0.0,0.0,0.0,0.0,5.1191,1.36045,8.31946,-0.00759721,-0.00230344,0.0122239
0.031,-1.91761,-9.65585,-1.26278,-0.0188318,0.00660087,0.0497446,-0.897356,9.47351,-1.99821,0.0258434,0.0122871,-0.0158725,5.12474,-3.03418,7.92079,-0.0329958,0.00466754,0.0169042,-1.16846,9.66359,-1.91017,0.0512949,-0.0382956,-0.0119428,9.25503,2.18591,3.09666,-0.090738,-0.120558,-0.03834,0.0,0.0,0.0,0.0,0.0,0.0,5.11151,1.35273,8.30661,-0.00774865,-0.00323581,0.0114962
0.032,-1.90037,-9.65399,-1.24318,-0.0211801,0.0077481,0.049227,-0.913538,9.47209,-1.9828,0.0248197,0.0112947,-0.0156549,5.12813,-3.01616,7.92014,-0.0326783,0.0053945,0.0162061,-1.17782,9.63989,-1.92288,0.0492085,-0.042809,-0.0122529,9.24689,2.17992,3.1036,-0.0904185,-0.121303,-0.0388725,0.0,0.0,0.0,0.0,0.0,0.0,5.11053,1.33942,8.31241,-0.00737096,-0.00451102,0.0114236
0.033,-1.8831,-9.65459,-1.22354,-0.023597,0.00868146,0.0487436,-0.931381,9.47239,-1.96713,0.0235302,0.0104551,-0.0152051,5.1309,-2.99723,7.91876,-0.0324734,0.0061488,0.0154419,-1.18642,9.61284,-1.93654,0.0470989,-0.0471865,-0.0127007,9.23874,2.17394,3.11055,-0.090099,-0.122049,-0.039405,0.0,0.0,0.0,0.0,0.0,0.0,5.11036,1.32541,8.32054,-0.00692714,-0.00582909,0.0114329
0.034,-1.86583,-9.65519,-1.20391,-0.0260139,0.00961481,0.0482602,-0.949224,9.47269,-1.95146,0.0222408,0.0096155,-0.0147553,5.13366,-2.97829,7.91738,-0.0322686,0.00690311,0.0146778,-1.19502,9.58579,-1.95019,0.0449893,-0.051564,-0.0131485,9.23061,2.16795,3.11749,-0.0897795,-0.122794,-0.0399375,0.0,0.0,0.0,0.0,0.0,0.0,5.1102,1.3114,8.32867,-0.00648331,-0.00714715,0.0114422
