Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.153221,0.231473,0.38997,0.0707077,-0.0132626,0.069783,0.049111,0.0376669,0.0629098,0.0500784,0.0801227,0.0447787,0.0679327,0.0456491,0.0773889,0.0712781
0.021,0.120262,0.11215,0.379899,0.0585007,0.0550967,0.0710037,0.0463644,0.0196616,0.058027,0.030242,0.0868365,0.0456943,0.0783087,0.076777,0.0593835,0.0755505
0.022,0.148033,0.0349402,0.341142,0.064299,0.0856143,0.0877884,0.0344626,0.0449912,0.0647409,-0.00790497,0.148482,0.0685825,0.0560309,0.076777,0.0676233,0.0755505
0.023,0.181297,-0.00564819,0.194352,0.0502609,0.0718814,0.069783,0.0411765,0.0227133,0.0629098,-0.00698944,0.112471,0.0579013,0.0511481,0.0920358,0.0648767,0.0636487
0.024,0.159935,0.00289673,0.133012,0.103362,0.0465518,0.0508621,0.043923,-0.00414215,0.0757272,-0.013093,0.0624225,0.0542392,0.0764777,0.0786081,0.0548059,0.0670056
0.025,0.18618,-0.00564819,0.127824,0.0996994,-0.0108212,0.0740555,0.0356833,0.0474326,0.0885446,0.07022,0.0566241,0.0215854,0.0743414,0.059382,0.0667078,0.0703625
0.026,0.147728,-0.060885,0.212358,0.108549,-0.0196713,0.0612381,0.0414816,0.056893,0.101667,0.0830374,0.0492999,0.0585117,0.054505,0.0596872,0.0523645,0.0776868
0.027,0.0845563,-0.0578333,0.12874,0.106718,-0.0144833,0.0633743,0.0408713,0.03431,0.101057,0.102569,0.0593707,0.0582065,0.0688483,0.0422922,0.0599939,0.0776868
0.028,0.110496,-0.031283,-0.100447,0.0862717,0.00565826,0.0700882,0.0372092,0.0584189,0.085798,0.113555,0.0523517,0.059122,0.0651862,0.0560251,0.0657922,0.0651746
0.029,0.0741803,-0.0404382,-0.27867,0.0331711,0.0309879,0.07314,0.0469748,0.063912,0.0622995,0.135222,0.0468585,0.0545444,0.0599982,0.107295,0.046261,0.0734143
0.03,0.0421368,-0.0151086,-0.373275,0.0478195,0.0846988,0.0581863,0.0686423,0.0840537,0.0436838,0.136748,0.0697467,0.0600375,0.054505,0.0688425,0.0502283,0.0541882
0.031,0.0268781,-0.015719,-0.247237,0.0511765,0.0752383,0.0484207,0.0460593,0.0810019,0.0769479,0.0812064,0.0694415,0.0698032,0.054505,0.0551096,0.046261,0.0761609
0.032,-0.0219501,-0.0395227,0.0329144,0.0188278,0.117047,0.0487259,0.0433127,0.0929037,0.0772531,0.0723563,0.0688312,0.0749912,0.0593878,0.0660959,0.0493127,0.05724
0.033,-0.0875629,-0.0254846,0.146745,0.03134,0.0795108,0.0615433,0.0478903,0.0941245,0.0641306,0.0876151,0.0679156,0.0618686,0.0572516,0.0718942,0.0590784,0.0673108
0.034,-0.0771869,-0.0602747,-0.0278156,0.0749802,0.0401431,0.0639847,0.04728,0.0864951,0.0757272,0.0653372,0.0752399,0.0405063,0.0734259,0.0712839,0.0261194,0.0734143
