Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,-0.506073,9.52566,-1.95561,0.00996705,0.00520419,0.00877105,-1.69676,9.66777,-0.492454,-0.000570665,0.0225661,0.030235,0.446519,-9.94277,-0.846318,-0.00720967,-0.0022318,-0.000107044,3.77082,3.21233,8.86934,-0.0162116,0.00447794,0.00817184,-0.844619,-9.81066,-0.249554,-0.0695129,0.0244635,-0.00803483,4.46434,-2.57692,8.28407,-0.0247398,0.00395988,0.00125847,4.46434,-2.57692,8.28407,-0.0247398,0.00395988,0.00125847
0.002,-0.488186,9.48813,-1.94255,0.0071774,0.00621955,0.00715219,-1.70321,9.67473,-0.515378,9.51116e-006,0.021271,0.0314554,0.449574,-9.91578,-0.862881,-0.00676846,-0.00357307,0.00250354,3.75884,3.21648,8.86594,-0.0164416,0.00469587,0.00675494,-0.841691,-9.78644,-0.266951,-0.0690059,0.0244996,-0.0077523,4.46547,-2.604,8.28801,-0.0239519,0.00347077,0.000668202,4.46547,-2.604,8.28801,-0.0239519,0.00347077,0.000668202
0.003,-0.470299,9.4506,-1.92949,0.00438774,0.00723491,0.00553334,-1.70966,9.6817,-0.538301,0.000589687,0.0199758,0.0326757,0.452629,-9.88879,-0.879444,-0.00632725,-0.00491433,0.00511412,3.74687,3.22063,8.86254,-0.0166716,0.00491381,0.00533803,-0.838763,-9.76221,-0.284348,-0.0684989,0.0245357,-0.00746978,4.4666,-2.63108,8.29195,-0.0231639,0.00298165,7.79302e-005,4.4666,-2.63108,8.29195,-0.0231639,0.00298165,7.79302e-005
0.004,-0.452411,9.41307,-1.91642,0.00159809,0.00825028,0.00391449,-1.71611,9.68866,-0.561225,0.00116986,0.0186806,0.0338961,0.455684,-9.86181,-0.896006,-0.00588605,-0.0062556,0.0077247,3.73489,3.22478,8.85914,-0.0169016,0.00513175,0.00392113,-0.835835,-9.73798,-0.301746,-0.067992,0.0245718,-0.00718725,4.46773,-2.65816,8.2959,-0.022376,0.00249254,-0.000512342,4.46773,-2.65816,8.2959,-0.022376,0.00249254,-0.000512342
0.005,-0.455798,9.40359,-1.906,7.95637e-006,0.00831063,0.00307766,-1.72148,9.69122,-0.573649,0.00035972,0.0174695,0.0338128,0.458554,-9.85691,-0.90058,-0.00643965,-0.00609596,0.0091159,3.72322,3.21876,8.84761,-0.0166153,0.00418817,0.00433495,-0.842476,-9.73069,-0.305311,-0.0675793,0.0250051,-0.00753973,4.46972,-2.66548,8.27575,-0.0219351,0.00155844,-0.000228828,4.46972,-2.66548,8.27575,-0.0219351,0.00155844,-0.000228828
0.006,-0.476203,9.41655,-1.89768,-0.000622555,0.00760698,0.00286645,-1.72597,9.69026,-0.577674,-0.00156268,0.0163256,0.0326864,0.461276,-9.86968,-0.895562,-0.00778909,-0.00473559,0.00953161,3.71178,3.20461,8.82957,-0.0159158,0.00231539,0.00621337,-0.856772,-9.73695,-0.29781,-0.0672419,0.0257562,-0.00840022,4.4724,-2.65699,8.23632,-0.0217718,0.000268342,0.000753714,4.4724,-2.65699,8.23632,-0.0217718,0.000268342,0.000753714
0.007,-0.496608,9.42951,-1.88937,-0.00125307,0.00690332,0.00265524,-1.73046,9.6893,-0.5817,-0.00348507,0.0151818,0.03156,0.463998,-9.88246,-0.890544,-0.00913853,-0.00337522,0.00994732,3.70034,3.19046,8.81154,-0.0152163,0.000442614,0.00809178,-0.871068,-9.7432,-0.290309,-0.0669046,0.0265073,-0.0092607,4.47508,-2.64849,8.19689,-0.0216085,-0.00102175,0.00173626,4.47508,-2.64849,8.19689,-0.0216085,-0.00102175,0.00173626
0.008,-0.517013,9.44248,-1.88105,-0.00188358,0.00619967,0.00244403,-1.73495,9.68834,-0.585725,-0.00540747,0.0140379,0.0304337,0.46672,-9.89523,-0.885526,-0.010488,-0.00201485,0.010363,3.6889,3.1763,8.79351,-0.0145168,-0.00143017,0.00997019,-0.885365,-9.74946,-0.282809,-0.0665673,0.0272584,-0.0101212,4.47776,-2.64,8.15746,-0.0214452,-0.00231185,0.0027188,4.47776,-2.64,8.15746,-0.0214452,-0.00231185,0.0027188
0.009,-0.537455,9.45471,-1.87515,-0.002406,0.00574759,0.00219136,-1.7378,9.68888,-0.588926,-0.00712346,0.012915,0.0294739,0.469344,-9.90793,-0.880562,-0.01174,-0.000771468,0.0104909,3.67998,3.16713,8.77783,-0.0139423,-0.00298801,0.0115638,-0.898748,-9.75715,-0.275547,-0.0663895,0.0279281,-0.011024,4.48188,-2.63224,8.12676,-0.0212764,-0.00329003,0.00358529,4.48188,-2.63224,8.12676,-0.0212764,-0.00329003,0.00358529
0.01,-0.558199,9.46111,-1.88849,-0.00206376,0.00730819,0.001607,-1.72749,9.70141,-0.585532,-0.00718822,0.0119595,0.0298465,0.471186,-9.91997,-0.876023,-0.0122127,-0.000464014,0.00831566,3.69116,3.19777,8.78099,-0.0143675,-0.00202638,0.0108789,-0.904826,-9.77627,-0.270195,-0.067488,0.0279464,-0.0122658,4.49755,-2.63035,8.16593,-0.0210642,-0.0017729,0.00352337,4.49755,-2.63035,8.16593,-0.0210642,-0.0017729,0.00352337
