Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,-0.817796,9.24597,-0.918189,-0.0709282,0.220621,-0.457054,-1.15858,9.83439,0.00305206,0.221662,0.000730741,0.410227,0.274344,-9.86369,0.222788,-0.00683138,0.416764,0.128588,3.80183,1.1053,9.20771,-0.0670768,0.00626392,-0.00194444,-0.258794,-9.75719,-0.436338,-0.0241176,0.137356,0.0174149,4.23189,-1.76424,8.54958,-0.100464,-0.00806678,0.0825485,4.23189,-1.76424,8.54958,-0.100464,-0.00806678,0.0825485
0.002,-0.839055,9.21493,-0.879316,-0.0729557,0.233013,-0.460512,-1.1328,9.85571,0.0256448,0.22126,0.00431468,0.409387,0.243476,-9.8731,0.252663,-0.00642663,0.423183,0.127188,3.80466,1.11407,9.21271,-0.0675911,0.00587161,-0.00175888,-0.254147,-9.75397,-0.402865,-0.0251719,0.137851,0.0176153,4.21606,-1.76655,8.54437,-0.0995395,-0.00778366,0.0834765,4.21606,-1.76655,8.54437,-0.0995395,-0.00778366,0.0834765
0.003,-0.860315,9.18388,-0.840443,-0.0749832,0.245405,-0.463969,-1.10703,9.87702,0.0482376,0.220858,0.00789862,0.408546,0.212608,-9.88252,0.282537,-0.00602189,0.429601,0.125787,3.80749,1.12283,9.21771,-0.0681054,0.00547931,-0.00157331,-0.249501,-9.75074,-0.369391,-0.0262261,0.138346,0.0178156,4.20023,-1.76885,8.53916,-0.0986145,-0.00750054,0.0844046,4.20023,-1.76885,8.53916,-0.0986145,-0.00750054,0.0844046
0.004,-0.881574,9.15284,-0.80157,-0.0770106,0.257797,-0.467426,-1.08126,9.89833,0.0708303,0.220456,0.0114826,0.407706,0.18174,-9.89193,0.312412,-0.00561714,0.436019,0.124387,3.81032,1.13159,9.22271,-0.0686197,0.005087,-0.00138775,-0.244854,-9.74752,-0.335918,-0.0272804,0.13884,0.018016,4.18441,-1.77116,8.53396,-0.0976895,-0.00721742,0.0853326,4.18441,-1.77116,8.53396,-0.0976895,-0.00721742,0.0853326
0.005,-0.888115,9.14437,-0.77948,-0.081341,0.270913,-0.472786,-1.06554,9.91888,0.0778356,0.219174,0.0151079,0.406919,0.15028,-9.88039,0.322742,-0.0047679,0.443843,0.123868,3.822,1.14318,9.2245,-0.0692424,0.00488423,-0.00135479,-0.244762,-9.75146,-0.330475,-0.0284072,0.141863,0.01813,4.16625,-1.76853,8.53904,-0.0972334,-0.00677411,0.0859314,4.16625,-1.76853,8.53904,-0.0972334,-0.00677411,0.0859314
0.006,-0.882882,9.15395,-0.770818,-0.0875138,0.284609,-0.479666,-1.05784,9.93883,0.0723708,0.217188,0.0187663,0.406175,0.118345,-9.8521,0.317438,-0.00356305,0.452791,0.124053,3.84074,1.15705,9.22372,-0.0699519,0.00483308,-0.0014439,-0.248314,-9.76113,-0.347456,-0.0295921,0.146907,0.018175,4.14623,-1.76194,8.55236,-0.0971525,-0.00620265,0.0862666,4.14623,-1.76194,8.55236,-0.0971525,-0.00620265,0.0862666
0.007,-0.877649,9.16353,-0.762156,-0.0936865,0.298304,-0.486547,-1.05015,9.95878,0.0669061,0.215202,0.0224247,0.405431,0.0864111,-9.8238,0.312133,-0.00235821,0.461739,0.124238,3.85949,1.17091,9.22294,-0.0706613,0.00478194,-0.00153302,-0.251865,-9.77079,-0.364437,-0.0307769,0.151952,0.01822,4.12621,-1.75535,8.56568,-0.0970715,-0.00563119,0.0866019,4.12621,-1.75535,8.56568,-0.0970715,-0.00563119,0.0866019
0.008,-0.872417,9.17311,-0.753493,-0.0998593,0.312,-0.493428,-1.04246,9.97872,0.0614414,0.213216,0.0260831,0.404687,0.0544768,-9.7955,0.306829,-0.00115337,0.470687,0.124424,3.87824,1.18478,9.22216,-0.0713707,0.0047308,-0.00162213,-0.255417,-9.78046,-0.381418,-0.0319618,0.156996,0.018265,4.10619,-1.74877,8.579,-0.0969906,-0.00505973,0.0869371,4.10619,-1.74877,8.579,-0.0969906,-0.00505973,0.0869371
0.009,-0.867968,9.18104,-0.746466,-0.10569,0.325327,-0.500091,-1.03431,9.99558,0.0560387,0.211444,0.0294634,0.403879,0.0295006,-9.77388,0.302221,-0.000320965,0.479403,0.124695,3.89348,1.19547,9.22233,-0.0718473,0.00470133,-0.00178722,-0.258598,-9.79247,-0.395146,-0.0330416,0.161458,0.0183107,4.0902,-1.74723,8.59014,-0.096684,-0.00445947,0.0870839,4.0902,-1.74723,8.59014,-0.096684,-0.00445947,0.0870839
0.01,-0.869789,9.17571,-0.752512,-0.108781,0.335704,-0.505011,-1.02254,9.98773,0.0511328,0.211389,0.0306193,0.402564,0.0601893,-9.80568,0.30318,-0.00246808,0.486267,0.125652,3.88069,1.18084,9.2301,-0.0704614,0.00484525,-0.00256016,-0.258813,-9.82315,-0.382854,-0.033281,0.16126,0.0183617,4.10644,-1.78603,8.58387,-0.0945727,-0.00362884,0.0857227,4.10644,-1.78603,8.58387,-0.0945727,-0.00362884,0.0857227
0.011,-0.871611,9.17038,-0.758559,-0.111873,0.34608,-0.509932,-1.01077,9.97988,0.0462268,0.211334,0.0317752,0.401248,0.0908779,-9.83748,0.304139,-0.0046152,0.49313,0.126609,3.8679,1.16621,9.23786,-0.0690755,0.00498918,-0.0033331,-0.259028,-9.85383,-0.370562,-0.0335203,0.161062,0.0184127,4.12268,-1.82483,8.57759,-0.0924613,-0.00279822,0.0843615,4.12268,-1.82483,8.57759,-0.0924613,-0.00279822,0.0843615
0.012,-0.873433,9.16506,-0.764605,-0.114965,0.356457,-0.514853,-0.998999,9.97203,0.0413209,0.211279,0.0329311,0.399933,0.121567,-9.86928,0.305099,-0.00676232,0.499994,0.127566,3.85512,1.15158,9.24563,-0.0676895,0.0051331,-0.00410604,-0.259243,-9.88451,-0.35827,-0.0337597,0.160865,0.0184637,4.13891,-1.86363,8.57132,-0.09035,-0.00196759,0.0830003,4.13891,-1.86363,8.57132,-0.09035,-0.00196759,0.0830003
0.013,-0.875255,9.15973,-0.770652,-0.118057,0.366834,-0.519774,-0.987227,9.96418,0.0364149,0.211225,0.034087,0.398618,0.152255,-9.90107,0.306058,-0.00890944,0.506858,0.128524,3.84233,1.13694,9.2534,-0.0663036,0.00527703,-0.00487898,-0.259459,-9.91519,-0.345977,-0.0339991,0.160667,0.0185147,4.15515,-1.90243,8.56504,-0.0882387,-0.00113696,0.0816391,4.15515,-1.90243,8.56504,-0.0882387,-0.00113696,0.0816391
0.014,-0.890807,9.17554,-0.764392,-0.119836,0.379062,-0.521125,-0.971395,9.95692,0.0198882,0.210471,0.0358512,0.396888,0.15027,-9.90068,0.303499,-0.0110378,0.511907,0.12804,3.82652,1.11873,9.25477,-0.0654881,0.00478346,-0.00566309,-0.25828,-9.91577,-0.353036,-0.0347857,0.16118,0.0180129,4.15214,-1.91332,8.56021,-0.0875665,-0.000860984,0.0805394,4.15214,-1.91332,8.56021,-0.0875665,-0.000860984,0.0805394
0.015,-0.913224,9.20191,-0.751978,-0.120959,0.392217,-0.520693,-0.953534,9.94996,-0.00244891,0.209367,0.0379196,0.394952,0.131948,-9.88418,0.299182,-0.0131568,0.51605,0.126835,3.8092,1.09872,9.25294,-0.0649578,0.00397114,-0.0064528,-0.256405,-9.90129,-0.369769,-0.0358459,0.162049,0.0172347,4.1395,-1.91025,8.5561,-0.0876139,-0.00086233,0.0795704,4.1395,-1.91025,8.5561,-0.0876139,-0.00086233,0.0795704
0.016,-0.935641,9.22829,-0.739564,-0.122082,0.405372,-0.52026,-0.935672,9.943,-0.024786,0.208264,0.0399879,0.393015,0.113625,-9.86768,0.294865,-0.0152759,0.520192,0.125631,3.79188,1.07871,9.25111,-0.0644275,0.00315883,-0.00724251,-0.254529,-9.88681,-0.386502,-0.0369062,0.162917,0.0164564,4.12686,-1.90718,8.552,-0.0876612,-0.000863675,0.0786015,4.12686,-1.90718,8.552,-0.0876612,-0.000863675,0.0786015
0.017,-0.958058,9.25467,-0.72715,-0.123204,0.418527,-0.519828,-0.91781,9.93604,-0.0471231,0.20716,0.0420563,0.391079,0.095303,-9.85118,0.290548,-0.0173949,0.524334,0.124426,3.77456,1.0587,9.24929,-0.0638972,0.00234651,-0.00803221,-0.252654,-9.87233,-0.403235,-0.0379664,0.163786,0.0156782,4.11423,-1.90412,8.54789,-0.0877086,-0.000865021,0.0776325,4.11423,-1.90412,8.54789,-0.0877086,-0.000865021,0.0776325
0.018,-0.976188,9.27949,-0.711043,-0.124166,0.430037,-0.519581,-0.901159,9.9314,-0.0653279,0.206312,0.0438076,0.388955,0.0704416,-9.84416,0.286894,-0.0188063,0.528347,0.123395,3.76402,1.0455,9.24763,-0.0633553,0.00167815,-0.00859094,-0.251394,-9.86265,-0.422766,-0.0388869,0.164533,0.0148932,4.10224,-1.8986,8.54655,-0.0876068,-0.000944511,0.076732,4.10224,-1.8986,8.54655,-0.0876068,-0.000944511,0.076732
0.019,-0.979313,9.29885,-0.682007,-0.124566,0.435791,-0.519987,-0.888742,9.93489,-0.0690695,0.206355,0.0444492,0.386174,0.0226934,-9.87028,0.285561,-0.017741,0.531908,0.122968,3.7772,1.05614,9.24655,-0.0627729,0.00151359,-0.00834124,-0.252289,-9.86974,-0.452089,-0.0393182,0.164857,0.014084,4.09253,-1.88451,8.55491,-0.0869827,-0.00129751,0.0760711,4.09253,-1.88451,8.55491,-0.0869827,-0.00129751,0.0760711
0.02,-0.982439,9.31822,-0.652971,-0.124965,0.441546,-0.520393,-0.876326,9.93839,-0.0728111,0.206399,0.0450909,0.383393,-0.0250549,-9.89641,0.284228,-0.0166757,0.535469,0.122542,3.79038,1.06677,9.24548,-0.0621905,0.00134903,-0.00809154,-0.253184,-9.87683,-0.481411,-0.0397496,0.165181,0.0132749,4.08282,-1.87041,8.56328,-0.0863587,-0.0016505,0.0754101,4.08282,-1.87041,8.56328,-0.0863587,-0.0016505,0.0754101
0.021,-0.985564,9.33758,-0.623936,-0.125364,0.4473,-0.520798,-0.86391,9.94188,-0.0765527,0.206442,0.0457325,0.380612,-0.0728031,-9.92253,0.282895,-0.0156104,0.53903,0.122116,3.80357,1.07741,9.2444,-0.0616081,0.00118447,-0.00784184,-0.254079,-9.88392,-0.510734,-0.040181,0.165506,0.0124657,4.07311,-1.85632,8.57164,-0.0857346,-0.00200349,0.0747491,4.07311,-1.85632,8.57164,-0.0857346,-0.00200349,0.0747491
