Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,-0.23948,9.65315,-1.96851,-0.0379982,0.260423,-0.427785,-2.11374,9.56655,-0.442073,-0.0250276,-0.0318301,0.0751384,0.0721273,-9.87341,-0.895669,-0.0415598,0.0170152,0.155715,3.86767,3.1169,8.74353,-0.0548134,0.0260594,0.0230526,-1.06468,-9.8423,-0.628982,-0.0531271,-0.0278452,0.0329336,4.50762,-2.61725,8.25027,0.0238736,0.0274195,-0.0349255,4.50762,-2.61725,8.25027,0.0238736,0.0274195,-0.0349255
0.002,-0.216786,9.63715,-1.91251,-0.0397204,0.264106,-0.424755,-2.10899,9.59056,-0.418921,-0.022532,-0.0351297,0.0759577,0.103141,-9.86134,-0.9037,-0.0421576,0.0164174,0.155051,3.8382,3.13299,8.74325,-0.055056,0.0254521,0.022931,-1.06281,-9.83984,-0.621107,-0.0525444,-0.0269802,0.0314172,4.50908,-2.61299,8.24872,0.023379,0.0272115,-0.0342672,4.50908,-2.61299,8.24872,0.023379,0.0272115,-0.0342672
0.003,-0.194092,9.62115,-1.85651,-0.0414425,0.267789,-0.421725,-2.10424,9.61457,-0.395768,-0.0200365,-0.0384293,0.0767771,0.134154,-9.84927,-0.911731,-0.0427554,0.0158196,0.154388,3.80872,3.14909,8.74297,-0.0552985,0.0248449,0.0228095,-1.06094,-9.83738,-0.613231,-0.0519617,-0.0261153,0.0299009,4.51053,-2.60872,8.24717,0.0228844,0.0270035,-0.0336089,4.51053,-2.60872,8.24717,0.0228844,0.0270035,-0.0336089
0.004,-0.171399,9.60516,-1.80051,-0.0431647,0.271471,-0.418694,-2.09949,9.63859,-0.372616,-0.0175409,-0.0417289,0.0775964,0.165167,-9.8372,-0.919763,-0.0433532,0.0152218,0.153724,3.77925,3.16519,8.74268,-0.0555411,0.0242377,0.0226879,-1.05907,-9.83493,-0.605356,-0.051379,-0.0252504,0.0283845,4.51199,-2.60445,8.24562,0.0223899,0.0267954,-0.0329505,4.51199,-2.60445,8.24562,0.0223899,0.0267954,-0.0329505
0.005,-0.151278,9.60402,-1.75061,-0.0455705,0.270447,-0.416672,-2.09774,9.65229,-0.361829,-0.0171814,-0.0440827,0.0773971,0.167977,-9.84124,-0.915072,-0.045219,0.0129574,0.154616,3.772,3.17165,8.74906,-0.055537,0.0241668,0.0225924,-1.05297,-9.83162,-0.608149,-0.0515702,-0.0244633,0.0273086,4.51595,-2.59594,8.24004,0.0216794,0.0262302,-0.0327584,4.51595,-2.59594,8.24004,0.0216794,0.0262302,-0.0327584
0.006,-0.133215,9.61476,-1.70558,-0.0485233,0.265657,-0.415456,-2.09838,9.65774,-0.360933,-0.0185309,-0.0456798,0.0763829,0.148223,-9.85816,-0.900205,-0.0480993,0.00935964,0.156753,3.78254,3.17041,8.76078,-0.0553355,0.0245251,0.0225178,-1.0435,-9.82762,-0.619478,-0.0523807,-0.0237385,0.0265851,4.52193,-2.58402,8.23124,0.0207963,0.0253792,-0.0329393,4.52193,-2.58402,8.23124,0.0207963,0.0253792,-0.0329393
0.007,-0.115152,9.6255,-1.66055,-0.0514761,0.260867,-0.414241,-2.09903,9.6632,-0.360037,-0.0198803,-0.0472769,0.0753687,0.128469,-9.87509,-0.885338,-0.0509796,0.00576188,0.15889,3.79308,3.16917,8.77249,-0.055134,0.0248833,0.0224432,-1.03403,-9.82363,-0.630806,-0.0531911,-0.0230137,0.0258616,4.52791,-2.5721,8.22243,0.0199132,0.0245283,-0.0331202,4.52791,-2.5721,8.22243,0.0199132,0.0245283,-0.0331202
0.008,-0.0970892,9.63624,-1.61552,-0.0544289,0.256077,-0.413025,-2.09968,9.66865,-0.359142,-0.0212297,-0.048874,0.0743544,0.108716,-9.89201,-0.87047,-0.0538599,0.00216412,0.161027,3.80361,3.16793,8.7842,-0.0549325,0.0252416,0.0223686,-1.02455,-9.81964,-0.642135,-0.0540016,-0.0222889,0.0251381,4.53388,-2.56018,8.21363,0.0190301,0.0236773,-0.0333011,4.53388,-2.56018,8.21363,0.0190301,0.0236773,-0.0333011
0.009,-0.0758052,9.6451,-1.57398,-0.0573923,0.251123,-0.411901,-2.09991,9.67348,-0.36024,-0.022264,-0.0504878,0.0735572,0.0937089,-9.90696,-0.856777,-0.0566893,-0.00106885,0.162953,3.81441,3.16594,8.79512,-0.0545548,0.0255158,0.0222756,-1.01439,-9.81506,-0.649969,-0.0548384,-0.0216177,0.0242751,4.54065,-2.55097,8.20483,0.0180556,0.0228803,-0.0335971,4.54065,-2.55097,8.20483,0.0180556,0.0228803,-0.0335971
0.01,-0.0287517,9.63892,-1.5604,-0.06044,0.244856,-0.411509,-2.09682,9.67327,-0.377289,-0.0207771,-0.0522351,0.0744958,0.116677,-9.90611,-0.852476,-0.0591125,-0.00138361,0.163197,3.82727,3.15802,8.79976,-0.0527676,0.0251175,0.0220354,-0.998734,-9.80586,-0.62985,-0.0558858,-0.0213752,0.0222957,4.55369,-2.56348,8.19605,0.0163502,0.0225156,-0.0348136,4.55369,-2.56348,8.19605,0.0163502,0.0225156,-0.0348136
0.011,0.0183019,9.63274,-1.54683,-0.0634877,0.238589,-0.411117,-2.09372,9.67306,-0.394338,-0.0192903,-0.0539823,0.0754344,0.139645,-9.90526,-0.848176,-0.0615356,-0.00169836,0.163441,3.84013,3.1501,8.8044,-0.0509804,0.0247193,0.0217952,-0.983078,-9.79666,-0.609732,-0.0569333,-0.0211327,0.0203164,4.56674,-2.57599,8.18727,0.0146449,0.0221509,-0.0360301,4.56674,-2.57599,8.18727,0.0146449,0.0221509,-0.0360301
0.012,0.0653554,9.62656,-1.53325,-0.0665355,0.232322,-0.410725,-2.09063,9.67285,-0.411386,-0.0178034,-0.0557295,0.076373,0.162614,-9.90441,-0.843875,-0.0639588,-0.00201312,0.163685,3.85299,3.14218,8.80904,-0.0491932,0.0243211,0.0215551,-0.967422,-9.78745,-0.589613,-0.0579807,-0.0208902,0.0183371,4.57979,-2.5885,8.17849,0.0129395,0.0217863,-0.0372466,4.57979,-2.5885,8.17849,0.0129395,0.0217863,-0.0372466
0.013,0.112409,9.62038,-1.51967,-0.0695832,0.226055,-0.410334,-2.08754,9.67264,-0.428435,-0.0163166,-0.0574768,0.0773115,0.185582,-9.90355,-0.839574,-0.0663819,-0.00232787,0.163929,3.86585,3.13426,8.81368,-0.047406,0.0239229,0.0213149,-0.951766,-9.77825,-0.569494,-0.0590282,-0.0206477,0.0163578,4.59284,-2.601,8.16971,0.0112342,0.0214216,-0.0384631,4.59284,-2.601,8.16971,0.0112342,0.0214216,-0.0384631
0.014,0.122954,9.60875,-1.50562,-0.0719556,0.218028,-0.409522,-2.07002,9.67494,-0.435926,-0.0168392,-0.0565874,0.0780652,0.207348,-9.91027,-0.839525,-0.0680101,-0.0050332,0.164028,3.86452,3.12518,8.80744,-0.0458169,0.0236515,0.0219048,-0.959787,-9.77876,-0.554002,-0.0606951,-0.0214121,0.0151005,4.60064,-2.61494,8.16962,0.0116406,0.0216289,-0.0376382,4.60064,-2.61494,8.16962,0.0116406,0.0216289,-0.0376382
0.015,0.115245,9.59439,-1.49132,-0.0739903,0.209122,-0.408502,-2.04528,9.67849,-0.438637,-0.0183664,-0.0543796,0.0787263,0.228513,-9.92077,-0.841601,-0.0692408,-0.00893382,0.164055,3.85611,3.11552,8.79575,-0.0443269,0.0234437,0.0229096,-0.979647,-9.78411,-0.540824,-0.0626718,-0.0226797,0.0142044,4.60583,-2.6296,8.17388,0.013103,0.0221222,-0.0357926,4.60583,-2.6296,8.17388,0.013103,0.0221222,-0.0357926
0.016,0.107536,9.58003,-1.47703,-0.076025,0.200216,-0.407481,-2.02054,9.68203,-0.441349,-0.0198937,-0.0521719,0.0793874,0.249678,-9.93127,-0.843677,-0.0704716,-0.0128344,0.164082,3.8477,3.10586,8.78407,-0.042837,0.0232358,0.0239145,-0.999507,-9.78947,-0.527646,-0.0646485,-0.0239475,0.0133082,4.61102,-2.64425,8.17813,0.0145654,0.0226155,-0.033947,4.61102,-2.64425,8.17813,0.0145654,0.0226155,-0.033947
0.017,0.0998264,9.56568,-1.46274,-0.0780597,0.191311,-0.40646,-1.99581,9.68558,-0.444061,-0.021421,-0.0499641,0.0800485,0.270843,-9.94178,-0.845753,-0.0717023,-0.0167351,0.164109,3.83928,3.0962,8.77238,-0.041347,0.0230279,0.0249194,-1.01937,-9.79484,-0.514467,-0.0666252,-0.0252152,0.012412,4.61621,-2.65891,8.18239,0.0160277,0.0231089,-0.0321015,4.61621,-2.65891,8.18239,0.0160277,0.0231089,-0.0321015
0.018,0.0910049,9.5545,-1.45529,-0.0793933,0.182691,-0.40519,-1.97224,9.68333,-0.44553,-0.0226146,-0.0481687,0.0802717,0.287715,-9.94967,-0.847124,-0.0729335,-0.0205468,0.164277,3.83262,3.08413,8.76174,-0.0401744,0.0231439,0.025475,-1.03565,-9.79969,-0.502782,-0.0682085,-0.0260255,0.0114875,4.6163,-2.66769,8.18634,0.016896,0.0236239,-0.0305282,4.6163,-2.66769,8.18634,0.016896,0.0236239,-0.0305282
