Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,-2.18234,10.0019,-1.9758,-0.0189341,-0.0686672,-0.00375908,-2.92655,9.60108,-0.985177,0.0622192,-0.141932,-0.107766,-0.508804,-10.0448,-0.739026,0.0365269,-0.278831,-0.0409831,3.72602,3.25864,8.88053,-0.0473985,-0.0285487,0.105639,-1.31043,-9.8785,-0.175138,0.0532252,-0.0698013,0.0203144,4.61032,-2.81484,8.04447,0.0940822,0.0475063,0.0271351,4.61032,-2.81484,8.04447,0.0940822,0.0475063,0.0271351
0.002,-2.18662,9.95679,-1.93135,-0.0232055,-0.0894578,-0.00697301,-2.92611,9.57574,-0.949104,0.0633844,-0.143891,-0.103276,-0.509254,-10.0584,-0.718513,0.0365684,-0.281652,-0.0403761,3.71746,3.27093,8.89134,-0.047666,-0.0278825,0.104652,-1.29232,-9.88325,-0.161117,0.0529403,-0.0727431,0.0209058,4.6482,-2.78907,8.03926,0.0942168,0.0500632,0.0290193,4.6482,-2.78907,8.03926,0.0942168,0.0500632,0.0290193
0.003,-2.1909,9.91165,-1.8869,-0.0274769,-0.110248,-0.0101869,-2.92567,9.5504,-0.91303,0.0645497,-0.145849,-0.0987858,-0.509703,-10.0719,-0.697999,0.0366098,-0.284474,-0.0397691,3.7089,3.28323,8.90216,-0.0479334,-0.0272164,0.103665,-1.2742,-9.88799,-0.147095,0.0526554,-0.0756848,0.0214971,4.68608,-2.76329,8.03406,0.0943513,0.0526202,0.0309035,4.68608,-2.76329,8.03406,0.0943513,0.0526202,0.0309035
0.004,-2.19518,9.8665,-1.84245,-0.0317484,-0.131039,-0.0134009,-2.92523,9.52506,-0.876957,0.065715,-0.147807,-0.0942956,-0.510152,-10.0855,-0.677486,0.0366513,-0.287295,-0.0391621,3.70034,3.29552,8.91298,-0.0482008,-0.0265502,0.102679,-1.25609,-9.89273,-0.133073,0.0523705,-0.0786265,0.0220885,4.72396,-2.73751,8.02886,0.0944859,0.0551771,0.0327876,4.72396,-2.73751,8.02886,0.0944859,0.0551771,0.0327876
0.005,-2.18553,9.83613,-1.80224,-0.0335871,-0.148534,-0.0185532,-2.91246,9.51275,-0.847562,0.0660957,-0.147409,-0.0892634,-0.504569,-10.0934,-0.666581,0.037411,-0.290726,-0.0391003,3.69512,3.29411,8.91637,-0.0475559,-0.0271088,0.1026,-1.24882,-9.89137,-0.109703,0.052122,-0.0807664,0.0199754,4.7303,-2.72049,8.03288,0.0939406,0.055672,0.0346298,4.7303,-2.72049,8.03288,0.0939406,0.055672,0.0346298
0.006,-2.16472,9.81758,-1.76541,-0.0334797,-0.163392,-0.0252564,-2.88984,9.51086,-0.823508,0.0658487,-0.145125,-0.0837976,-0.49416,-10.0967,-0.663363,0.0387453,-0.294646,-0.0394746,3.69256,3.28174,8.91383,-0.046181,-0.0286472,0.103248,-1.25021,-9.88513,-0.0788544,0.0519026,-0.0822649,0.0156987,4.71142,-2.71046,8.04428,0.0928514,0.0545172,0.0364385,4.71142,-2.71046,8.04428,0.0928514,0.0545172,0.0364385
0.007,-2.14391,9.79902,-1.72858,-0.0333723,-0.17825,-0.0319595,-2.86721,9.50896,-0.799455,0.0656018,-0.142842,-0.0783319,-0.483751,-10.1,-0.660146,0.0400796,-0.298566,-0.0398489,3.69001,3.26936,8.91129,-0.0448062,-0.0301857,0.103896,-1.25161,-9.87888,-0.0480061,0.0516832,-0.0837634,0.011422,4.69253,-2.70044,8.05568,0.0917621,0.0533624,0.0382472,4.69253,-2.70044,8.05568,0.0917621,0.0533624,0.0382472
0.008,-2.12311,9.78047,-1.69175,-0.0332649,-0.193108,-0.0386626,-2.84458,9.50707,-0.775402,0.0653548,-0.140559,-0.0728661,-0.473341,-10.1033,-0.656928,0.041414,-0.302486,-0.0402232,3.68745,3.25699,8.90876,-0.0434313,-0.0317241,0.104545,-1.253,-9.87264,-0.0171578,0.0514638,-0.0852619,0.00714526,4.67365,-2.69042,8.06708,0.0906729,0.0522077,0.0400559,4.67365,-2.69042,8.06708,0.0906729,0.0522077,0.0400559
0.009,-2.09971,9.76216,-1.66388,-0.0332405,-0.207602,-0.0453261,-2.82284,9.50388,-0.750887,0.0650798,-0.137938,-0.0674023,-0.461378,-10.107,-0.652752,0.042671,-0.30634,-0.0405059,3.68503,3.24446,8.90644,-0.0421046,-0.0333559,0.105225,-1.25272,-9.86789,0.00743001,0.0510371,-0.0868866,0.00313505,4.65618,-2.68089,8.07798,0.0893528,0.0511063,0.041873,4.65618,-2.68089,8.07798,0.0893528,0.0511063,0.041873
0.01,-2.05564,9.74583,-1.7077,-0.0338798,-0.219188,-0.0516723,-2.80818,9.49025,-0.722686,0.0645797,-0.132619,-0.0619545,-0.436982,-10.1143,-0.640914,0.0433097,-0.309672,-0.0400557,3.68368,3.23075,8.90594,-0.0411623,-0.0357349,0.106157,-1.23896,-9.87515,-0.018066,0.048952,-0.0895206,0.00125674,4.65001,-2.67531,8.08494,0.0861859,0.0504328,0.0437578,4.65001,-2.67531,8.08494,0.0861859,0.0504328,0.0437578
0.011,-2.01157,9.72951,-1.75152,-0.0345192,-0.230775,-0.0580186,-2.79351,9.47663,-0.694484,0.0640796,-0.127301,-0.0565067,-0.412586,-10.1215,-0.629077,0.0439484,-0.313003,-0.0396056,3.68234,3.21703,8.90544,-0.04022,-0.038114,0.10709,-1.2252,-9.8824,-0.0435621,0.0468669,-0.0921546,-0.000621572,4.64385,-2.66973,8.0919,0.083019,0.0497592,0.0456426,4.64385,-2.66973,8.0919,0.083019,0.0497592,0.0456426
