Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,-0.829564,9.49206,-1.95287,0.00777988,-0.023608,-0.00379566,-1.77249,9.6164,-0.857175,-0.0337707,0.0103037,-0.0169648,0.418843,-9.81341,-1.17425,-0.0287472,0.0426711,0.0225704,3.84812,2.91107,8.8576,-0.02808,0.00602088,0.0132229,-0.952811,-9.8405,-0.543211,-0.0663694,0.0181707,0.027417,4.52662,-2.78447,8.12271,0.0044509,0.0116062,-0.0264692,4.52662,-2.78447,8.12271,0.0044509,0.0116062,-0.0264692
0.002,-0.814814,9.48616,-1.96656,0.00810476,-0.024035,-0.00283343,-1.76342,9.63002,-0.838293,-0.0311046,0.0115354,-0.0139215,0.40449,-9.81482,-1.18982,-0.0282195,0.0429154,0.0227757,3.85016,2.90898,8.86405,-0.0276264,0.00729674,0.0144672,-0.945125,-9.83023,-0.531109,-0.0665625,0.019009,0.0277704,4.51239,-2.78509,8.11213,0.00333891,0.013076,-0.0275569,4.51239,-2.78509,8.11213,0.00333891,0.013076,-0.0275569
0.003,-0.800064,9.48026,-1.98026,0.00842964,-0.024462,-0.0018712,-1.75435,9.64363,-0.819411,-0.0284385,0.0127672,-0.0108782,0.390137,-9.81623,-1.20538,-0.0276918,0.0431598,0.0229811,3.8522,2.90689,8.87049,-0.0271728,0.00857261,0.0157116,-0.937439,-9.81996,-0.519008,-0.0667556,0.0198473,0.0281237,4.49817,-2.78572,8.10155,0.00222692,0.0145457,-0.0286445,4.49817,-2.78572,8.10155,0.00222692,0.0145457,-0.0286445
0.004,-0.785315,9.47436,-1.99395,0.00875452,-0.0248889,-0.000908963,-1.74528,9.65725,-0.800529,-0.0257723,0.0139989,-0.00783496,0.375785,-9.81765,-1.22095,-0.0271641,0.0434041,0.0231864,3.85424,2.90481,8.87694,-0.0267192,0.00984847,0.0169559,-0.929753,-9.80969,-0.506907,-0.0669487,0.0206855,0.028477,4.48394,-2.78635,8.09097,0.00111493,0.0160155,-0.0297322,4.48394,-2.78635,8.09097,0.00111493,0.0160155,-0.0297322
0.005,-0.763455,9.47282,-2.00533,0.00967169,-0.0252519,-0.00061581,-1.71456,9.66857,-0.785456,-0.0243096,0.0139242,-0.0074629,0.376444,-9.81547,-1.20475,-0.0277085,0.0431816,0.0234135,3.8572,2.90217,8.87977,-0.025782,0.0102498,0.0177166,-0.93121,-9.80643,-0.4988,-0.067805,0.0207069,0.0292849,4.48731,-2.78805,8.08385,0.00142883,0.0164897,-0.030215,4.48731,-2.78805,8.08385,0.00142883,0.0164897,-0.030215
0.006,-0.735907,9.47477,-2.01487,0.0110627,-0.0255637,-0.000857919,-1.6665,9.67807,-0.773431,-0.0238096,0.0128043,-0.00922783,0.389112,-9.81042,-1.16313,-0.0291106,0.0425856,0.0236578,3.8609,2.89909,8.8797,-0.0244578,0.00995157,0.0180903,-0.939982,-9.80878,-0.493889,-0.0691918,0.0200747,0.0304564,4.50475,-2.79059,8.07949,0.00288344,0.0161674,-0.0302139,4.50475,-2.79059,8.07949,0.00288344,0.0161674,-0.0302139
0.007,-0.70836,9.47673,-2.02441,0.0124537,-0.0258755,-0.00110003,-1.61844,9.68756,-0.761405,-0.0233095,0.0116844,-0.0109928,0.401781,-9.80537,-1.1215,-0.0305126,0.0419896,0.0239022,3.8646,2.89602,8.87962,-0.0231336,0.00965332,0.0184641,-0.948754,-9.81114,-0.488977,-0.0705786,0.0194426,0.031628,4.5222,-2.79314,8.07513,0.00433805,0.0158451,-0.0302129,4.5222,-2.79314,8.07513,0.00433805,0.0158451,-0.0302129
0.008,-0.680812,9.47868,-2.03395,0.0138447,-0.0261872,-0.00134214,-1.57039,9.69705,-0.749379,-0.0228095,0.0105645,-0.0127577,0.414449,-9.80032,-1.07988,-0.0319147,0.0413936,0.0241465,3.8683,2.89294,8.87955,-0.0218094,0.00935507,0.0188378,-0.957525,-9.81349,-0.484066,-0.0719654,0.0188104,0.0327995,4.53964,-2.79568,8.07077,0.00579265,0.0155228,-0.0302118,4.53964,-2.79568,8.07077,0.00579265,0.0155228,-0.0302118
0.009,-0.655586,9.48065,-2.04305,0.015147,-0.0265342,-0.00143323,-1.53057,9.70667,-0.742693,-0.0226653,0.00961211,-0.0143215,0.425532,-9.80025,-1.04562,-0.0332078,0.0409256,0.0242238,3.87044,2.88831,8.87843,-0.0205088,0.00906211,0.0190853,-0.965371,-9.81525,-0.482226,-0.0730508,0.0183221,0.0337954,4.55286,-2.79717,8.06789,0.00705203,0.015132,-0.0302116,4.55286,-2.79717,8.06789,0.00705203,0.015132,-0.0302116
0.01,-0.648933,9.48275,-2.04858,0.0157403,-0.0271629,-0.000316194,-1.55664,9.71723,-0.778719,-0.0253681,0.00999979,-0.0142766,0.423926,-9.84001,-1.07029,-0.0336294,0.0414814,0.0229645,3.86009,2.87128,8.86895,-0.0193972,0.0088115,0.0183232,-0.965806,-9.81227,-0.504952,-0.0717251,0.018985,0.0333858,4.53237,-2.79023,8.07681,0.00674953,0.0141938,-0.030218,4.53237,-2.79023,8.07681,0.00674953,0.0141938,-0.030218
