Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.001,-1.83087,9.4339,-0.637181,-0.0374181,0.00974405,0.0414096,-0.625558,9.89433,-0.318362,-0.0166835,0.0863619,0.0271578,-0.138268,-9.97957,0.173021,-0.0214061,-0.0148304,-0.0146173,3.8364,0.760742,9.2471,-0.0157215,0.00277506,0.0105345,0.36695,-9.80933,-0.172913,-0.0684727,0.0164588,-0.0149837,4.07296,-1.75177,8.64552,-0.00104975,0.00488409,0.00449909,4.07296,-1.75177,8.64552,-0.00104975,0.00488409,0.00449909
0.002,-1.82955,9.43651,-0.634347,-0.0403222,0.00768368,0.0395883,-0.621315,9.88405,-0.337983,-0.0141971,0.0871013,0.0276906,-0.144793,-9.98449,0.159822,-0.0200183,-0.0161547,-0.0148225,3.82691,0.775712,9.249,-0.0157202,0.00289698,0.0106526,0.3663,-9.81458,-0.159078,-0.0681239,0.0157768,-0.0130284,4.08081,-1.75298,8.6467,-0.00176262,0.00522566,0.00390135,4.08081,-1.75298,8.6467,-0.00176262,0.00522566,0.00390135
0.003,-1.82822,9.43913,-0.631512,-0.0432262,0.00562332,0.037767,-0.617072,9.87377,-0.357604,-0.0117106,0.0878407,0.0282234,-0.151319,-9.98941,0.146623,-0.0186304,-0.017479,-0.0150277,3.81742,0.790682,9.25091,-0.0157189,0.00301889,0.0107706,0.36565,-9.81983,-0.145244,-0.0677751,0.0150947,-0.011073,4.08867,-1.7542,8.64789,-0.00247549,0.00556723,0.0033036,4.08867,-1.7542,8.64789,-0.00247549,0.00556723,0.0033036
0.004,-1.8269,9.44175,-0.628678,-0.0461302,0.00356295,0.0359457,-0.612829,9.8635,-0.377225,-0.00922411,0.0885801,0.0287563,-0.157844,-9.99434,0.133424,-0.0172426,-0.0188033,-0.015233,3.80793,0.805651,9.25282,-0.0157176,0.00314081,0.0108886,0.365,-9.82509,-0.131409,-0.0674264,0.0144127,-0.00911762,4.09652,-1.75541,8.64907,-0.00318836,0.0059088,0.00270586,4.09652,-1.75541,8.64907,-0.00318836,0.0059088,0.00270586
0.005,-1.81967,9.4403,-0.630671,-0.0476686,0.00211497,0.0346664,-0.593243,9.86271,-0.366146,-0.00773643,0.0888778,0.0279988,-0.154283,-9.99598,0.128264,-0.0162128,-0.0198553,-0.0152873,3.80203,0.816297,9.25257,-0.0149293,0.00360499,0.0112428,0.378516,-9.82726,-0.122342,-0.0670019,0.0139528,-0.00876782,4.10301,-1.75171,8.64799,-0.00381676,0.00610776,0.0032472,4.10301,-1.75171,8.64799,-0.00381676,0.00610776,0.0032472
0.006,-1.80771,9.4356,-0.636525,-0.0481145,0.00115692,0.0338207,-0.561382,9.86953,-0.330508,-0.00704776,0.0888223,0.0262091,-0.142654,-9.99501,0.129534,-0.0154692,-0.0206896,-0.015221,3.79899,0.823483,9.2506,-0.0135114,0.00434298,0.0117859,0.403363,-9.82697,-0.117089,-0.066517,0.0136706,-0.00970249,4.10841,-1.74409,8.64509,-0.0043776,0.00619264,0.00469982,4.10841,-1.74409,8.64509,-0.0043776,0.00619264,0.00469982
0.007,-1.79574,9.4309,-0.642379,-0.0485604,0.000198859,0.032975,-0.52952,9.87635,-0.294869,-0.0063591,0.0887667,0.0244193,-0.131025,-9.99403,0.130805,-0.0147257,-0.0215238,-0.0151547,3.79595,0.830669,9.24864,-0.0120934,0.00508097,0.0123291,0.428211,-9.82669,-0.111836,-0.066032,0.0133884,-0.0106372,4.11381,-1.73646,8.6422,-0.00493843,0.00627752,0.00615244,4.11381,-1.73646,8.6422,-0.00493843,0.00627752,0.00615244
0.008,-1.78378,9.4262,-0.648234,-0.0490064,-0.000759198,0.0321293,-0.497659,9.88316,-0.25923,-0.00567044,0.0887111,0.0226296,-0.119396,-9.99306,0.132076,-0.0139822,-0.0223581,-0.0150884,3.79291,0.837855,9.24667,-0.0106755,0.00581895,0.0128722,0.453059,-9.8264,-0.106583,-0.065547,0.0131063,-0.0115718,4.11921,-1.72884,8.6393,-0.00549926,0.00636241,0.00760505,4.11921,-1.72884,8.6393,-0.00549926,0.00636241,0.00760505
0.009,-1.77417,9.42151,-0.651447,-0.0490632,-0.00159594,0.0313943,-0.470889,9.88994,-0.229864,-0.00522641,0.0886752,0.0213287,-0.108579,-9.9913,0.131607,-0.0132862,-0.0232553,-0.0151299,3.78811,0.843108,9.24737,-0.00930364,0.00639533,0.0133672,0.471752,-9.82613,-0.104358,-0.0649117,0.0128536,-0.0120863,4.12186,-1.72176,8.63601,-0.00592096,0.006522,0.00891093,4.12186,-1.72176,8.63601,-0.00592096,0.006522,0.00891093
0.01,-1.7834,9.41687,-0.633533,-0.0460069,-0.00146214,0.0315451,-0.484858,9.89644,-0.250671,-0.00673944,0.0887968,0.0239379,-0.104262,-9.98326,0.117218,-0.0129702,-0.0246564,-0.0160338,3.76923,0.832897,9.26938,-0.00830038,0.00567878,0.0134775,0.441217,-9.82606,-0.126358,-0.0630738,0.0128366,-0.00923974,4.10259,-1.71903,8.62953,-0.00522963,0.00727932,0.0090429,4.10259,-1.71903,8.62953,-0.00522963,0.00727932,0.0090429
