Time,EMGs.RTibialisA,EMGs.2,EMGs.3,EMGs.4,EMGs.5,EMGs.6,EMGs.7,EMGs.8,EMGs.9,EMGs.10,EMGs.11,EMGs.12,EMGs.13,EMGs.14,EMGs.15,EMGs.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0638043,0.0697302,0.0368817,0.0673508,0.0563174,0.0630691,0.0582663,0.0556723,0.0555856,0.0638113,0.143904,0.0624789,0.0599982,0.0453439,0.0572473,0.0822644
0.021,0.0503766,0.0791907,0.0390179,0.0594162,0.0532657,0.052388,0.0625388,0.0587241,0.0717599,0.0308524,0.135665,0.048746,0.0410773,0.0468698,0.0606042,0.069447
0.022,0.0592267,0.072782,0.0439008,0.0371384,0.0288516,0.0545242,0.04728,0.0483481,0.0565012,0.0235281,0.120101,0.0478305,0.0584723,0.0477853,0.0505334,0.0578503
0.023,0.0561749,0.0950598,0.063432,0.041716,0.0270206,0.0768021,0.0640646,0.0440756,0.0546701,0.0433646,0.0920245,0.0444736,0.0487067,0.0456491,0.0606042,0.0334363
0.024,0.0628888,0.105436,0.0655682,0.0478195,0.0492984,0.0343826,0.043923,0.0651328,0.0653513,0.0397025,0.0444171,0.0536288,0.0532843,0.036799,0.0563318,0.0645642
0.025,0.0531232,0.0364661,0.0826581,0.0499557,0.0291568,0.0563553,0.049111,0.0559775,0.0540598,0.0491629,0.0456378,0.0353183,0.0514532,0.0499216,0.058468,0.0612073
0.026,0.0519025,0.0364661,0.0527509,0.0566696,0.0557071,0.0465897,0.0460593,0.0629965,0.04582,0.0540457,0.0593707,0.0505771,0.0581671,0.0386301,0.0453455,0.0905041
0.027,0.0747906,0.0599646,0.0677045,0.0762009,0.0648624,0.0459793,0.0500266,0.0590292,0.0644357,0.0537405,0.0712726,0.0579013,0.0511481,0.0660959,0.051449,0.0660901
0.028,0.037254,0.0419592,0.0713666,0.0838303,0.0541812,0.0261429,0.0555197,0.0523154,0.0577219,0.0512991,0.0688312,0.0447787,0.0505377,0.0557199,0.0545007,0.0740247
0.029,0.0531232,0.0645422,0.075639,0.0307297,0.0575381,0.0600174,0.0445334,0.0553671,0.0482614,0.0574026,0.0810382,0.0380649,0.0651862,0.0480905,0.0548059,0.0477795
0.03,0.0656354,0.0611853,0.0722821,0.0224899,0.0453311,0.0810745,0.0445334,0.0538412,0.0552805,0.0412283,0.078902,0.0441684,0.0484015,0.0621286,0.0737268,0.0755505
0.031,0.0464093,0.00411743,0.0713666,0.0151657,0.0212222,0.0612381,0.0469748,0.0608603,0.0476511,-0.0106516,0.0724933,0.0420322,0.0410773,0.0450388,0.0453455,0.0551038
0.032,0.040611,0.0196814,0.0500043,-0.00131378,0.0438052,0.0661209,0.0475851,0.0486533,0.0473459,0.0570975,0.0856158,0.0450839,0.0358893,0.0499216,0.0499231,0.064259
0.033,0.0647198,0.0282263,0.0374921,0.00478973,0.0554019,0.0465897,0.0423972,0.0587241,0.0668771,0.0342093,0.0822589,0.0600375,0.0639655,0.0380197,0.0563318,0.0535779
0.034,0.0665509,0.0581335,0.0487836,0.0221848,0.0532657,0.0414017,0.0506369,0.0608603,0.038801,0.0262747,0.0938556,0.0667514,0.0731207,0.0566354,0.0474817,0.0529675
