Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,-2.53596,8.7083,-2.89906,0.112066,-0.537724,-0.112066,2.2227,-9.8179,-1.88083,-0.0321363,0.106639,0.318445,5.3405,3.19509,7.86106,-0.0510251,0.0349211,0.074421,6.22369,-3.03704,7.10165,-0.239051,0.0461863,0.0325325,8.42386,-2.78606,4.52843,-0.136126,-0.103799,0.227733,1.82917,9.27923,-1.89048,-0.0743409,-0.118949,-0.175358,-0.133599,-10.1611,-0.38713,-0.215597,-0.427426,-0.099455
0.001,-2.54301,8.69674,-2.91176,0.112831,-0.530164,-0.115658,2.21312,-9.79935,-1.87774,-0.0281279,0.096825,0.320066,5.34739,3.19691,7.85443,-0.0526166,0.0369216,0.0754704,6.24136,-3.0172,7.1054,-0.239732,0.0467159,0.0324036,8.38905,-2.77287,4.5337,-0.141925,-0.105445,0.230654,1.83023,9.32349,-1.89941,-0.0760616,-0.120044,-0.174161,-0.187695,-10.1341,-0.416256,-0.223021,-0.450337,-0.0999434
0.002,-2.55007,8.68518,-2.92445,0.113597,-0.522604,-0.11925,2.20354,-9.78079,-1.87466,-0.0241195,0.0870113,0.321688,5.35428,3.19874,7.84781,-0.0542082,0.0389221,0.0765198,6.25902,-2.99736,7.10914,-0.240413,0.0472456,0.0322746,8.35424,-2.75969,4.53896,-0.147724,-0.10709,0.233575,1.83129,9.36776,-1.90834,-0.0777824,-0.12114,-0.172965,-0.241791,-10.1072,-0.445383,-0.230445,-0.473248,-0.100432
0.003,-2.55712,8.67362,-2.93714,0.114362,-0.515044,-0.122842,2.19396,-9.76223,-1.87157,-0.0201112,0.0771976,0.323309,5.36116,3.20056,7.84118,-0.0557998,0.0409226,0.0775691,6.27668,-2.97752,7.11288,-0.241094,0.0477752,0.0321457,8.31942,-2.74651,4.54423,-0.153523,-0.108736,0.236495,1.83235,9.41202,-1.91727,-0.0795032,-0.122236,-0.171768,-0.295887,-10.0802,-0.474509,-0.237869,-0.49616,-0.10092
0.004,-2.56418,8.66206,-2.94984,0.115127,-0.507484,-0.126434,2.18438,-9.74367,-1.86848,-0.0161028,0.0673839,0.324931,5.36805,3.20239,7.83455,-0.0573914,0.0429231,0.0786185,6.29435,-2.95769,7.11663,-0.241774,0.0483049,0.0320167,8.28461,-2.73332,4.5495,-0.159323,-0.110381,0.239416,1.83341,9.45628,-1.9262,-0.081224,-0.123331,-0.170571,-0.349983,-10.0533,-0.503635,-0.245293,-0.519071,-0.101409
0.005,-2.55961,8.65375,-2.97218,0.114223,-0.497148,-0.130686,2.17797,-9.7443,-1.8681,-0.0111492,0.0568863,0.327343,5.37472,3.20944,7.82893,-0.0593814,0.0452248,0.0795975,6.30356,-2.94749,7.12392,-0.239816,0.0477887,0.0311746,8.2464,-2.69962,4.52909,-0.163653,-0.109756,0.242497,1.83832,9.46005,-1.94027,-0.0828877,-0.122873,-0.167576,-0.401808,-10.0379,-0.524432,-0.251728,-0.539898,-0.102668
0.006,-2.54573,8.64804,-3.00225,0.111984,-0.484592,-0.135467,2.17411,-9.76026,-1.8699,-0.00543956,0.0458417,0.330387,5.38121,3.22067,7.82413,-0.06169,0.0477674,0.0805202,6.30601,-2.945,7.13406,-0.235746,0.0464359,0.029762,8.20547,-2.6495,4.48813,-0.166809,-0.107315,0.245707,1.8463,9.43142,-1.95846,-0.0845057,-0.121172,-0.163143,-0.451816,-10.0317,-0.538566,-0.25737,-0.559057,-0.104544
0.007,-2.53185,8.64232,-3.03231,0.109745,-0.472035,-0.140247,2.17024,-9.77623,-1.8717,0.000270091,0.0347971,0.333431,5.38771,3.2319,7.81933,-0.0639987,0.0503101,0.0814429,6.30845,-2.94251,7.14419,-0.231677,0.045083,0.0283494,8.16454,-2.59939,4.44718,-0.169965,-0.104874,0.248916,1.85429,9.40279,-1.97664,-0.0861238,-0.11947,-0.15871,-0.501825,-10.0256,-0.5527,-0.263013,-0.578216,-0.10642
0.008,-2.51798,8.63661,-3.06237,0.107506,-0.459479,-0.145028,2.16638,-9.79219,-1.8735,0.00597974,0.0237525,0.336474,5.3942,3.24314,7.81453,-0.0663073,0.0528527,0.0823656,6.3109,-2.94002,7.15433,-0.227607,0.0437302,0.0269368,8.12361,-2.54927,4.40622,-0.17312,-0.102433,0.252126,1.86227,9.37416,-1.99483,-0.0877419,-0.117769,-0.154277,-0.551833,-10.0195,-0.566833,-0.268656,-0.597375,-0.108297
0.009,-2.50609,8.63119,-3.09083,0.105145,-0.447034,-0.149604,2.16371,-9.80369,-1.87375,0.0114212,0.0128002,0.339419,5.39684,3.25362,7.80864,-0.0683928,0.055157,0.0835361,6.31243,-2.93286,7.16723,-0.223241,0.0422169,0.0256656,8.09024,-2.50059,4.3691,-0.17609,-0.099813,0.255038,1.86958,9.35067,-2.01275,-0.0891748,-0.115899,-0.149934,-0.597343,-10.0133,-0.579181,-0.274185,-0.616136,-0.110422
