Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,-1.27932,8.02402,-3.01187,-0.0135606,-0.115998,-1.09826,0.420393,-10.2126,-1.79247,-0.0791071,-0.150965,-0.283327,5.54409,3.61631,7.83348,0.32875,-0.059192,-0.165874,6.19291,-3.70366,6.63725,0.220528,0.0300393,-0.0746231,8.04601,-1.27557,4.70482,-0.08733,0.0752861,0.268542,1.71118,9.08941,-2.22893,0.0952362,-0.483449,0.346479,-0.231114,-9.97754,-2.70938,0.136129,-0.131118,0.309061
0.001,-1.28662,8.04683,-3.00269,-0.0176007,-0.11675,-1.11672,0.470284,-10.1369,-1.87705,-0.0733927,-0.187791,-0.291643,5.5242,3.74058,7.79785,0.315082,-0.0537643,-0.156572,6.17924,-3.66784,6.63846,0.221793,0.0302814,-0.0758881,8.05455,-1.26087,4.6746,-0.0876343,0.0746223,0.26916,1.74406,9.07792,-2.20505,0.0964443,-0.479632,0.348073,-0.258886,-9.96953,-2.73847,0.143385,-0.11475,0.315901
0.002,-1.29392,8.06964,-2.99351,-0.0216407,-0.117503,-1.13517,0.520176,-10.0611,-1.96163,-0.0676783,-0.224618,-0.299959,5.50431,3.86486,7.76222,0.301414,-0.0483367,-0.14727,6.16556,-3.63202,6.63967,0.223058,0.0305235,-0.0771532,8.06309,-1.24618,4.64437,-0.0879385,0.0739585,0.269778,1.77694,9.06643,-2.18117,0.0976524,-0.475815,0.349668,-0.286657,-9.96153,-2.76756,0.150642,-0.0983822,0.322742
0.003,-1.30122,8.09245,-2.98432,-0.0256807,-0.118255,-1.15363,0.570067,-9.98528,-2.04621,-0.0619639,-0.261444,-0.308276,5.48443,3.98913,7.72659,0.287746,-0.042909,-0.137968,6.15189,-3.5962,6.64088,0.224323,0.0307657,-0.0784183,8.07163,-1.23148,4.61415,-0.0882428,0.0732947,0.270395,1.80981,9.05494,-2.15729,0.0988605,-0.471998,0.351262,-0.314429,-9.95352,-2.79665,0.157898,-0.0820142,0.329582
0.004,-1.30852,8.11526,-2.97514,-0.0297207,-0.119008,-1.17208,0.619958,-9.90949,-2.1308,-0.0562495,-0.29827,-0.316592,5.46454,4.11341,7.69096,0.274078,-0.0374813,-0.128666,6.13821,-3.56038,6.64209,0.225588,0.0310078,-0.0796833,8.08016,-1.21678,4.58393,-0.0885471,0.0726309,0.271013,1.84269,9.04345,-2.1334,0.100069,-0.468181,0.352857,-0.342201,-9.94551,-2.82574,0.165155,-0.0656462,0.336423
0.005,-1.32425,8.15195,-2.95541,-0.0313644,-0.118063,-1.18818,0.672639,-9.83271,-2.20546,-0.0517583,-0.332703,-0.323922,5.45848,4.17334,7.67337,0.259817,-0.034734,-0.11886,6.11911,-3.53957,6.65748,0.22588,0.0288658,-0.0794851,8.09861,-1.1937,4.57657,-0.0896509,0.0697686,0.271278,1.85796,9.03322,-2.10073,0.100476,-0.468619,0.354034,-0.381438,-9.92092,-2.83558,0.171599,-0.0512431,0.344185
0.006,-1.34673,8.19974,-2.92725,-0.031091,-0.115761,-1.20239,0.727551,-9.75514,-2.27219,-0.0482457,-0.365223,-0.330462,5.46348,4.1818,7.67019,0.245082,-0.0341311,-0.108651,6.09566,-3.53079,6.68422,0.225394,0.0248165,-0.0781164,8.12497,-1.1639,4.5875,-0.0913943,0.0651475,0.271259,1.85915,9.02399,-2.06102,0.100242,-0.472461,0.354878,-0.429846,-9.88307,-2.83003,0.177393,-0.038412,0.352686
0.007,-1.3692,8.24753,-2.89908,-0.0308176,-0.113459,-1.21659,0.782464,-9.67757,-2.33892,-0.044733,-0.397742,-0.337003,5.46848,4.19025,7.66702,0.230347,-0.0335282,-0.0984415,6.07221,-3.52201,6.71095,0.224907,0.0207672,-0.0767476,8.15134,-1.13411,4.59843,-0.0931378,0.0605264,0.271241,1.86034,9.01477,-2.02131,0.100008,-0.476303,0.355721,-0.478255,-9.84523,-2.82449,0.183187,-0.0255808,0.361187
0.008,-1.39168,8.29531,-2.87092,-0.0305442,-0.111157,-1.2308,0.837376,-9.6,-2.40565,-0.0412204,-0.430261,-0.343543,5.47349,4.1987,7.66385,0.215612,-0.0329253,-0.0882324,6.04876,-3.51322,6.73768,0.224421,0.0167179,-0.0753788,8.17771,-1.10431,4.60935,-0.0948812,0.0559053,0.271223,1.86153,9.00554,-1.9816,0.0997749,-0.480145,0.356565,-0.526663,-9.80738,-2.81894,0.188981,-0.0127497,0.369688
0.009,-1.4126,8.34408,-2.84697,-0.0301649,-0.108584,-1.24439,0.893641,-9.52691,-2.46521,-0.0375175,-0.462126,-0.349907,5.47817,4.20654,7.6595,0.200933,-0.0318875,-0.0782493,6.03027,-3.5037,6.76362,0.223736,0.0130287,-0.07402,8.20351,-1.07339,4.61837,-0.0964332,0.0515497,0.271091,1.86273,8.99852,-1.94543,0.099515,-0.483821,0.357422,-0.572731,-9.77022,-2.80766,0.194458,-0.000403189,0.378249
0.01,-1.42107,8.40062,-2.85671,-0.0289381,-0.103836,-1.25305,0.960718,-9.48964,-2.46731,-0.0322922,-0.488761,-0.354861,5.48034,4.20941,7.64574,0.186705,-0.0273709,-0.070075,6.05143,-3.48826,6.78316,0.221459,0.0122198,-0.072741,8.22479,-1.03349,4.6121,-0.0964532,0.0493187,0.270042,1.86402,9.00907,-1.93751,0.099045,-0.486174,0.358386,-0.60007,-9.73855,-2.75054,0.197398,0.0080666,0.387298
0.011,-1.42954,8.45717,-2.86645,-0.0277113,-0.0990889,-1.26172,1.0278,-9.45237,-2.46942,-0.027067,-0.515397,-0.359814,5.48251,4.21229,7.63198,0.172477,-0.0228544,-0.0619007,6.0726,-3.47283,6.8027,0.219182,0.011411,-0.0714621,8.24607,-0.993585,4.60584,-0.0964731,0.0470877,0.268994,1.86531,9.01962,-1.9296,0.0985751,-0.488526,0.35935,-0.62741,-9.70687,-2.69342,0.200338,0.0165364,0.396347
0.012,-1.43801,8.51371,-2.87619,-0.0264845,-0.0943415,-1.27039,1.09487,-9.4151,-2.47153,-0.0218417,-0.542032,-0.364767,5.48467,4.21516,7.61821,0.158249,-0.0183378,-0.0537265,6.09377,-3.4574,6.82224,0.216905,0.0106021,-0.0701831,8.26735,-0.953682,4.59957,-0.0964931,0.0448566,0.267946,1.86659,9.03018,-1.92168,0.0981051,-0.490879,0.360313,-0.654749,-9.6752,-2.6363,0.203279,0.0250062,0.405395
0.013,-1.44647,8.57026,-2.88593,-0.0252577,-0.0895941,-1.27905,1.16195,-9.37783,-2.47364,-0.0166165,-0.568667,-0.36972,5.48684,4.21803,7.60445,0.144021,-0.0138212,-0.0455522,6.11493,-3.44196,6.84178,0.214629,0.00979329,-0.0689042,8.28863,-0.913778,4.5933,-0.0965131,0.0426256,0.266898,1.86788,9.04073,-1.91377,0.0976351,-0.493231,0.361277,-0.682088,-9.64353,-2.57919,0.206219,0.033476,0.414444
0.014,-1.45684,8.65044,-2.88172,-0.024579,-0.0850579,-1.28104,1.21878,-9.3512,-2.48253,-0.0116544,-0.589156,-0.372217,5.50143,4.20352,7.59587,0.129078,-0.0097179,-0.0351046,6.14797,-3.41737,6.84693,0.211631,0.0100777,-0.0698394,8.29123,-0.903781,4.58858,-0.0962595,0.0414974,0.265741,1.85158,9.06265,-1.9135,0.0983755,-0.491181,0.361751,-0.711371,-9.62272,-2.52232,0.203743,0.0383706,0.424125
0.015,-1.46816,8.74246,-2.87052,-0.0241745,-0.0806273,-1.2797,1.27048,-9.3299,-2.49479,-0.00682393,-0.60657,-0.373486,5.52224,4.18032,7.5899,0.113778,-0.00582118,-0.0235205,6.18695,-3.3882,6.84489,0.208273,0.0109088,-0.0718817,8.28449,-0.908737,4.58465,-0.0958692,0.0409205,0.264529,1.82649,9.09024,-1.91704,0.099721,-0.486929,0.361979,-0.741625,-9.60733,-2.46557,0.198559,0.0414775,0.434122
0.016,-1.47947,8.83447,-2.85933,-0.0237699,-0.0761967,-1.27835,1.32218,-9.30859,-2.50706,-0.00199345,-0.623985,-0.374754,5.54305,4.15711,7.58392,0.0984784,-0.00192445,-0.0119363,6.22592,-3.35903,6.84284,0.204915,0.0117399,-0.0739241,8.27775,-0.913693,4.58071,-0.0954789,0.0403436,0.263318,1.80139,9.11784,-1.92059,0.101067,-0.482678,0.362207,-0.771879,-9.59194,-2.40883,0.193375,0.0445845,0.444119
0.017,-1.49079,8.92648,-2.84813,-0.0233653,-0.0717662,-1.277,1.37388,-9.28728,-2.51933,0.00283703,-0.6414,-0.376023,5.56386,4.13391,7.57794,0.0831786,0.00197227,-0.00035215,6.2649,-3.32985,6.8408,0.201557,0.012571,-0.0759664,8.271,-0.918648,4.57677,-0.0950886,0.0397667,0.262106,1.7763,9.14544,-1.92414,0.102412,-0.478426,0.362436,-0.802133,-9.57656,-2.35208,0.188191,0.0476915,0.454116
0.018,-1.50322,9.02875,-2.82912,-0.0228697,-0.0672028,-1.27316,1.43322,-9.27894,-2.52742,0.00669155,-0.656909,-0.377248,5.58031,4.10695,7.5787,0.0687582,0.00628658,0.01024,6.30299,-3.30416,6.83852,0.198004,0.0136442,-0.0776206,8.26486,-0.918624,4.57193,-0.094253,0.0391171,0.260643,1.74849,9.17209,-1.92645,0.103916,-0.474272,0.362756,-0.826319,-9.55501,-2.29035,0.182398,0.049702,0.463387
0.019,-1.51955,9.16691,-2.78277,-0.0220557,-0.0621747,-1.26058,1.51932,-9.31598,-2.52092,0.00713025,-0.665744,-0.378318,5.58151,4.06688,7.60306,0.0574162,0.0120624,0.0173601,6.338,-3.29064,6.83544,0.193768,0.0155643,-0.0779162,8.26079,-0.901169,4.56391,-0.0918592,0.0382131,0.258298,1.71119,9.19542,-1.92442,0.105975,-0.470459,0.363397,-0.829266,-9.51188,-2.21113,0.174473,0.0478746,0.470114
0.02,-1.53587,9.30508,-2.73642,-0.0212416,-0.0571467,-1.24799,1.60542,-9.35302,-2.51442,0.00756894,-0.674579,-0.379388,5.58271,4.02681,7.62743,0.0460742,0.0178382,0.0244802,6.37302,-3.27711,6.83236,0.189532,0.0174845,-0.0782119,8.25672,-0.883713,4.55589,-0.0894653,0.0373091,0.255952,1.67389,9.21875,-1.92239,0.108034,-0.466647,0.364038,-0.832214,-9.46876,-2.13192,0.166548,0.0460472,0.476841
