Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,0.0289369,9.15196,-2.176,0.0434102,-0.858175,0.629863,1.41201,-12.6105,-0.298691,0.633559,1.90828,1.28013,5.37969,2.38812,10.1231,-2.76738,-1.41318,-0.546933,6.08591,-2.16719,7.6595,0.10337,0.163076,-0.132324,8.65944,-2.87093,4.50689,-0.985508,0.150271,-0.297359,1.34981,9.05576,-1.71857,0.121842,0.289539,-0.223416,0.690884,-12.1529,0.10443,0.164769,2.08605,-0.21754
0.001,-0.054419,9.16984,-2.15822,0.041374,-0.85609,0.620545,1.35555,-12.5746,-0.329727,0.627478,1.91341,1.27901,5.45908,2.35471,10.1346,-2.7803,-1.42131,-0.546227,6.07184,-2.15969,7.6749,0.0971321,0.155724,-0.126701,8.70261,-2.87151,4.51714,-0.979658,0.151126,-0.298278,1.26113,9.09978,-1.66669,0.126558,0.299327,-0.214458,0.561877,-12.0797,0.0287996,0.16364,2.10198,-0.22281
0.002,-0.137775,9.18771,-2.14044,0.0393378,-0.854005,0.611227,1.2991,-12.5388,-0.360763,0.621396,1.91855,1.27789,5.53847,2.3213,10.1461,-2.79323,-1.42944,-0.54552,6.05777,-2.15218,7.69029,0.0908938,0.148373,-0.121078,8.74578,-2.87209,4.52738,-0.973808,0.151981,-0.299198,1.17245,9.14379,-1.61481,0.131273,0.309115,-0.2055,0.43287,-12.0064,-0.0468309,0.162511,2.11792,-0.228081
0.003,-0.221131,9.20559,-2.12266,0.0373015,-0.851919,0.601909,1.24264,-12.503,-0.391799,0.615314,1.92368,1.27677,5.61786,2.28788,10.1576,-2.80615,-1.43758,-0.544814,6.0437,-2.14467,7.70568,0.0846556,0.141021,-0.115454,8.78894,-2.87267,4.53762,-0.967959,0.152836,-0.300118,1.08377,9.18781,-1.56293,0.135988,0.318904,-0.196542,0.303863,-11.9332,-0.122461,0.161381,2.13385,-0.233351
0.004,-0.304487,9.22347,-2.10489,0.0352653,-0.849834,0.592591,1.18618,-12.4671,-0.422834,0.609232,1.92882,1.27565,5.69725,2.25447,10.1692,-2.81908,-1.44571,-0.544107,6.02963,-2.13716,7.72108,0.0784173,0.13367,-0.109831,8.83211,-2.87325,4.54786,-0.962109,0.153691,-0.301038,0.995094,9.23182,-1.51105,0.140703,0.328692,-0.187584,0.174856,-11.86,-0.198092,0.160252,2.14978,-0.238621
0.005,-0.397484,9.22913,-2.10453,0.0351672,-0.847211,0.58242,1.13169,-12.4134,-0.498346,0.602162,1.94163,1.27495,5.75646,2.29675,10.1603,-2.8356,-1.44703,-0.537871,6.01155,-2.12672,7.71441,0.0723837,0.128476,-0.104985,8.85451,-2.86571,4.54832,-0.957746,0.152703,-0.3008,0.920468,9.29348,-1.41702,0.143889,0.331944,-0.180991,0.0342265,-11.8078,-0.247252,0.15967,2.16727,-0.243555
0.006,-0.498195,9.22503,-2.11812,0.0366196,-0.844157,0.571567,1.07879,-12.3453,-0.609439,0.5943,1.96058,1.2746,5.79952,2.39958,10.1352,-2.85499,-1.44291,-0.527213,5.99024,-2.11394,7.69008,0.0665139,0.125008,-0.100761,8.86029,-2.85168,4.54095,-0.954573,0.15024,-0.299637,0.857084,9.36925,-1.28927,0.14585,0.329967,-0.176289,-0.1157,-11.7725,-0.275237,0.159527,2.18601,-0.248219
0.007,-0.598906,9.22093,-2.13171,0.038072,-0.841103,0.560714,1.02588,-12.2773,-0.720531,0.586438,1.97953,1.27424,5.84259,2.50241,10.1102,-2.87438,-1.43879,-0.516554,5.96894,-2.10116,7.66576,0.0606441,0.121539,-0.0965365,8.86607,-2.83764,4.53358,-0.9514,0.147777,-0.298474,0.7937,9.44502,-1.16152,0.147811,0.327989,-0.171588,-0.265627,-11.7371,-0.303222,0.159383,2.20475,-0.252883
0.008,-0.699617,9.21683,-2.14529,0.0395244,-0.838049,0.549861,0.972972,-12.2092,-0.831623,0.578577,1.99848,1.27388,5.88565,2.60524,10.0851,-2.89377,-1.43466,-0.505895,5.94764,-2.08837,7.64143,0.0547742,0.118071,-0.0923124,8.87186,-2.82361,4.52621,-0.948227,0.145313,-0.297311,0.730316,9.52079,-1.03377,0.149772,0.326012,-0.166887,-0.415553,-11.7018,-0.331206,0.15924,2.22348,-0.257548
0.009,-0.800197,9.21568,-2.16562,0.0408498,-0.834789,0.538927,0.923352,-12.1371,-0.943547,0.57032,2.0197,1.27404,5.92879,2.7172,10.055,-2.91403,-1.42998,-0.492633,5.92909,-2.07775,7.61857,0.0486776,0.114503,-0.0880837,8.88086,-2.80456,4.52167,-0.944322,0.143535,-0.296245,0.664849,9.59154,-0.912907,0.151198,0.322651,-0.162348,-0.558348,-11.6628,-0.366035,0.158884,2.24169,-0.2623
