Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RSemitendinosus,LBicepsFemoris,RRectusFemoris,RVastusLateralis,LGluteusMaximus,LTibialisAnterior,LSoleus,RBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.063194,0.0404334,0.0509198,0.052092,0.0514346,0.0514725,0.0845114,0.0556723,0.0754221,0.0531302,0.0703571,0.0670566,0.0743414,0.0374094,0.0248987,0.0645642
0.021,0.0488507,0.0404334,0.0759442,0.0209641,0.0474673,0.0529984,0.0658957,0.0504843,0.0479562,0.019866,0.0651691,0.0734653,0.0593878,0.034968,0.0282556,0.0483899
0.022,0.0552594,0.0782751,0.0591595,0.0545334,0.0615054,0.0655106,0.0878683,0.0456015,0.0653513,-0.0112619,0.0239703,0.0664462,0.0828864,0.0432077,0.0392419,0.0456433
0.023,0.0573956,0.0788855,0.0658734,0.0536179,0.0431949,0.0624588,0.0808493,0.0489584,0.0604684,-0.0118723,0.0471637,0.0640048,0.0722052,0.026423,0.041073,0.0526624
0.024,0.0604474,0.0471472,0.047868,0.0673508,0.0560123,0.0883987,0.076882,0.0523154,0.0500925,0.0433646,0.0682208,0.0377597,0.0722052,0.0364938,0.048092,0.041676
0.025,0.0830304,0.0431799,0.0744183,0.0774216,0.059064,0.0533035,0.0713889,0.0523154,0.058027,0.0882254,0.0724933,0.0728549,0.0401617,0.0483957,0.0545007,0.0615125
0.026,0.0616681,0.0523352,0.0429852,0.0752853,0.0563174,0.0746658,0.0451437,0.0486533,0.0546701,0.0992117,0.0593707,0.0597324,0.0541998,0.0520578,0.0429041,0.0715832
0.027,0.0778424,0.0614905,0.0673993,0.0600265,0.0819522,0.0917557,0.0332419,0.0513998,0.058027,0.0479422,0.0596759,0.0691928,0.061524,0.0282541,0.0523645,0.0612073
0.028,0.0696027,0.0703406,0.061601,0.0615524,0.0792056,0.0865677,0.0298849,0.0358359,0.0449045,0.0177298,0.052962,0.0646152,0.0505377,0.0456491,0.0578577,0.0700574
0.029,0.0705182,0.0672888,0.0442059,0.0401901,0.0569278,0.0850418,0.0170676,0.0523154,0.0485666,0.0555716,0.0746295,0.0670566,0.0621344,0.0502267,0.0508386,0.0636487
0.03,0.04763,0.00289673,0.0554974,0.0649094,0.0789004,0.0737503,0.02134,0.023934,0.0659616,0.101653,0.0822589,0.0624789,0.061524,0.047175,0.0538904,0.062428
0.031,0.0699078,0.0416541,0.0551923,0.0600265,0.076459,0.0603226,0.0396506,0.0462119,0.0742014,0.0943289,0.0691364,0.0780429,0.0609137,0.0468698,0.0587732,0.0654797
0.032,0.0653302,0.0654578,0.0612958,0.0597214,0.0795108,0.0642899,0.0518576,0.0541464,0.0674875,0.0589285,0.0627277,0.0725497,0.0609137,0.0352731,0.0648767,0.0566296
0.033,0.0381696,0.055387,0.075639,0.0523972,0.0554019,0.0685623,0.0488058,0.0660483,0.0638254,0.0809012,0.0621173,0.0725497,0.0612189,0.0496164,0.0441248,0.0554089
0.034,0.04763,0.0654578,0.0597699,0.0490402,0.0731021,0.0725296,0.0704733,0.0480429,0.0592477,0.0653372,0.0612018,0.0743808,0.0572516,0.0459543,0.0593835,0.0557141
0.035,0.00368469,0.00777954,0.0640424,0.0569748,0.0813419,0.0688675,0.0588766,0.0541464,0.0653513,0.0790701,0.0624225,0.081705,0.047486,0.0364938,0.0508386,0.0544934
0.036,0.0412213,0.0132727,0.0536664,0.0456833,0.0941592,0.0505569,0.0518576,0.0398032,0.0680978,0.0625906,0.063338,0.0563754,0.0758673,0.0502267,0.0502283,0.0538831
0.037,0.0689923,0.0648474,0.0899823,0.062468,0.0703555,0.0554398,0.0689474,0.0617758,0.0519235,0.075408,0.0538776,0.0673618,0.0514532,0.0377145,0.0413782,0.0322156
0.038,0.0238263,0.0938391,0.0893719,0.0551437,0.0785953,0.0600174,0.052468,0.0486533,0.078779,0.0558768,0.0557086,0.074686,0.0697638,0.0166574,0.0697595,0.0526624
0.039,0.0674664,0.0987219,0.0576337,0.0374435,0.0758487,0.0560501,0.0460593,0.0529257,0.0723703,0.0644217,0.0608966,0.0667514,0.0606085,0.0496164,0.0529749,0.041676
0.04,0.0634991,0.114286,0.0371869,0.052092,0.0724918,0.057576,0.0503317,0.0608603,0.0571115,0.0369559,0.0752399,0.0688876,0.0783087,0.0328317,0.0453455,0.0291638
