Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RSemitendinosus,LBicepsFemoris,RRectusFemoris,RVastusLateralis,LGluteusMaximus,LTibialisAnterior,LSoleus,RBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0509869,0.0498938,0.0554974,0.052092,0.0334293,0.000202942,0.075051,0.0773398,0.066572,0.0943289,0.0569293,0.102457,0.0606085,0.105769,0.074032,0.0480847
0.021,0.0711285,0.057218,0.0771649,0.0615524,0.0718814,0.0160721,0.0747458,0.0666586,0.0687082,0.0677786,0.0535724,0.0917758,0.0715948,0.09051,0.102108,0.0428967
0.022,0.0726544,0.0550818,0.0661786,0.0435471,0.0435001,0.0301102,0.0738303,0.0596396,0.0616891,0.068389,0.0523517,0.109476,0.0896002,0.0963083,0.0978357,0.0453381
0.023,0.0628888,0.0578284,0.0701459,0.0566696,0.0428897,0.0383499,0.0988547,0.051705,0.0772531,0.068389,0.0514362,0.092081,0.0737311,0.0770822,0.10577,0.0505261
0.024,0.0830304,0.0492834,0.061601,0.0533127,0.0334293,0.0356033,0.116555,0.0526205,0.0659616,0.0635062,0.0731036,0.105509,0.0719,0.0810495,0.0947839,0.0648694
0.025,0.0689923,0.0566077,0.0625165,0.0734543,0.0282413,0.0743607,0.104043,0.0709311,0.0531442,0.00369171,0.052962,0.0878085,0.0606085,0.0856271,0.0941736,0.0496106
0.026,0.080589,0.0614905,0.058244,0.0377487,0.0492984,0.0883987,0.10862,0.0709311,0.0574167,0.0223074,0.0346515,0.0994052,0.0532843,0.0960031,0.1311,0.0682263
0.027,0.0689923,0.0526404,0.0765546,0.046904,0.0486881,0.115559,0.0417868,0.0761191,0.063215,0.0641165,0.0444171,0.101847,0.0654913,0.0990549,0.12225,0.0569348
0.028,0.0561749,0.0517249,0.061601,0.0398849,0.0587589,0.128987,0.0167624,0.0675742,0.0494821,0.0577078,0.0264117,0.0841464,0.0630499,0.129267,0.109738,0.0569348
0.029,0.0634991,0.0685095,0.0603803,0.0612473,0.0343448,0.109456,-0.0152811,0.0779501,0.0641306,0.0863943,0.0444171,0.0911655,0.0722052,0.136897,0.0871545,0.064259
0.03,0.0732648,0.0648474,0.0490887,0.0612473,0.0471622,0.101826,0.0314108,0.0788657,0.0503976,0.0885306,0.0462482,0.0875034,0.0444342,0.131098,0.0648767,0.062428
0.031,0.0760114,0.0743079,0.0597699,0.0581955,0.0471622,0.0786331,0.0628439,0.0474326,0.061384,0.0540457,0.0618121,0.0832309,0.0142218,0.116755,0.0487024,0.0834851
0.032,0.0607526,0.0477576,0.0554974,0.0795578,0.0425845,0.0587967,0.0912253,0.0709311,0.0488718,0.0445853,0.0587604,0.0768222,0.0206305,0.0895944,0.0194055,0.0554089
0.033,0.0790631,0.0343298,0.0347455,0.0877975,0.031293,0.0533035,0.0674216,0.0779501,0.068403,0.0430594,0.0541827,0.0551547,-0.02362,0.0493112,0.0337488,0.0499158
0.034,0.0793683,0.0584387,0.0664838,0.0887131,0.0419742,0.0926712,0.0188986,0.0770346,0.0659616,0.0674734,0.0502155,0.0667514,-0.00408875,0.0422922,0.0419885,0.0541882
0.035,0.040611,0.0672888,0.058244,0.0926804,0.0163394,0.0774124,0.0158469,0.0803915,0.0674875,0.109893,0.0508258,0.0511874,0.0322272,0.0352731,0.000484619,0.0700574
0.036,0.0509869,0.0559973,0.0658734,0.0755905,0.03465,0.0719192,0.0430075,0.063912,0.0568063,0.0616751,0.0834796,0.053934,0.0383307,0.0111642,0.00262085,0.0605969
0.037,0.0592267,0.0773596,0.0683148,0.0841354,0.0279361,0.0938919,0.0320212,0.084664,0.0592477,0.0421439,0.0670001,0.0499667,0.0239874,0.0255075,0.0227625,0.0578503
0.038,0.0457989,0.0715613,0.0796063,0.0813889,0.0358707,0.0649002,0.0658957,0.0675742,0.0598581,0.0360403,0.0413654,0.0408115,0.0447394,0.0248972,0.0108606,0.0639539
0.039,0.0345074,0.0654578,0.0631268,0.0865768,0.031293,0.0829056,0.105569,0.0697104,0.0629098,0.018035,0.0322101,0.0524081,0.0966193,0.031611,0.00597778,0.052052
0.04,0.0622784,0.027616,0.0545819,0.0859665,0.0435001,0.0621536,0.136696,0.0626913,0.0693185,0.0335989,0.0636432,0.0472202,-0.0248407,0.0456491,0.0242883,0.0648694
