Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RSemitendinosus,LBicepsFemoris,RRectusFemoris,RVastusLateralis,LGluteusMaximus,LTibialisAnterior,LSoleus,RBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0616681,0.0602698,0.0606854,-0.0211502,0.0206119,0.017598,0.0225607,0.067269,0.0641306,0.0583182,0.0904987,0.0804843,0.0688483,0.0999704,0.00750366,0.0740247
0.021,0.0772321,0.0556921,0.0579388,0.0102829,0.0157291,0.00172882,0.0427023,0.0340048,0.0745065,0.0592337,0.0554034,0.0545444,0.103028,0.0908151,-0.0556677,0.041676
0.022,0.0543439,0.0544714,0.058244,0.00356903,0.0154239,0.00722198,0.0399558,0.0352255,0.0754221,0.0607596,0.0596759,0.0588168,0.0578619,0.104548,-0.0584143,0.069447
0.023,0.0677716,0.0593542,0.0728925,0.0279831,0.0157291,0.0200394,0.0475851,0.0565878,0.063215,0.0500784,0.0612018,0.0429477,0.0508429,0.0944772,-0.0068396,0.0688367
0.024,0.0570905,0.0556921,0.0731976,0.0246262,0.0160342,0.0157669,0.0463644,0.0404135,0.0650461,0.0589285,0.0602863,0.0289096,0.0734259,0.0981393,0.0633508,0.0724988
0.025,0.0613629,0.074613,0.0420697,0.0465988,0.00230133,0.000813294,0.0658957,0.0486533,0.0690134,0.0616751,0.0596759,0.0340976,0.075257,0.0996652,0.111569,0.072804
0.026,0.0558698,0.0566077,0.0487836,0.0301193,-0.00685394,-0.0434372,0.0549094,0.0352255,0.0662668,0.0668631,0.0792072,0.0228061,0.0593878,0.0999704,0.136593,0.0786023
0.027,0.0583112,0.0480627,0.0493939,0.041716,-0.0187558,-0.0434372,0.0701682,0.0398032,0.0638254,0.045806,0.0569293,0.0228061,0.0603033,0.0911203,0.155819,0.0538831
0.028,0.0610577,0.0645422,0.0670941,0.0398849,-0.0129575,-0.0779221,0.0732199,0.0565878,0.0699289,0.0574026,0.0727985,0.0075473,0.0789191,0.0688425,0.132626,0.0584607
0.029,0.0818097,0.0712561,0.0670941,0.0493454,-0.00837982,-0.0571701,0.0781027,0.0330893,0.0638254,0.0412283,0.0663898,0.0194492,0.0541998,0.06457,0.13995,0.059071
0.03,0.075401,0.0672888,0.06862,0.0569748,-0.00685394,-0.0666306,0.0845114,0.0562827,0.0610788,0.0653372,0.0541827,-0.0037442,0.0712897,0.0453439,0.170162,0.0657849
0.031,0.0717389,0.0807166,0.0411542,0.062468,0.0135928,-0.0113937,0.0881735,0.0669638,0.056196,0.0497733,0.0508258,-0.00649078,0.0819708,0.0670114,0.189999,0.0697522
0.032,0.0787579,0.0706457,0.073808,0.0731491,-0.00349701,0.0105789,0.110451,0.0651328,0.0674875,0.0577078,0.0703571,0.00571625,0.0715948,0.036799,0.202816,0.0740247
0.033,0.0845563,0.0773596,0.0646527,0.0594162,0.00718414,0.0404861,0.092446,0.0715414,0.058027,0.0598441,0.0438068,-0.0211392,0.0627448,0.0239816,0.181759,0.0691418
0.034,0.070213,0.0648474,0.0527509,0.0658249,0.00779449,0.07314,0.0823752,0.0388876,0.0760324,0.0494681,0.0526569,-0.0159512,0.0825812,0.0416818,0.229366,0.0682263
0.035,0.0610577,0.0697302,0.0683148,0.0292038,0.00504791,0.0899246,0.0912253,0.0748984,0.0601633,0.0516043,0.05815,-0.00160797,0.0725104,0.0752512,0.245846,0.0715832
0.036,0.0238263,0.0596594,0.0600751,0.0664352,0.0169498,0.0981644,0.0817648,0.0736777,0.0702341,0.0638113,0.0523517,-0.00832184,0.0694586,0.0981393,0.265072,0.0712781
0.037,0.0155865,0.0807166,0.0561078,0.0865768,0.0218326,0.0984695,0.071694,0.0669638,0.0680978,0.0595389,0.0666949,-0.0150357,0.0407721,0.125605,0.246151,0.0782971
0.038,0.0827252,0.069425,0.0545819,0.0685715,0.0254947,0.123799,0.0500266,0.072457,0.0702341,0.0613699,0.073714,-0.0125943,0.0502325,0.121333,0.23608,0.0584607
0.039,0.115379,0.0761389,0.0518353,0.0823044,0.0203067,0.0935867,0.0378195,0.0773398,0.0708444,0.0558768,0.0654742,-0.013815,0.049317,0.113093,0.230282,0.0831799
0.04,0.0882184,0.0614905,0.046037,0.0731491,0.0212222,0.0661209,0.0204245,0.0678793,0.0592477,0.0613699,0.063338,-0.013815,0.0557257,0.100581,0.169247,0.0605969
