Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RSemitendinosus,LBicepsFemoris,RRectusFemoris,RVastusLateralis,LGluteusMaximus,LTibialisAnterior,LSoleus,RBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.107444,0.0566077,0.0469525,0.388091,0.107282,0.0813797,0.0793234,0.0333945,0.0626047,0.0851736,0.0782916,0.129312,0.0532843,0.0996652,0.143307,-0.17744
0.021,0.174888,0.0758337,0.0558026,0.423796,0.121625,0.0700882,0.0738303,0.049874,0.0653513,0.0335989,0.0843951,0.124124,0.0285651,0.0996652,0.126217,-0.15089
0.022,0.156273,0.0386023,0.0820477,0.399992,0.110028,0.0670364,0.0738303,0.074288,0.0555856,-0.0573434,0.0776813,0.11558,0.014527,0.0935617,0.138119,-0.167369
0.023,0.109886,0.0233435,0.0631268,0.395415,0.137494,0.0685623,0.0555197,0.0959555,0.0607736,0.0226126,0.0908038,0.0859775,-0.0199579,0.105464,0.127743,-0.156688
0.024,0.0885236,0.0465369,0.0567181,0.433562,0.117658,0.0783279,0.0564352,0.102059,0.0503976,0.0873099,0.0431964,0.0566806,-0.00439392,0.114008,0.144833,-0.141124
0.025,0.0479352,0.0212073,0.0518353,0.44821,0.112165,0.0810745,0.0549094,0.127694,0.0482614,0.20938,0.0486896,0.0511874,0.00506653,0.0999704,0.13934,-0.121898
0.026,0.058006,0.045011,0.0612958,0.480559,0.124982,0.0600174,0.0442282,0.142953,0.035444,0.152923,0.0428912,0.0255527,0.00476135,0.0847116,0.162533,-0.105419
0.027,0.0958478,0.0370764,0.0442059,0.486967,0.133832,0.0591019,0.0567404,0.153939,0.0479562,-0.0451364,0.0343463,0.0273837,0.000794067,0.0944772,0.151852,-0.0959583
0.028,0.0445782,0.0129675,0.0640424,0.501921,0.121625,0.0578812,0.0518576,0.172249,0.0653513,-0.151948,0.051131,0.015787,0.00506653,0.102717,0.15765,-0.101757
0.029,0.0415265,0.0117468,0.0637372,0.511076,0.126813,0.0896194,0.0500266,0.180489,0.0394113,-0.116242,0.0102374,0.0167026,0.00598206,0.126216,0.154293,-0.101146
0.03,0.0299298,0.0321936,0.0631268,0.513823,0.141156,0.0780228,0.0726096,0.183236,0.0552805,0.0107108,-0.0114301,-0.0049649,0.0242926,0.0944772,0.155819,-0.060863
0.031,0.0384747,0.0508093,0.0390179,0.501006,0.123456,0.0649002,0.0906149,0.195443,0.0876291,0.210906,0.0612018,-0.00557526,0.0154425,0.0926462,0.157955,-0.0749011
0.032,0.0955426,0.0495886,0.0277264,0.487578,0.117658,0.0667313,0.100381,0.1988,0.0812204,0.235015,0.142684,-0.0122891,0.0187994,0.123164,0.174435,-0.0404163
0.033,0.0747906,0.0587439,0.00972107,0.477507,0.110639,0.0557449,0.109231,0.188119,0.0861032,0.152617,0.0944659,-0.0373135,0.044129,0.119502,0.171993,-0.0401111
0.034,0.0641095,0.0514197,0.0414594,0.444548,0.0993472,0.0566605,0.110757,0.188424,0.0619943,0.0741873,0.033736,-0.048605,0.0291754,0.0960031,0.1665,-0.0254626
0.035,0.0412213,0.0474524,0.0457318,0.431425,0.11308,0.0758865,0.104348,0.195138,0.0461252,0.040618,0.0422809,-0.064169,0.042298,0.104243,0.164669,-0.026073
0.036,0.0494611,0.0489783,0.0365765,0.406706,0.109418,0.0661209,0.0814597,0.200936,0.0586374,0.0213919,0.0682208,-0.069357,0.0621344,0.100886,0.171078,-0.0071521
0.037,0.0482404,0.0355505,0.0570233,0.374358,0.102704,0.0578812,0.0774924,0.183236,0.0775583,0.114165,0.0825641,-0.0775967,0.0633551,0.0902048,0.171383,0.0108533
0.038,0.0778424,0.0791907,0.0469525,0.342619,0.108502,0.0587967,0.0799338,0.19117,0.0705392,0.144988,0.0468585,-0.0983487,0.077088,0.0688425,0.163143,0.00902222
0.039,0.068382,0.0749182,0.0567181,0.334074,0.0908023,0.0505569,0.0658957,0.189034,0.0604684,0.092803,0.0496051,-0.0968228,0.0706793,0.0880685,0.146664,0.0218396
0.04,0.0586163,0.0767493,0.0567181,0.310576,0.0914127,0.0459793,0.0692526,0.178658,0.0629098,0.0976859,0.0676105,-0.146872,0.100281,0.0688425,0.135372,0.0316052
0.041,0.0497662,0.060575,0.0567181,0.30905,0.0862247,0.0624588,0.0631491,0.179574,0.0644357,0.0931082,0.0480792,-0.144125,0.0920416,0.0816599,0.149716,0.0267224
