Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,-0.232348,9.81478,-2.35634,-0.402496,-0.58944,-0.394707,-1.49588,-9.46962,0.104514,-0.400349,0.282781,0.116967,0.244965,9.70311,-1.24613,-0.259902,-0.125301,-0.145905,-0.374037,-9.57955,-0.335378,-0.288317,-0.250404,0.097816,-4.23074,4.1617,7.51096,0.0435362,0.0439226,0.0728064,-7.09053,-2.55488,5.8944,-0.567986,-1.06553,0.389191,9.73501,0.107046,0.779251,-0.140888,-0.0438472,0.0940283
0.001,-0.214485,9.80642,-2.36092,-0.402218,-0.583694,-0.389979,-1.48945,-9.47954,0.012125,-0.403381,0.261064,0.125198,0.250008,9.70891,-1.23509,-0.259235,-0.127038,-0.146852,-0.200763,-9.56387,-0.400241,-0.292487,-0.233946,0.0874641,-4.22609,4.16349,7.53899,0.0422856,0.0436514,0.0731459,-5.96151,-2.37594,5.64607,-0.330454,-1.00071,0.428905,9.71186,0.106921,0.746396,-0.139786,-0.0420708,0.0926285
0.002,-0.196623,9.79807,-2.3655,-0.40194,-0.577949,-0.385251,-1.48302,-9.48946,-0.080264,-0.406414,0.239348,0.133428,0.25505,9.71471,-1.22406,-0.258569,-0.128776,-0.147799,-0.0274883,-9.54818,-0.465103,-0.296656,-0.217488,0.0771122,-4.22144,4.16528,7.56702,0.041035,0.0433801,0.0734855,-4.83248,-2.19701,5.39774,-0.0929223,-0.935889,0.468618,9.68871,0.106797,0.713541,-0.138684,-0.0402944,0.0912287
0.003,-0.17876,9.78972,-2.37008,-0.401663,-0.572203,-0.380523,-1.47659,-9.49937,-0.172653,-0.409447,0.217632,0.141659,0.260093,9.72051,-1.21303,-0.257902,-0.130513,-0.148746,0.145786,-9.5325,-0.529965,-0.300826,-0.201031,0.0667603,-4.21678,4.16706,7.59505,0.0397845,0.0431089,0.0738251,-3.70346,-2.01807,5.14941,0.144609,-0.871069,0.508332,9.66556,0.106672,0.680686,-0.137582,-0.038518,0.089829
0.004,-0.160898,9.78136,-2.37466,-0.401385,-0.566457,-0.375795,-1.47015,-9.50929,-0.265042,-0.41248,0.195915,0.14989,0.265135,9.72631,-1.202,-0.257235,-0.132251,-0.149693,0.31906,-9.51681,-0.594827,-0.304995,-0.184573,0.0564084,-4.21213,4.16885,7.62308,0.0385339,0.0428377,0.0741647,-2.57444,-1.83914,4.90108,0.382141,-0.806249,0.548045,9.64241,0.106548,0.647831,-0.13648,-0.0367416,0.0884292
0.005,-0.171342,9.77079,-2.3783,-0.40176,-0.559465,-0.370637,-1.48731,-9.53335,-0.331209,-0.415381,0.183377,0.156856,0.26066,9.73776,-1.21288,-0.257835,-0.135109,-0.151104,0.467678,-9.4777,-0.543198,-0.307899,-0.179853,0.0499704,-4.22664,4.1838,7.62248,0.0374105,0.0421029,0.0743449,-1.7452,-1.87057,5.18384,0.562484,-0.762213,0.592065,9.63371,0.09457,0.635608,-0.136732,-0.0348774,0.087369
0.006,-0.204431,9.75844,-2.38119,-0.402658,-0.551476,-0.365135,-1.52334,-9.56874,-0.376397,-0.418175,0.178181,0.162809,0.248571,9.75373,-1.24127,-0.259448,-0.138865,-0.152886,0.59657,-9.41984,-0.398374,-0.30979,-0.184522,0.0466635,-4.2565,4.20927,7.59898,0.0363888,0.0409972,0.0743977,-1.15577,-2.07029,5.89148,0.697076,-0.734806,0.639531,9.63658,0.0731093,0.639891,-0.138066,-0.0329429,0.0865806
0.007,-0.23752,9.74609,-2.38408,-0.403556,-0.543487,-0.359633,-1.55937,-9.60413,-0.421586,-0.42097,0.172985,0.168763,0.236481,9.7697,-1.26967,-0.26106,-0.142621,-0.154668,0.725463,-9.36198,-0.253551,-0.311682,-0.189192,0.0433567,-4.28635,4.23474,7.57548,0.0353671,0.0398914,0.0744504,-0.56635,-2.27002,6.59912,0.831668,-0.707399,0.686997,9.63945,0.0516486,0.644174,-0.139401,-0.0310084,0.0857921
0.008,-0.270609,9.73374,-2.38696,-0.404454,-0.535498,-0.354131,-1.5954,-9.63951,-0.466775,-0.423765,0.167789,0.174716,0.224392,9.78567,-1.29806,-0.262672,-0.146377,-0.156451,0.854355,-9.30412,-0.108728,-0.313573,-0.193862,0.0400498,-4.3162,4.26021,7.55197,0.0343454,0.0387857,0.0745031,0.0230736,-2.46974,7.30676,0.966261,-0.679992,0.734463,9.64231,0.0301879,0.648456,-0.140736,-0.0290738,0.0850037
0.009,-0.302596,9.72368,-2.3873,-0.40515,-0.527794,-0.349184,-1.62824,-9.67476,-0.509034,-0.427161,0.163309,0.180269,0.212849,9.80103,-1.3268,-0.26403,-0.149785,-0.158228,0.973019,-9.24933,0.0344495,-0.315608,-0.198947,0.0370326,-4.33906,4.28131,7.53239,0.0334996,0.0377654,0.0745014,0.514009,-2.71782,7.95309,1.08949,-0.657041,0.775496,9.64387,0.00958838,0.650437,-0.14214,-0.0272056,0.0842828
0.01,-0.325765,9.73196,-2.36722,-0.404224,-0.522366,-0.348679,-1.63557,-9.70888,-0.527853,-0.435374,0.164555,0.182617,0.205683,9.81146,-1.3583,-0.263353,-0.150411,-0.159967,1.00985,-9.21908,0.164466,-0.318794,-0.207351,0.0363323,-4.30603,4.26739,7.54413,0.03406,0.0374281,0.0740645,0.217037,-3.35274,8.10891,1.12186,-0.66974,0.765063,9.63494,-0.0041221,0.634001,-0.144095,-0.0258677,0.0841025
0.011,-0.348934,9.74023,-2.34714,-0.403298,-0.516938,-0.348174,-1.6429,-9.743,-0.546673,-0.443587,0.1658,0.184965,0.198516,9.82188,-1.38981,-0.262675,-0.151038,-0.161707,1.04669,-9.18882,0.294482,-0.32198,-0.215756,0.0356321,-4.27299,4.25346,7.55588,0.0346204,0.0370909,0.0736275,-0.0799347,-3.98766,8.26473,1.15422,-0.68244,0.75463,9.62601,-0.0178326,0.617565,-0.146049,-0.0245297,0.0839222
0.012,-0.372104,9.7485,-2.32706,-0.402373,-0.51151,-0.347669,-1.65024,-9.77711,-0.565492,-0.4518,0.167046,0.187313,0.191349,9.83231,-1.42131,-0.261997,-0.151665,-0.163446,1.08352,-9.15857,0.424498,-0.325165,-0.224161,0.0349319,-4.23996,4.23954,7.56762,0.0351809,0.0367536,0.0731905,-0.376906,-4.62258,8.42056,1.18658,-0.695139,0.744197,9.61708,-0.0315431,0.601129,-0.148004,-0.0231918,0.0837418
0.013,-0.395273,9.75678,-2.30699,-0.401447,-0.506082,-0.347163,-1.65757,-9.81123,-0.584311,-0.460012,0.168292,0.189661,0.184183,9.84274,-1.45281,-0.26132,-0.152292,-0.165186,1.12036,-9.12831,0.554515,-0.328351,-0.232565,0.0342316,-4.20692,4.22562,7.57937,0.0357413,0.0364164,0.0727536,-0.673878,-5.2575,8.57638,1.21894,-0.707838,0.733764,9.60815,-0.0452536,0.584693,-0.149958,-0.0218539,0.0835615
0.014,-0.380584,9.74768,-2.27403,-0.40038,-0.504049,-0.346443,-1.62053,-9.83022,-0.568439,-0.470673,0.165054,0.188893,0.169976,9.83809,-1.45255,-0.261039,-0.150516,-0.165591,1.09837,-9.14435,0.670441,-0.328258,-0.234885,0.0337928,-4.20549,4.23249,7.58158,0.0362652,0.0351107,0.0702214,-1.25635,-5.74063,8.49717,1.23114,-0.711007,0.697451,9.59356,-0.0409709,0.593217,-0.151693,-0.0181704,0.0821612
0.015,-0.346966,9.7299,-2.23464,-0.399241,-0.503713,-0.345614,-1.56131,-9.84164,-0.53522,-0.482557,0.159576,0.186566,0.152249,9.82591,-1.43642,-0.260957,-0.14754,-0.165329,1.04698,-9.18354,0.779322,-0.326525,-0.234163,0.0334846,-4.21987,4.24976,7.57903,0.0367708,0.0333208,0.0666416,-1.98156,-6.14787,8.30044,1.23326,-0.709411,0.648198,9.57614,-0.0276916,0.614222,-0.153317,-0.0133141,0.080151
