Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,3.05962,7.53116,-5.53701,0.0712189,1.60192,0.37358,-0.401891,-9.62522,-2.90149,-0.215279,-0.942697,0.0396495,-0.191871,9.15535,-2.7448,-0.236686,3.77301,-0.909188,-1.47644,-9.83062,-1.1085,-0.204571,-0.303434,0.100287,-4.15706,3.05253,8.58152,-1.80341,1.5926,2.48897,-3.98525,-2.74609,8.48505,-0.0999752,-0.0104574,0.0275745,9.8048,-0.959861,1.38589,1.09986,0.0739911,0.834559
0.001,3.0418,7.5608,-5.5041,0.0869179,1.68537,0.363339,-0.332029,-9.6294,-2.89725,-0.211416,-0.957256,0.0340904,-0.177015,9.18935,-2.6824,-0.241517,3.75269,-0.90398,-1.48202,-9.84184,-1.09211,-0.205782,-0.302697,0.0999498,-4.15261,3.25831,8.64552,-1.79025,1.55733,2.50107,-3.99673,-2.73915,8.48505,-0.100006,-0.0107387,0.0268865,9.80878,-0.968319,1.38435,1.09381,0.0747407,0.838366
0.002,3.02398,7.59044,-5.4712,0.102617,1.76883,0.353098,-0.262167,-9.63359,-2.89301,-0.207554,-0.971816,0.0285314,-0.162158,9.22336,-2.61999,-0.246349,3.73237,-0.898772,-1.48761,-9.85306,-1.07571,-0.206993,-0.301961,0.099613,-4.14817,3.46408,8.70951,-1.7771,1.52205,2.51318,-4.0082,-2.7322,8.48505,-0.100036,-0.01102,0.0261986,9.81276,-0.976777,1.38282,1.08776,0.0754902,0.842174
0.003,3.00615,7.62009,-5.43829,0.118316,1.85228,0.342857,-0.192306,-9.63777,-2.88877,-0.203692,-0.986375,0.0229723,-0.147302,9.25736,-2.55759,-0.251181,3.71206,-0.893564,-1.49319,-9.86427,-1.05931,-0.208204,-0.301225,0.0992763,-4.14372,3.66986,8.7735,-1.76395,1.48678,2.52529,-4.01968,-2.72526,8.48505,-0.100066,-0.0113013,0.0255107,9.81673,-0.985234,1.38128,1.08171,0.0762397,0.845981
0.004,2.98833,7.64973,-5.40538,0.134015,1.93573,0.332616,-0.122444,-9.64196,-2.88453,-0.199829,-1.00093,0.0174133,-0.132446,9.29136,-2.49519,-0.256013,3.69174,-0.888357,-1.49877,-9.87549,-1.04292,-0.209415,-0.300488,0.0989395,-4.13927,3.87563,8.83749,-1.7508,1.4515,2.53739,-4.03116,-2.71831,8.48505,-0.100097,-0.0115826,0.0248228,9.82071,-0.993692,1.37974,1.07566,0.0769892,0.849788
0.005,2.97544,7.68043,-5.3549,0.142125,2.0204,0.32163,-0.0604962,-9.64684,-2.89585,-0.19623,-1.0145,0.0113286,-0.127694,9.31764,-2.4609,-0.260636,3.6729,-0.88217,-1.48552,-9.86601,-1.02834,-0.208542,-0.303154,0.0998671,-4.14029,3.93366,8.80321,-1.73782,1.42554,2.54322,-4.01489,-2.73606,8.50237,-0.0989142,-0.0129056,0.0263763,9.81188,-0.986849,1.39614,1.07019,0.0782329,0.852536
0.006,2.96649,7.71196,-5.29035,0.144164,2.10603,0.310048,-0.00488041,-9.65227,-2.91962,-0.192843,-1.02728,0.00482328,-0.131025,9.33774,-2.44911,-0.265092,3.65525,-0.875202,-1.4572,-9.83998,-1.01523,-0.206001,-0.308542,0.101806,-4.14568,3.8735,8.69033,-1.72498,1.40702,2.54402,-3.97642,-2.77357,8.53355,-0.0967617,-0.0150618,0.029723,9.79279,-0.967764,1.42688,1.06518,0.0798718,0.854436
0.007,2.95754,7.74349,-5.22581,0.146203,2.19166,0.298466,0.0507354,-9.6577,-2.94338,-0.189455,-1.04005,-0.00168199,-0.134357,9.35783,-2.43732,-0.269548,3.63759,-0.868234,-1.42888,-9.81394,-1.00211,-0.203461,-0.31393,0.103745,-4.15107,3.81334,8.57744,-1.71215,1.3885,2.54482,-3.93795,-2.81108,8.56473,-0.0946091,-0.017218,0.0330697,9.77371,-0.94868,1.45762,1.06018,0.0815107,0.856337
0.008,2.9486,7.77502,-5.16126,0.148243,2.2773,0.286884,0.106351,-9.66313,-2.96715,-0.186067,-1.05283,-0.00818726,-0.137688,9.37793,-2.42553,-0.274004,3.61993,-0.861265,-1.40055,-9.7879,-0.988993,-0.20092,-0.319318,0.105684,-4.15646,3.75318,8.46455,-1.69932,1.36998,2.54563,-3.89949,-2.8486,8.59591,-0.0924566,-0.0193742,0.0364164,9.75462,-0.929596,1.48836,1.05517,0.0831497,0.858237
0.009,2.93801,7.80417,-5.0946,0.150137,2.36307,0.274953,0.164542,-9.66851,-2.98934,-0.182628,-1.06504,-0.0144028,-0.139684,9.39298,-2.41261,-0.27799,3.60194,-0.854323,-1.37565,-9.76675,-0.979389,-0.198595,-0.324493,0.107533,-4.16251,3.68239,8.35292,-1.68674,1.35261,2.54559,-3.87138,-2.87802,8.62199,-0.0906502,-0.0212436,0.0393146,9.73871,-0.912217,1.51463,1.05063,0.0849467,0.860442
0.01,2.91429,7.81429,-5.01108,0.150878,2.44994,0.260235,0.243339,-9.67341,-2.99894,-0.17878,-1.07272,-0.0183006,-0.130994,9.36772,-2.39064,-0.278219,3.58131,-0.847593,-1.37805,-9.78465,-0.997892,-0.197994,-0.327971,0.108656,-4.17382,3.52663,8.25133,-1.67621,1.34437,2.53887,-3.92621,-2.84279,8.60725,-0.091612,-0.0208184,0.0386248,9.74813,-0.908476,1.50513,1.0498,0.0880084,0.86508
0.011,2.89057,7.8244,-4.92756,0.151618,2.53682,0.245517,0.322135,-9.67831,-3.00853,-0.174932,-1.08041,-0.0221984,-0.122304,9.34246,-2.36867,-0.278447,3.56068,-0.840862,-1.38045,-9.80255,-1.0164,-0.197393,-0.331449,0.10978,-4.18513,3.37086,8.14974,-1.66568,1.33613,2.53214,-3.98104,-2.80756,8.59252,-0.0925738,-0.0203931,0.037935,9.75756,-0.904735,1.49564,1.04896,0.0910702,0.869719
0.012,2.86685,7.83451,-4.84403,0.152358,2.62369,0.230798,0.400932,-9.68321,-3.01812,-0.171084,-1.08809,-0.0260961,-0.113614,9.31719,-2.34669,-0.278675,3.54005,-0.834132,-1.38284,-9.82046,-1.0349,-0.196791,-0.334928,0.110904,-4.19644,3.2151,8.04815,-1.65516,1.3279,2.52542,-4.03587,-2.77232,8.57778,-0.0935356,-0.0199679,0.0372452,9.76698,-0.900994,1.48615,1.04813,0.0941319,0.874357
0.013,2.84313,7.84462,-4.76051,0.153098,2.71056,0.21608,0.479728,-9.68811,-3.02771,-0.167236,-1.09578,-0.0299939,-0.104925,9.29193,-2.32472,-0.278903,3.51942,-0.827402,-1.38524,-9.83836,-1.0534,-0.19619,-0.338406,0.112027,-4.20775,3.05933,7.94656,-1.64463,1.31966,2.5187,-4.09069,-2.73709,8.56305,-0.0944974,-0.0195427,0.0365554,9.77641,-0.897253,1.47665,1.0473,0.0971936,0.878996
