Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,-2.48086,9.39155,-1.41208,-0.0142811,-0.0202294,0.0168247,-3.3867,-9.23173,-1.45463,-0.0291718,0.0313477,0.00252388,-0.555351,9.54783,-1.61914,-0.00828844,0.000231558,0.0160908,-1.4972,-9.76414,-0.947245,-0.0689384,0.05112,0.001065,3.96724,-3.22747,8.27553,-0.0218452,-0.00107343,-0.00506789,3.98331,2.64864,8.73277,-0.00369143,-0.00198786,0.00624786,9.20022,0.213144,3.24137,-0.0346962,0.0181608,-0.00388154
0.001,-2.47659,9.4134,-1.4125,-0.0164789,-0.0182553,0.0161543,-3.41017,-9.21639,-1.44727,-0.0294846,0.0338367,0.000419832,-0.540826,9.53825,-1.61226,-0.00922587,0.000611181,0.0156586,-1.51087,-9.78883,-0.943006,-0.0676601,0.0513507,0.000956414,3.96525,-3.23499,8.2608,-0.0201832,0.000399501,-0.00383719,3.98301,2.65949,8.73247,-0.00293064,-0.00174532,0.00614488,9.19499,0.189608,3.234,-0.0333092,0.01774,-0.00288694
0.002,-2.47232,9.43526,-1.41292,-0.0186766,-0.0162813,0.0154839,-3.43364,-9.20105,-1.4399,-0.0297974,0.0363257,-0.00168421,-0.5263,9.52867,-1.60537,-0.0101633,0.000990803,0.0152265,-1.52454,-9.81351,-0.938768,-0.0663819,0.0515815,0.000847829,3.96327,-3.24252,8.24608,-0.0185213,0.00187244,-0.0026065,3.9827,2.67035,8.73217,-0.00216985,-0.00150279,0.00604191,9.18975,0.166073,3.22664,-0.0319222,0.0173192,-0.00189234
0.003,-2.46805,9.45711,-1.41334,-0.0208743,-0.0143073,0.0148134,-3.4571,-9.18571,-1.43254,-0.0301102,0.0388147,-0.00378826,-0.511775,9.51908,-1.59849,-0.0111007,0.00137043,0.0147944,-1.5382,-9.8382,-0.93453,-0.0651036,0.0518122,0.000739243,3.96129,-3.25004,8.23135,-0.0168594,0.00334537,-0.0013758,3.98239,2.68121,8.73187,-0.00140905,-0.00126026,0.00593894,9.18451,0.142537,3.21928,-0.0305352,0.0168984,-0.000897734
0.004,-2.46378,9.47896,-1.41375,-0.023072,-0.0123333,0.014143,-3.48057,-9.17037,-1.42517,-0.030423,0.0413037,-0.00589231,-0.497249,9.5095,-1.5916,-0.0120382,0.00175005,0.0143623,-1.55187,-9.86289,-0.930291,-0.0638254,0.052043,0.000630657,3.95931,-3.25756,8.21663,-0.0151974,0.00481831,-0.000145107,3.98209,2.69207,8.73158,-0.000648263,-0.00101773,0.00583597,9.17927,0.119001,3.21192,-0.0291482,0.0164777,9.69e-05
0.005,-2.45672,9.49437,-1.42076,-0.0233388,-0.0109607,0.0141442,-3.48975,-9.1607,-1.4239,-0.031268,0.043125,-0.00712918,-0.494524,9.51052,-1.58722,-0.0122788,0.00330006,0.0138452,-1.54214,-9.86463,-0.926173,-0.0642184,0.0540892,-0.000404058,3.97222,-3.26368,8.20563,-0.0140856,0.00616235,0.000236807,3.98541,2.68351,8.73741,-0.000390625,-0.000754194,0.00619442,9.17334,0.109149,3.21516,-0.0281813,0.0157608,0.000482086
0.006,-2.44742,9.50462,-1.43304,-0.0220608,-0.0100693,0.0146828,-3.48751,-9.15557,-1.4275,-0.0325388,0.0444122,-0.00767231,-0.501237,9.52003,-1.58483,-0.0119621,0.00578638,0.0132602,-1.5137,-9.84802,-0.922149,-0.0659483,0.0575877,-0.00217968,3.99706,-3.26867,8.19762,-0.0134137,0.00740328,-6.03e-05,3.99165,2.6594,8.74814,-0.000535509,-0.000473863,0.00692202,9.16686,0.110244,3.22689,-0.0275506,0.0148072,0.000379793
0.007,-2.43812,9.51487,-1.44531,-0.0207828,-0.00917786,0.0152214,-3.48526,-9.15044,-1.4311,-0.0338096,0.0456995,-0.00821544,-0.507951,9.52954,-1.58244,-0.0116453,0.0082727,0.0126751,-1.48526,-9.83141,-0.918126,-0.0676782,0.0610862,-0.0039553,4.02189,-3.27366,8.1896,-0.0127418,0.0086442,-0.000357413,3.99788,2.6353,8.75888,-0.000680393,-0.000193532,0.00764962,9.16037,0.111338,3.23861,-0.0269199,0.0138535,0.000277501
0.008,-2.42883,9.52513,-1.45759,-0.0195048,-0.00828645,0.0157601,-3.48301,-9.14532,-1.43471,-0.0350804,0.0469867,-0.00875857,-0.514665,9.53906,-1.58006,-0.0113286,0.010759,0.0120901,-1.45681,-9.81479,-0.914103,-0.0694082,0.0645848,-0.00573092,4.04673,-3.27866,8.18159,-0.0120699,0.00988513,-0.000654524,4.00411,2.6112,8.76961,-0.000825277,8.68e-05,0.00837722,9.15389,0.112433,3.25034,-0.0262892,0.0128998,0.000175208
0.009,-2.4191,9.53263,-1.4683,-0.018513,-0.00743985,0.0163389,-3.47998,-9.14027,-1.43695,-0.0361758,0.0481146,-0.00922344,-0.518296,9.54685,-1.57683,-0.0110105,0.0128218,0.0114302,-1.43287,-9.80102,-0.907688,-0.0711435,0.0671823,-0.00724469,4.06639,-3.2827,8.17667,-0.0115414,0.0107352,-0.000907188,4.01089,2.58971,8.7801,-0.000810655,0.000353695,0.00906411,9.14886,0.116596,3.26044,-0.0257494,0.0120187,0.000282505
