Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,9.57803,-0.794877,3.8856,0.12597,0.059831,0.109832,-0.234804,9.6538,-2.75217,0.293537,1.53999,0.00354511,0.366811,9.66581,-0.676011,0.367001,0.481317,-0.130369,-3.30488,-9.19762,-0.715856,0.125867,-0.582388,0.00725658,4.60448,2.7761,8.54455,0.205004,-0.203799,-0.0452884,-2.09827,-10.1589,-0.30984,0.13976,-0.299003,0.313288,5.5129,-3.75942,7.33226,-0.0481838,0.0836121,0.0539146
0.001,9.58434,-0.734773,3.89302,0.122737,0.0670898,0.107871,-0.269961,9.61451,-2.74848,0.295531,1.53794,0.00859172,0.410531,9.63564,-0.689071,0.360539,0.480279,-0.137123,-3.24284,-9.1905,-0.664204,0.11199,-0.581612,0.0132918,4.61344,2.79171,8.56929,0.204452,-0.206562,-0.0416172,-2.05789,-10.1992,-0.310396,0.142501,-0.306338,0.317282,5.52132,-3.7361,7.31139,-0.0461439,0.0885599,0.0554008
0.002,9.59064,-0.674669,3.90043,0.119505,0.0743486,0.105911,-0.305117,9.57522,-2.74479,0.297526,1.53589,0.0136383,0.454251,9.60548,-0.702131,0.354076,0.479241,-0.143877,-3.18079,-9.18337,-0.612553,0.0981141,-0.580836,0.0193271,4.6224,2.80731,8.59403,0.2039,-0.209325,-0.0379459,-2.01752,-10.2396,-0.310952,0.145241,-0.313672,0.321275,5.52975,-3.71277,7.29053,-0.0441039,0.0935076,0.0568871
0.003,9.59694,-0.614565,3.90784,0.116272,0.0816074,0.103951,-0.340273,9.53592,-2.7411,0.29952,1.53384,0.0186849,0.497971,9.57531,-0.715191,0.347614,0.478204,-0.15063,-3.11875,-9.17625,-0.560902,0.0842377,-0.580059,0.0253624,4.63136,2.82292,8.61877,0.203349,-0.212088,-0.0342747,-1.97714,-10.2799,-0.311507,0.147982,-0.321006,0.325269,5.53817,-3.68945,7.26966,-0.042064,0.0984554,0.0583733
0.004,9.60324,-0.554462,3.91526,0.113039,0.0888662,0.10199,-0.375429,9.49663,-2.73741,0.301515,1.53179,0.0237315,0.541692,9.54514,-0.728251,0.341151,0.477166,-0.157384,-3.0567,-9.16912,-0.50925,0.0703612,-0.579283,0.0313977,4.64032,2.83853,8.64351,0.202797,-0.214851,-0.0306035,-1.93676,-10.3202,-0.312063,0.150722,-0.32834,0.329263,5.5466,-3.66612,7.2488,-0.0400241,0.103403,0.0598596
0.005,9.59687,-0.484108,3.93922,0.109222,0.0938528,0.0992219,-0.403329,9.45199,-2.71227,0.305814,1.52781,0.0278391,0.566007,9.52139,-0.740369,0.336148,0.474472,-0.16388,-3.00741,-9.15575,-0.465669,0.0584778,-0.584642,0.0341711,4.6434,2.85846,8.65984,0.201399,-0.217018,-0.0266813,-1.9073,-10.3321,-0.319293,0.153176,-0.337888,0.331888,5.52519,-3.65448,7.25554,-0.0383903,0.103845,0.0605882
0.006,9.58036,-0.405555,3.97642,0.104938,0.0970216,0.0958067,-0.425424,9.40307,-2.66996,0.311956,1.5223,0.0311953,0.574797,9.50278,-0.751736,0.332312,0.470455,-0.170169,-2.96832,-9.13738,-0.428543,0.0481887,-0.594908,0.0343351,4.64179,2.88184,8.66943,0.199323,-0.218707,-0.0225584,-1.88657,-10.3211,-0.331862,0.155401,-0.349209,0.333419,5.47993,-3.65218,7.28436,-0.0370813,0.100681,0.0607106
0.007,9.56385,-0.327002,4.01362,0.100654,0.10019,0.0923915,-0.447518,9.35415,-2.62765,0.318098,1.51678,0.0345515,0.583588,9.48417,-0.763102,0.328477,0.466437,-0.176458,-2.92922,-9.11902,-0.391418,0.0378996,-0.605175,0.0344991,4.64018,2.90522,8.67902,0.197248,-0.220397,-0.0184354,-1.86583,-10.3102,-0.344431,0.157626,-0.360529,0.33495,5.43466,-3.64988,7.31318,-0.0357723,0.0975172,0.060833
0.008,9.54734,-0.248448,4.05082,0.09637,0.103359,0.0889763,-0.469613,9.30522,-2.58534,0.32424,1.51126,0.0379078,0.592379,9.46556,-0.774468,0.324641,0.46242,-0.182747,-2.89013,-9.10065,-0.354292,0.0276106,-0.615442,0.0346632,4.63857,2.9286,8.68861,0.195172,-0.222086,-0.0143125,-1.8451,-10.2993,-0.356999,0.159851,-0.371849,0.336481,5.38939,-3.64758,7.342,-0.0344634,0.0943535,0.0609555
0.009,9.5271,-0.172639,4.08123,0.0922017,0.106681,0.0858636,-0.492754,9.26145,-2.54011,0.330731,1.5056,0.0410634,0.601728,9.45015,-0.776465,0.320887,0.458686,-0.189053,-2.84906,-9.08933,-0.321643,0.0175776,-0.627005,0.0351727,4.63603,2.95205,8.6984,0.193146,-0.224002,-0.0105055,-1.82634,-10.2895,-0.372352,0.161787,-0.382844,0.33796,5.34047,-3.64603,7.37132,-0.0332334,0.0910989,0.0612266
