Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,8.63294,-1.37117,3.40541,-0.294002,0.0327635,-0.149538,6.49641,7.34007,-0.783809,-0.0133057,-0.482823,-0.274576,-5.27836,10.2609,-2.08851,0.175827,-1.00732,1.87942,-0.383007,-10.146,-1.68255,0.36417,-0.525855,0.5715,4.65158,2.1115,8.95929,0.0499811,-0.24496,-0.15781,-1.2149,-10.8495,0.492579,0.659259,-0.181085,0.18274,10.5966,-1.38757,3.3902,-0.582899,1.49132,0.325003
0.001,8.66283,-1.37136,3.42811,-0.291883,0.0289438,-0.148679,6.54928,7.40235,-0.78507,-0.0046651,-0.452363,-0.282271,-5.30424,10.1904,-2.10397,0.182743,-1.01886,1.85929,-0.441187,-10.1133,-1.69337,0.369226,-0.515116,0.567944,4.63567,2.12646,8.98117,0.0468402,-0.250552,-0.160165,-1.23359,-10.7934,0.471951,0.666613,-0.182716,0.182255,10.6157,-0.932068,3.22478,-0.535094,1.48386,0.394882
0.002,8.69272,-1.37155,3.45082,-0.289764,0.0251242,-0.147819,6.60216,7.46464,-0.786331,0.00397553,-0.421904,-0.289967,-5.33011,10.1199,-2.11943,0.189658,-1.0304,1.83916,-0.499367,-10.0806,-1.70419,0.374281,-0.504376,0.564388,4.61976,2.14141,9.00305,0.0436993,-0.256144,-0.16252,-1.25227,-10.7372,0.451323,0.673968,-0.184347,0.18177,10.6349,-0.476561,3.05936,-0.48729,1.47639,0.464761
0.003,8.72261,-1.37174,3.47353,-0.287645,0.0213045,-0.146959,6.65503,7.52693,-0.787593,0.0126162,-0.391444,-0.297662,-5.35599,10.0494,-2.13489,0.196574,-1.04194,1.81903,-0.557547,-10.0479,-1.71502,0.379336,-0.493637,0.560832,4.60384,2.15637,9.02493,0.0405585,-0.261736,-0.164876,-1.27095,-10.6811,0.430695,0.681322,-0.185978,0.181285,10.6541,-0.0210544,2.89394,-0.439485,1.46892,0.53464
0.004,8.7525,-1.37193,3.49624,-0.285526,0.0174849,-0.146099,6.70791,7.58921,-0.788854,0.0212568,-0.360984,-0.305358,-5.38187,9.9789,-2.15035,0.20349,-1.05348,1.7989,-0.615727,-10.0152,-1.72584,0.384392,-0.482898,0.557276,4.58793,2.17133,9.04681,0.0374176,-0.267329,-0.167231,-1.28963,-10.625,0.410067,0.688677,-0.18761,0.1808,10.6733,0.434452,2.72853,-0.391681,1.46146,0.60452
0.005,8.76137,-1.36385,3.4961,-0.282966,0.0163301,-0.146239,6.73813,7.64494,-0.768545,0.0272963,-0.331354,-0.312931,-5.39578,9.91458,-2.15772,0.210547,-1.06447,1.77783,-0.655482,-9.97953,-1.72343,0.386074,-0.472378,0.552795,4.58737,2.19557,9.05416,0.0346321,-0.273229,-0.169106,-1.30614,-10.6018,0.393055,0.694174,-0.190147,0.180407,10.6948,0.373821,2.62453,-0.394041,1.4522,0.6122
0.006,8.75343,-1.34915,3.47767,-0.280053,0.0173074,-0.147179,6.75022,7.69541,-0.730979,0.0312548,-0.302388,-0.320406,-5.40012,9.85523,-2.15861,0.217717,-1.07501,1.75602,-0.680498,-9.94146,-1.71045,0.385058,-0.462034,0.547573,4.59909,2.22723,9.04989,0.0321309,-0.279376,-0.170597,-1.32091,-10.6049,0.378936,0.698186,-0.19341,0.180088,10.7182,-0.0997211,2.56966,-0.436533,1.44151,0.570121
0.007,8.74548,-1.33444,3.45925,-0.27714,0.0182846,-0.148119,6.76232,7.74588,-0.693414,0.0352133,-0.273422,-0.327881,-5.40445,9.79588,-2.15951,0.224886,-1.08555,1.73421,-0.705513,-9.9034,-1.69747,0.384041,-0.45169,0.542352,4.61082,2.25889,9.04562,0.0296296,-0.285523,-0.172089,-1.33568,-10.6081,0.364816,0.702198,-0.196673,0.179769,10.7415,-0.573263,2.51479,-0.479025,1.43082,0.528043
0.008,8.73754,-1.31974,3.44083,-0.274227,0.0192618,-0.149058,6.77442,7.79636,-0.655848,0.0391718,-0.244456,-0.335356,-5.40879,9.73653,-2.1604,0.232056,-1.09609,1.7124,-0.730529,-9.86534,-1.68449,0.383025,-0.441346,0.53713,4.62254,2.29054,9.04136,0.0271284,-0.29167,-0.17358,-1.35044,-10.6112,0.350696,0.70621,-0.199935,0.179449,10.7649,-1.0468,2.45993,-0.521517,1.42012,0.485964
0.009,8.73163,-1.30801,3.42488,-0.27147,0.0199875,-0.149676,6.78601,7.84393,-0.616283,0.042872,-0.216359,-0.34234,-5.4094,9.67861,-2.15792,0.238898,-1.10632,1.69053,-0.754118,-9.82966,-1.66828,0.382228,-0.430916,0.53203,4.63284,2.31977,9.03709,0.0247083,-0.298177,-0.175543,-1.36624,-10.6167,0.338521,0.71027,-0.203033,0.179192,10.7814,-1.48851,2.40719,-0.564022,1.40862,0.441252
0.01,8.74193,-1.32005,3.42864,-0.269962,0.0187001,-0.147722,6.79355,7.86834,-0.560728,0.0445064,-0.195222,-0.345395,-5.38014,9.63217,-2.12848,0.243124,-1.11406,1.66825,-0.766298,-9.81307,-1.62626,0.38319,-0.419797,0.527897,4.6318,2.32953,9.03282,0.0229367,-0.307568,-0.18128,-1.39029,-10.6409,0.341901,0.71472,-0.204812,0.179435,10.7426,-1.6755,2.37145,-0.606638,1.39064,0.375475
0.011,8.75224,-1.33209,3.4324,-0.268454,0.0174127,-0.145767,6.8011,7.89274,-0.505173,0.0461408,-0.174084,-0.34845,-5.35089,9.58572,-2.09904,0.24735,-1.12179,1.64597,-0.778478,-9.79648,-1.58424,0.384151,-0.408678,0.523765,4.63075,2.3393,9.02855,0.0211652,-0.316959,-0.187018,-1.41434,-10.6651,0.34528,0.71917,-0.206591,0.179677,10.7038,-1.86249,2.33572,-0.649254,1.37266,0.309699
