Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0.0,4.57448,-5.13983,7.10891,0.00102862,-0.00882649,0.0205415,-0.804771,9.26944,-2.42503,-0.0288159,0.0762033,-0.00797227,-1.54745,9.13582,-2.46637,0.00083666,0.0478489,-0.0189925,-0.195927,-9.81028,-0.922799,-0.0358732,0.103932,-0.03834,5.8806,2.60131,7.14265,0.00440108,-0.021166,-0.052714,9.33491,0.464107,1.18889,0.175772,0.0696581,0.0466724,-1.31419,-9.74785,-1.1971,0.0346618,0.308516,0.0112986
0.001,4.60183,-5.1564,7.10482,-9e-05,-0.00722285,0.0196951,-0.794973,9.30266,-2.43811,-0.0285792,0.0753587,-0.00979282,-1.56476,9.1579,-2.44936,0.00353936,0.0519705,-0.02094,-0.191778,-9.78312,-0.927321,-0.0357146,0.105671,-0.0416214,5.84372,2.60201,7.1772,0.00681045,-0.021022,-0.0518433,9.34635,0.468644,1.18417,0.170642,0.0694593,0.0441848,-1.33159,-9.7609,-1.1971,0.036754,0.314667,0.0124135
0.002,4.62918,-5.17298,7.10072,-0.00120856,-0.00561921,0.0188487,-0.785175,9.33588,-2.45118,-0.0283425,0.0745141,-0.0116134,-1.58207,9.17998,-2.43236,0.00624206,0.0560922,-0.0228875,-0.187628,-9.75596,-0.931843,-0.035556,0.107411,-0.0449028,5.80685,2.60272,7.21176,0.00921981,-0.0208781,-0.0509727,9.35778,0.473182,1.17945,0.165512,0.0692605,0.0416972,-1.34899,-9.77394,-1.1971,0.0388461,0.320818,0.0135284
0.003,4.65653,-5.18956,7.09663,-0.00232716,-0.00401557,0.0180023,-0.775376,9.3691,-2.46426,-0.0281058,0.0736695,-0.0134339,-1.59938,9.20207,-2.41535,0.00894476,0.0602138,-0.0248349,-0.183479,-9.72879,-0.936365,-0.0353974,0.10915,-0.0481841,5.76997,2.60342,7.24631,0.0116292,-0.0207341,-0.050102,9.36921,0.477719,1.17473,0.160382,0.0690617,0.0392096,-1.36639,-9.78699,-1.1971,0.0409383,0.326969,0.0146433
0.004,4.68388,-5.20614,7.09253,-0.00344575,-0.00241193,0.0171559,-0.765578,9.40233,-2.47734,-0.027869,0.0728249,-0.0152545,-1.61669,9.22415,-2.39834,0.0116475,0.0643355,-0.0267824,-0.179329,-9.70163,-0.940887,-0.0352388,0.110889,-0.0514655,5.73309,2.60413,7.28086,0.0140385,-0.0205902,-0.0492314,9.38064,0.482256,1.17001,0.155253,0.0688629,0.036722,-1.38378,-9.80004,-1.1971,0.0430304,0.333119,0.0157582
0.005,4.68266,-5.21996,7.09577,-0.00411566,-0.00130532,0.0170182,-0.769356,9.41056,-2.48702,-0.0282131,0.0723669,-0.0165751,-1.64289,9.23934,-2.41669,0.014914,0.0700553,-0.0274224,-0.18395,-9.7046,-0.935853,-0.0367435,0.111288,-0.0536222,5.71804,2.59996,7.29386,0.0169875,-0.0209132,-0.0486902,9.39124,0.492974,1.16283,0.150077,0.0678356,0.0338916,-1.41988,-9.80755,-1.17719,0.0432629,0.339827,0.0160431
0.006,4.65859,-5.23156,7.10489,-0.00442664,-0.000596337,0.0174475,-0.783994,9.39881,-2.49398,-0.0290218,0.0722181,-0.0174958,-1.67621,9.24901,-2.46331,0.0186315,0.0770537,-0.0270165,-0.195587,-9.73169,-0.923176,-0.0395789,0.110614,-0.0548792,5.72045,2.59188,7.28961,0.0203681,-0.0216098,-0.0484126,9.40118,0.508637,1.15367,0.144866,0.0661454,0.0307869,-1.47094,-9.81062,-1.14136,0.0420077,0.346979,0.015664
0.007,4.63451,-5.24317,7.114,-0.00473761,0.000112646,0.0178768,-0.798632,9.38706,-2.50094,-0.0298305,0.0720693,-0.0184165,-1.70953,9.25868,-2.50993,0.0223491,0.0840522,-0.0266106,-0.207224,-9.75877,-0.910498,-0.0424143,0.109941,-0.0561362,5.72285,2.5838,7.28537,0.0237487,-0.0223064,-0.048135,9.41112,0.524301,1.1445,0.139655,0.0644551,0.0276822,-1.522,-9.81369,-1.10553,0.0407525,0.354132,0.0152849
0.008,4.61043,-5.25478,7.12312,-0.00504858,0.00082163,0.0183061,-0.81327,9.3753,-2.5079,-0.0306391,0.0719205,-0.0193372,-1.74285,9.26835,-2.55655,0.0260666,0.0910506,-0.0262047,-0.218861,-9.78586,-0.89782,-0.0452497,0.109267,-0.0573931,5.72526,2.57573,7.28112,0.0271293,-0.0230031,-0.0478574,9.42105,0.539964,1.13534,0.134443,0.0627649,0.0245775,-1.57306,-9.81675,-1.0697,0.0394972,0.361284,0.0149058
0.009,4.58911,-5.26323,7.1311,-0.00534499,0.00143881,0.0185998,-0.827883,9.36408,-2.51363,-0.0313478,0.0716536,-0.0198643,-1.76814,9.27735,-2.59586,0.0293843,0.0977123,-0.0255655,-0.233401,-9.80901,-0.885339,-0.0481193,0.109013,-0.0585386,5.7297,2.56799,7.27576,0.0301586,-0.023787,-0.0475906,9.43174,0.553392,1.12773,0.129247,0.0613891,0.0212914,-1.61941,-9.81874,-1.03478,0.0380316,0.368329,0.0148674
