Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0.0,4.39811,-5.36504,7.12125,-0.0215707,-0.0066968,0.0238452,-0.837388,9.26483,-3.02306,-0.0255438,0.0233814,-0.00434105,-0.501234,9.32891,-2.84898,0.0302569,0.317179,0.0104316,-1.63281,-8.76919,-2.13079,-0.0500522,1.00323,0.306357,5.93709,6.35749,5.058,-0.324225,-0.223081,-1.04742,9.47432,0.620109,1.38098,0.117363,0.286485,-0.136641,-1.58964,-10.0131,-1.66808,-0.0455243,0.831864,-0.0448654
0.001,4.39508,-5.34372,7.1329,-0.0213467,-0.00742671,0.0222323,-0.830322,9.25445,-2.97568,-0.0254175,0.0226347,-0.00554675,-0.543715,9.36296,-2.81875,0.0314108,0.320695,0.0104891,-1.64614,-8.77671,-2.0731,-0.0516895,1.0069,0.295778,5.85313,6.0132,5.11242,-0.321267,-0.227259,-1.0412,9.48687,0.704711,1.43898,0.115987,0.27077,-0.135808,-1.59996,-9.96919,-1.65892,-0.0489982,0.844185,-0.0434206
0.002,4.39206,-5.32239,7.14456,-0.0211228,-0.00815663,0.0206193,-0.823256,9.24408,-2.9283,-0.0252913,0.021888,-0.00675246,-0.586195,9.397,-2.78853,0.0325648,0.324212,0.0105467,-1.65947,-8.78424,-2.01542,-0.0533268,1.01056,0.285198,5.76916,5.66891,5.16684,-0.31831,-0.231437,-1.03499,9.49942,0.789314,1.49697,0.114611,0.255056,-0.134975,-1.61029,-9.92526,-1.64975,-0.0524721,0.856506,-0.0419758
0.003,4.38903,-5.30107,7.15622,-0.0208989,-0.00888654,0.0190063,-0.81619,9.2337,-2.88092,-0.0251651,0.0211414,-0.00795817,-0.628675,9.43104,-2.7583,0.0337187,0.327728,0.0106043,-1.67281,-8.79176,-1.95774,-0.054964,1.01423,0.274619,5.68519,5.32462,5.22126,-0.315352,-0.235615,-1.02877,9.51198,0.873917,1.55496,0.113236,0.239342,-0.134142,-1.62061,-9.88133,-1.64059,-0.0559461,0.868827,-0.0405311
0.004,4.386,-5.27975,7.16787,-0.020675,-0.00961645,0.0173933,-0.809124,9.22332,-2.83354,-0.0250388,0.0203947,-0.00916388,-0.671155,9.46508,-2.72808,0.0348726,0.331245,0.0106618,-1.68614,-8.79929,-1.90005,-0.0566013,1.0179,0.26404,5.60123,4.98033,5.27568,-0.312394,-0.239793,-1.02255,9.52453,0.95852,1.61296,0.11186,0.223628,-0.133309,-1.63094,-9.83739,-1.63143,-0.05942,0.881148,-0.0390863
0.005,4.40071,-5.25044,7.17834,-0.0191146,-0.0103061,0.0155595,-0.836073,9.2239,-2.79807,-0.0271643,0.0192033,-0.0101716,-0.716564,9.4973,-2.69112,0.0333087,0.332188,0.0121751,-1.7089,-8.76133,-1.86644,-0.0632292,1.02292,0.25453,5.5182,4.56873,5.3334,-0.297421,-0.247583,-1.02089,9.50488,1.02827,1.66024,0.112774,0.202856,-0.127217,-1.64747,-9.80442,-1.63407,-0.0628012,0.890297,-0.0378311
0.006,4.42961,-5.21474,7.18787,-0.0164851,-0.0109635,0.0135491,-0.890233,9.23324,-2.77212,-0.0310911,0.0176561,-0.0110209,-0.764317,9.52805,-2.64878,0.0295705,0.331072,0.0148528,-1.73919,-8.68698,-1.85208,-0.0738498,1.02903,0.245876,5.43593,4.1033,5.39376,-0.272835,-0.258262,-1.02288,9.45946,1.08614,1.69895,0.115519,0.178038,-0.116917,-1.66898,-9.78023,-1.64616,-0.0661082,0.896909,-0.0367276
0.007,4.45851,-5.17904,7.1974,-0.0138556,-0.0116208,0.0115387,-0.944394,9.24259,-2.74616,-0.035018,0.0161089,-0.0118702,-0.81207,9.5588,-2.60644,0.0258323,0.329957,0.0175306,-1.76948,-8.61263,-1.83772,-0.0844703,1.03514,0.237222,5.35365,3.63786,5.45411,-0.248249,-0.26894,-1.02487,9.41404,1.14401,1.73766,0.118264,0.15322,-0.106617,-1.69049,-9.75603,-1.65825,-0.0694152,0.90352,-0.0356241
0.008,4.4874,-5.14335,7.20693,-0.0112261,-0.0122782,0.00952824,-0.998554,9.25193,-2.72021,-0.0389448,0.0145616,-0.0127195,-0.859822,9.58955,-2.5641,0.0220941,0.328841,0.0202083,-1.79978,-8.53827,-1.82336,-0.0950908,1.04125,0.228567,5.27138,3.17242,5.51447,-0.223664,-0.279619,-1.02685,9.36862,1.20188,1.77638,0.121009,0.128402,-0.0963165,-1.712,-9.73183,-1.67033,-0.0727222,0.910132,-0.0345206
0.009,4.51696,-5.10914,7.21503,-0.00914471,-0.0129479,0.00774958,-1.05434,9.26292,-2.69496,-0.0423423,0.0127781,-0.0132562,-0.905518,9.61758,-2.5214,0.0179735,0.327409,0.0226393,-1.8286,-8.46385,-1.81191,-0.105953,1.04639,0.220012,5.19168,2.71987,5.56993,-0.197594,-0.29067,-1.02936,9.32776,1.25317,1.8098,0.123404,0.104382,-0.0871816,-1.73205,-9.70831,-1.68154,-0.0758948,0.916319,-0.0333442
0.01,4.55176,-5.08685,7.21176,-0.0114482,-0.0137161,0.00782506,-1.12314,9.28707,-2.67534,-0.0415054,0.0091044,-0.0112916,-0.93476,9.62384,-2.47582,0.0107943,0.323449,0.0230966,-1.84571,-8.38882,-1.82369,-0.118746,1.04377,0.212251,5.13264,2.37035,5.58627,-0.159651,-0.304701,-1.03607,9.32335,1.25178,1.8009,0.122999,0.0867501,-0.0873691,-1.74045,-9.69016,-1.68572,-0.0779919,0.919108,-0.0315849
0.011,4.58657,-5.06457,7.2085,-0.0137518,-0.0144843,0.00790055,-1.19194,9.31122,-2.65571,-0.0406684,0.00543068,-0.00932695,-0.964001,9.63009,-2.43023,0.00361505,0.319488,0.0235539,-1.86282,-8.31379,-1.83548,-0.131539,1.04116,0.204489,5.07359,2.02084,5.60262,-0.121708,-0.318731,-1.04277,9.31894,1.25039,1.792,0.122595,0.0691179,-0.0875566,-1.74885,-9.67202,-1.68989,-0.080089,0.921897,-0.0298256
0.012,4.62137,-5.04229,7.20523,-0.0160553,-0.0152524,0.00797603,-1.26073,9.33537,-2.63609,-0.0398315,0.00175695,-0.00736232,-0.993243,9.63635,-2.38465,-0.00356418,0.315528,0.0240112,-1.87992,-8.23876,-1.84726,-0.144332,1.03854,0.196728,5.01454,1.67132,5.61896,-0.0837654,-0.332762,-1.04947,9.31453,1.249,1.78311,0.12219,0.0514856,-0.0877442,-1.75726,-9.65388,-1.69406,-0.0821861,0.924686,-0.0280663
0.013,4.65618,-5.02,7.20196,-0.0183589,-0.0160206,0.00805152,-1.32953,9.35952,-2.61646,-0.0389945,-0.00191678,-0.00539769,-1.02248,9.6426,-2.33907,-0.0107434,0.311568,0.0244685,-1.89703,-8.16373,-1.85904,-0.157125,1.03593,0.188966,4.9555,1.32181,5.6353,-0.0458225,-0.346792,-1.05617,9.31013,1.24761,1.77421,0.121785,0.0338533,-0.0879317,-1.76566,-9.63573,-1.69824,-0.0842832,0.927475,-0.026307
0.014,4.68106,-4.99132,7.19452,-0.0224586,-0.0158941,0.00886493,-1.34514,9.37268,-2.60962,-0.0396882,-0.00300949,-0.00595936,-1.04496,9.64272,-2.30436,-0.0171224,0.304356,0.026268,-1.93124,-8.111,-1.84194,-0.169393,1.02713,0.182748,4.86644,1.13297,5.65778,-0.00662439,-0.363492,-1.06004,9.36964,1.22002,1.74178,0.116398,0.02624,-0.0890976,-1.77568,-9.61253,-1.6856,-0.0859882,0.929609,-0.0243888
