Time,RTibialisAnterior,RSoleus,RBicepsFemoris,RGastrocnemiusMedialis,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0680768,0.0477576,0.0384076,0.0691818,0.0578433,0.0606277,0.0478903,0.0410239,0.0552805,0.0564871,0.0682208,0.0402011,0.0584723,0.0544992,0.0691492,0.0612073
0.021,0.058006,0.046842,0.0652631,0.041716,0.0578433,0.0563553,0.0433127,0.0553671,0.0433786,0.058013,0.0792072,0.0566806,0.0630499,0.0642648,0.0596887,0.069447
0.022,0.0567853,0.0566077,0.0649579,0.036528,0.0752383,0.0761917,0.0671164,0.0538412,0.0491769,0.0607596,0.0825641,0.0551547,0.0960089,0.062739,0.0490076,0.0834851
0.023,0.0512921,0.0532507,0.0600751,0.0899338,0.0502139,0.029805,0.0622336,0.044686,0.0400217,0.058013,0.0624225,0.0615634,0.0709845,0.057551,0.0615198,0.0706677
0.024,0.052818,0.0563025,0.053056,0.081694,0.0523502,0.0755814,0.0488058,0.046517,0.058027,0.0561819,0.0749347,0.0667514,0.0584723,0.0630441,0.0557214,0.0673108
0.025,0.0662457,0.050199,0.0603803,0.081694,0.0474673,0.0706985,0.0582663,0.0300375,0.0497873,0.0412283,0.0740192,0.0456943,0.0569464,0.0679269,0.0627405,0.0767712
0.026,0.065025,0.072782,0.061601,0.0615524,0.0511295,0.0838211,0.0436179,0.0602499,0.0635202,0.0378714,0.0605914,0.0624789,0.0532843,0.049006,0.0682336,0.0587659
0.027,0.0589215,0.0654578,0.0548871,0.0670456,0.0639468,0.0563553,0.054299,0.0739828,0.0519235,0.0448904,0.0731036,0.0612582,0.0529791,0.0514474,0.0505334,0.0453381
0.028,0.0549542,0.0453162,0.0457318,0.0743698,0.046857,0.0591019,0.0384299,0.0547568,0.0742014,0.0455008,0.0496051,0.02952,0.0410773,0.0438181,0.0450403,0.0526624
0.029,0.0570905,0.0108313,0.047868,0.0685715,0.0663882,0.0722244,0.0457541,0.049874,0.0351389,0.0668631,0.035567,0.0499667,0.0688483,0.0639597,0.0395471,0.0535779
0.03,0.0439679,0.0349402,0.0457318,0.0652145,0.0581485,0.0520828,0.0591818,0.0629965,0.0757272,0.0287161,0.0398395,0.0463046,0.0706793,0.0654855,0.0593835,0.039845
0.031,0.0662457,0.0453162,0.0481732,0.041716,0.0431949,0.064595,0.038735,0.0547568,0.0601633,0.0622855,0.0596759,0.0652255,0.0697638,0.0459543,0.0395471,0.0627332
0.032,0.0491559,0.0422644,0.0442059,0.0627731,0.0679141,0.0478104,0.0518576,0.0532309,0.0595529,0.0665579,0.0447223,0.0756015,0.0419928,0.0563303,0.0471765,0.0413709
0.033,0.063194,0.0422644,0.0490887,0.0328659,0.0508243,0.0688675,0.0515524,0.0452963,0.0656564,0.0482474,0.0715778,0.0527133,0.0657965,0.0459543,0.0471765,0.0380139
0.034,0.0491559,0.0480627,0.0570233,0.0408005,0.0459415,0.0655106,0.038735,0.056893,0.0653513,0.0705252,0.0361774,0.0493564,0.0566412,0.0639597,0.0487024,0.0361829
0.035,0.0613629,0.0523352,0.0487836,0.0441574,0.0758487,0.0633743,0.0423972,0.0452963,0.0668771,0.0284109,0.0483844,0.0594272,0.0529791,0.0569406,0.0279504,0.0361829
0.036,0.0738751,0.0682043,0.0545819,0.0398849,0.0529605,0.0560501,0.0527731,0.0669638,0.0482614,0.0540457,0.0550983,0.0579013,0.0465704,0.0422922,0.0575525,0.0532727
0.037,0.0729596,0.0621008,0.0448163,0.046904,0.0483829,0.0526932,0.0448386,0.0556723,0.0519235,0.0339041,0.0593707,0.0557651,0.0642706,0.0606027,0.0523645,0.0688367
0.038,0.0692975,0.067594,0.051225,0.0328659,0.0584537,0.0600174,0.0497214,0.0440756,0.0571115,0.042449,0.0496051,0.0463046,0.0508429,0.0508371,0.0548059,0.0633435
0.039,0.0464093,0.0776648,0.0503094,0.0493454,0.0428897,0.0658157,0.0485007,0.0544516,0.0427683,0.0567923,0.0682208,0.0951328,0.0630499,0.0596872,0.0593835,0.0660901
0.04,0.0488507,0.0718665,0.0649579,0.0606369,0.0547916,0.0630691,0.0591818,0.0626913,0.0571115,0.0409232,0.0502155,0.0609531,0.0459601,0.0535837,0.0581628,0.0743298
