Time,EMGs.RTibialisA,EMGs.2,EMGs.3,EMGs.4,EMGs.5,EMGs.6,EMGs.7,EMGs.8,EMGs.9,EMGs.10,EMGs.11,EMGs.12,EMGs.13,EMGs.14,EMGs.15,EMGs.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0445782,0.0880408,0.0652631,0.0560593,0.0541812,0.0499466,0.0597922,0.0388876,0.0619943,0.0653372,0.08409,0.059122,0.0572516,0.0758615,0.0413782,0.064259
0.021,0.0772321,0.118253,0.0643475,0.0581955,0.0541812,0.0639847,0.0500266,0.0437704,0.0513132,0.0671683,0.0660846,0.0579013,0.0450446,0.057551,0.0575525,0.0673108
0.022,0.0604474,0.106351,0.0558026,0.0456833,0.0599796,0.0398758,0.0182883,0.0407187,0.0781686,0.0485526,0.0657794,0.0371494,0.0633551,0.0560251,0.0541956,0.0343518
0.023,0.0506818,0.0907874,0.0472577,0.0334763,0.0257999,0.0459793,0.0497214,0.0379721,0.0626047,0.0470267,0.0691364,0.0673618,0.087464,0.0596872,0.0502283,0.0578503
0.024,0.0439679,0.0993323,0.0567181,0.0676559,0.0499088,0.0774124,0.0527731,0.0544516,0.0729806,0.0278006,0.0651691,0.0646152,0.059693,0.0508371,0.0352747,0.0584607
0.025,0.04763,0.0642371,0.0469525,0.0502609,0.0569278,0.0441483,0.0597922,0.0422446,0.0555856,0.0189505,0.0682208,0.0475253,0.0688483,0.0532785,0.0459558,0.0358777
0.026,0.0561749,0.0248694,0.0332196,0.0130295,0.0618106,0.0304153,0.0494162,0.0330893,0.0452097,0.0278006,0.0593707,0.0328769,0.0487067,0.0517526,0.0465662,0.0490002
0.027,0.0589215,0.0205969,0.0448163,0.0237106,0.0395328,0.0539139,0.052468,0.0471274,0.0583322,0.052825,0.0651691,0.0514926,0.0368048,0.0560251,0.0453455,0.0645642
0.028,0.0610577,0.0147986,0.0524457,0.0621628,0.0697452,0.064595,0.0457541,0.0507895,0.094343,0.0647269,0.0865314,0.0423373,0.0435187,0.0654855,0.0487024,0.0782971
0.029,0.0634991,0.0254797,0.0576337,0.0804733,0.0615054,0.0795486,0.0521628,0.0474326,0.0699289,0.085784,0.0731036,0.0377597,0.0245978,0.0425973,0.063656,0.0456433
0.03,0.0638043,0.0517249,0.0384076,0.0704025,0.0599796,0.0847366,0.0497214,0.0309531,0.0275095,0.112639,0.0612018,0.0511874,0.0337531,0.0273386,0.0487024,0.0441174
0.031,0.0427472,0.0639319,0.0503094,0.0523972,0.0435001,0.0896194,0.0521628,0.0370566,0.0433786,0.113555,0.0645587,0.0527133,0.0413824,0.0343576,0.0487024,0.0203137
0.032,0.0348126,0.0608801,0.058244,0.0929855,0.0743228,0.0529984,0.0375143,0.0282065,0.083967,0.0940237,0.061507,0.0234164,0.0676276,0.0618234,0.0712854,0.041676
0.033,0.0564801,0.0614905,0.0527509,0.0819992,0.062421,0.101521,0.0643698,0.0520102,0.0680978,0.0934134,0.0569293,0.0792636,0.0346686,0.0563303,0.0548059,0.059071
0.034,0.0537335,0.0535559,0.0426801,0.0527023,0.0673038,0.0597122,0.0417868,0.051705,0.0696237,0.0815115,0.0489947,0.0606479,0.0435187,0.0584665,0.0529749,0.0456433
