Time,EMGs.RTibialisA,EMGs.2,EMGs.3,EMGs.4,EMGs.5,EMGs.6,EMGs.7,EMGs.8,EMGs.9,EMGs.10,EMGs.11,EMGs.12,EMGs.13,EMGs.14,EMGs.15,EMGs.16
0.044,0.0519025,0.0855994,0.0429852,0.0600265,0.0410587,0.0533035,0.0585715,0.0437704,0.0638254,0.00979523,0.0727985,0.0887241,0.0599982,0.0557199,0.0407678,0.0532727
0.045,0.0522076,0.111539,0.0612958,0.081694,0.0550967,0.0560501,0.0466696,0.0700156,0.0680978,0.0271902,0.080733,0.0740756,0.0477911,0.0407663,0.0425989,0.0612073
0.046,0.0723492,0.0913977,0.0640424,0.0774216,0.046857,0.0597122,0.042092,0.0520102,0.0653513,-0.0127878,0.0666949,0.0670566,0.0828864,0.0355783,0.0364954,0.0566296
0.047,0.0653302,0.0566077,0.0722821,0.0627731,0.039838,0.0465897,0.0494162,0.0541464,0.0851877,-0.0381174,0.0715778,0.0664462,0.0776984,0.0511423,0.0627405,0.0419812
0.048,0.052818,0.0666785,0.0518353,0.0493454,0.0477725,0.0462845,0.0579611,0.056893,0.0616891,0.0101004,0.0398395,0.0655307,0.052674,0.0654855,0.0432092,0.0599866
0.049,0.0586163,0.0724768,0.0780804,0.062468,0.0532657,0.0694778,0.0381247,0.0541464,0.085798,0.042449,0.0691364,0.0600375,0.064881,0.0557199,0.0715906,0.0663953
0.05,0.0601422,0.0721716,0.0558026,0.0606369,0.0547916,0.0618485,0.0561301,0.0584189,0.0708444,0.045806,0.0718829,0.0450839,0.0535895,0.0480905,0.0548059,0.0300793
0.051,0.0714337,0.0621008,0.0667889,0.0646042,0.0581485,0.0600174,0.0372092,0.0526205,0.0519235,0.0491629,0.0746295,0.0325717,0.0560309,0.0435129,0.0505334,0.041676
0.052,0.0488507,0.055387,0.0435956,0.0630783,0.057233,0.0438431,0.0478903,0.0355307,0.0507028,0.047637,0.0431964,0.036539,0.0480963,0.0529733,0.0313074,0.0483899
0.053,0.0183331,0.050199,0.0588544,0.0801682,0.0508243,0.0533035,0.0512473,0.041329,0.0531442,0.0445853,0.0657794,0.0289096,0.0535895,0.0441232,0.0749475,0.0630383
0.054,0.0430524,0.0215125,0.0374921,0.0328659,0.0306827,0.067952,0.0488058,0.0532309,0.0513132,0.0815115,0.0865314,0.0688876,0.0560309,0.0691476,0.0551111,0.0621228
0.055,0.0586163,0.057218,0.0771649,0.0771164,0.0450259,0.0655106,0.0613181,0.0584189,0.0586374,0.106231,0.0554034,0.0301303,0.0630499,0.0560251,0.048092,0.062428
0.056,0.080589,0.07797,0.0606854,0.0762009,0.0621158,0.0710037,0.0558249,0.0523154,0.078779,0.0796805,0.056319,0.0499667,0.0487067,0.0435129,0.0294763,0.0773816
0.057,0.0689923,0.060575,0.0713666,0.0661301,0.0615054,0.0667313,0.0417868,0.0443808,0.0671823,0.0549612,0.0642535,0.0426425,0.0386359,0.0432077,0.0279504,0.0718884
0.058,0.0589215,0.0492834,0.0661786,0.053923,0.0471622,0.0529984,0.0677267,0.0340048,0.0568063,0.0552664,0.0694415,0.0740756,0.0398566,0.0508371,0.0175745,0.0496106
0.059,0.0305402,0.0505042,0.0631268,0.0609421,0.03465,0.0581863,0.0442282,0.0407187,0.0445993,0.0335989,0.0535724,0.0411166,0.0447394,0.0691476,0.0526697,0.062428
0.06,0.0335919,0.027616,0.0527509,0.0325607,0.0499088,0.062764,0.0417868,0.0480429,0.0647409,0.0433646,0.0526569,0.0319614,0.0636603,0.0548044,0.0602991,0.0523572
0.061,0.0622784,0.0596594,0.0664838,0.0368332,0.0392276,0.064595,0.0762717,0.0535361,0.0610788,0.0851736,0.0657794,0.0447787,0.0541998,0.0618234,0.0615198,0.0517468
0.062,0.065025,0.0682043,0.080827,0.0551437,0.0456363,0.0929764,0.0533835,0.0471274,0.0384958,0.128509,0.0727985,0.0472202,0.0453497,0.047175,0.0505334,0.0514417
0.063,0.0570905,0.0669836,0.0545819,0.0569748,0.0315982,0.0603226,0.0512473,0.0700156,0.043989,0.108977,0.0569293,0.0386752,0.0450446,0.0468698,0.0545007,0.0630383
0.064,0.0461041,0.0630164,0.0542767,0.0453781,0.0474673,0.0581863,0.0442282,0.0596396,0.0238474,0.108672,0.0636432,0.0502719,0.0242926,0.0435129,0.0593835,0.0630383
0.065,0.059837,0.0556921,0.0588544,0.0209641,0.0456363,0.0560501,0.0576559,0.0364462,0.0842722,0.14041,0.0566241,0.0423373,0.0435187,0.0361887,0.0648767,0.0554089
0.066,0.0610577,0.0373816,0.0661786,0.0566696,0.0602847,0.0551346,0.0723044,0.0578085,0.0861032,0.120574,0.0746295,0.0450839,0.0621344,0.0572458,0.0422937,0.0654797
0.067,0.058006,0.032804,0.0622113,0.0490402,0.0465518,0.0566605,0.0521628,0.0608603,0.0626047,0.065032,0.0544879,0.0853671,0.0621344,0.054194,0.0490076,0.072804
0.068,0.0607526,0.0447058,0.0588544,0.0478195,0.0529605,0.0597122,0.0518576,0.0562827,0.0540598,0.0177298,0.063338,0.0865878,0.0551154,0.0544992,0.048092,0.0718884
0.069,0.0732648,0.046842,0.0658734,0.0441574,0.0404483,0.0539139,0.0558249,0.0416342,0.068403,-0.00271698,0.0404498,0.0533237,0.0462653,0.0685373,0.0548059,0.0480847
0.07,0.0396954,0.0196814,0.0695355,0.0630783,0.0450259,0.0389603,0.0558249,0.0523154,0.068403,0.0195609,0.0605914,0.0508823,0.0416876,0.0581613,0.0657922,0.0587659
0.071,0.0665509,0.0422644,0.0475629,0.069487,0.0514346,0.0832108,0.0466696,0.0495688,0.0598581,0.0281058,0.0541827,0.0307407,0.0444342,0.0612131,0.0642664,0.0486951
0.072,0.068382,0.0428748,0.0655682,0.0716232,0.0523502,0.0487259,0.0561301,0.0559775,0.0699289,0.0287161,0.0917194,0.057291,0.0673224,0.0587717,0.0548059,0.0602917
0.073,0.0802838,0.0587439,0.0435956,0.0551437,0.0743228,0.059407,0.0561301,0.0398032,0.0610788,0.0281058,0.078902,0.0368442,0.0541998,0.047175,0.0685388,0.0474744
0.074,0.0519025,0.0776648,0.0677045,0.0707077,0.0395328,0.0896194,0.0579611,0.0324789,0.0546701,-0.0268259,0.0642535,0.013956,0.0639655,0.0398508,0.0490076,0.0483899
0.075,0.0522076,0.0767493,0.0600751,0.0871872,0.0389224,0.0536087,0.0332419,0.0614706,0.0360544,-0.0210275,0.0361774,0.0231113,0.0477911,0.0560251,0.048092,0.074635
0.076,0.0641095,0.0556921,0.0484784,0.0655197,0.0459415,0.0734451,0.0460593,0.0437704,0.0445993,0.065032,0.0612018,0.0389804,0.0551154,0.0609079,0.0639612,0.0682263
0.077,0.0482404,0.0459265,0.0567181,0.0823044,0.0645572,0.0536087,0.0607077,0.0532309,0.0488718,0.0772391,0.0782916,0.109171,0.0462653,0.0691476,0.0557214,0.064259
0.078,0.0403058,0.0538611,0.0731976,0.079863,0.0465518,0.0566605,0.071694,0.0651328,0.0702341,0.0723563,0.0700519,0.0835361,0.0557257,0.0572458,0.0398523,0.064259
0.079,0.0515973,0.0578284,0.0637372,0.0829147,0.0401431,0.0682571,0.0494162,0.0645224,0.0723703,0.0183401,0.0770709,0.0585117,0.0685431,0.0718942,0.0535852,0.0471692
0.08,0.0430524,0.0239539,0.0496991,0.0716232,0.039838,0.0700882,0.0399558,0.056893,0.0861032,-0.0182809,0.0435016,0.0273837,0.0480963,0.0364938,0.0453455,0.0502209
0.081,0.0766217,0.0251746,0.0710614,0.0337814,0.0639468,0.0655106,0.0549094,0.0233237,0.0574167,-0.020112,0.0645587,0.0441684,0.070069,0.0398508,0.0551111,0.0587659
0.082,0.0488507,0.0248694,0.0707562,0.0414108,0.046857,0.0502518,0.0311057,0.0571982,0.0677927,-0.0100412,0.0566241,0.0441684,0.0401617,0.0590768,0.0621301,0.0599866
0.083,0.0500714,0.0386023,0.0643475,0.0685715,0.0471622,0.0542191,0.0481955,0.063912,0.0638254,0.0439749,0.0663898,0.0615634,0.0657965,0.0862375,0.0569421,0.0615125
