Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0.0,-1.09487,-9.78363,-1.02171,-0.0784386,0.213371,0.0681353,-0.20793,9.44907,-1.9277,-0.0283353,0.180211,0.01278,5.31165,-2.93081,7.81738,-0.135075,-0.0148842,0.0509911,-0.554475,9.55919,-1.60525,-0.00949579,0.0695321,0.0368045,9.30866,1.67594,3.07655,-0.0101175,0.100642,-0.0527175,0.0,0.0,0.0,0.0,0.0,0.0,5.10459,1.41387,8.32484,0.0321015,-0.0276732,-0.0147416
0.001,-1.08735,-9.81187,-1.02946,-0.077324,0.214486,0.0666313,-0.191839,9.46061,-1.93003,-0.0281771,0.178308,0.0123267,5.27958,-2.97635,7.7994,-0.133421,-0.0146926,0.0498557,-0.543722,9.57144,-1.61332,-0.0087527,0.072852,0.0370634,9.30147,1.66349,3.07152,-0.0108097,0.102187,-0.0537293,0.0,0.0,0.0,0.0,0.0,0.0,5.10626,1.43144,8.29481,0.0341704,-0.0274642,-0.0124235
0.002,-1.07982,-9.84011,-1.03721,-0.0762094,0.215601,0.0651273,-0.175747,9.47216,-1.93237,-0.0280189,0.176405,0.0118735,5.24751,-3.02189,7.78142,-0.131767,-0.0145009,0.0487203,-0.53297,9.58369,-1.6214,-0.0080096,0.0761718,0.0373223,9.29429,1.65104,3.06649,-0.011502,0.103731,-0.054741,0.0,0.0,0.0,0.0,0.0,0.0,5.10793,1.44901,8.26479,0.0362392,-0.0272552,-0.0101054
0.003,-1.0723,-9.86834,-1.04496,-0.0750949,0.216715,0.0636233,-0.159656,9.4837,-1.9347,-0.0278607,0.174502,0.0114202,5.21544,-3.06743,7.76345,-0.130114,-0.0143092,0.0475849,-0.522217,9.59593,-1.62947,-0.0072665,0.0794917,0.0375812,9.28711,1.63859,3.06147,-0.0121942,0.105275,-0.0557528,0.0,0.0,0.0,0.0,0.0,0.0,5.10959,1.46659,8.23476,0.038308,-0.0270462,-0.00778734
0.004,-1.06477,-9.89657,-1.05271,-0.0739803,0.21783,0.0621193,-0.143565,9.49525,-1.93704,-0.0277025,0.172599,0.010967,5.18337,-3.11296,7.74547,-0.12846,-0.0141176,0.0464495,-0.511465,9.60818,-1.63755,-0.0065234,0.0828116,0.0378401,9.27993,1.62614,3.05644,-0.0128865,0.106819,-0.0567645,0.0,0.0,0.0,0.0,0.0,0.0,5.11126,1.48416,8.20473,0.0403769,-0.0268372,-0.00546924
0.005,-1.05394,-9.90985,-1.0499,-0.0734205,0.218389,0.0616925,-0.131885,9.49682,-1.94129,-0.0266839,0.171693,0.0101646,5.16186,-3.12223,7.75214,-0.127431,-0.0146316,0.0463911,-0.494814,9.63309,-1.64062,-0.00782877,0.0844877,0.0387621,9.27274,1.61369,3.05141,-0.0135787,0.108364,-0.0577762,0.0,0.0,0.0,0.0,0.0,0.0,5.10407,1.48336,8.2059,0.040304,-0.0272833,-0.00512436
0.006,-1.04046,-9.91115,-1.03864,-0.0733045,0.218505,0.0621276,-0.123736,9.4904,-1.94706,-0.0249768,0.171582,0.009083,5.1488,-3.10248,7.77853,-0.126902,-0.0157101,0.0471941,-0.473445,9.66812,-1.63969,-0.0107729,0.0848488,0.0402147,9.26556,1.60124,3.04638,-0.014271,0.109908,-0.058788,0.0,0.0,0.0,0.0,0.0,0.0,5.08979,1.46787,8.23203,0.0385178,-0.0282535,-0.00635804
0.007,-1.02699,-9.91246,-1.02738,-0.0731885,0.218621,0.0625626,-0.115587,9.48399,-1.95283,-0.0232697,0.171472,0.00800137,5.13574,-3.08273,7.80491,-0.126374,-0.0167886,0.0479971,-0.452076,9.70315,-1.63875,-0.0137171,0.0852099,0.0416673,9.25838,1.58879,3.04135,-0.0149632,0.111452,-0.0597997,0.0,0.0,0.0,0.0,0.0,0.0,5.07551,1.45238,8.25816,0.0367316,-0.0292237,-0.00759172
0.008,-1.01351,-9.91376,-1.01612,-0.0730725,0.218737,0.0629977,-0.107438,9.47758,-1.9586,-0.0215626,0.171361,0.00691974,5.12268,-3.06298,7.8313,-0.125845,-0.0178671,0.0488002,-0.430707,9.73818,-1.63782,-0.0166612,0.085571,0.0431199,9.25119,1.57634,3.03633,-0.0156555,0.112996,-0.0608115,0.0,0.0,0.0,0.0,0.0,0.0,5.06123,1.43689,8.28429,0.0349453,-0.0301939,-0.00882541
0.009,-0.999361,-9.91446,-1.00751,-0.0727755,0.218941,0.063324,-0.0997982,9.47048,-1.9651,-0.0199406,0.171415,0.00575894,5.11446,-3.04549,7.85551,-0.125203,-0.0186312,0.0492468,-0.409406,9.77015,-1.63746,-0.0192764,0.0860649,0.0443611,9.24401,1.56389,3.0313,-0.0163477,0.114541,-0.0618232,0.0,0.0,0.0,0.0,0.0,0.0,5.05241,1.42338,8.31006,0.0335843,-0.031178,-0.00950294
0.01,-0.979788,-9.91032,-1.02004,-0.0710305,0.219845,0.0627805,-0.0962361,9.45789,-1.97737,-0.0189991,0.172775,0.00396481,5.14492,-3.04611,7.86238,-0.123653,-0.0168806,0.0468422,-0.388646,9.7777,-1.64166,-0.0192595,0.087621,0.0439117,9.23683,1.55144,3.02627,-0.01704,0.116085,-0.062835,0.0,0.0,0.0,0.0,0.0,0.0,5.08721,1.42573,8.33288,0.0356252,-0.0322738,-0.00573125
0.011,-0.960215,-9.90618,-1.03257,-0.0692855,0.220749,0.0622371,-0.092674,9.4453,-1.98964,-0.0180575,0.174136,0.00217067,5.17538,-3.04672,7.86925,-0.122104,-0.01513,0.0444377,-0.367886,9.78524,-1.64586,-0.0192427,0.0891771,0.0434623,9.23252,1.56078,3.0289,-0.016401,0.117256,-0.0627285,0.0,0.0,0.0,0.0,0.0,0.0,5.12201,1.42807,8.3557,0.0376661,-0.0333696,-0.00195957
0.012,-0.940642,-9.90204,-1.0451,-0.0675405,0.221653,0.0616936,-0.089112,9.43272,-2.0019,-0.017116,0.175497,0.000376529,5.20583,-3.04734,7.87611,-0.120554,-0.0133794,0.0420332,-0.347127,9.79279,-1.65005,-0.0192258,0.0907332,0.0430129,9.22821,1.57012,3.03154,-0.015762,0.118428,-0.062622,0.0,0.0,0.0,0.0,0.0,0.0,5.15682,1.43042,8.37853,0.0397069,-0.0344654,0.00181211
0.013,-0.921069,-9.8979,-1.05763,-0.0657955,0.222557,0.0611501,-0.0855499,9.42013,-2.01417,-0.0161745,0.176857,-0.00141761,5.23629,-3.04796,7.88298,-0.119005,-0.0116288,0.0396286,-0.326367,9.80033,-1.65425,-0.0192089,0.0922893,0.0425635,9.2239,1.57945,3.03417,-0.015123,0.119599,-0.0625155,0.0,0.0,0.0,0.0,0.0,0.0,5.19162,1.43277,8.40135,0.0417478,-0.0355612,0.0055838
0.014,-0.912929,-9.90454,-1.05949,-0.0627922,0.223977,0.0606927,-0.0899745,9.41566,-2.02399,-0.0164382,0.177472,-0.00306996,5.2416,-3.05415,7.87042,-0.116541,-0.00943202,0.0399231,-0.330641,9.79577,-1.64152,-0.0203231,0.0940037,0.0439517,9.21959,1.58879,3.03681,-0.014484,0.120771,-0.062409,0.0,0.0,0.0,0.0,0.0,0.0,5.21139,1.39929,8.39971,0.0449017,-0.0381696,0.00532037
0.015,-0.910507,-9.91655,-1.05602,-0.0591598,0.225655,0.0602784,-0.0983923,9.41525,-2.03258,-0.0173044,0.177714,-0.00465142,5.23433,-3.06313,7.84814,-0.113621,-0.00701217,0.0415672,-0.347432,9.78515,-1.62033,-0.0220027,0.0957972,0.0462587,9.21528,1.59813,3.03944,-0.013845,0.121942,-0.0623025,0.0,0.0,0.0,0.0,0.0,0.0,5.22364,1.34789,8.38583,0.0486122,-0.0415343,0.00303939
0.016,-0.908084,-9.92857,-1.05254,-0.0555273,0.227333,0.059864,-0.10681,9.41485,-2.04117,-0.0181706,0.177955,-0.00623288,5.22706,-3.07212,7.82587,-0.1107,-0.00459231,0.0432113,-0.364223,9.77454,-1.59914,-0.0236823,0.0975908,0.0485658,9.21097,1.60747,3.04207,-0.013206,0.123114,-0.062196,0.0,0.0,0.0,0.0,0.0,0.0,5.23589,1.2965,8.37196,0.0523226,-0.044899,0.000758404
0.017,-0.905662,-9.94059,-1.04906,-0.0518949,0.229011,0.0594497,-0.115228,9.41444,-2.04976,-0.0190369,0.178197,-0.00781434,5.21979,-3.0811,7.80359,-0.107779,-0.00217246,0.0448554,-0.381014,9.76392,-1.57795,-0.0253619,0.0993843,0.0508729,9.20666,1.6168,3.04471,-0.012567,0.124285,-0.0620895,0.0,0.0,0.0,0.0,0.0,0.0,5.24814,1.2451,8.35808,0.0560331,-0.0482637,-0.00152258
0.018,-0.909864,-9.94623,-1.04536,-0.0491568,0.230655,0.0591492,-0.123571,9.41655,-2.05994,-0.0198188,0.178412,-0.0090708,5.21074,-3.08505,7.7864,-0.105481,-0.000497259,0.0456548,-0.38935,9.75159,-1.55733,-0.0265558,0.101243,0.052933,9.20235,1.62614,3.04734,-0.011928,0.125457,-0.061983,0.0,0.0,0.0,0.0,0.0,0.0,5.25728,1.20425,8.35777,0.0592253,-0.0514375,-0.00261571
0.019,-0.937252,-9.92956,-1.0409,-0.0495492,0.232181,0.0592473,-0.131653,9.42748,-2.07568,-0.0203057,0.178532,-0.00918973,5.19544,-3.07137,7.78698,-0.105363,-0.00142836,0.0434977,-0.368094,9.73326,-1.53868,-0.0260496,0.103328,0.0541288,9.19804,1.63548,3.04997,-0.011289,0.126628,-0.0618765,0.0,0.0,0.0,0.0,0.0,0.0,5.25554,1.20029,8.40493,0.0606037,-0.0539432,0.000448676
0.02,-0.96464,-9.91289,-1.03643,-0.0499416,0.233707,0.0593454,-0.139734,9.43841,-2.09143,-0.0207926,0.178652,-0.00930867,5.18015,-3.0577,7.78755,-0.105245,-0.00235946,0.0413406,-0.346839,9.71493,-1.52003,-0.0255433,0.105413,0.0553246,9.19373,1.64482,3.05261,-0.01065,0.1278,-0.06177,0.0,0.0,0.0,0.0,0.0,0.0,5.25381,1.19632,8.45209,0.0619821,-0.0564488,0.00351306
0.021,-0.992028,-9.89622,-1.03196,-0.050334,0.235233,0.0594435,-0.147816,9.44934,-2.10718,-0.0212795,0.178773,-0.00942761,5.16485,-3.04402,7.78813,-0.105127,-0.00329056,0.0391836,-0.325583,9.69661,-1.50138,-0.0250371,0.107498,0.0565204,9.18942,1.65415,3.05524,-0.010011,0.128972,-0.0616635,0.0,0.0,0.0,0.0,0.0,0.0,5.25207,1.19236,8.49926,0.0633605,-0.0589545,0.00657744
0.022,-1.01942,-9.87955,-1.02749,-0.0507263,0.236759,0.0595416,-0.155897,9.46027,-2.12293,-0.0217664,0.178893,-0.00954654,5.14955,-3.03034,7.78871,-0.105009,-0.00422167,0.0370265,-0.304327,9.67828,-1.48273,-0.0245309,0.109583,0.0577162,9.18511,1.66349,3.05787,-0.009372,0.130143,-0.061557,0.0,0.0,0.0,0.0,0.0,0.0,5.25033,1.1884,8.54642,0.0647389,-0.0614602,0.00964182
0.023,-1.03683,-9.89351,-1.01084,-0.0488884,0.241252,0.0585537,-0.154444,9.47125,-2.13008,-0.0211788,0.177962,-0.00977177,5.15544,-3.04861,7.78551,-0.101826,-0.00465424,0.0370657,-0.324653,9.68523,-1.49145,-0.0256288,0.111126,0.0576246,9.18081,1.67283,3.06051,-0.008733,0.131315,-0.0614505,0.0,0.0,0.0,0.0,0.0,0.0,5.23444,1.20093,8.52382,0.0675536,-0.0603959,0.0097175
