Time,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0.0,0.218092,-10.1678,-0.311332,0.0288711,0.253354,-0.333112,0.267785,9.85927,-1.89152,0.213116,-0.108549,-0.0016671,5.21371,-3.70843,7.64315,-0.216577,0.0600221,0.0855272,-2.84781,10.043,-1.34149,0.12477,-0.129971,0.0230818,9.61152,-0.699107,3.73495,0.225247,0.220987,-0.18105,0.0,0.0,0.0,0.0,0.0,0.0,4.98878,6.51592,8.27841,0.0471521,-0.312969,0.653164
0.001,0.177165,-10.1761,-0.319277,0.0289389,0.251488,-0.343574,0.285711,9.82057,-1.8713,0.213674,-0.112236,0.000340441,5.20772,-3.68837,7.64052,-0.214195,0.058044,0.0854665,-2.85428,9.99472,-1.31764,0.120939,-0.136009,0.0225051,9.59357,-0.719218,3.73112,0.229827,0.227058,-0.177642,0.0,0.0,0.0,0.0,0.0,0.0,5.00871,6.32084,8.21793,0.0965728,-0.310726,0.649343
0.002,0.136237,-10.1844,-0.327221,0.0290067,0.249622,-0.354036,0.303638,9.78186,-1.85108,0.214232,-0.115924,0.00234798,5.20173,-3.66831,7.63789,-0.211814,0.056066,0.0854057,-2.86074,9.94641,-1.29379,0.117107,-0.142047,0.0219284,9.57561,-0.739329,3.72729,0.234406,0.233128,-0.174234,0.0,0.0,0.0,0.0,0.0,0.0,5.02865,6.12576,8.15745,0.145994,-0.308482,0.645522
0.003,0.0953087,-10.1927,-0.335166,0.0290744,0.247756,-0.364499,0.321565,9.74315,-1.83085,0.21479,-0.119611,0.00435551,5.19574,-3.64825,7.63526,-0.209432,0.0540879,0.085345,-2.86721,9.89811,-1.26993,0.113276,-0.148085,0.0213517,9.55765,-0.759441,3.72346,0.238986,0.239199,-0.170826,0.0,0.0,0.0,0.0,0.0,0.0,5.04858,5.93068,8.09697,0.195414,-0.306238,0.641701
0.004,0.0543808,-10.2009,-0.34311,0.0291422,0.24589,-0.374961,0.339491,9.70444,-1.81063,0.215348,-0.123299,0.00636305,5.18976,-3.62819,7.63262,-0.20705,0.0521098,0.0852843,-2.87368,9.8498,-1.24608,0.109444,-0.154123,0.0207749,9.5397,-0.779552,3.71963,0.243565,0.245269,-0.167418,0.0,0.0,0.0,0.0,0.0,0.0,5.06851,5.7356,8.03649,0.244835,-0.303994,0.63788
0.005,-0.0114422,-10.2165,-0.330155,0.0257956,0.24322,-0.387521,0.353566,9.6798,-1.78584,0.216592,-0.12349,0.00897183,5.18284,-3.62747,7.63481,-0.204144,0.0499218,0.0857794,-2.88894,9.81088,-1.24517,0.107412,-0.161657,0.0187799,9.52174,-0.799663,3.7158,0.248145,0.25134,-0.16401,0.0,0.0,0.0,0.0,0.0,0.0,5.11495,5.49865,7.96491,0.284192,-0.296108,0.621774
0.006,-0.0971814,-10.2379,-0.300479,0.0197175,0.239908,-0.40176,0.36456,9.6664,-1.75741,0.218385,-0.120883,0.0120616,5.17519,-3.64221,7.64085,-0.20082,0.0475659,0.0867193,-2.91124,9.77946,-1.26261,0.10682,-0.170388,0.0156502,9.50378,-0.819775,3.71197,0.252724,0.25741,-0.160602,0.0,0.0,0.0,0.0,0.0,0.0,5.18258,5.22821,7.88446,0.315499,-0.283708,0.59584
0.007,-0.182921,-10.2593,-0.270803,0.0136395,0.236597,-0.415999,0.375554,9.653,-1.72897,0.220177,-0.118277,0.0151514,5.16754,-3.65696,7.64689,-0.197495,0.0452099,0.0876592,-2.93353,9.74804,-1.28005,0.106228,-0.179118,0.0125204,9.48583,-0.839886,3.70814,0.257304,0.263481,-0.157194,0.0,0.0,0.0,0.0,0.0,0.0,5.25022,4.95776,7.80401,0.346805,-0.271308,0.569907
0.008,-0.26866,-10.2808,-0.241127,0.0075614,0.233285,-0.430238,0.386548,9.6396,-1.70054,0.22197,-0.11567,0.0182411,5.15989,-3.6717,7.65293,-0.19417,0.0428539,0.0885991,-2.95582,9.71663,-1.29749,0.105635,-0.187849,0.0093907,9.46787,-0.859997,3.70431,0.261883,0.269551,-0.153786,0.0,0.0,0.0,0.0,0.0,0.0,5.31785,4.68732,7.72355,0.378111,-0.258908,0.543973
0.009,-0.350643,-10.3007,-0.218098,0.00181708,0.230221,-0.444216,0.399252,9.6303,-1.67539,0.223856,-0.113126,0.0212917,5.15396,-3.68842,7.6584,-0.190893,0.0407936,0.0893169,-2.97835,9.6851,-1.31382,0.105342,-0.197223,0.00613264,9.44991,-0.880109,3.70048,0.266463,0.275622,-0.150378,0.0,0.0,0.0,0.0,0.0,0.0,5.37207,4.43239,7.6591,0.404968,-0.248372,0.519024
0.01,-0.402584,-10.3085,-0.248243,-0.00125723,0.229139,-0.456111,0.425643,9.65384,-1.67653,0.226486,-0.11108,0.0240286,5.16179,-3.72096,7.65926,-0.188,0.041098,0.088258,-3.00276,9.65264,-1.32135,0.10744,-0.21175,0.00184798,9.43196,-0.90022,3.69665,0.271042,0.281692,-0.14697,0.0,0.0,0.0,0.0,0.0,0.0,5.31893,4.3016,7.72266,0.396227,-0.252741,0.50195
0.011,-0.454524,-10.3163,-0.278388,-0.00433154,0.228057,-0.468005,0.452033,9.67738,-1.67767,0.229117,-0.109034,0.0267656,5.16962,-3.7535,7.66012,-0.185107,0.0414025,0.0871991,-3.02717,9.62018,-1.32887,0.109539,-0.226277,-0.00243667,9.414,-0.920331,3.69282,0.275622,0.287763,-0.143562,0.0,0.0,0.0,0.0,0.0,0.0,5.2658,4.17081,7.78622,0.387485,-0.257111,0.484876
0.012,-0.506465,-10.3241,-0.308533,-0.00740584,0.226975,-0.4799,0.478423,9.70092,-1.67881,0.231747,-0.106988,0.0295025,5.17745,-3.78604,7.66098,-0.182215,0.041707,0.0861402,-3.05158,9.58772,-1.33639,0.111637,-0.240803,-0.00672133,9.39604,-0.940442,3.68899,0.280201,0.293833,-0.140154,0.0,0.0,0.0,0.0,0.0,0.0,5.21267,4.04002,7.84979,0.378744,-0.261481,0.467802
0.013,-0.558405,-10.3319,-0.338677,-0.0104802,0.225894,-0.491794,0.504814,9.72445,-1.67995,0.234378,-0.104942,0.0322395,5.18528,-3.81857,7.66185,-0.179322,0.0420114,0.0850813,-3.076,9.55526,-1.34391,0.113735,-0.25533,-0.011006,9.37809,-0.960554,3.68516,0.284781,0.299904,-0.136746,0.0,0.0,0.0,0.0,0.0,0.0,5.15954,3.90924,7.91335,0.370003,-0.26585,0.450729
0.014,-0.571288,-10.3438,-0.383236,-0.00958961,0.226339,-0.501889,0.523384,9.7354,-1.70825,0.233083,-0.101991,0.0373196,5.18668,-3.82912,7.65315,-0.176265,0.0420278,0.0839871,-3.08941,9.51533,-1.35994,0.115915,-0.269987,-0.0161386,9.36013,-0.980665,3.68132,0.28936,0.305974,-0.133338,0.0,0.0,0.0,0.0,0.0,0.0,5.09499,3.88131,7.9338,0.35888,-0.276907,0.446389
0.015,-0.564641,-10.3577,-0.435001,-0.00671664,0.227548,-0.511083,0.538045,9.74004,-1.75012,0.229826,-0.098588,0.0435713,5.18486,-3.82866,7.63968,-0.173125,0.0419,0.0828752,-3.09732,9.47165,-1.38022,0.118135,-0.284708,-0.0216952,9.34218,-1.00078,3.67749,0.29394,0.312045,-0.12993,0.0,0.0,0.0,0.0,0.0,0.0,5.02474,3.90481,7.93269,0.346566,-0.291307,0.448416
0.016,-0.557995,-10.3717,-0.486766,-0.00384367,0.228756,-0.520278,0.552706,9.74468,-1.792,0.226569,-0.095185,0.049823,5.18304,-3.82821,7.62621,-0.169986,0.0417723,0.0817633,-3.10524,9.42797,-1.4005,0.120356,-0.29943,-0.0272519,9.34098,-0.997185,3.68994,0.30001,0.3154,-0.132326,0.0,0.0,0.0,0.0,0.0,0.0,4.95448,3.92831,7.93159,0.334252,-0.305708,0.450443
