Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,-0.548071,9.67318,-0.700898,-0.0285762,0.0849349,0.0121589,-1.16567,-9.87075,-0.292292,-0.0437536,0.0129573,0.0447078,0.354459,9.61919,0.0446787,-0.0814769,0.0834308,-0.0324869,-0.523783,-9.97108,-0.93843,-0.121799,0.00345986,-0.0142559,5.01122,-2.66726,8.02169,0.173346,0.0691346,-0.0785615,4.73688,2.73679,8.41687,0.0299051,-0.0150664,-0.0125247,9.40704,0.808245,2.48125,0.0836527,-0.10855,0.0325328
0.001,-0.547984,9.65322,-0.707142,-0.0313924,0.0807942,0.0118917,-1.14741,-9.88538,-0.287408,-0.0419395,0.0113586,0.043281,0.362206,9.62514,0.0515879,-0.0801818,0.0839932,-0.0324037,-0.498864,-9.95998,-0.950421,-0.120782,0.00676664,-0.0130501,4.98899,-2.61933,8.0326,0.170789,0.0682501,-0.0759738,4.72638,2.7346,8.42977,0.0297887,-0.0155417,-0.0137143,9.39038,0.810657,2.48857,0.0829852,-0.105939,0.032938
0.002,-0.547896,9.63327,-0.713385,-0.0342086,0.0766535,0.0116246,-1.12914,-9.90002,-0.282525,-0.0401254,0.00975982,0.0418543,0.369953,9.63109,0.0584971,-0.0788867,0.0845556,-0.0323205,-0.473945,-9.94888,-0.962412,-0.119766,0.0100734,-0.0118442,4.96675,-2.57141,8.04351,0.168233,0.0673656,-0.0733862,4.71588,2.7324,8.44268,0.0296723,-0.016017,-0.0149039,9.37371,0.813068,2.49588,0.0823177,-0.103329,0.0333433
0.003,-0.547809,9.61331,-0.719629,-0.0370248,0.0725127,0.0113574,-1.11088,-9.91466,-0.277641,-0.0383112,0.00816109,0.0404275,0.377699,9.63703,0.0654063,-0.0775916,0.0851181,-0.0322374,-0.449026,-9.93779,-0.974403,-0.118749,0.0133802,-0.0106384,4.94452,-2.52349,8.05443,0.165676,0.0664811,-0.0707986,4.70538,2.7302,8.45558,0.0295559,-0.0164923,-0.0160934,9.35704,0.81548,2.5032,0.0816502,-0.100718,0.0337486
0.004,-0.547721,9.59336,-0.725872,-0.0398409,0.068372,0.0110903,-1.09261,-9.92929,-0.272758,-0.0364971,0.00656236,0.0390007,0.385446,9.64298,0.0723154,-0.0762965,0.0856805,-0.0321542,-0.424107,-9.92669,-0.986395,-0.117732,0.016687,-0.00943259,4.92228,-2.47556,8.06534,0.163119,0.0655966,-0.068211,4.69487,2.72801,8.46849,0.0294396,-0.0169676,-0.017283,9.34037,0.817892,2.51051,0.0809827,-0.0981078,0.0341539
0.005,-0.533885,9.5857,-0.723457,-0.0400997,0.0647221,0.0112723,-1.09054,-9.93636,-0.282434,-0.0350882,0.0055799,0.0371615,0.369999,9.64142,0.0690057,-0.0745547,0.0851791,-0.0310765,-0.413983,-9.92514,-0.992477,-0.117436,0.0190787,-0.00841152,4.92714,-2.4645,8.05878,0.162323,0.0660543,-0.0668695,4.68334,2.72973,8.48374,0.0299293,-0.0162306,-0.0172728,9.33314,0.816831,2.51819,0.0802787,-0.0965753,0.0339256
0.006,-0.509048,9.58787,-0.714115,-0.0383126,0.0614647,0.0118137,-1.10141,-9.93736,-0.303758,-0.0340036,0.00509045,0.0349923,0.335997,9.63384,0.0575207,-0.0724556,0.0838266,-0.0292032,-0.415696,-9.93123,-0.993832,-0.117716,0.0207383,-0.00753825,4.95367,-2.48292,8.03824,0.162937,0.0675858,-0.0665248,4.67099,2.7346,8.50087,0.0309041,-0.0145237,-0.0163027,9.33344,0.812993,2.52615,0.0795456,-0.0959052,0.0331903
0.007,-0.484211,9.59005,-0.704773,-0.0365254,0.0582074,0.0123551,-1.11228,-9.93837,-0.325082,-0.0329191,0.004601,0.0328231,0.301995,9.62626,0.0460358,-0.0703565,0.0824741,-0.0273299,-0.417409,-9.93732,-0.995188,-0.117996,0.0223979,-0.00666498,4.9802,-2.50134,8.0177,0.163551,0.0691173,-0.0661802,4.65864,2.73946,8.51801,0.0318788,-0.0128168,-0.0153326,9.33375,0.809155,2.53412,0.0788125,-0.0952351,0.0324551
0.008,-0.459375,9.59223,-0.69543,-0.0347383,0.05495,0.0128965,-1.12315,-9.93937,-0.346406,-0.0318345,0.00411154,0.030654,0.267993,9.61869,0.0345509,-0.0682574,0.0811217,-0.0254566,-0.419121,-9.94341,-0.996543,-0.118276,0.0240575,-0.00579171,5.00673,-2.51976,7.99717,0.164165,0.0706489,-0.0658355,4.64629,2.74432,8.53514,0.0328535,-0.0111099,-0.0143624,9.33406,0.805317,2.54208,0.0780795,-0.0945649,0.0317199
0.009,-0.433544,9.59441,-0.688248,-0.0331859,0.0517598,0.0135036,-1.13254,-9.93981,-0.367094,-0.030803,0.00377671,0.0287419,0.240899,9.61416,0.023784,-0.0665846,0.0799375,-0.023916,-0.418894,-9.94846,-0.999027,-0.118534,0.0255957,-0.00488078,5.02381,-2.53787,7.97984,0.164494,0.0717894,-0.0652616,4.63513,2.7492,8.55018,0.0337738,-0.00951176,-0.0134837,9.33462,0.801473,2.54908,0.0771999,-0.0936283,0.0309516
