Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RBicepsFemoris,RSemitendinosus,RRectusFemoris,RVastusLateralis,RGluteusMaximus,LTibialisAnterior,LSoleus,LGastrocnemiusMedialis,LBicepsFemoris,LSemitendinosus,LRectusFemoris,LVastusLateralis,LGluteusMaximus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0622784,0.0297522,0.0387128,0.0563644,0.143598,0.0682571,0.0283591,0.0452963,0.0760324,0.0363455,0.0666949,0.0533237,0.0404669,0.0520578,0.0395471,0.0526624
0.021,0.0549542,0.0630164,0.0402386,0.0646042,0.14787,0.0633743,0.0469748,0.0510947,0.0549753,0.0549612,0.0642535,0.0929965,0.0514532,0.0544992,0.048092,0.0303845
0.022,0.0335919,0.0456213,0.0594647,0.0807785,0.160993,0.0478104,0.0640646,0.0507895,0.0687082,0.0296317,0.0666949,0.0737704,0.0758673,0.0599924,0.0657922,0.0566296
0.023,0.0653302,0.0602698,0.0661786,0.074675,0.196698,0.0414017,0.0546042,0.0452963,0.056196,0.0534354,0.045943,0.0585117,0.0627448,0.0401559,0.0395471,0.0419812
0.024,0.0558698,0.0599646,0.0716718,0.0563644,0.135358,0.0499466,0.0738303,0.0486533,0.0293405,0.0488577,0.0578448,0.0667514,0.0728156,0.0569406,0.0602991,0.0700574
0.025,0.070213,0.0782751,0.0435956,0.0398849,0.0810367,0.0566605,0.0900046,0.0504843,0.0790842,0.0284109,0.0709674,0.0704135,0.0654913,0.0517526,0.0459558,0.0914197
0.026,0.0641095,0.0593542,0.0576337,-0.00192413,0.0608951,0.067952,0.0555197,0.0633017,0.0540598,0.0647269,0.0642535,0.0646152,0.0603033,0.0395456,0.0590784,0.074635
0.027,0.0552594,0.0581335,0.0368817,-0.0269485,0.0856143,0.0734451,0.0610129,0.0379721,0.0461252,0.0455008,0.0795123,0.0496616,0.0538947,0.0517526,0.0554163,0.05724
0.028,0.0537335,0.0584387,0.0643475,0.046904,0.0987369,0.0804642,0.0558249,0.0385825,0.113569,0.0656424,0.0554034,0.0563754,0.0767828,0.062739,0.0508386,0.0319104
0.029,0.0454938,0.0187659,0.0359662,0.0581955,0.129865,0.0591019,0.0338522,0.0602499,0.0687082,0.0317679,0.0364825,0.0582065,0.0712897,0.0642648,0.0529749,0.0483899
0.03,0.0711285,0.0407385,0.0521405,0.0600265,0.125898,0.0630691,0.0402609,0.0556723,0.0662668,0.0442801,0.0557086,0.0597324,0.0688483,0.06457,0.0569421,0.0486951
0.031,0.0494611,0.0175452,0.0481732,0.0447678,0.114911,0.0612381,0.0561301,0.0779501,0.0543649,0.0439749,0.0673053,0.0640048,0.0569464,0.0602975,0.0651819,0.0602917
0.032,0.040611,0.0486731,0.0329144,0.053923,0.0914127,0.019429,0.0567404,0.0501791,0.0671823,0.0461111,0.0636432,0.0609531,0.0139166,0.0633493,0.0511438,0.0633435
0.033,0.0717389,0.0685095,0.0472577,0.062468,0.118268,0.0661209,0.0628439,0.0477377,0.0479562,0.0412283,0.0642535,0.0777377,0.0450446,0.0621286,0.0450403,0.0496106
0.034,0.0531232,0.0556921,0.0283368,0.0600265,0.111249,0.0636795,0.0555197,0.0330893,0.040632,0.0506888,0.0535724,0.0481357,0.0407721,0.0938669,0.0642664,0.0819592
