Time,EMGs.RTibialisA,EMGs.2,EMGs.3,EMGs.4,EMGs.5,EMGs.6,EMGs.7,EMGs.8,EMGs.9,EMGs.10,EMGs.11,EMGs.12,EMGs.13,EMGs.14,EMGs.15,EMGs.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0613629,0.0550818,0.0652631,0.081694,-0.015704,0.0472,-0.011619,0.0410239,0.0586374,0.0427542,0.0538776,0.0383701,0.0517584,0.0459543,0.0639612,0.107594
0.021,0.0638043,0.0157141,0.0796063,0.0386642,0.00840485,0.0609329,0.00669159,0.0416342,0.0546701,0.0659476,0.0627277,0.059122,0.0749518,0.0520578,0.0660974,0.0822644
0.022,0.0543439,0.0218176,0.0442059,0.0633835,0.00291168,0.0520828,0.0634543,0.0553671,0.0705392,0.0903616,0.0715778,0.0749912,0.0554205,0.041987,0.0517542,0.116444
0.023,0.065025,0.0151038,0.0707562,0.0530075,-0.0126523,0.0529984,0.0945822,0.0330893,0.0296457,0.0720511,0.0663898,0.0853671,0.0606085,0.0584665,0.061825,0.111561
0.024,0.0595319,0.0410437,0.0579388,0.0575851,0.0184756,0.031636,0.0350729,0.0327841,0.0528391,0.040618,0.0813434,0.0493564,0.0599982,0.0483957,0.0725061,0.0950818
0.025,0.0540387,0.024259,0.0707562,0.074675,0.00413239,0.0520828,0.0344626,0.0379721,0.0674875,0.0369559,0.0822589,0.0389804,0.0551154,0.0709787,0.0487024,0.0621228
0.026,0.0836407,0.0135779,0.0606854,0.0563644,-0.000750427,0.0472,0.0460593,0.0297324,0.0522287,0.0247488,0.0761554,0.0289096,0.0697638,0.0511423,0.0386316,0.0657849
0.027,0.0470197,0.0453162,0.0793011,0.0481247,-0.00624359,0.0514725,0.0375143,0.0431601,0.0540598,0.0378714,0.0630328,0.0530185,0.0755621,0.0953928,0.0612146,0.0923352
0.028,0.0555646,0.0144934,0.0506146,0.0371384,0.0151187,0.0560501,0.024697,0.0306479,0.0507028,0.0873099,0.0587604,0.046915,0.0630499,0.0609079,0.0691492,0.0871472
0.029,0.058006,0.039823,0.0692303,0.0484299,0.00779449,0.0447586,0.0137106,0.0205771,0.0378854,0.0738821,0.0703571,0.0273837,0.0508429,0.0651804,0.0425989,0.0612073
0.03,0.0604474,0.00533813,0.0524457,0.0633835,-0.00227631,0.0273636,0.0219504,0.0404135,0.0641306,0.0512991,0.0630328,0.0408115,0.070069,0.0529733,0.0697595,0.0660901
0.031,0.0567853,0.0379919,0.084184,0.0646042,0.00687897,0.0130203,0.038735,0.0492636,0.0668771,0.0906668,0.0599811,0.0865878,0.0676276,0.0160471,0.0374109,0.0560193
0.032,0.0363385,0.0596594,0.0533612,0.0697922,-0.00532806,0.0212601,0.0185934,0.0504843,0.0491769,0.0686942,0.0584552,0.0557651,0.0535895,0.0242868,0.0615198,0.0712781
0.033,0.0708234,0.0395178,0.0628217,0.0554489,0.00962555,0.0404861,0.0304953,0.0355307,0.0543649,0.0705252,0.0798175,0.0517978,0.077088,0.0422922,0.0499231,0.0691418
0.034,0.0512921,0.0904822,0.0744183,0.0545334,0.0160342,0.019429,0.0314108,0.0419394,0.0610788,0.0482474,0.0550983,0.0481357,0.0426032,0.0410715,0.0389368,0.085011
