Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,9.72397,1.35028,1.1971,0.144876,-0.00744881,-0.0403695,0.20503,-10.0864,-0.400411,-0.0537574,0.0227823,0.000818647,-1.37234,9.73382,-0.5917,-0.0136148,0.0342029,-0.00996626,5.11815,-2.56097,8.14892,-0.0121046,0.00819859,-0.00204504,-2.6753,9.6024,-1.3339,-0.0135663,0.070045,-0.0299907,4.12957,0.905487,9.17868,-0.0205055,0.00283589,0.0139488,-1.59033,-10.1592,-0.718369,-0.024994,-0.0557113,0.00604418
0.001,9.71676,1.34916,1.19992,0.144665,-0.00761623,-0.0402237,0.202751,-10.0769,-0.395791,-0.0539346,0.0224694,0.000682047,-1.37387,9.72589,-0.592497,-0.0133659,0.0342214,-0.0102154,5.11119,-2.55489,8.13867,-0.0118896,0.00833923,-0.00195674,-2.67092,9.5931,-1.32973,-0.0131824,0.0703887,-0.0299152,4.12783,0.904157,9.17496,-0.0203155,0.00280187,0.0140618,-1.58996,-10.1449,-0.716548,-0.0248172,-0.0555239,0.00598832
0.002,9.70999,1.3482,1.20284,0.144464,-0.00780648,-0.0400749,0.200432,-10.0677,-0.391265,-0.0541134,0.0221555,0.000547203,-1.3755,9.71844,-0.593416,-0.0131185,0.0342465,-0.0104663,5.10444,-2.54896,8.12885,-0.0116815,0.00847456,-0.00187409,-2.66665,9.58426,-1.32561,-0.0128038,0.0707326,-0.0298443,4.1263,0.902904,9.17162,-0.0201234,0.00276251,0.014175,-1.58965,-10.1311,-0.71459,-0.0246378,-0.0553441,0.00593095
0.003,9.70363,1.3474,1.20584,0.144274,-0.00802385,-0.0399226,0.19808,-10.059,-0.386898,-0.0542914,0.0218429,0.000415966,-1.37721,9.71147,-0.594467,-0.0128751,0.0342788,-0.0107167,5.09792,-2.54325,8.11948,-0.011484,0.00860151,-0.00179948,-2.6625,9.57588,-1.32156,-0.0124356,0.0710718,-0.0297793,4.12493,0.90174,9.16858,-0.0199301,0.00271664,0.0142868,-1.5894,-10.1178,-0.71246,-0.0244562,-0.0551749,0.00587211
0.004,9.69765,1.34678,1.20888,0.144096,-0.00827269,-0.0397666,0.195703,-10.0505,-0.382753,-0.054466,0.0215341,0.000290195,-1.37898,9.70497,-0.595662,-0.0126383,0.0343192,-0.0109644,5.09166,-2.53779,8.11059,-0.011301,0.00871702,-0.00173531,-2.6585,9.56797,-1.3176,-0.0120829,0.0714013,-0.0297214,4.12373,0.900679,9.16578,-0.0197363,0.0026631,0.0143958,-1.58918,-10.1051,-0.710122,-0.0242731,-0.055019,0.00581181
0.005,9.69204,1.34637,1.21194,0.143932,-0.00855662,-0.0396069,0.193318,-10.0425,-0.378884,-0.0546349,0.021231,0.000171363,-1.3808,9.69893,-0.597002,-0.0124107,0.0343679,-0.0112075,5.08566,-2.53262,8.10222,-0.0111349,0.00881848,-0.00168374,-2.65466,9.56054,-1.31377,-0.0117498,0.0717168,-0.029672,4.12265,0.899734,9.16316,-0.0195433,0.00260088,0.0145006,-1.589,-10.093,-0.707551,-0.024089,-0.0548785,0.00574992
0.006,9.68677,1.34617,1.21499,0.143782,-0.0088772,-0.0394444,0.190968,-10.0347,-0.375321,-0.0547971,0.0209339,5.98471e-005,-1.38266,9.69334,-0.598464,-0.0121943,0.0344233,-0.0114458,5.07991,-2.52775,8.09437,-0.0109849,0.0089047,-0.00164632,-2.651,9.55357,-1.31007,-0.011438,0.0720164,-0.029632,4.1217,0.898911,9.16068,-0.0193523,0.00252945,0.0145997,-1.58885,-10.0814,-0.704752,-0.0239052,-0.0547532,0.00568583
0.007,9.68183,1.34615,1.21797,0.143645,-0.00923401,-0.0392808,0.188721,-10.0272,-0.372068,-0.0549526,0.0206419,-4.49956e-005,-1.38456,9.68816,-0.599998,-0.0119908,0.034482,-0.0116801,5.0744,-2.52315,8.08703,-0.0108467,0.00897578,-0.00162394,-2.64756,9.54707,-1.30652,-0.0111471,0.0722999,-0.0296022,4.12085,0.898214,9.15832,-0.0191654,0.00244875,0.0146916,-1.58876,-10.0704,-0.701755,-0.0237232,-0.0546409,0.00561854
0.008,9.67721,1.34631,1.22085,0.143521,-0.00962609,-0.039118,0.186651,-10.0201,-0.36912,-0.0551015,0.0203536,-0.00014411,-1.3865,9.68337,-0.601545,-0.0118019,0.0345402,-0.0119117,5.06909,-2.51877,8.08017,-0.0107153,0.00903217,-0.00161737,-2.64438,9.54103,-1.30312,-0.0108757,0.072568,-0.0295832,4.12009,0.897642,9.15607,-0.0189845,0.00235883,0.014775,-1.58873,-10.0598,-0.698599,-0.0235446,-0.0545391,0.00554687
0.009,9.6729,1.34663,1.22359,0.143408,-0.0100525,-0.0389578,0.184833,-10.0132,-0.366475,-0.0552441,0.0200677,-0.000238459,-1.38847,9.67894,-0.603051,-0.0116292,0.0345941,-0.012142,5.06397,-2.51458,8.07378,-0.0105856,0.00907438,-0.00162725,-2.64147,9.53545,-1.29989,-0.0106225,0.0728213,-0.0295757,4.11942,0.897198,9.1539,-0.0188115,0.00225981,0.0148484,-1.58878,-10.0496,-0.695321,-0.0233712,-0.0544452,0.00546965
0.01,9.66888,1.34708,1.22616,0.143308,-0.0105111,-0.0388017,0.183303,-10.0065,-0.364129,-0.0553807,0.0197836,-0.000329303,-1.39048,9.67484,-0.604479,-0.0114741,0.0346406,-0.0123711,5.05903,-2.51056,8.06784,-0.0104537,0.00910353,-0.00165289,-2.63885,9.5303,-1.29682,-0.0103865,0.0730601,-0.0295789,4.1188,0.896878,9.15181,-0.0186481,0.00215248,0.0149116,-1.58893,-10.0397,-0.691959,-0.0232034,-0.0543585,0.00538569
