Time,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z,accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z
0.009,9.4797,1.87071,2.11238,-0.0735228,0.0382491,0.026791,0.400126,-9.90029,-0.873816,-0.052516,0.012449,0.00145908,-1.77001,9.61208,-0.564959,-0.00108272,0.011311,-0.00617607,4.90062,-1.98071,8.23045,-0.017196,-0.00483057,0.00608713,-2.54937,9.59492,-1.13073,0.0106882,-0.0225851,0.000245689,4.2005,1.09388,9.18391,-0.015355,-0.0102726,0.00667869,-1.67875,-9.91477,-0.95506,-0.0365455,0.010162,0.00947203
0.01,9.47069,1.86848,2.11266,-0.0737921,0.0385102,0.0269405,0.400851,-9.89652,-0.874464,-0.0523698,0.0125326,0.00154071,-1.76945,9.60683,-0.566633,-0.00104734,0.0114403,-0.0062661,4.89915,-1.9812,8.22427,-0.0172042,-0.0046271,0.00602792,-2.54743,9.58954,-1.13163,0.0106614,-0.0219971,0.000334026,4.19498,1.09425,9.17765,-0.0153767,-0.0102354,0.00660613,-1.68032,-9.90992,-0.957212,-0.0363339,0.0111731,0.00966555
0.011,9.4618,1.86614,2.113,-0.0740793,0.038769,0.027106,0.401459,-9.89295,-0.875102,-0.0522273,0.0125974,0.00161596,-1.76881,9.60184,-0.568311,-0.00101389,0.0115645,-0.00633377,4.89767,-1.98158,8.21834,-0.0172139,-0.00441848,0.00597062,-2.54551,9.58436,-1.13243,0.0106303,-0.0214313,0.00040791,4.18968,1.09447,9.1717,-0.0153875,-0.0102136,0.00653935,-1.68189,-9.90555,-0.959343,-0.0361269,0.0122155,0.00984476
0.012,9.45306,1.86371,2.11337,-0.0743776,0.0390236,0.0272875,0.40193,-9.88955,-0.875735,-0.0520874,0.0126432,0.00168438,-1.76819,9.59714,-0.569954,-0.000983238,0.0116817,-0.00638156,4.89617,-1.98186,8.21267,-0.0172251,-0.00420794,0.00591236,-2.54361,9.57939,-1.13311,0.0105917,-0.0208897,0.000468254,4.1846,1.09454,9.16605,-0.0153904,-0.0102048,0.006475,-1.68343,-9.9016,-0.961456,-0.0359249,0.013283,0.0100122
0.013,9.44445,1.86126,2.11376,-0.07468,0.0392722,0.027485,0.402242,-9.8863,-0.876365,-0.0519489,0.0126697,0.00174549,-1.76769,9.59281,-0.57152,-0.000956291,0.0117897,-0.00641194,4.89466,-1.98205,8.20728,-0.0172381,-0.00399871,0.00585025,-2.54172,9.57464,-1.13369,0.0105423,-0.020374,0.000515938,4.17976,1.09448,9.1607,-0.0153886,-0.0102065,0.00640972,-1.68495,-9.89797,-0.96355,-0.0357281,0.0143694,0.0101702
0.014,9.436,1.85882,2.11415,-0.0749804,0.0395126,0.0276984,0.402378,-9.88318,-0.876997,-0.0518107,0.0126773,0.00179888,-1.76737,9.58886,-0.572971,-0.000933417,0.0118873,-0.00642754,4.89314,-1.98217,8.20214,-0.0172524,-0.00379319,0.00578229,-2.53985,9.57011,-1.13416,0.0104798,-0.019886,0.000552164,4.17516,1.09428,9.15562,-0.015385,-0.0102164,0.00634102,-1.68645,-9.89463,-0.965621,-0.0355361,0.015469,0.0103208
0.015,9.42772,1.85641,2.11456,-0.0752749,0.0397421,0.0279262,0.40233,-9.88018,-0.877638,-0.0516713,0.012668,0.00184445,-1.76727,9.58527,-0.574271,-0.00091367,0.0119754,-0.00643151,4.8916,-1.98224,8.19729,-0.0172668,-0.00359166,0.0057086,-2.538,9.56579,-1.13456,0.0104036,-0.0194266,0.00057897,4.17082,1.09396,9.15082,-0.0153822,-0.0102329,0.00626863,-1.6879,-9.89154,-0.967644,-0.0353465,0.0165783,0.0104644
0.016,9.41964,1.85407,2.11498,-0.0755609,0.0399579,0.0281661,0.402095,-9.87729,-0.878299,-0.0515294,0.0126454,0.00188228,-1.76738,9.58198,-0.575389,-0.000895049,0.0120565,-0.00642741,4.89006,-1.98225,8.1927,-0.0172793,-0.00339275,0.00563107,-2.53619,9.56166,-1.1349,0.0103147,-0.0189963,0.000599064,4.16677,1.09356,9.14629,-0.0153824,-0.0102547,0.00619399,-1.68926,-9.8887,-0.969581,-0.0351551,0.0176949,0.0106
0.017,9.41181,1.85179,2.11542,-0.0758367,0.0401569,0.0284157,0.401674,-9.87451,-0.878989,-0.0513833,0.0126132,0.00191249,-1.76767,9.5789,-0.576293,-0.00087529,0.0121337,-0.0064189,4.88852,-1.98225,8.1884,-0.0172876,-0.00319465,0.00555198,-2.53444,9.55768,-1.13522,0.0102142,-0.0185955,0.000615314,4.16306,1.0931,9.14202,-0.0153878,-0.0102806,0.00611901,-1.6905,-9.88612,-0.97139,-0.0349575,0.0188167,0.0107265
0.018,9.40425,1.84961,2.11589,-0.0761002,0.0403363,0.0286727,0.401071,-9.87184,-0.879719,-0.0512319,0.012575,0.00193514,-1.76814,9.57596,-0.576958,-0.000852397,0.0122098,-0.00640951,4.88698,-1.98222,8.18437,-0.0172897,-0.0029957,0.00547354,-2.53277,9.55385,-1.13556,0.0101036,-0.0182245,0.00063031,4.1597,1.09261,9.13802,-0.0154004,-0.0103094,0.00604563,-1.69158,-9.88379,-0.97303,-0.0347496,0.0199418,0.0108429
0.019,9.39699,1.84751,2.11639,-0.076349,0.0404954,0.028936,0.40031,-9.86928,-0.880497,-0.0510757,0.0125326,0.00195001,-1.76875,9.57309,-0.577381,-0.000825844,0.0122866,-0.00640228,4.88546,-1.98219,8.18062,-0.0172851,-0.00279492,0.00539759,-2.5312,9.55013,-1.13594,0.00998489,-0.0178828,0.000645153,4.15671,1.0921,9.13425,-0.0154216,-0.0103401,0.00597605,-1.69251,-9.88171,-0.974459,-0.0345303,0.0210681,0.0109492
0.02,9.39005,1.84546,2.11693,-0.0765805,0.0406363,0.0292064,0.399445,-9.86683,-0.881331,-0.050918,0.0124856,0.00195649,-1.76947,9.57024,-0.577604,-0.000797252,0.0123645,-0.00639943,4.88395,-1.98215,8.1771,-0.0172751,-0.00259232,0.00532542,-2.52974,9.54649,-1.13636,0.00986083,-0.0175688,0.000658789,4.15403,1.09158,9.1307,-0.0154518,-0.0103718,0.00591284,-1.69332,-9.87986,-0.975638,-0.0343023,0.0221934,0.0110464
0.021,9.38341,1.84341,2.11748,-0.0767919,0.0407624,0.0294852,0.398545,-9.8645,-0.882228,-0.0507633,0.0124327,0.0019538,-1.77026,9.56739,-0.57768,-0.000769177,0.0124432,-0.00640291,4.88246,-1.9821,8.17379,-0.0172623,-0.00238834,0.00525808,-2.52842,9.5429,-1.13683,0.00973465,-0.0172802,0.000669216,4.1516,1.09104,9.1273,-0.015491,-0.0104036,0.00585876,-1.69408,-9.87821,-0.976529,-0.0340701,0.0233153,0.0111362
0.022,9.37709,1.84133,2.11803,-0.0769801,0.040877,0.029774,0.397678,-9.86227,-0.883196,-0.050616,0.0123723,0.00194111,-1.77109,9.56451,-0.577667,-0.000744178,0.0125224,-0.00641463,4.881,-1.98202,8.17063,-0.0172489,-0.00218341,0.00519663,-2.52723,9.53934,-1.13735,0.00960958,-0.0170152,0.000674425,4.14934,1.09048,9.12401,-0.0155391,-0.0104345,0.00581659,-1.69487,-9.87671,-0.977093,-0.0338381,0.0244316,0.0112205
0.023,9.37109,1.83918,2.11859,-0.0771426,0.0409825,0.0300734,0.396904,-9.86014,-0.884237,-0.0504799,0.0123035,0.00191802,-1.77193,9.56157,-0.577607,-0.000723861,0.0126013,-0.00643533,4.87957,-1.98192,8.16761,-0.0172369,-0.00197842,0.00514154,-2.52619,9.53576,-1.1379,0.00948794,-0.0167712,0.000673222,4.14722,1.08991,9.1208,-0.0155957,-0.0104637,0.00578831,-1.69572,-9.87535,-0.977302,-0.03361,0.0255398,0.0113008
0.024,9.36539,1.83696,2.11915,-0.0772777,0.041079,0.0303825,0.396268,-9.85812,-0.885343,-0.0503568,0.012226,0.00188504,-1.77278,9.55859,-0.577516,-0.000707654,0.0126771,-0.006463,4.87818,-1.98177,8.16472,-0.0172266,-0.00177518,0.00509188,-2.5253,9.53216,-1.13847,0.00937005,-0.0165454,0.000666287,4.1452,1.08936,9.11766,-0.0156599,-0.0104902,0.00577412,-1.69661,-9.87409,-0.97715,-0.0333867,0.0266373,0.0113789
0.025,9.35997,1.83471,2.11972,-0.0773845,0.0411651,0.030699,0.3958,-9.85615,-0.886498,-0.0502475,0.0121401,0.00184334,-1.77367,9.55559,-0.577391,-0.000693489,0.012746,-0.00649371,4.87684,-1.98156,8.16198,-0.0172178,-0.00157618,0.0050458,-2.52454,9.52852,-1.13899,0.00925486,-0.0163344,0.000655587,4.1433,1.08886,9.11462,-0.01573,-0.010513,0.00577296,-1.69751,-9.8729,-0.976649,-0.0331677,0.0277211,0.0114566
0.026,9.35483,1.83247,2.12031,-0.0774619,0.0412392,0.0310206,0.395532,-9.85424,-0.887686,-0.0501524,0.0120461,0.00179419,-1.77463,9.55263,-0.577226,-0.000679027,0.0128041,-0.00652319,4.87556,-1.98128,8.15943,-0.01721,-0.00138406,0.00500127,-2.52392,9.52482,-1.13943,0.0091411,-0.0161349,0.000643318,4.14153,1.08848,9.11168,-0.0158042,-0.010531,0.00578359,-1.69837,-9.87175,-0.975814,-0.032952,0.0287884,0.0115356
0.027,9.34993,1.83024,2.12094,-0.077509,0.0412999,0.0313449,0.395489,-9.85236,-0.888889,-0.0500718,0.0119446,0.00173907,-1.77569,9.54973,-0.577016,-0.000662427,0.0128478,-0.00654766,4.87434,-1.9809,8.15708,-0.0172027,-0.00120109,0.00495633,-2.52342,9.52107,-1.13972,0.00902775,-0.0159438,0.000631434,4.13988,1.08826,9.10887,-0.015881,-0.0105434,0.00580468,-1.69913,-9.8706,-0.974666,-0.0327388,0.0298361,0.0116178
0.028,9.34528,1.82805,2.12162,-0.0775257,0.0413476,0.0316703,0.39568,-9.85049,-0.890092,-0.0500052,0.0118367,0.00168032,-1.77684,9.54691,-0.576765,-0.00064383,0.0128762,-0.0065652,4.87318,-1.98041,8.15495,-0.0171962,-0.00102804,0.00490943,-2.52302,9.51727,-1.13985,0.00891508,-0.0157592,0.000620958,4.13834,1.08822,9.1062,-0.0159592,-0.01055,0.00583446,-1.69976,-9.86945,-0.973255,-0.0325266,0.0308616,0.0117049
0.029,9.34087,1.82586,2.12234,-0.0775124,0.0413846,0.0319957,0.396095,-9.84864,-0.891273,-0.0499508,0.0117241,0.00162142,-1.77805,9.54415,-0.576492,-0.00062586,0.0128917,-0.00657624,4.87208,-1.97981,8.15305,-0.0171914,-0.000863839,0.00485946,-2.52267,9.51347,-1.13985,0.00880483,-0.0155806,0.000611743,4.13689,1.08835,9.10369,-0.016038,-0.0105518,0.00587065,-1.70026,-9.86828,-0.971667,-0.0323136,0.0318621,0.0117987
0.03,9.3367,1.82365,2.12311,-0.0774699,0.0414143,0.0323202,0.396715,-9.84684,-0.892415,-0.0499065,0.011609,0.00156628,-1.77928,9.54144,-0.576217,-0.000612133,0.0128978,-0.00658213,4.87103,-1.9791,8.15139,-0.0171895,-0.000706677,0.00480548,-2.52235,9.50973,-1.13975,0.00869938,-0.0154084,0.000603176,4.13548,1.08865,9.10134,-0.0161166,-0.0105498,0.00591073,-1.70063,-9.86711,-0.970002,-0.0320977,0.0328351,0.011901
0.031,9.33276,1.82138,2.12394,-0.0773989,0.0414399,0.0326431,0.39752,-9.84508,-0.893497,-0.0498701,0.0114935,0.00151882,-1.78047,9.53875,-0.575962,-0.000606278,0.0128978,-0.00658423,4.87001,-1.97829,8.14996,-0.0171918,-0.00055476,0.00474656,-2.52201,9.50609,-1.13957,0.00860113,-0.0152427,0.000594646,4.13408,1.08909,9.09918,-0.0161945,-0.0105451,0.0059522,-1.70087,-9.86592,-0.968362,-0.0318769,0.0337779,0.0120136
0.032,9.32906,1.81901,2.12482,-0.0773009,0.0414636,0.0329626,0.398481,-9.84338,-0.894509,-0.0498394,0.0113795,0.00148209,-1.7816,9.53608,-0.575745,-0.000610201,0.0128941,-0.00658402,4.86901,-1.97736,8.14876,-0.0171992,-0.000406481,0.00468162,-2.52162,9.50261,-1.13935,0.00851158,-0.0150836,0.000585612,4.13264,1.08967,9.0972,-0.0162708,-0.0105391,0.00599314,-1.70098,-9.86473,-0.966811,-0.0316512,0.0346874,0.0121364
0.033,9.32557,1.81655,2.12576,-0.0771787,0.0414858,0.0332755,0.399545,-9.84173,-0.895459,-0.049812,0.0112691,0.00145726,-1.78268,9.5334,-0.575578,-0.000622143,0.0128858,-0.00658331,4.868,-1.97632,8.14776,-0.0172115,-0.000260611,0.00460935,-2.52116,9.4993,-1.13908,0.00843033,-0.014931,0.000575673,4.13113,1.09038,9.09538,-0.0163446,-0.0105335,0.00603288,-1.7009,-9.86355,-0.965339,-0.0314246,0.0355597,0.0122645
0.034,9.32227,1.81398,2.12674,-0.077036,0.0415056,0.0335772,0.400646,-9.8401,-0.896363,-0.0497858,0.0111644,0.00144439,-1.78374,9.5307,-0.575472,-0.000638193,0.0128705,-0.0065841,4.86694,-1.97518,8.14692,-0.0172282,-0.000116146,0.00452825,-2.52063,9.49616,-1.13877,0.00835589,-0.0147847,0.000564516,4.12953,1.09121,9.09368,-0.0164145,-0.0105305,0.00607143,-1.70059,-9.86237,-0.963891,-0.0312037,0.0363905,0.0123905
0.035,9.31913,1.81132,2.12776,-0.0768766,0.0415221,0.0338632,0.401718,-9.83848,-0.897242,-0.0497583,0.0110674,0.00144345,-1.7848,9.52798,-0.575434,-0.000654229,0.0128457,-0.00658842,4.86578,-1.97392,8.1462,-0.0172485,2.78942e-005,0.00443679,-2.52002,9.4932,-1.13841,0.00828666,-0.0146444,0.000551829,4.12781,1.09216,9.09208,-0.0164792,-0.0105319,0.0061089,-1.69996,-9.86123,-0.962406,-0.0309957,0.037175,0.0125069
0.036,9.31614,1.80856,2.12879,-0.0767038,0.0415349,0.0341291,0.4027,-9.83685,-0.89811,-0.0497275,0.0109798,0.00145445,-1.7859,9.52524,-0.575472,-0.000666509,0.0128092,-0.00659794,4.86449,-1.97256,8.14554,-0.0172716,0.000172205,0.00433396,-2.51933,9.49043,-1.13799,0.00822125,-0.0145098,0.000537373,4.12596,1.09322,9.09053,-0.0165378,-0.0105395,0.00614508,-1.69899,-9.86012,-0.960836,-0.0308062,0.0379094,0.0126074
0.037,9.31332,1.80575,2.12984,-0.0765204,0.0415444,0.0343712,0.403563,-9.8352,-0.898977,-0.0496925,0.0109027,0.00147728,-1.78705,9.52248,-0.575586,-0.000672497,0.0127596,-0.00661319,4.86307,-1.9711,8.14492,-0.0172955,0.000316555,0.00422038,-2.51858,9.48783,-1.13751,0.0081589,-0.014381,0.00052114,4.12401,1.09435,9.08901,-0.0165898,-0.0105534,0.00617881,-1.69767,-9.85906,-0.95916,-0.0306377,0.0385917,0.0126905
0.038,9.31075,1.80297,2.13089,-0.0763281,0.0415529,0.0345863,0.404303,-9.83349,-0.899841,-0.0496539,0.0108361,0.00151181,-1.78826,9.51976,-0.57577,-0.000670964,0.0126973,-0.00663349,4.86155,-1.96956,8.14431,-0.0173175,0.000459717,0.00409849,-2.5178,9.48541,-1.13695,0.00809954,-0.0142585,0.000503374,4.122,1.0955,9.08752,-0.0166358,-0.0105722,0.00620789,-1.69605,-9.85804,-0.957395,-0.0304892,0.0392219,0.0127598
0.039,9.30851,1.80032,2.13194,-0.0761281,0.0415629,0.0347713,0.40493,-9.83173,-0.900699,-0.0496126,0.0107799,0.00155786,-1.78951,9.51713,-0.576013,-0.000661128,0.0126226,-0.00665771,4.85999,-1.96798,8.14369,-0.0173343,0.000600104,0.00397133,-2.51705,9.48315,-1.1363,0.00804336,-0.0141425,0.000484406,4.12004,1.09662,9.08604,-0.0166766,-0.0105941,0.00622973,-1.69422,-9.85707,-0.955567,-0.0303581,0.039801,0.0128208
0.04,9.30671,1.79789,2.13296,-0.0759219,0.0415769,0.0349235,0.405452,-9.8299,-0.901546,-0.0495693,0.0107339,0.00161531,-1.79081,9.51465,-0.576307,-0.000642192,0.012536,-0.00668475,4.85841,-1.96638,8.14304,-0.0173427,0.000736125,0.00384197,-2.51638,9.48104,-1.13553,0.00799055,-0.0140335,0.000464565,4.1182,1.09765,9.08457,-0.0167129,-0.0106171,0.00624171,-1.69225,-9.85613,-0.953703,-0.030242,0.0403298,0.0128787
0.041,9.30539,1.79574,2.13397,-0.075711,0.0415968,0.03504,0.405883,-9.82799,-0.902372,-0.0495254,0.0106978,0.00168402,-1.79215,9.51234,-0.576641,-0.000613717,0.0124383,-0.00671362,4.85686,-1.96479,8.14233,-0.0173409,0.000866765,0.00371316,-2.51581,9.47907,-1.13464,0.00794157,-0.0139323,0.000443952,4.11654,1.09854,9.0831,-0.016745,-0.0106403,0.0062427,-1.6902,-9.85524,-0.951817,-0.0301383,0.0408089,0.0129367
0.042,9.30453,1.79386,2.13499,-0.0754966,0.0416231,0.0351194,0.406247,-9.82602,-0.903151,-0.0494833,0.0106715,0.00176384,-1.79349,9.51022,-0.576996,-0.000575998,0.0123311,-0.00674357,4.85537,-1.96325,8.14156,-0.01733,0.000992176,0.00358715,-2.51535,9.47726,-1.1336,0.00789745,-0.0138404,0.000422212,4.11507,1.09933,9.08161,-0.0167722,-0.0106647,0.00623446,-1.68812,-9.85435,-0.949901,-0.0300444,0.0412393,0.012993
0.043,9.30404,1.79219,2.13606,-0.0752804,0.0416557,0.0351604,0.406572,-9.82402,-0.903852,-0.0494459,0.0106546,0.00185461,-1.7948,9.50826,-0.577354,-0.000529689,0.0122161,-0.00677398,4.85395,-1.96181,8.14071,-0.0173126,0.00111309,0.00346592,-2.51497,9.47562,-1.13241,0.00785952,-0.0137595,0.000398762,4.11381,1.10006,9.08007,-0.0167933,-0.0106923,0.00622024,-1.68606,-9.85343,-0.947931,-0.0299575,0.0416221,0.0130435
0.044,9.30386,1.7907,2.13722,-0.0750639,0.0416943,0.0351618,0.406886,-9.82201,-0.904442,-0.049416,0.010647,0.0019562,-1.79603,9.50646,-0.577694,-0.000475425,0.0120953,-0.00680424,4.85262,-1.96052,8.13978,-0.017291,0.00123021,0.00335144,-2.51465,9.47415,-1.13104,0.0078291,-0.0136913,0.000373016,4.11274,1.10077,9.07847,-0.0168071,-0.0107251,0.00620324,-1.68406,-9.85245,-0.945887,-0.0298748,0.0419579,0.0130841
0.045,9.30394,1.78934,2.13849,-0.0748477,0.0417387,0.0351224,0.407217,-9.82003,-0.904897,-0.0493958,0.0106486,0.00206835,-1.79716,9.5048,-0.578001,-0.000413958,0.0119706,-0.006834,4.8514,-1.9594,8.13876,-0.0172675,0.00134451,0.00324531,-2.51439,9.47288,-1.12948,0.00780705,-0.0136374,0.00034433,4.11187,1.1015,9.0768,-0.016813,-0.0107643,0.00618605,-1.68216,-9.85136,-0.94376,-0.0297942,0.0422478,0.0131111
0.046,9.30425,1.78808,2.13989,-0.0746307,0.0417887,0.0350417,0.407578,-9.81811,-0.905211,-0.0493864,0.0106604,0.00219042,-1.79818,9.50327,-0.578274,-0.000346401,0.0118453,-0.00686368,4.85029,-1.95848,8.13768,-0.0172435,0.00145756,0.00314799,-2.51418,9.47181,-1.12774,0.00779295,-0.0135987,0.000311913,4.11118,1.10226,9.07506,-0.0168118,-0.0108093,0.00616947,-1.68035,-9.85017,-0.941578,-0.0297153,0.0424925,0.0131222
0.047,9.30479,1.78692,2.1414,-0.0744095,0.0418437,0.0349196,0.407975,-9.81626,-0.905396,-0.049387,0.0106838,0.00232138,-1.79911,9.50189,-0.578527,-0.000274207,0.011723,-0.00689443,4.84928,-1.95774,8.13656,-0.0172196,0.00157157,0.00305888,-2.514,9.47096,-1.12585,0.00778511,-0.0135751,0.000274835,4.11066,1.10303,9.07333,-0.0168055,-0.0108572,0.00615262,-1.67864,-9.84886,-0.939406,-0.0296396,0.0426933,0.0131163
0.048,9.30558,1.78585,2.14301,-0.0741804,0.0419032,0.0347561,0.408414,-9.81451,-0.905471,-0.0493967,0.0107208,0.00246013,-1.79997,9.50068,-0.578776,-0.000198922,0.011608,-0.0069276,4.84835,-1.95715,8.13545,-0.0171961,0.00168894,0.00297708,-2.51388,9.47032,-1.12386,0.0077815,-0.0135666,0.000232114,4.1103,1.10381,9.07164,-0.016797,-0.0109048,0.00613415,-1.67699,-9.84745,-0.937316,-0.0295688,0.0428509,0.0130925
0.049,9.30664,1.78485,2.14469,-0.0739396,0.0419668,0.0345511,0.408896,-9.8129,-0.905453,-0.0494147,0.0107732,0.00260558,-1.80078,9.49964,-0.579035,-0.00012208,0.0115042,-0.00696442,4.8475,-1.95669,8.13439,-0.0171733,0.001812,0.00290179,-2.5138,9.46992,-1.1218,0.00778012,-0.0135731,0.000182864,4.11008,1.10456,9.07005,-0.0167884,-0.0109488,0.00611275,-1.6754,-9.84594,-0.935381,-0.0295046,0.0429665,0.0130502
0.05,9.30796,1.78393,2.14646,-0.073684,0.0420349,0.0343046,0.409419,-9.81141,-0.905358,-0.0494399,0.0108418,0.00275679,-1.80154,9.49878,-0.579309,-4.51123e-005,0.0114133,-0.00700455,4.84673,-1.95634,8.1334,-0.017152,0.00194239,0.00283312,-2.51379,9.46975,-1.11971,0.00777927,-0.0135936,0.000127268,4.10998,1.10527,9.06861,-0.0167805,-0.0109874,0.0060878,-1.67384,-9.84435,-0.933642,-0.0294478,0.0430412,0.0129911
0.051,9.30952,1.78306,2.14834,-0.0734114,0.0421087,0.0340165,0.409969,-9.81006,-0.905197,-0.049472,0.0109264,0.00291307,-1.80223,9.49812,-0.579583,3.07103e-005,0.0113334,-0.00704501,4.84603,-1.95607,8.13248,-0.0171334,0.00208059,0.00277273,-2.51388,9.46981,-1.11764,0.00777773,-0.0136258,6.73393e-005,4.10995,1.10592,9.06732,-0.0167708,-0.0110205,0.00605988,-1.67233,-9.84267,-0.932093,-0.0293972,0.0430765,0.0129211
