Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z
0,9.02217,-0.19089,2.73893,-0.273477,0.106408,-0.250387,-0.793094,-9.92609,-1.37979,-0.276675,0.159926,-0.0711517,-2.05423,8.87394,-0.871228,0.0418339,-0.805694,-0.297162,6.14876,-1.66968,7.43238,-0.641385,-0.027581,-0.660433,0.213053,9.0531,-1.98296,0.010068,0.0485755,0.787322,4.45484,2.01766,8.98534,-0.0141912,0.0110999,-0.0564633,-2.58216,-9.89383,-0.54263,-0.132571,0.44221,0.101045
0.001,9.0044,-0.201676,2.72019,-0.275117,0.10696,-0.246489,-0.793752,-9.91824,-1.36983,-0.276495,0.158979,-0.0716505,-2.04875,8.86514,-0.861897,0.0416249,-0.801894,-0.296297,6.13673,-1.66422,7.42923,-0.641482,-0.0235019,-0.660379,0.219605,9.04843,-1.97363,0.00480605,0.0572349,0.785547,4.45499,2.00239,8.97771,-0.0146194,0.0113313,-0.0560836,-2.58089,-9.88456,-0.533784,-0.131959,0.442159,0.101328
0.002,8.98671,-0.212731,2.70123,-0.2768,0.107568,-0.242469,-0.794163,-9.91093,-1.35982,-0.276319,0.158018,-0.0721701,-2.04342,8.85677,-0.852382,0.0413957,-0.798034,-0.295411,6.12486,-1.65864,7.42645,-0.641652,-0.0192839,-0.660361,0.226114,9.04406,-1.96408,-0.000691752,0.06617,0.783715,4.45541,1.98705,8.97052,-0.015039,0.0115606,-0.055701,-2.57944,-9.87586,-0.524688,-0.131329,0.442111,0.101615
0.003,8.9691,-0.224012,2.68213,-0.278514,0.108238,-0.238328,-0.794235,-9.90415,-1.34984,-0.276143,0.157045,-0.0727095,-2.03828,8.84886,-0.842711,0.0411418,-0.794118,-0.294499,6.11317,-1.65292,7.42398,-0.6419,-0.0149306,-0.660377,0.232496,9.03991,-1.95429,-0.00643554,0.075366,0.781812,4.45607,1.97173,8.96374,-0.015443,0.0117844,-0.0553174,-2.57772,-9.86773,-0.515351,-0.130681,0.442056,0.101903
0.004,8.95156,-0.235478,2.66295,-0.280247,0.108979,-0.234068,-0.793876,-9.89793,-1.33993,-0.275963,0.156063,-0.0732677,-2.03338,8.8414,-0.832908,0.0408591,-0.790151,-0.293557,6.10167,-1.64705,7.4218,-0.64223,-0.0104453,-0.660421,0.238668,9.0359,-1.94426,-0.012436,0.0848082,0.779821,4.45694,1.95651,8.95739,-0.0158245,0.0119996,-0.0549345,-2.57561,-9.86022,-0.505784,-0.130014,0.441987,0.102188
0.005,8.93411,-0.247096,2.64375,-0.281989,0.109796,-0.22969,-0.793022,-9.89224,-1.33016,-0.275777,0.155075,-0.0738434,-2.02876,8.83441,-0.823003,0.0405437,-0.786136,-0.292583,6.0904,-1.64101,7.41987,-0.642647,-0.00583085,-0.660491,0.244552,9.03196,-1.934,-0.0187009,0.0944839,0.77773,4.458,1.94148,8.95143,-0.0161776,0.0122033,-0.0545542,-2.57305,-9.85333,-0.495999,-0.129325,0.441894,0.102466
0.006,8.91679,-0.258849,2.62463,-0.283728,0.110689,-0.225202,-0.791689,-9.88704,-1.32057,-0.275584,0.154082,-0.074435,-2.02443,8.82789,-0.813029,0.0401942,-0.782073,-0.291575,6.07937,-1.63477,7.41816,-0.643153,-0.00108927,-0.660581,0.250084,9.02803,-1.92354,-0.0252289,0.104384,0.775529,4.4592,1.92668,8.94582,-0.0165006,0.0123936,-0.054178,-2.56996,-9.84705,-0.486018,-0.128615,0.441772,0.102733
0.007,8.89966,-0.27074,2.60564,-0.285453,0.111656,-0.220617,-0.789965,-9.88227,-1.31119,-0.275383,0.153088,-0.0750402,-2.02037,8.82185,-0.803028,0.0398106,-0.777956,-0.290532,6.06859,-1.6283,7.41669,-0.643749,0.00377797,-0.66069,0.255215,9.02406,-1.91301,-0.0320098,0.114502,0.773213,4.46047,1.91216,8.94048,-0.0167951,0.0125697,-0.0538072,-2.5663,-9.84133,-0.475871,-0.127881,0.441614,0.102988
0.008,8.88278,-0.282778,2.58686,-0.287153,0.11269,-0.215947,-0.787962,-9.87782,-1.30204,-0.275176,0.152094,-0.0756567,-2.01653,8.81628,-0.793045,0.0393938,-0.773782,-0.289454,6.05805,-1.62155,7.41543,-0.644434,0.00876987,-0.660813,0.2599,9.02001,-1.90249,-0.0390316,0.124834,0.770776,4.46175,1.89792,8.9353,-0.0170637,0.012731,-0.0534431,-2.56205,-9.83613,-0.465591,-0.127123,0.441418,0.103227
0.009,8.86623,-0.294971,2.56835,-0.288816,0.113786,-0.211207,-0.785788,-9.87362,-1.29316,-0.274964,0.151104,-0.0762821,-2.0129,8.81118,-0.78312,0.0389443,-0.769545,-0.288343,6.04776,-1.61449,7.4144,-0.64521,0.0138857,-0.660947,0.264092,9.01583,-1.89211,-0.046282,0.135375,0.768215,4.46299,1.88398,8.93021,-0.0173088,0.0128768,-0.053087,-2.55717,-9.83138,-0.45521,-0.126339,0.441177,0.103448
0.01,8.85008,-0.307347,2.55019,-0.290432,0.114939,-0.206408,-0.783506,-9.86962,-1.28456,-0.274746,0.150118,-0.0769128,-2.00943,8.80654,-0.773285,0.0384629,-0.765241,-0.287197,6.03775,-1.60708,7.4136,-0.646077,0.0191248,-0.66109,0.267747,9.01148,-1.88198,-0.0537448,0.146127,0.76553,4.46414,1.87038,8.92514,-0.0175317,0.0130075,-0.0527398,-2.55164,-9.82707,-0.444756,-0.125529,0.440887,0.103649
