Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RSemitendinosus,LBicepsFemoris,RRectusFemoris,RVastusLateralis,LGluteusMaximus,LTibialisAnterior,LSoleus,RBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.0659406,0.0471472,0.0716718,0.0267624,0.111249,0.0676468,0.087258,0.485055,0.0326975,0.0751028,0.0666949,-1.10665,0.0737311,0.00689178,0.0880701,0.200367
0.021,0.068382,0.0550818,0.0570233,0.00753632,0.0789004,0.0746658,0.0332419,0.436532,0.293623,0.0662527,0.0636432,-1.10726,0.0828864,0.0151315,0.0926477,0.182362
0.022,0.0766217,0.0498938,0.0493939,-0.0406815,0.12132,0.0700882,-2.23E-05,0.422494,0.314375,0.0491629,0.0520465,-1.09597,0.101197,0.0041452,0.0990564,0.189076
0.023,0.0522076,0.0721716,0.0417645,-0.053804,0.0737125,0.0487259,-0.07418,0.378548,0.165144,0.0851736,0.0761554,-1.08437,0.0920416,0.0282541,0.0935632,0.189076
0.024,0.0540387,0.0556921,0.0725873,-0.0635696,0.103315,0.0566605,-0.0985941,0.342232,0.0555856,0.0763235,0.0419757,-1.07735,0.100892,-0.000432434,0.111569,0.163746
0.025,0.0714337,0.0257849,0.0628217,-0.0892044,0.101178,0.0429276,-0.0659402,0.270516,-0.00880646,0.0705252,0.080733,-1.05477,0.101197,0.0029245,0.127743,0.182057
0.026,0.0628888,0.0593542,0.0539716,-0.12552,0.0990421,0.0597122,0.014321,0.245492,0.00401093,0.0641165,0.0596759,-0.981833,0.104859,-0.00134796,0.119808,0.173207
0.027,0.0689923,0.0608801,0.0661786,-0.167024,0.10362,0.0148514,0.0271384,0.171334,0.0549753,0.068389,0.0837848,-0.919577,0.117371,0.0129953,0.135372,0.179921
0.028,0.0689923,0.0636267,0.0612958,-0.245454,0.0914127,0.0618485,-0.0125345,0.156991,0.0476511,0.0516043,0.0566241,-0.833212,0.0828864,0.00445038,0.135372,0.175038
0.029,0.0390851,0.060575,0.053056,-0.340059,0.0740176,0.0533035,0.02134,0.0779501,0.0955637,0.0592337,0.0663898,-0.76058,0.108521,0.0166574,0.137203,0.165577
0.03,0.0845563,0.0578284,0.0439008,-0.463045,0.0892764,0.0365189,0.0713889,0.0593344,0.0842722,0.0607596,0.0514362,-0.769125,0.0923468,-0.00378937,0.135067,0.151539
0.031,0.0558698,0.046842,0.040849,-0.574434,0.074628,-0.00590057,0.0692526,0.00348724,0.0851877,0.0467215,0.0651691,-0.737082,0.0880743,0.0117746,0.150326,0.163746
0.032,0.0747906,0.069425,0.0542767,-0.686433,0.105146,-0.0156662,0.0555197,-0.0206216,0.0696237,0.0482474,0.0532672,-0.791403,0.0950934,-0.0101981,0.126522,0.139332
0.033,0.0680768,0.0453162,0.035661,1.34299,0.102704,-0.00590057,0.0906149,-0.088981,0.116621,0.0488577,0.0544879,-0.74349,0.109742,0.00841766,0.12286,0.137806
0.034,0.065025,0.0678992,0.0667889,1.36557,0.0883609,0.000202942,0.0890891,-0.111259,0.0922067,0.0320731,0.05815,-0.651938,0.121339,0.0154367,0.136898,0.125905
0.035,0.0616681,0.0596594,0.0481732,-2.29227,0.079816,0.0206497,0.0796286,-0.154289,0.0137766,0.0638113,0.0575397,-0.518881,0.124695,0.0206247,0.106381,0.134755
0.036,0.0634991,0.0685095,0.0585492,-1.23911,0.0779849,0.0822952,0.129677,-0.184806,-0.0728934,0.0342093,0.0444171,-0.481649,0.145753,0.0395456,0.107296,0.113698
0.037,0.0573956,0.0712561,0.0680096,-0.661409,0.0651675,0.0398758,0.150735,-0.245536,-0.0503104,0.0531302,0.0703571,-0.393149,0.122864,0.0386301,0.100582,0.097218
0.038,0.0363385,0.0791907,0.0670941,-0.144746,0.0587589,0.0636795,0.175759,-0.288261,-0.0319998,0.037261,0.030379,-0.290304,0.101197,0.0389352,0.0895959,0.102406
0.039,0.0561749,0.0590491,0.056413,0.255339,0.0554019,0.057576,0.180642,-0.340751,0.0308664,0.0339041,0.0584552,-0.174948,0.0966193,0.0340524,0.0715906,0.111866
0.04,0.0735699,0.0614905,0.0576337,0.599882,0.0621158,0.105183,0.147378,-0.395683,0.0409372,0.0375662,0.0496051,-0.0922452,0.103638,0.0535837,0.0755579,0.0987439
0.041,0.0781476,0.0358557,0.0506146,0.832121,0.0569278,0.137227,0.11747,-0.425285,0.153242,0.0531302,0.0819537,0.0105991,0.131409,0.0508371,0.0813562,0.0856213
