Time,RTibialisAnterior,RSoleus,RGastrocnemiusMedialis,RSemitendinosus,LBicepsFemoris,RRectusFemoris,RVastusLateralis,LGluteusMaximus,LTibialisAnterior,LSoleus,RBicepsFemoris,LGastrocnemiusMedialis,LSemitendinosus,LRectusFemoris,LVastusLateralis,RGluteusMaximus
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.059837,0.045011,0.0597699,0.0801682,0.0108463,0.0990799,0.0280539,0.0456015,0.0555856,0.0445853,0.047774,0.0887241,0.0520636,0.0544992,0.0453455,0.0621228
0.021,0.0619733,0.0636267,0.0637372,0.0731491,0.0447208,0.0978592,0.0732199,0.023934,0.0748117,0.0265799,0.0386188,0.0380649,0.0468756,0.041987,0.0483972,0.0505261
0.022,0.0360333,0.0550818,0.0573285,0.0606369,0.0438052,0.0902298,0.0637595,0.0309531,0.0430734,0.00369171,0.0444171,0.0994052,0.0734259,0.0319162,0.0548059,0.0670056
0.023,0.0552594,0.0712561,0.0521405,0.0691818,0.026105,0.0713089,0.0600974,0.0538412,0.035444,0.00521759,0.0373981,0.0826205,0.0444342,0.0319162,0.0529749,0.0657849
0.024,0.0457989,0.0770544,0.0475629,0.0340866,0.026105,0.0700882,0.0674216,0.0361411,0.0363596,0.00613312,0.0532672,0.105814,0.0862433,0.024592,0.0670129,0.0563245
0.025,0.070213,0.0550818,0.0744183,0.0609421,0.0105411,0.0725296,0.0964133,0.0449912,0.0803049,0.0525198,0.063338,0.119852,0.0697638,0.0282541,0.0615198,0.0480847
0.026,0.0616681,0.0621008,0.0942548,0.0337814,0.0123721,0.0706985,0.0936667,0.0565878,0.0717599,0.119048,0.0560138,0.161051,0.061524,0.0334421,0.068844,0.0453381
0.027,0.0552594,0.0633215,0.0793011,-0.00345001,0.0215274,0.0807693,0.0948874,0.0495688,0.0619943,0.0918875,0.0975177,0.145487,0.0670172,0.021235,0.056637,0.0566296
0.028,0.0625836,0.0660681,0.110734,0.0221848,0.0215274,0.0438431,0.0637595,0.0367514,0.0702341,0.0677786,0.0999591,0.0954379,0.0541998,0.0465646,0.0642664,0.0535779
0.029,0.0692975,0.0855994,0.101274,0.0145554,0.0435001,0.0606277,0.0222556,0.041329,0.0470407,0.0512991,0.0462482,0.118936,0.0416876,0.0508371,0.0645715,0.0496106
0.03,0.0851666,0.0813269,0.058244,0.046904,0.026105,0.0539139,0.000282898,0.0575034,0.0769479,0.03543,0.0093219,0.0981845,0.0624396,0.0441232,0.0795251,0.0380139
0.031,0.0766217,0.0920081,0.0420697,0.145171,0.029462,0.0533035,-0.000327453,0.056893,0.0732858,0.0137625,0.0315997,0.13389,0.0462653,0.0529733,0.0737268,0.0462537
0.032,0.0638043,0.0614905,0.0448163,0.116789,0.0612003,0.0441483,0.0301901,0.0642172,0.0830515,0.0809012,0.025191,0.122904,0.0612189,0.0557199,0.0673181,0.0663953
0.033,0.0641095,0.0712561,0.0533612,0.085051,0.0673038,0.0407913,0.0436179,0.0642172,0.0528391,0.128509,0.0373981,0.129312,0.0395514,0.0590768,0.0612146,0.064259
0.034,0.0708234,0.0874304,0.025285,0.0484299,0.0663882,0.0294998,0.0414816,0.0681845,0.0629098,0.132171,0.0288532,0.114664,0.0740363,0.0740305,0.0798303,0.0715832
0.035,0.0561749,0.0935339,0.0524457,0.0331711,0.0499088,0.029805,0.0124899,0.0626913,0.0503976,0.0375662,-0.00746277,0.109171,0.0654913,0.0654855,0.0764734,0.0499158
0.036,0.058006,0.0666785,0.0631268,0.0655197,0.0401431,0.059407,-0.0107034,0.0587241,0.0644357,0.0345145,0.0496051,0.108255,0.0657965,0.0499216,0.0746423,0.013905
0.037,0.0735699,0.0389075,0.0344403,0.0627731,0.0377017,0.0581863,0.0109641,0.0678793,0.0674875,-0.0518503,0.0975177,0.111917,0.0804449,0.0654855,0.0767786,0.0392346
0.038,0.0564801,0.00442261,0.0240643,0.0713181,0.0383121,0.0954178,0.0375143,0.0831381,0.0671823,-0.0191965,0.0599811,0.118021,0.0541998,0.0792184,0.0654871,0.0731091
0.039,0.0647198,0.0199866,0.0289471,0.0560593,0.0496036,0.090535,0.0430075,0.0831381,0.0534494,0.0619803,0.0520465,0.107645,0.0685431,0.0660959,0.0899011,0.0706677
0.04,0.0747906,0.0617957,0.0786908,0.0551437,0.0453311,0.0841263,0.0668112,0.0782553,0.0586374,0.0369559,0.0724933,0.0905551,0.0746466,0.0596872,0.0801355,0.0566296
